"","other","acetobacteraceae","bradyrhizobiaceae","caulobacteraceae","comamonadaceae","hyphomicrobiaceae","mycobacteriaceae","oxalobacteraceae","rhodospirillaceae","sphingomonadaceae","xanthomonadaceae"
"X24_cp745",0.8931842409388,0.00180460338680927,0.00842920974450386,0.00357949792038027,0.0190535784313725,0.0227033615567439,0.00230457367795603,0.00347950386215092,0.00870419340463458,0.0209784640522876,0.0157787730243613
"X24_cp341",0.958130381758764,0.000779664289958408,0.00140462715389186,0.00120463903743316,0.00715428550207962,0.0134289126559715,0.000629673202614379,0.00100465092097445,0.00890418152109329,0.00470443107546049,0.00265455288175876
"X24_cp347",0.923057465834819,0.000679670231729055,0.00472942959001783,0.0030045320855615,0.0117540121806298,0.0119789988116459,0.00217958110516934,0.00260455585264409,0.00507940879382056,0.0229033496732026,0.0120289958407605
"X24_cp323",0.936581662210339,0.002154582590612,0.00387948009506833,0.00152961972667855,0.00912916815210933,0.0252532100415924,0.000804662804515746,0.00047968211527035,0.0116540181224005,0.00527939691027926,0.00325451723113488
"X24_cp119",0.931831944444445,0.00232957219251337,0.00337950980392157,0.00160461527035056,0.0109040626856803,0.0282030347593583,0.000454683600713012,0.00102964943553179,0.0116790166369578,0.00597935531788473,0.00260455585264409
"X24_cp346",0.93215692513369,0.00102964943553179,0.00412946524064171,0.00140462715389186,0.0101291087344029,0.0209534655377302,0.00137962863933452,0.00190459744503862,0.0103790938799762,0.0116540181224005,0.00487942067736185
"X24_cp320",0.939656479500891,0.000704668746286393,0.00347950386215092,0.00175460635769459,0.012728954248366,0.0156037834224599,0.00107964646464646,0.00120463903743316,0.00887918300653595,0.00820422311348782,0.00670431224004753
"X24_cp313",0.935806708259061,0.000829661319073084,0.00330451426024955,0.00112964349376114,0.0120539943553179,0.0176036645870469,0.000954653891859774,0.00157961675579323,0.00842920974450386,0.00947914735591206,0.00882918597742127
"X24_cp743",0.925182339572193,0.000504680629827689,0.00472942959001783,0.00282954248366013,0.00900417557932264,0.0259781669637552,0.00185460041592395,0.00127963458110517,0.0100791117052882,0.0109290612002377,0.00762925727866904
"X24_cp315",0.929407088532383,0.00250456179441474,0.00680430629827689,0.00280454396910279,0.00827921865715983,0.021378440285205,0.00177960487225193,0.00205458853238265,0.00775424985145573,0.0138538874034462,0.00337950980392157
"X24_cp741",0.934831766191325,0.0100041161616162,0.00642932857991682,0.00565437462863933,0.000729667260843731,0.0146788383838384,0.00537939096850862,0.000604674688057041,0.0184286155674391,0.00107964646464646,0.00217958110516934
"X24_cp744",0.956355487225193,0.00212958407605466,0.00255455882352941,0.00122963755199049,0.00992912061794415,0.0121539884135472,0.00035468954248366,0.00127963458110517,0.0077292513368984,0.00335451128936423,0.00292953654188948
"X24_cp322",0.925232336601307,0.00190459744503862,0.00470443107546049,0.00205458853238265,0.010954059714795,0.0343526693404635,0.00167961081402258,0.00140462715389186,0.0109040626856803,0.00442944741532977,0.00237956922162805
"X24_cp329",0.935006755793226,0.00577936720142602,0.00560437759952466,0.00237956922162805,0.00705429144385027,0.0239032902554961,0.000454683600713012,0.000679670231729055,0.0117290136660725,0.00305452911467617,0.00435445187165775
"X24_cp348",0.933881822638146,0.00487942067736185,0.00402947118241236,0.00292953654188948,0.00640433006535948,0.0178536497326203,0.00147962269756387,0.000829661319073084,0.00942915032679739,0.0114290314913844,0.00685430332739156
"X24_cp319",0.908758315508021,0.0051044073083779,0.0120539943553179,0.00312952465834819,0.010954059714795,0.0291529783125371,0.00205458853238265,0.00122963755199049,0.012428972073678,0.0063543330362448,0.0087791889483066
"X24_cp314",0.920207635175282,0.00630433600713013,0.0102541013071895,0.00175460635769459,0.00627933749257279,0.0315778342245989,0.000779664289958408,0.000629673202614379,0.0163287403446227,0.00217958110516934,0.00370449049316696
"X24_cp321",0.930407029114676,0.00637933155080214,0.0097041339869281,0.00287953951277481,0.00637933155080214,0.0177036586452763,0.00190459744503862,0.00087965834818776,0.00762925727866904,0.0117290136660725,0.00440444890077243
"X24_cp330",0.940006458704694,0.00157961675579323,0.00455443998811646,0.00122963755199049,0.00860419934640523,0.0226033674985146,0.000604674688057041,0.00190459744503862,0.0086541963755199,0.00757926024955437,0.0026795513963161
"X24_cp256",0.928657133095663,0.000529679144385027,0.00310452614379085,0.0030045320855615,0.010804068627451,0.0209284670231729,0.000679670231729055,0.0014296256684492,0.0115040270350564,0.0154537923351159,0.00390447860962567
"X24_cp349",0.93750660724896,0.000504680629827689,0.00417946226975639,0.00220457961972668,0.00800423499702911,0.0134789096850862,0.00100465092097445,0.00672931075460487,0.00595435680332739,0.0166037240047534,0.00382948306595365
"X24_cp328",0.913733019904932,0.00182960190136661,0.00470443107546049,0.00470443107546049,0.0137788918597742,0.0167787136066548,0.00145462418300654,0.00892918003565062,0.00985412507427213,0.014653839869281,0.00957914141414141
"X24_cp307",0.91430798573975,0.00322951871657754,0.00637933155080214,0.00302953060011884,0.0128539468211527,0.0271031001188354,0.00205458853238265,0.00130463309566251,0.014353857694593,0.0103790938799762,0.00500441325014854
"X24_cp306",0.931956937017231,0.00125463606654783,0.00357949792038027,0.00265455288175876,0.0120039973262032,0.0203035041592395,0.000754665775401069,0.000654671717171717,0.00990412210338681,0.0106040805109923,0.00632933452168746
"X24_cp255",0.905158529411765,0.00105464795008913,0.00610434789067142,0.00252956030897207,0.0159537626262626,0.033802702020202,0.00150462121212121,0.00225457664884135,0.00840421122994653,0.0165537269756387,0.0066793137254902
"X24_cp350",0.925082345513963,0.00172960784313725,0.00350450237670826,0.00522939988116459,0.0168037121212121,0.0191535724896019,0.000704668746286393,0.00640433006535948,0.00935415478312537,0.00557937908496732,0.00645432709447415
"X24_cp308",0.911533150623886,0.00187959893048128,0.00515440433749257,0.00257955733808675,0.0168037121212121,0.0255281937017231,0.00115464200831848,0.00185460041592395,0.00952914438502674,0.00872919191919192,0.0152538042186572
"X24_cp317",0.936656657754011,0.00277954545454545,0.0024795632798574,0.00250456179441474,0.0102291027926322,0.0197285383244207,0.000554677658942365,0.00087965834818776,0.0136788978015449,0.00642932857991682,0.00407946821152703
"X24_cp324",0.911083177361854,0.00645432709447415,0.00612934640522876,0.00342950683303624,0.0220034031491384,0.0134289126559715,0.000504680629827689,0.00912916815210933,0.0172786838978015,0.00490441919191919,0.00565437462863933
