"","other","Mortierella","Solicoccozyma","Saitozyma","Umbelopsis","Russula","Trichoderma","Penicillium","Cortinarius","Inocybe","Sebacina","Lactarius","Cladophialophora","Tomentella","Mycena","Cenococcum"
"STER_031-M-2-0-20140723",0.957677165354331,0.0137795275590551,0.0147637795275591,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_033-M-23-30-20140723",0.704724409448819,0.270669291338583,0.0118110236220472,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_033-M-30-38-20140723",0.894685039370079,0.0856299212598425,0.00196850393700787,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00590551181102362,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_033-M-33-4-20140723",0.766732283464567,0.199803149606299,0.0127952755905512,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00885826771653543,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_034-M-19-30-20140723",0.877952755905512,0.108267716535433,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_034-M-23-8-20140723",0.892716535433071,0.0905511811023622,0.00393700787401575,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_035-M-18-37-20140723",0.864173228346457,0.118110236220472,0.00295275590551181,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.00196850393700787,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_035-M-2-27-20140723",0.874015748031496,0.112204724409449,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"STER_035-M-33-17-20140723",0.820866141732283,0.153543307086614,0.00590551181102362,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0078740157480315,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_001-M-14-7-20140804",0.77755905511811,0.0324803149606299,0.000984251968503937,0.000984251968503937,0.0383858267716535,0.133858267716535,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00688976377952756,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_001-M-15-1-20140804",0.882874015748031,0.0403543307086614,0.000984251968503937,0.000984251968503937,0.0364173228346457,0.0206692913385827,0.000984251968503937,0.000984251968503937,0.0078740157480315,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.000984251968503937
"TALL_001-M-22-32-20140708",0.294291338582677,0.0236220472440945,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.666338582677165,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_001-M-30-37-20140708",0.954724409448819,0.0255905511811024,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00688976377952756,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_001-M-7-0-20140708",0.760826771653543,0.0718503937007874,0.000984251968503937,0.000984251968503937,0.0423228346456693,0.101377952755906,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.0108267716535433,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.000984251968503937
"TALL_001-O-30-37-20140708",0.732283464566929,0.0216535433070866,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.224409448818898,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00590551181102362,0.000984251968503937,0.000984251968503937,0.000984251968503937
"TALL_001-O-7-0-20140708",0.788385826771654,0.0078740157480315,0.000984251968503937,0.000984251968503937,0.00393700787401575,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0108267716535433,0.000984251968503937,0.0255905511811024,0.000984251968503937,0.000984251968503937,0.149606299212598,0.000984251968503937,0.00492125984251968
"TALL_002-M-10-34-20140708",0.635826771653543,0.031496062992126,0.000984251968503937,0.000984251968503937,0.0246062992125984,0.126968503937008,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0885826771653543,0.0433070866141732,0.000984251968503937,0.0403543307086614,0.000984251968503937,0.000984251968503937
"TALL_002-M-19-1-20140804",0.613188976377953,0.062992125984252,0.000984251968503937,0.000984251968503937,0.0659448818897638,0.0836614173228346,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.000984251968503937,0.062007874015748,0.000984251968503937,0.0994094488188976,0.00295275590551181,0.000984251968503937
"TALL_002-M-25-6-20140708",0.520669291338583,0.0757874015748032,0.000984251968503937,0.000984251968503937,0.122047244094488,0.18011811023622,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0570866141732283,0.0285433070866142,0.000984251968503937,0.000984251968503937,0.00688976377952756,0.000984251968503937,0.000984251968503937
"TALL_002-M-3-28-20140804",0.151574803149606,0.00590551181102362,0.00196850393700787,0.000984251968503937,0.0167322834645669,0.761811023622047,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0374015748031496,0.00984251968503937,0.000984251968503937,0.00688976377952756,0.000984251968503937,0.000984251968503937
"TALL_002-M-31-34-20140804",0.759842519685039,0.0216535433070866,0.00295275590551181,0.000984251968503937,0.0285433070866142,0.115157480314961,0.000984251968503937,0.000984251968503937,0.000984251968503937,0.0226377952755906,0.00492125984251968,0.0226377952755906,0.000984251968503937,0.0127952755905512,0.00295275590551181,0.000984251968503937
"TALL_002-M-9-4-20140708",0.65748031496063,0.0846456692913386,0.000984251968503937,0.000984251968503937,0.140748031496063,0.0364173228346457,0.000984251968503937,0.000984251968503937,0.00196850393700787,0.031496062992126,0.000984251968503937,0.00295275590551181,0.000984251968503937,0.0364173228346457,0.000984251968503937,0.000984251968503937
