"","other","Saprotroph","Ectomycorrhizal","Wood_Saprotroph","Animal_Pathogen","Plant_Pathogen"
"DSNY_003-M-1-7-20140813",0.252485089463221,0.0298210735586481,0.710735586481113,0.00099403578528827,0.00099403578528827,0.00497017892644135
"DSNY_003-M-3-26-20140813",0.0745526838966203,0.00497017892644135,0.894632206759443,0.0238568588469185,0.00099403578528827,0.00099403578528827
"DSNY_003-M-33-0-20140813",0.506958250497018,0.0636182902584493,0.405566600397614,0.0208747514910537,0.00099403578528827,0.00198807157057654
"DSNY_004-M-21-38-20140813",0.986083499005964,0.00596421471172962,0.00497017892644135,0.00099403578528827,0.00099403578528827,0.00099403578528827
"DSNY_009-M-2-0-20140813",0.960238568588469,0.0328031809145129,0.00099403578528827,0.00397614314115308,0.00099403578528827,0.00099403578528827
"DSNY_009-M-26-3-20140701",0.495029821073559,0.44234592445328,0.010934393638171,0.0427435387673956,0.00099403578528827,0.00795228628230616
"DSNY_009-M-29-2-20140701",0.932405566600398,0.036779324055666,0.0228628230616302,0.00596421471172962,0.00099403578528827,0.00099403578528827
"DSNY_009-M-33-11-20140910",0.975149105367793,0.00894632206759443,0.00198807157057654,0.0099403578528827,0.00099403578528827,0.00298210735586481
"DSNY_009-M-39-30-20140813",0.885685884691849,0.0397614314115308,0.0487077534791252,0.010934393638171,0.00099403578528827,0.0139165009940358
"DSNY_009-M-8-11-20140813",0.926441351888668,0.0506958250497018,0.0198807157057654,0.00099403578528827,0.00099403578528827,0.00099403578528827
"DSNY_016-M-0-30-20140910",0.540755467196819,0.356858846918489,0.0129224652087475,0.047713717693837,0.00099403578528827,0.0407554671968191
"DSNY_016-M-16-7-20140910",0.672962226640159,0.247514910536779,0.00198807157057654,0.0357852882703777,0.00099403578528827,0.0407554671968191
"DSNY_016-M-23-38-20140910",0.479125248508946,0.426441351888668,0.0437375745526839,0.0427435387673956,0.00099403578528827,0.00695825049701789
"DSNY_016-M-35-24-20140701",0.824055666003976,0.0337972166998012,0.00099403578528827,0.129224652087475,0.00099403578528827,0.010934393638171
"DSNY_016-M-5-26-20140701",0.808151093439364,0.0725646123260437,0.00099403578528827,0.108349900596421,0.00099403578528827,0.00894632206759443
"DSNY_016-M-6-12-20140813",0.417495029821074,0.542743538767396,0.00795228628230616,0.0139165009940358,0.00099403578528827,0.0168986083499006
"DSNY_043-M-18-37-20140814",0.902584493041749,0.0506958250497018,0.00497017892644135,0.00099403578528827,0.00099403578528827,0.0397614314115308
"DSNY_043-M-2-27-20140814",0.953280318091451,0.0149105367793241,0.00099403578528827,0.00099403578528827,0.00099403578528827,0.0288270377733598
"HARV_001-M-14-7-20140812",0.215705765407555,0.181908548707753,0.590457256461233,0.0099403578528827,0.00099403578528827,0.00099403578528827
"HARV_001-M-15-1-20140812",0.0427435387673956,0.0815109343936382,0.872763419483101,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_001-M-39-16-20140812",0.0427435387673956,0.216699801192843,0.737574552683897,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_001-M-7-0-20140715",0.0417495029821074,0.0675944333996024,0.87375745526839,0.0149105367793241,0.00099403578528827,0.00099403578528827
"HARV_001-O-14-7-20140812",0.0606361829025845,0.1779324055666,0.745526838966203,0.00894632206759443,0.00099403578528827,0.00596421471172962
"HARV_001-O-15-1-20140812",0.640159045725646,0.0308151093439364,0.326043737574553,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_002-M-24-40-20140716",0.420477137176938,0.166998011928429,0.407554671968191,0.00198807157057654,0.00099403578528827,0.00198807157057654
"HARV_002-O-33-2-20140716",0.0337972166998012,0.062624254473161,0.900596421471173,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_004-M-19-1-20140812",0.0188866799204771,0.107355864811133,0.865805168986084,0.00596421471172962,0.00099403578528827,0.00099403578528827
"HARV_004-M-25-6-20140715",0.0894632206759443,0.167992047713718,0.724652087475149,0.00695825049701789,0.00099403578528827,0.0099403578528827
"HARV_004-M-3-28-20140812",0.356858846918489,0.0467196819085487,0.567594433399602,0.0208747514910537,0.00099403578528827,0.00695825049701789
"HARV_004-M-9-34-20140812",0.281312127236581,0.13220675944334,0.55765407554672,0.0228628230616302,0.00099403578528827,0.00497017892644135
"HARV_004-M-9-4-20140715",0.237574552683897,0.106361829025845,0.641153081510934,0.0129224652087475,0.00099403578528827,0.00099403578528827
"HARV_004-O-10-34-20140715",0.60337972166998,0.095427435387674,0.28727634194831,0.0099403578528827,0.00298210735586481,0.00099403578528827
"HARV_004-O-19-1-20140812",0.0457256461232604,0.403578528827038,0.514910536779324,0.0238568588469185,0.00099403578528827,0.010934393638171
"HARV_004-O-25-6-20140715",0.0168986083499006,0.427435387673956,0.552683896620278,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_004-O-3-28-20140812",0.0119284294234592,0.0248508946322068,0.803180914512923,0.157057654075547,0.00099403578528827,0.00198807157057654
"HARV_010-M-2-0-20140715",0.210735586481113,0.179920477137177,0.593439363817097,0.0139165009940358,0.00099403578528827,0.00099403578528827
"HARV_010-M-8-11-20140715",0.167992047713718,0.277335984095427,0.54572564612326,0.00695825049701789,0.00099403578528827,0.00099403578528827
"HARV_010-O-2-0-20140715",0.0159045725646123,0.0397614314115308,0.929423459244533,0.0129224652087475,0.00099403578528827,0.00099403578528827
"HARV_010-O-39-30-20140715",0.010934393638171,0.0775347912524851,0.907554671968191,0.00099403578528827,0.00198807157057654,0.00099403578528827
"HARV_010-O-8-11-20140715",0.145129224652087,0.0516898608349901,0.77037773359841,0.00795228628230616,0.0208747514910537,0.00397614314115308
"HARV_013-M-0-13-20140812",0.0099403578528827,0.0447316103379722,0.938369781312127,0.00497017892644135,0.00099403578528827,0.00099403578528827
"HARV_013-M-14-6-20140812",0.0318091451292246,0.0765407554671968,0.877733598409543,0.0119284294234592,0.00099403578528827,0.00099403578528827
"HARV_013-M-28-3-20140812",0.036779324055666,0.6610337972167,0.295228628230616,0.00397614314115308,0.00198807157057654,0.00099403578528827
"HARV_013-O-14-6-20140812",0.00795228628230616,0.0129224652087475,0.945328031809145,0.0308151093439364,0.00198807157057654,0.00099403578528827
"HARV_013-O-15-7-20140717",0.182902584493042,0.213717693836978,0.593439363817097,0.00298210735586481,0.00099403578528827,0.00596421471172962
"HARV_013-O-28-3-20140812",0.340954274353877,0.37375745526839,0.250497017892644,0.0308151093439364,0.00099403578528827,0.00298210735586481
"HARV_016-M-0-30-20140715",0.608349900596421,0.104373757455268,0.276341948310139,0.00198807157057654,0.00099403578528827,0.00795228628230616
"HARV_016-M-16-7-20140715",0.393638170974155,0.507952286282306,0.0944333996023857,0.00198807157057654,0.00099403578528827,0.00099403578528827
"HARV_016-O-0-30-20140715",0.831013916500994,0.0308151093439364,0.135188866799205,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_020-M-12-33-20140812",0.376739562624254,0.618290258449304,0.00198807157057654,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_020-M-30-27-20140812",0.854870775347913,0.122266401590457,0.0198807157057654,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_020-M-37-22-20140812",0.911530815109344,0.025844930417495,0.0566600397614314,0.00099403578528827,0.00099403578528827,0.00397614314115308
"HARV_020-O-12-33-20140812",0.102385685884692,0.881709741550696,0.00497017892644135,0.00099403578528827,0.00099403578528827,0.00894632206759443
"HARV_020-O-30-27-20140812",0.397614314115308,0.0934393638170974,0.489065606361829,0.00497017892644135,0.0099403578528827,0.00497017892644135
"HARV_020-O-37-22-20140812",0.431411530815109,0.182902584493042,0.372763419483101,0.00795228628230616,0.00099403578528827,0.00397614314115308
"HARV_021-M-36-16-20140717",0.225646123260437,0.101391650099404,0.640159045725646,0.0308151093439364,0.00099403578528827,0.00099403578528827
"HARV_021-M-6-12-20140717",0.124254473161034,0.192842942345924,0.614314115308151,0.0407554671968191,0.00099403578528827,0.0268389662027833
"HARV_021-O-3-37-20140717",0.475149105367793,0.280318091451292,0.237574552683897,0.00298210735586481,0.00099403578528827,0.00298210735586481
"HARV_021-O-36-16-20140717",0.0864811133200795,0.196819085487078,0.711729622266402,0.00298210735586481,0.00099403578528827,0.00099403578528827
"HARV_033-M-23-30-20140717",0.389662027833002,0.228628230616302,0.378727634194831,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_033-M-30-38-20140717",0.120278330019881,0.163021868787276,0.687872763419483,0.0238568588469185,0.00099403578528827,0.00397614314115308
"HARV_033-M-33-4-20140717",0.0168986083499006,0.0984095427435388,0.881709741550696,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_033-O-23-30-20140717",0.389662027833002,0.426441351888668,0.171968190854871,0.0099403578528827,0.00099403578528827,0.00099403578528827
"HARV_033-O-30-38-20140717",0.489065606361829,0.179920477137177,0.326043737574553,0.00298210735586481,0.00099403578528827,0.00099403578528827
"HARV_034-M-23-8-20140717",0.698807157057654,0.058648111332008,0.236580516898608,0.00397614314115308,0.00099403578528827,0.00099403578528827
"HARV_034-M-31-3-20140717",0.0934393638170974,0.727634194831014,0.170974155069582,0.00298210735586481,0.00397614314115308,0.00099403578528827
"HARV_035-M-18-37-20140717",0.207753479125248,0.0546719681908549,0.734592445328032,0.00099403578528827,0.00099403578528827,0.00099403578528827
"HARV_035-O-18-37-20140717",0.592445328031809,0.154075546719682,0.238568588469185,0.00497017892644135,0.00198807157057654,0.00795228628230616
"JERC_001-M-17-34-20140710",0.190854870775348,0.401590457256461,0.376739562624254,0.00497017892644135,0.0139165009940358,0.0119284294234592
"JERC_001-M-29-2-20140710",0.106361829025845,0.0268389662027833,0.68389662027833,0.179920477137177,0.00099403578528827,0.00198807157057654
"JERC_001-M-7-5-20140805",0.356858846918489,0.329025844930417,0.180914512922465,0.118290258449304,0.00099403578528827,0.0139165009940358
"JERC_001-M-9-17-20140805",0.306163021868787,0.111332007952286,0.552683896620278,0.0149105367793241,0.00099403578528827,0.0139165009940358
"JERC_002-M-11-0-20140805",0.0566600397614314,0.275347912524851,0.653081510934394,0.00397614314115308,0.00397614314115308,0.00695825049701789
"JERC_002-M-12-7-20140710",0.0198807157057654,0.306163021868787,0.653081510934394,0.00099403578528827,0.0188866799204771,0.00099403578528827
"JERC_002-M-27-36-20140805",0.269383697813121,0.366799204771372,0.356858846918489,0.00397614314115308,0.00099403578528827,0.00198807157057654
"JERC_002-M-30-5-20140805",0.0695825049701789,0.216699801192843,0.710735586481113,0.00099403578528827,0.00099403578528827,0.00099403578528827
"JERC_003-M-1-7-20140805",0.0347912524850895,0.0666003976143141,0.86182902584493,0.00795228628230616,0.0198807157057654,0.00894632206759443
"JERC_003-M-3-26-20140805",0.24155069582505,0.133200795228628,0.622266401590457,0.00099403578528827,0.00099403578528827,0.00099403578528827
"JERC_003-M-33-0-20140805",0.0884691848906561,0.102385685884692,0.789264413518887,0.00795228628230616,0.00596421471172962,0.00596421471172962
"JERC_005-M-24-40-20140805",0.0278330019880716,0.28727634194831,0.676938369781312,0.00099403578528827,0.00099403578528827,0.00596421471172962
"JERC_005-M-33-2-20140805",0.105367793240557,0.240556660039761,0.636182902584493,0.00695825049701789,0.00099403578528827,0.0099403578528827
"JERC_005-M-4-9-20140805",0.0815109343936382,0.211729622266402,0.700795228628231,0.00397614314115308,0.00099403578528827,0.00099403578528827
"JERC_006-M-15-33-20140710",0.153081510934394,0.101391650099404,0.717693836978131,0.0168986083499006,0.00099403578528827,0.0099403578528827
"JERC_006-M-2-0-20140805",0.0606361829025845,0.0437375745526839,0.865805168986084,0.0278330019880716,0.00099403578528827,0.00099403578528827
"JERC_006-M-21-39-20140710",0.20675944333996,0.378727634194831,0.393638170974155,0.00497017892644135,0.00099403578528827,0.0149105367793241
"JERC_006-M-8-11-20140805",0.0268389662027833,0.112326043737575,0.752485089463221,0.104373757455268,0.00099403578528827,0.00298210735586481
"JERC_008-M-23-30-20140805",0.384691848906561,0.496023856858847,0.112326043737575,0.00497017892644135,0.00099403578528827,0.00099403578528827
"JERC_008-M-33-4-20140805",0.0934393638170974,0.227634194831014,0.656063618290258,0.0198807157057654,0.00099403578528827,0.00198807157057654
"JERC_047-M-36-16-20140805",0.0616302186878728,0.0964214711729622,0.828031809145129,0.0099403578528827,0.00198807157057654,0.00198807157057654
"JERC_047-M-6-12-20140805",0.520874751491054,0.353876739562624,0.0765407554671968,0.0357852882703777,0.00099403578528827,0.0119284294234592
"JERC_048-M-19-30-20140805",0.122266401590457,0.248508946322068,0.618290258449304,0.00099403578528827,0.00099403578528827,0.00894632206759443
"JERC_048-M-31-3-20140805",0.224652087475149,0.418489065606362,0.253479125248509,0.0775347912524851,0.00099403578528827,0.0248508946322068
"JERC_049-M-2-27-20140805",0.0506958250497018,0.178926441351889,0.751491053677932,0.0119284294234592,0.00397614314115308,0.00298210735586481
"ORNL_001-O-17-34-20140715",0.774353876739563,0.143141153081511,0.0705765407554672,0.00397614314115308,0.00099403578528827,0.00695825049701789
"ORNL_003-O-9-11-20140714",0.197813121272366,0.0198807157057654,0.754473161033797,0.0228628230616302,0.00397614314115308,0.00099403578528827
"ORNL_021-O-15-33-20140714",0.643141153081511,0.319085487077535,0.00596421471172962,0.0228628230616302,0.00795228628230616,0.00099403578528827
"ORNL_029-O-9-2-20140714",0.363817097415507,0.159045725646123,0.422465208747515,0.0168986083499006,0.0149105367793241,0.0228628230616302
"ORNL_031-O-11-3-20140714",0.538767395626243,0.360834990059642,0.00695825049701789,0.0636182902584493,0.0208747514910537,0.00894632206759443
"ORNL_037-O-4-23-20140715",0.0914512922465209,0.0596421471172962,0.845924453280318,0.00099403578528827,0.00099403578528827,0.00099403578528827
"ORNL_043-O-2-27-20140715",0.0268389662027833,0.0576540755467197,0.912524850894632,0.00099403578528827,0.00099403578528827,0.00099403578528827
"OSBS_001-M-17-34-20140701",0.223658051689861,0.365805168986084,0.362823061630219,0.0248508946322068,0.00596421471172962,0.0168986083499006
"OSBS_001-M-17-34-20140818",0.118290258449304,0.273359840954274,0.57455268389662,0.0178926441351889,0.0129224652087475,0.00298210735586481
"OSBS_001-M-26-3-20140701",0.458250497017893,0.320079522862823,0.203777335984095,0.0139165009940358,0.00198807157057654,0.00198807157057654
"OSBS_001-M-26-3-20140818",0.0437375745526839,0.163021868787276,0.707753479125249,0.0149105367793241,0.00795228628230616,0.062624254473161
"OSBS_001-M-29-2-20140701",0.0745526838966203,0.1610337972167,0.74155069582505,0.0149105367793241,0.00099403578528827,0.00695825049701789
"OSBS_001-M-29-2-20140818",0.104373757455268,0.227634194831014,0.598409542743539,0.0298210735586481,0.00695825049701789,0.0328031809145129
"OSBS_002-M-12-7-20140701",0.0298210735586481,0.0834990059642147,0.860834990059642,0.0149105367793241,0.00099403578528827,0.0099403578528827
"OSBS_002-M-12-7-20140818",0.0636182902584493,0.0785288270377734,0.790258449304175,0.058648111332008,0.00099403578528827,0.00795228628230616
"OSBS_002-M-35-24-20140701",0.312127236580517,0.294234592445328,0.377733598409543,0.00596421471172962,0.00099403578528827,0.00894632206759443
"OSBS_002-M-35-24-20140818",0.197813121272366,0.0795228628230616,0.708747514910537,0.00397614314115308,0.00099403578528827,0.00894632206759443
"OSBS_002-M-5-26-20140701",0.010934393638171,0.0964214711729622,0.888667992047714,0.00198807157057654,0.00099403578528827,0.00099403578528827
"OSBS_003-M-17-9-20140701",0.0159045725646123,0.036779324055666,0.927435387673956,0.00298210735586481,0.00397614314115308,0.0129224652087475
"OSBS_003-M-17-9-20140818",0.0198807157057654,0.0407554671968191,0.934393638170974,0.00099403578528827,0.00298210735586481,0.00099403578528827
"OSBS_003-M-9-11-20140818",0.084493041749503,0.0675944333996024,0.840954274353877,0.00198807157057654,0.00099403578528827,0.00397614314115308
"OSBS_022-M-15-33-20140701",0.967196819085487,0.00298210735586481,0.00894632206759443,0.0149105367793241,0.00099403578528827,0.00497017892644135
"OSBS_022-M-21-39-20140701",0.984095427435388,0.00298210735586481,0.00894632206759443,0.00099403578528827,0.00099403578528827,0.00198807157057654
"SCBI_002-M-1-6-20140715",0.737574552683897,0.244532803180915,0.00099403578528827,0.0099403578528827,0.00099403578528827,0.00596421471172962
"SCBI_002-M-17-34-20140618",0.24155069582505,0.673956262425447,0.0218687872763419,0.0248508946322068,0.00795228628230616,0.0298210735586481
"SCBI_002-M-26-3-20140618",0.418489065606362,0.247514910536779,0.327037773359841,0.00198807157057654,0.00099403578528827,0.00397614314115308
"SCBI_002-M-29-2-20140618",0.506958250497018,0.470178926441352,0.0119284294234592,0.00497017892644135,0.00099403578528827,0.00497017892644135
"SCBI_002-M-7-5-20140715",0.334990059642147,0.227634194831014,0.398608349900596,0.0218687872763419,0.00397614314115308,0.0129224652087475
"SCBI_002-M-9-17-20140715",0.495029821073559,0.456262425447316,0.00596421471172962,0.025844930417495,0.00099403578528827,0.0159045725646123
"SCBI_003-M-11-0-20140715",0.0506958250497018,0.0725646123260437,0.854870775347913,0.010934393638171,0.00497017892644135,0.00596421471172962
"SCBI_003-M-13-6-20140618",0.0914512922465209,0.165009940357853,0.715705765407555,0.00795228628230616,0.0099403578528827,0.0099403578528827
"SCBI_003-M-27-36-20140715",0.0526838966202783,0.163021868787276,0.717693836978131,0.0248508946322068,0.0228628230616302,0.0188866799204771
"SCBI_003-M-30-5-20140715",0.0129224652087475,0.0536779324055666,0.930417495029821,0.00099403578528827,0.00099403578528827,0.00099403578528827
"SCBI_003-M-35-24-20140618",0.153081510934394,0.146123260437376,0.532803180914513,0.151093439363817,0.00497017892644135,0.0119284294234592
"SCBI_003-M-5-26-20140618",0.0874751491053678,0.566600397614314,0.262425447316103,0.0278330019880716,0.010934393638171,0.0447316103379722
"SCBI_006-M-1-7-20140715",0.60337972166998,0.284294234592445,0.0208747514910537,0.0616302186878728,0.00695825049701789,0.0228628230616302
"SCBI_006-M-15-7-20140827",0.593439363817097,0.379721669980119,0.00497017892644135,0.0099403578528827,0.00099403578528827,0.010934393638171
"SCBI_006-M-17-9-20140618",0.5,0.444333996023857,0.00099403578528827,0.00497017892644135,0.00894632206759443,0.0407554671968191
"SCBI_006-M-27-2-20140715",0.514910536779324,0.444333996023857,0.00695825049701789,0.00894632206759443,0.00795228628230616,0.0168986083499006
"SCBI_006-M-29-37-20140618",0.598409542743539,0.337972166998012,0.00795228628230616,0.0526838966202783,0.00198807157057654,0.00099403578528827
"SCBI_006-M-3-26-20140715",0.271371769383698,0.641153081510934,0.00099403578528827,0.0666003976143141,0.0119284294234592,0.00795228628230616
"SCBI_006-M-33-11-20140826",0.422465208747515,0.556660039761431,0.00099403578528827,0.0129224652087475,0.00596421471172962,0.00099403578528827
"SCBI_006-M-4-7-20140826",0.22962226640159,0.731610337972167,0.00198807157057654,0.0198807157057654,0.00397614314115308,0.0129224652087475
"SCBI_006-M-9-11-20140618",0.639165009940358,0.261431411530815,0.00596421471172962,0.0318091451292246,0.0268389662027833,0.0347912524850895
"SCBI_012-M-0-30-20140825",0.106361829025845,0.851888667992048,0.00695825049701789,0.0228628230616302,0.010934393638171,0.00099403578528827
"SCBI_012-M-15-33-20140618",0.512922465208748,0.405566600397614,0.00099403578528827,0.0596421471172962,0.00397614314115308,0.0168986083499006
"SCBI_012-M-16-7-20140825",0.825049701789264,0.153081510934394,0.00099403578528827,0.0139165009940358,0.00298210735586481,0.00397614314115308
"SCBI_012-M-19-40-20140715",0.657057654075547,0.246520874751491,0.0178926441351889,0.0646123260437376,0.00099403578528827,0.0129224652087475
"SCBI_012-M-2-33-20140618",0.120278330019881,0.815109343936382,0.00099403578528827,0.0506958250497018,0.00596421471172962,0.00695825049701789
"SCBI_012-M-21-38-20140715",0.345924453280318,0.534791252485089,0.00596421471172962,0.0497017892644135,0.00198807157057654,0.0616302186878728
"SCBI_012-M-21-39-20140618",0.248508946322068,0.657057654075547,0.00198807157057654,0.0705765407554672,0.00497017892644135,0.0168986083499006
"SCBI_012-M-33-4-20140715",0.292246520874752,0.577534791252485,0.00298210735586481,0.0874751491053678,0.0218687872763419,0.0178926441351889
"SCBI_033-M-36-16-20140826",0.542743538767396,0.372763419483101,0.0377733598409543,0.00795228628230616,0.0377733598409543,0.00099403578528827
"SCBI_033-M-4-38-20140826",0.122266401590457,0.615308151093439,0.00497017892644135,0.141153081510934,0.0407554671968191,0.0755467196819085
"SCBI_033-M-6-12-20140826",0.305168986083499,0.509940357852883,0.00099403578528827,0.0795228628230616,0.0854870775347912,0.0188866799204771
"SCBI_045-M-23-30-20140825",0.78727634194831,0.182902584493042,0.00894632206759443,0.00099403578528827,0.00099403578528827,0.0188866799204771
"SCBI_045-M-30-38-20140825",0.641153081510934,0.295228628230616,0.00099403578528827,0.00099403578528827,0.010934393638171,0.0506958250497018
"SCBI_045-M-31-2-20140825",0.409542743538767,0.269383697813121,0.200795228628231,0.0974155069582505,0.00397614314115308,0.0188866799204771
"STER_005-M-0-30-20140820",0.238568588469185,0.398608349900596,0.00397614314115308,0.131212723658052,0.00099403578528827,0.226640159045726
"STER_005-M-16-7-20140820",0.225646123260437,0.421471172962227,0.00497017892644135,0.190854870775348,0.00298210735586481,0.154075546719682
"STER_005-M-23-38-20140820",0.20675944333996,0.544731610337972,0.00397614314115308,0.170974155069582,0.00099403578528827,0.0725646123260437
"STER_006-M-1-6-20140722",0.0536779324055666,0.753479125248509,0.010934393638171,0.0765407554671968,0.00099403578528827,0.104373757455268
"STER_006-M-22-32-20140820",0.180914512922465,0.474155069582505,0.0139165009940358,0.268389662027833,0.00099403578528827,0.0616302186878728
"STER_006-M-30-37-20140820",0.18389662027833,0.234592445328032,0.00198807157057654,0.3220675944334,0.00099403578528827,0.256461232604374
"STER_006-M-7-0-20140820",0.15506958250497,0.420477137176938,0.00099403578528827,0.237574552683897,0.00198807157057654,0.18389662027833
"STER_006-M-7-5-20140722",0.170974155069582,0.468190854870775,0.00099403578528827,0.115308151093439,0.00099403578528827,0.243538767395626
"STER_006-M-9-17-20140722",0.1779324055666,0.5,0.0099403578528827,0.184890656063618,0.00298210735586481,0.124254473161034
"STER_007-M-17-3-20140724",0.289264413518887,0.421471172962227,0.00695825049701789,0.156063618290258,0.00198807157057654,0.124254473161034
"STER_018-M-15-7-20140820",0.142147117296223,0.501988071570577,0.00099403578528827,0.125248508946322,0.00099403578528827,0.228628230616302
"STER_018-M-4-7-20140820",0.266401590457256,0.439363817097416,0.0129224652087475,0.116302186878728,0.00099403578528827,0.164015904572565
"STER_026-M-10-34-20140820",0.221669980119284,0.268389662027833,0.00695825049701789,0.326043737574553,0.00099403578528827,0.175944333996024
