"","other","Mortierellomycota","Basidiomycota","Mucoromycota","Ascomycota"
"UNDE_007",0.0721828810555556,0.0828032316075556,0.6332722027,0.0349495118947111,0.17679216397
"UNDE_008",0.0309384825933333,0.0544344077511111,0.774703124,0.0390811216622222,0.100842864061111
"UNDE_013",0.0516753789333333,0.0739084992577778,0.571591181888889,0.0263694401366667,0.276455494466667
"UNDE_014",0.0730775613777778,0.129826789309889,0.312061511262222,0.02849510361,0.456539038977778
"UNDE_017",0.1461673054,0.0875026278015556,0.607912943133333,0.0492653875195556,0.109151729364
"UNDE_019",0.0417473378455556,0.0808410315666667,0.636709904888889,0.0240582491636667,0.2166434755
"UNDE_027",0.0312041620677778,0.224739913633333,0.302669966688889,0.0163990196548889,0.4249869406
"UNDE_032",0.0214168403494444,0.084330889118,0.789209893815556,0.0101538695644733,0.0948885010735333
"UNDE_034",0.0222316116977778,0.10113262782,0.741597485777778,0.0179666851783333,0.117071590458889
"UNDE_035",0.00807311790555556,0.0179653790035556,0.848758800333333,0.0208359979424444,0.104366706866667
"UNDE_037",0.0144659222233333,0.0331884572666667,0.835697525888889,0.00849259988211111,0.108155501033333
"UNDE_043",0.188238624255556,0.115890864670556,0.479521365273333,0.0909795032004444,0.125369649082222
"UNDE_044",0.0242245267822222,0.075945108669,0.488487644,0.0119042487862222,0.399438470755556
"WOOD_001",0.0601282675555556,0.224794939122222,0.215658557222222,0.0247354244611111,0.474682817111111
"WOOD_002",0.0780241511077778,0.232012941843444,0.229678968589111,0.0284799940379144,0.431803941238967
"WOOD_003",0.0649470434111111,0.204661127188889,0.208541757355556,0.0259186967198889,0.495931379555556
"WOOD_005",0.0688315294888889,0.2672390974,0.215029175466667,0.0275356038253333,0.421364597944444
"WOOD_021",0.0964241015566667,0.217954849311367,0.193345916762778,0.0331330865140878,0.459142049060733
"WOOD_022",0.0793100950777778,0.150602999677778,0.108905957788889,0.0301201549793333,0.631060800033333
"WOOD_024",0.0531208228488889,0.10841237634,0.13167611582,0.028903094075,0.677887586544444
"WOOD_042",0.0563691863111111,0.265753139662222,0.237917349966667,0.0232932195711111,0.416667114233333
"WOOD_043",0.0632647428333333,0.291907228288889,0.189323223428889,0.0251256335546667,0.430379177155556
"WOOD_044",0.118945698611111,0.163584045667233,0.243949044442733,0.04038987976242,0.433131333468444
