"","other","Mortierellales","Filobasidiales","Tremellales","Umbelopsidales","Russulales","Hypocreales","Eurotiales","Chaetothyriales","Cantharellales","Sordariales","Atheliales","Agaricales","Sebacinales","Helotiales","Thelephorales","Pezizales","Boletales","Pleosporales","Mytilinidales"
"SCBI_033-M-6-12-20140826",0.216666666666667,0.242156862745098,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.248039215686275,0.000980392156862745,0.00588235294117647,0.0490196078431373,0.057843137254902,0.000980392156862745,0.0490196078431373,0.0225490196078431,0.0166666666666667,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0823529411764706,0.000980392156862745
"SCBI_045-M-23-30-20140825",0.733333333333333,0.0392156862745098,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0166666666666667,0.000980392156862745,0.00294117647058824,0.00784313725490196,0.0107843137254902,0.000980392156862745,0.130392156862745,0.000980392156862745,0.042156862745098,0.000980392156862745,0.00294117647058824,0.000980392156862745,0.00392156862745098,0.000980392156862745
"SCBI_045-M-30-38-20140825",0.630392156862745,0.0794117647058823,0.00686274509803922,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0480392156862745,0.000980392156862745,0.00196078431372549,0.0176470588235294,0.0274509803921569,0.000980392156862745,0.102941176470588,0.000980392156862745,0.0382352941176471,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0372549019607843,0.000980392156862745
"SCBI_045-M-31-2-20140825",0.41078431372549,0.181372549019608,0.00588235294117647,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0156862745098039,0.000980392156862745,0.00588235294117647,0.0186274509803922,0.0147058823529412,0.000980392156862745,0.0401960784313726,0.000980392156862745,0.0990196078431373,0.000980392156862745,0.00784313725490196,0.190196078431373,0.00196078431372549,0.000980392156862745
"STER_005-M-0-30-20140820",0.216666666666667,0.22843137254902,0.00588235294117647,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.369607843137255,0.000980392156862745,0.00980392156862745,0.0343137254901961,0.0411764705882353,0.000980392156862745,0.00392156862745098,0.000980392156862745,0.0147058823529412,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0656862745098039,0.000980392156862745
"STER_005-M-16-7-20140820",0.246078431372549,0.141176470588235,0.0156862745098039,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.202941176470588,0.000980392156862745,0.00784313725490196,0.00980392156862745,0.0392156862745098,0.000980392156862745,0.116666666666667,0.000980392156862745,0.0401960784313726,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.170588235294118,0.000980392156862745
"STER_005-M-23-38-20140820",0.195098039215686,0.148039215686275,0.0117647058823529,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.368627450980392,0.000980392156862745,0.0127450980392157,0.0450980392156863,0.0656862745098039,0.000980392156862745,0.0107843137254902,0.000980392156862745,0.0362745098039216,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.096078431372549,0.000980392156862745
"STER_006-M-1-6-20140722",0.0745098039215686,0.0343137254901961,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.134313725490196,0.000980392156862745,0.00686274509803922,0.000980392156862745,0.0362745098039216,0.000980392156862745,0.626470588235294,0.000980392156862745,0.0137254901960784,0.000980392156862745,0.0107843137254902,0.000980392156862745,0.0509803921568627,0.000980392156862745
"STER_006-M-22-32-20140820",0.118627450980392,0.143137254901961,0.0294117647058824,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.319607843137255,0.000980392156862745,0.00784313725490196,0.00490196078431373,0.13921568627451,0.000980392156862745,0.0215686274509804,0.000980392156862745,0.0137254901960784,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.191176470588235,0.000980392156862745
"STER_006-M-30-37-20140820",0.315686274509804,0.0686274509803922,0.0294117647058824,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.340196078431373,0.000980392156862745,0.00980392156862745,0.00784313725490196,0.0715686274509804,0.000980392156862745,0.0333333333333333,0.000980392156862745,0.00588235294117647,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.107843137254902,0.000980392156862745
"STER_006-M-7-0-20140820",0.105882352941176,0.257843137254902,0.0254901960784314,0.00392156862745098,0.000980392156862745,0.000980392156862745,0.327450980392157,0.00392156862745098,0.0147058823529412,0.0294117647058824,0.0784313725490196,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0137254901960784,0.000980392156862745,0.00686274509803922,0.000980392156862745,0.124509803921569,0.000980392156862745
"STER_006-M-7-5-20140722",0.229411764705882,0.124509803921569,0.0235294117647059,0.0186274509803922,0.000980392156862745,0.000980392156862745,0.317647058823529,0.000980392156862745,0.00294117647058824,0.0166666666666667,0.100980392156863,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0156862745098039,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.140196078431373,0.000980392156862745
"STER_006-M-9-17-20140722",0.214705882352941,0.165686274509804,0.00784313725490196,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.192156862745098,0.000980392156862745,0.00196078431372549,0.00588235294117647,0.0323529411764706,0.000980392156862745,0.186274509803922,0.000980392156862745,0.0803921568627451,0.000980392156862745,0.00490196078431373,0.000980392156862745,0.0990196078431373,0.000980392156862745
"STER_007-M-17-3-20140724",0.250980392156863,0.309803921568627,0.0558823529411765,0.0137254901960784,0.000980392156862745,0.00490196078431373,0.258823529411765,0.000980392156862745,0.000980392156862745,0.00980392156862745,0.0117647058823529,0.00196078431372549,0.00196078431372549,0.000980392156862745,0.00882352941176471,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0637254901960784,0.000980392156862745
"STER_018-M-15-7-20140820",0.154901960784314,0.102941176470588,0.0156862745098039,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.292156862745098,0.000980392156862745,0.00686274509803922,0.000980392156862745,0.215686274509804,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.198039215686275,0.000980392156862745
"STER_018-M-4-7-20140820",0.203921568627451,0.17843137254902,0.0323529411764706,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.2,0.000980392156862745,0.00784313725490196,0.000980392156862745,0.046078431372549,0.000980392156862745,0.0450980392156863,0.000980392156862745,0.0382352941176471,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.237254901960784,0.000980392156862745
"STER_026-M-10-34-20140820",0.195098039215686,0.122549019607843,0.00392156862745098,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.322549019607843,0.000980392156862745,0.000980392156862745,0.00196078431372549,0.0205882352941176,0.000980392156862745,0.0480392156862745,0.000980392156862745,0.0225490196078431,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.251960784313725,0.000980392156862745
"STER_026-M-11-0-20140722",0.0186274509803922,0.00196078431372549,0.0147058823529412,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.790196078431373,0.000980392156862745,0.000980392156862745,0.00294117647058824,0.0215686274509804,0.000980392156862745,0.00294117647058824,0.000980392156862745,0.00392156862745098,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.132352941176471,0.000980392156862745
"STER_026-M-27-36-20140722",0.0637254901960784,0.0803921568627451,0.046078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.332352941176471,0.000980392156862745,0.00588235294117647,0.000980392156862745,0.0303921568627451,0.000980392156862745,0.115686274509804,0.000980392156862745,0.0117647058823529,0.000980392156862745,0.00392156862745098,0.000980392156862745,0.3,0.000980392156862745
"STER_026-M-9-4-20140820",0.181372549019608,0.0637254901960784,0.00784313725490196,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.413725490196078,0.000980392156862745,0.0323529411764706,0.000980392156862745,0.0176470588235294,0.000980392156862745,0.0147058823529412,0.000980392156862745,0.0127450980392157,0.000980392156862745,0.00196078431372549,0.000980392156862745,0.244117647058824,0.000980392156862745
"STER_027-M-3-26-20140723",0.0941176470588235,0.0872549019607843,0.0411764705882353,0.00392156862745098,0.000980392156862745,0.000980392156862745,0.313725490196078,0.000980392156862745,0.000980392156862745,0.00490196078431373,0.00588235294117647,0.000980392156862745,0.00686274509803922,0.000980392156862745,0.0127450980392157,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.419607843137255,0.000980392156862745
"STER_027-M-33-0-20140723",0.168627450980392,0.0862745098039216,0.0843137254901961,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.281372549019608,0.000980392156862745,0.00196078431372549,0.0107843137254902,0.0245098039215686,0.000980392156862745,0.0147058823529412,0.000980392156862745,0.0215686274509804,0.000980392156862745,0.0411764705882353,0.000980392156862745,0.255882352941176,0.000980392156862745
"STER_028-M-20-40-20140722",0.0862745098039216,0.135294117647059,0.00490196078431373,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.446078431372549,0.000980392156862745,0.000980392156862745,0.000980392156862745,0.0196078431372549,0.000980392156862745,0.0107843137254902,0.000980392156862745,0.00784313725490196,0.000980392156862745,0.0107843137254902,0.000980392156862745,0.267647058823529,0.000980392156862745
