"","other","Mortierellales","Filobasidiales","Tremellales","Umbelopsidales","Russulales","Hypocreales","Eurotiales","Chaetothyriales","Cantharellales","Sordariales","Atheliales","Agaricales","Sebacinales","Helotiales","Thelephorales","Pezizales","Boletales","Pleosporales","Mytilinidales"
"HARV_001",0.226754056111111,0.02806432976,0.0142685272077778,0.0143269706644444,0.03448607123,0.230642657266667,0.02919444155,0.0144441601677778,0.01574908474,0.0189495744977778,0.0167342096688889,0.1008170536,0.0915478562444444,0.0225179258033333,0.0282288780444444,0.0203907789355556,0.02648800541,0.0376825068988889,0.0143901801977778,0.01432273942
"HARV_002",0.174443968466667,0.0326012035053333,0.0126274756585556,0.0113276060667778,0.047622768928,0.233720027633333,0.0182731615862222,0.0116208497942222,0.0116619251481111,0.0143628724226667,0.0114251832641889,0.191052408977778,0.104324992206667,0.0310807649512222,0.0145711222653222,0.0170714644546889,0.017265023229,0.0209445669947778,0.0124438841398444,0.0115587289846889
"HARV_004",0.212653691666667,0.0486004911111111,0.0163558466211111,0.01374427183,0.0189228657022222,0.1382840181,0.0279577143055556,0.0136914214488889,0.0158029029688889,0.0354011759288889,0.0166562524066667,0.0164368257355556,0.262838636111111,0.0267217113911111,0.0344728112711111,0.0287369083533333,0.0172659799833333,0.0261206237466667,0.0138583496811111,0.0154775042077778
"HARV_010",0.142320818155556,0.0359277852655556,0.0100438238911111,0.0100202884033333,0.0307465060822222,0.137393417622222,0.02765069781,0.0110250904588889,0.0104640239522222,0.0160634611433333,0.0136879346788889,0.0184094010644444,0.406328622111111,0.0131359214283333,0.0334707623133333,0.0141059424911111,0.0152198783211111,0.0314241046044444,0.0124092064077778,0.0101523044276667
"HARV_013",0.227697010555556,0.0459198798133333,0.01445420764,0.0144145762633333,0.0189590569355556,0.107818125055556,0.0263629138933333,0.0152610581088889,0.0171753120233333,0.0224012528766667,0.0157287486344444,0.0477454499911111,0.226712284088889,0.04546065725,0.0324074724188889,0.03301195071,0.0213857699277778,0.0373724458255556,0.0152916807755556,0.0144201499766667
"HARV_016",0.357282750222222,0.0392667021373333,0.0211708762483333,0.0203636103765556,0.0253936554371111,0.0807428996388889,0.0215201920254444,0.0200587651683333,0.0261995051871111,0.0219498049738889,0.0211332980033333,0.0481549234852222,0.129046482943333,0.0245598036166667,0.0333152738691111,0.0245714829197778,0.0198036439243333,0.0230073391261111,0.0200527655372222,0.0224062267391111
"HARV_020",0.269866093333333,0.0382703556111111,0.01855891072,0.0163368378355556,0.0167644935777778,0.0173810515977778,0.0233761060622222,0.0163677714977778,0.0191299793388889,0.0163607439688889,0.0268744496488889,0.0176176047722222,0.341958155666667,0.02349348949,0.0380468225877778,0.0265382443611111,0.01717122169,0.0173242355233333,0.01931662126,0.0192468097466667
"HARV_021",0.205812009555556,0.0392362514366667,0.0132641022525556,0.013249359511,0.0408880300866667,0.0760038030444444,0.0270907693744444,0.0183931534488889,0.0151520257632222,0.0376689732511111,0.0148299241044444,0.0357815525177778,0.187091884122222,0.0600444475566667,0.119114310722222,0.0179431182055556,0.0139311649323333,0.0378185056733333,0.0132067257088889,0.0134798857867778
"HARV_033",0.247230272333333,0.0286602275055556,0.0172560078,0.0152486948266667,0.0198290415977778,0.06240978619,0.0206160773166667,0.0159018682718889,0.0158028360866667,0.0481480291666667,0.01537602812,0.03875519545,0.311058129888889,0.0152926514888889,0.0355754368311111,0.0162179113244444,0.0224943798633333,0.0209478809622222,0.01792388722,0.0152556475455556
"HARV_034",0.337502512333333,0.0439214101755556,0.0192124476835444,0.0193760798127778,0.0300643363197778,0.0484707526237778,0.0244093162053333,0.0193454351122222,0.019391219367,0.0823446919088889,0.022563835189,0.0297979517787778,0.13369867897,0.0190179025904444,0.0426332565751111,0.0192852275046667,0.0280050674074444,0.0227905527485556,0.0190676061821111,0.0191017195108889
"HARV_035",0.303635114444444,0.0384298729612222,0.017729734485,0.017640644752,0.0250730643816667,0.075165910886,0.0200329559159222,0.0188615896061111,0.0210513334493778,0.0321630280754444,0.0175290401008778,0.0192557018105556,0.119918997797778,0.0175068936323333,0.132305690901111,0.0219286382573333,0.0178040642723333,0.0484743143715556,0.0176540447004444,0.0178393655092222
"JERC_001",0.277478221111111,0.0564557215722222,0.017548944049,0.0166703267711111,0.0298250886666667,0.109936076644444,0.0424158345277778,0.0166765897058889,0.0234782407844444,0.0307351321444444,0.0262987768822222,0.0330274203522222,0.126356004855556,0.0200225223677778,0.0387135486188889,0.0403709018733333,0.0253065066355556,0.0220819485987778,0.0225191868066667,0.0240830090188889
"JERC_002",0.290598426777778,0.0292424608288889,0.0172911378277778,0.0173216985542222,0.0516343478977778,0.171343520188889,0.0265801685255556,0.0213824650983333,0.0242817446155556,0.0170636468133333,0.0237624693066667,0.0274359938388889,0.0894821923888889,0.0241859203077778,0.03110583504,0.0403952292377778,0.02098438359,0.0247692711155556,0.0172174168722222,0.0339216677144444
"JERC_003",0.144631196811111,0.0371249121433333,0.010119300515,0.010268160892,0.0491144775711111,0.324043707444444,0.02388325982,0.010277266502,0.0134757972094444,0.0179435076323333,0.0211197015322222,0.0134897385673333,0.197501647022222,0.0124933834401111,0.0176800234,0.0237119476312222,0.02646066846,0.0178586171456667,0.0118986480746667,0.0169040328485556
"JERC_005",0.250338025555556,0.03493266983,0.0153675202732222,0.0152781050822222,0.0773335793355556,0.209161356933333,0.0186592672594444,0.0222936970988889,0.0200273189514444,0.0153889968085556,0.016640485873,0.0376993153222222,0.0950103814155556,0.0153857161502222,0.0298537996111111,0.0402724137143333,0.0152189355532222,0.0202794086176667,0.0176748228707778,0.0331841797655556
"JERC_006",0.224083930333333,0.0277045839077778,0.0142724227908889,0.0141458866532222,0.0364980336577778,0.297685562555556,0.0205369544011111,0.0160388495643333,0.0243544894044444,0.0195326476577778,0.0200610476645556,0.0338712210233333,0.0560368028444444,0.0209840368466667,0.0221158019516667,0.0445365995466667,0.0336541249577778,0.0222370368777778,0.01520393255,0.0364460334155556
"JERC_008",0.326108945666667,0.0271354943211111,0.0184196554644444,0.0185550526013333,0.031576033321,0.14301457251,0.027644787282,0.0182181116618889,0.0246712289527778,0.0185823915048889,0.0436824642448889,0.05365135886,0.0618896435344444,0.0267951985001778,0.0280782566558889,0.0371568537606667,0.020027761993,0.0241576418654444,0.0224922111471111,0.028142335412
