"","map","mat","NPP","relEM","pH"
"ram_samp_130",1.274,7.93333330843598,0.648999989032745,0.871110439300537,7.46
"ram_samp_131",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.93
"ram_samp_132",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.47
"ram_samp_133",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.34
"ram_samp_134",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.98
"ram_samp_135",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.98
"ram_samp_136",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.43
"ram_samp_137",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.76
"ram_samp_138",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.88
"ram_samp_139",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.23
"ram_samp_140",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.12
"ram_samp_141",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.86
"ram_samp_142",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.48
"ram_samp_143",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.61
"ram_samp_144",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.09
"ram_samp_145",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.93
"ram_samp_146",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.7
"ram_samp_147",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.33
"ram_samp_148",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.78
"ram_samp_149",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.41
"ram_samp_150",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.48
"ram_samp_151",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.35
"ram_samp_152",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.67
"ram_samp_153",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.91
"ram_samp_154",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.98
"ram_samp_155",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.84
"ram_samp_156",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.93
"ram_samp_157",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.44
"ram_samp_158",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.23
"ram_samp_159",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.78
"ram_samp_160",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.55
"ram_samp_161",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.51
"ram_samp_162",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.85
"ram_samp_163",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.78
"ram_samp_164",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.09
"ram_samp_165",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.95
"ram_samp_166",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.36
"ram_samp_167",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.7
"ram_samp_168",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.75
"ram_samp_169",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.61
"ram_samp_170",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.42
"ram_samp_171",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.81
"ram_samp_172",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.33
"ram_samp_173",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.67
"ram_samp_174",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.11
"ram_samp_175",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.6
"ram_samp_176",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.31
"ram_samp_177",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.6
"ram_samp_178",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.96
"ram_samp_179",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.26
"ram_samp_180",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.6
"ram_samp_181",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.31
"ram_samp_182",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.98
"ram_samp_183",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.46
"ram_samp_184",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.72
"ram_samp_185",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.23
"ram_samp_186",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.24
"ram_samp_187",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.46
"ram_samp_188",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.17
"ram_samp_189",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.9
"ram_samp_190",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.19
"ram_samp_191",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.07
"ram_samp_192",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.2
"ram_samp_193",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.9
"ram_samp_194",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.62
"ram_samp_195",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.2
"ram_samp_196",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.97
"ram_samp_197",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.67
"ram_samp_198",1.274,7.93333330843598,0.648999989032745,0.871110439300537,7.76
"ram_samp_199",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.69
"ram_samp_200",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.51
"ram_samp_201",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.03
"ram_samp_202",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.49
"ram_samp_203",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.96
"ram_samp_204",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.8
"ram_samp_205",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.6
"ram_samp_206",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.42
"ram_samp_207",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.56
"ram_samp_208",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.57
"ram_samp_209",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.04
"ram_samp_210",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.2
"ram_samp_211",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.32
"ram_samp_212",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.16
"ram_samp_213",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.44
"ram_samp_214",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.38
"ram_samp_215",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.13
"ram_samp_216",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.05
"ram_samp_217",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.85
"ram_samp_218",1.274,7.93333330843598,0.648999989032745,0.871110439300537,2.95
"ram_samp_219",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.75
"ram_samp_220",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.36
"ram_samp_221",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.65
"ram_samp_222",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.37
"ram_samp_223",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.14
"ram_samp_224",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.87
"ram_samp_225",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.7
"ram_samp_226",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.94
"ram_samp_227",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.56
"ram_samp_228",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.37
"ram_samp_229",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.95
"ram_samp_230",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.47
"ram_samp_231",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.09
"ram_samp_232",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.42
"ram_samp_233",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.51
"ram_samp_234",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.56
"ram_samp_235",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.17
"ram_samp_236",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.38
"ram_samp_237",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.15
"ram_samp_238",1.274,7.93333330843598,0.648999989032745,0.871110439300537,3.73
"ram_samp_239",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.74
"ram_samp_240",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.9
"ram_samp_241",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.53
"ram_samp_242",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.51
"ram_samp_243",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.3
"ram_samp_244",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.46
"ram_samp_245",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.35
"ram_samp_246",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.43
"ram_samp_247",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.19
"ram_samp_248",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.73
"ram_samp_249",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.84
"ram_samp_250",1.274,7.93333330843598,0.648999989032745,0.871110439300537,6.1
"ram_samp_251",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.61
"ram_samp_252",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.68
"ram_samp_253",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.47
"ram_samp_254",1.274,7.93333330843598,0.648999989032745,0.871110439300537,4.05
"ram_samp_255",1.274,7.93333330843598,0.648999989032745,0.871110439300537,5.7
"ram_samp_256",1.539,7.26666665822268,0.652999997138977,0.898343861103058,4.10666667
"ram_samp_257",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.81
"ram_samp_258",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.65666667
"ram_samp_259",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.93666667
"ram_samp_260",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.91333333
"ram_samp_261",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.92666667
"ram_samp_262",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.89333333
"ram_samp_263",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.85
"ram_samp_264",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.87333333
"ram_samp_265",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.63666667
"ram_samp_266",1.539,7.26666665822268,0.652999997138977,0.898343861103058,3.92666667
"ram_samp_267",1.539,7.26666665822268,0.652999997138977,0.898343861103058,4.06333333
"ram_samp_268",1.43,7.4791666585952,0.652999997138977,0.898343861103058,4.42333333
"ram_samp_269",1.43,7.4791666585952,0.652999997138977,0.898343861103058,3.92666667
"ram_samp_270",1.43,7.4791666585952,0.652999997138977,0.898343861103058,3.74666667
"ram_samp_271",1.43,7.4791666585952,0.652999997138977,0.898343861103058,3.71
"ram_samp_272",1.43,7.4791666585952,0.652999997138977,0.898343861103058,3.76666667
"ram_samp_273",1.43,7.4791666585952,0.652999997138977,0.898343861103058,3.63333333
"ram_samp_297",1.217,11.9583333879709,0.736,0.581947982311249,5.07
"ram_samp_298",1.212,11.9416666775942,0.736,0.581947982311249,6.11
"ram_samp_299",1.21,12.0083334681888,0.736,0.581947982311249,6.04
"ram_samp_300",1.215,11.9625000357628,0.736,0.581947982311249,7.03
"ram_samp_301",1.212,11.9416666775942,0.736,0.581947982311249,7.73
"ram_samp_302",1.217,11.9458334048589,0.736,0.581947982311249,4.75
"ram_samp_303",1.201,12.0166666060686,0.736,0.581947982311249,6.44
"ram_samp_304",1.21,12.0083334681888,0.736,0.581947982311249,7.45
"ram_samp_305",1.21,12.0083334681888,0.736,0.581947982311249,6.47
"ram_samp_306",1.217,11.9666667580605,0.736,0.581947982311249,7.12
"ram_samp_307",1.215,11.9625000357628,0.736,0.581947982311249,5.7
"ram_samp_308",1.21,12.0083334681888,0.736,0.581947982311249,6.2
"ram_samp_309",1.209,11.9583333879709,0.736,0.581947982311249,6.63
"ram_samp_310",1.21,12.0083334681888,0.736,0.581947982311249,5.02
"ram_samp_311",1.217,11.9583333879709,0.736,0.581947982311249,6.72
"ram_samp_312",1.209,11.9583333879709,0.736,0.581947982311249,5.22
"ram_samp_313",1.21,12.0083334681888,0.736,0.581947982311249,6.67
"ram_samp_314",1.201,12.0166666060686,0.736,0.581947982311249,5.68
"ram_samp_315",1.213,11.9833334088326,0.736,0.581947982311249,6.92
"ram_samp_316",1.217,11.9666667580605,0.736,0.581947982311249,6.15
"ram_samp_317",1.201,12.0166666060686,0.736,0.581947982311249,5.62
"ram_samp_318",1.201,12.0166666060686,0.736,0.581947982311249,4.97
"ram_samp_319",1.201,12.0166666060686,0.736,0.581947982311249,7.07
"ram_samp_320",1.209,11.9583333879709,0.736,0.581947982311249,6.94
"ram_samp_321",1.215,11.9625000357628,0.736,0.581947982311249,5.5
"ram_samp_322",1.201,12.0166666060686,0.736,0.581947982311249,5.96
"ram_samp_323",1.212,11.9416666775942,0.736,0.581947982311249,5.36
"ram_samp_324",1.217,11.9208333641291,0.736,0.581947982311249,5.83
"ram_samp_325",1.212,11.9416666775942,0.736,0.581947982311249,6.98
"ram_samp_326",1.212,11.9416666775942,0.736,0.581947982311249,5.94
"ram_samp_327",1.217,11.9666667580605,0.736,0.581947982311249,7.23
"ram_samp_328",1.21,12.0083334681888,0.736,0.581947982311249,4.81
"ram_samp_329",1.213,11.9833334088326,0.736,0.581947982311249,6.12
"ram_samp_330",1.215,11.9625000357628,0.736,0.581947982311249,7.41
"ram_samp_331",1.21,12.0083334681888,0.736,0.581947982311249,5.87
"ram_samp_332",1.213,11.9833334088326,0.736,0.581947982311249,6.58
"ram_samp_333",1.217,11.9583333879709,0.736,0.581947982311249,6.41
"ram_samp_334",1.217,11.9583333879709,0.736,0.581947982311249,6.03
"ram_samp_335",1.215,11.9625000357628,0.736,0.581947982311249,6.31
"ram_samp_336",1.215,11.9625000357628,0.736,0.581947982311249,5.97
"ram_samp_337",1.217,11.9666667580605,0.736,0.581947982311249,4.92
"ram_samp_338",1.217,11.9583333879709,0.736,0.581947982311249,7.16
"ram_samp_339",1.213,11.9833334088326,0.736,0.581947982311249,5.67
"ram_samp_340",1.217,11.9208333641291,0.736,0.581947982311249,6.14
"ram_samp_341",1.201,12.0166666060686,0.736,0.581947982311249,6.46
"ram_samp_342",1.213,11.9833334088326,0.736,0.581947982311249,5.86
"ram_samp_343",1.209,11.9583333879709,0.736,0.581947982311249,6.23
"ram_samp_344",1.21,12.0083334681888,0.736,0.581947982311249,6.64
"ram_samp_345",1.212,11.9416666775942,0.736,0.581947982311249,6.52
"ram_samp_346",1.217,11.9208333641291,0.736,0.581947982311249,5.33
"ram_samp_347",1.217,11.9666667580605,0.736,0.581947982311249,6.78
"ram_samp_348",1.217,11.9666667580605,0.736,0.581947982311249,6.35
"ram_samp_349",1.21,12.0083334681888,0.736,0.581947982311249,5.1
"ram_samp_350",1.217,11.9666667580605,0.736,0.581947982311249,6.35
"ram_samp_351",1.213,11.9833334088326,0.736,0.581947982311249,6.55
"ram_samp_352",1.201,12.0166666060686,0.736,0.581947982311249,6.42
"ram_samp_353",1.21,12.0125000265737,0.736,0.581947982311249,6.82
"ram_samp_354",1.21,12.0083334681888,0.736,0.581947982311249,5.48
"ram_samp_355",1.209,11.9583333879709,0.736,0.581947982311249,5.45
"ram_samp_356",1.201,12.0166666060686,0.736,0.581947982311249,4.95
"ram_samp_357",1.215,11.9625000357628,0.736,0.581947982311249,6
"ram_samp_358",1.217,11.9583333879709,0.736,0.581947982311249,6.24
"ram_samp_359",1.217,11.9666667580605,0.736,0.581947982311249,6.48
"ram_samp_360",1.217,11.9583333879709,0.736,0.581947982311249,6.85
"ram_samp_361",1.217,11.9583333879709,0.736,0.581947982311249,6.48
"ram_samp_362",1.21,12.0083334681888,0.736,0.581947982311249,6.74
"ram_samp_363",1.21,12.0083334681888,0.736,0.581947982311249,6.22
"ram_samp_364",1.215,11.9625000357628,0.736,0.581947982311249,5.92
"ram_samp_365",1.215,11.9625000357628,0.736,0.581947982311249,6.72
"ram_samp_366",1.213,11.9833334088326,0.736,0.581947982311249,6.98
"ram_samp_367",1.213,11.9833334088326,0.736,0.581947982311249,6.86
"ram_samp_368",1.21,12.0083334681888,0.736,0.581947982311249,5.91
"ram_samp_369",1.213,11.9833334088326,0.736,0.581947982311249,5.5
"ram_samp_370",1.201,12.0166666060686,0.736,0.581947982311249,5.59
"ram_samp_371",1.217,11.9666667580605,0.736,0.581947982311249,5.03
"ram_samp_372",1.213,11.9833334088326,0.736,0.581947982311249,5.87
"ram_samp_373",1.215,11.9625000357628,0.736,0.581947982311249,5.02
"ram_samp_374",1.217,11.9208333641291,0.736,0.581947982311249,6.34
"ram_samp_375",1.201,12.0166666060686,0.736,0.581947982311249,4.7
"ram_samp_376",1.213,11.9833334088326,0.736,0.581947982311249,5.93
"ram_samp_377",1.217,11.9583333879709,0.736,0.581947982311249,6.72
"ram_samp_378",1.215,11.9625000357628,0.736,0.581947982311249,5.85
"ram_samp_379",1.201,12.0166666060686,0.736,0.581947982311249,4.4
"ram_samp_380",1.212,11.9416666775942,0.736,0.581947982311249,5.18
"ram_samp_381",1.213,11.9833334088326,0.736,0.581947982311249,4.77
"ram_samp_382",1.21,12.0083334681888,0.736,0.581947982311249,5
"ram_samp_383",1.21,12.0083334681888,0.736,0.581947982311249,7.32
"ram_samp_384",1.213,11.9833334088326,0.736,0.581947982311249,6
"ram_samp_385",1.217,11.9208333641291,0.736,0.581947982311249,4.65
"ram_samp_386",1.213,11.9833334088326,0.736,0.581947982311249,5.58
"ram_samp_387",1.209,11.9583333879709,0.736,0.581947982311249,6.96
"ram_samp_388",1.217,11.9666667580605,0.736,0.581947982311249,6.41
"ram_samp_389",1.21,12.0083334681888,0.736,0.581947982311249,6.77
"ram_samp_390",1.217,11.9666667580605,0.736,0.581947982311249,6.11
"ram_samp_391",1.21,12.0083334681888,0.736,0.581947982311249,6.93
"ram_samp_392",1.213,11.9833334088326,0.736,0.581947982311249,4.7
"ram_samp_393",1.21,12.0083334681888,0.736,0.581947982311249,4.7
"ram_samp_394",1.215,11.9625000357628,0.736,0.581947982311249,6.87
"ram_samp_395",1.217,11.9666667580605,0.736,0.581947982311249,6.65
"ram_samp_396",1.213,11.9833334088326,0.736,0.581947982311249,5.42
"ram_samp_397",1.215,11.9625000357628,0.736,0.581947982311249,6.63
"ram_samp_398",1.217,11.9458334048589,0.736,0.581947982311249,6.84
"ram_samp_399",1.215,11.9625000357628,0.736,0.581947982311249,3.86
"ram_samp_400",1.209,11.9583333879709,0.736,0.581947982311249,6.62
"ram_samp_401",1.19,12.0541666497787,0.736,0.581947982311249,6.72
"ram_samp_402",1.215,11.9625000357628,0.736,0.581947982311249,6.82
"ram_samp_403",1.21,12.0083334681888,0.736,0.581947982311249,5.87
"ram_samp_404",1.209,11.9583333879709,0.736,0.581947982311249,5.86
"ram_samp_405",1.21,12.0083334681888,0.736,0.581947982311249,7.15
"ram_samp_406",1.217,11.9666667580605,0.736,0.581947982311249,6.1
"ram_samp_407",1.217,11.9583333879709,0.736,0.581947982311249,5.53
"ram_samp_408",1.213,11.9833334088326,0.736,0.581947982311249,7.06
"ram_samp_409",1.215,11.9750000027319,0.736,0.581947982311249,5.48
"ram_samp_410",1.201,12.0166666060686,0.736,0.581947982311249,5.33
"ram_samp_411",1.201,12.0166666060686,0.736,0.581947982311249,5.83
"ram_samp_412",1.201,12.0166666060686,0.736,0.581947982311249,6.32
"ram_samp_413",1.217,11.9666667580605,0.736,0.581947982311249,7.98
"ram_samp_414",1.217,11.9583333879709,0.736,0.581947982311249,4.33
"ram_samp_415",1.201,12.0166666060686,0.736,0.581947982311249,6.27
"ram_samp_416",1.213,11.9833334088326,0.736,0.581947982311249,6.72
"ram_samp_417",0.445,-0.0500000873580575,0.361999988555908,0.920007407665253,4.97
"ram_samp_418",1.209,11.9583333879709,0.736,0.581947982311249,5.85
"ram_samp_419",1.217,11.9666667580605,0.736,0.581947982311249,7.53
"ram_samp_420",1.212,11.9416666775942,0.736,0.581947982311249,5.52
"ram_samp_421",1.213,11.9833334088326,0.736,0.581947982311249,5.28
"ram_samp_422",1.201,12.0166666060686,0.736,0.581947982311249,5.25
"ram_samp_423",1.213,11.9833334088326,0.736,0.581947982311249,6.89
"ram_samp_424",1.217,11.9666667580605,0.736,0.581947982311249,6.74
"ram_samp_425",1.217,11.9666667580605,0.736,0.581947982311249,6.51
"ram_samp_426",1.215,11.9625000357628,0.736,0.581947982311249,5.23
"ram_samp_427",1.21,12.0083334681888,0.736,0.581947982311249,6.7
"ram_samp_428",1.21,12.0083334681888,0.736,0.581947982311249,6.83
"ram_samp_429",1.217,11.9208333641291,0.736,0.581947982311249,6.86
"ram_samp_430",1.215,11.9625000357628,0.736,0.581947982311249,5.68
"ram_samp_431",1.21,12.0083334681888,0.736,0.581947982311249,5.29
"ram_samp_432",1.217,11.9208333641291,0.736,0.581947982311249,4.72
"ram_samp_433",1.201,12.0166666060686,0.736,0.581947982311249,5.06
"ram_samp_434",1.215,11.9625000357628,0.736,0.581947982311249,6.55
"ram_samp_435",1.212,11.9416666775942,0.736,0.581947982311249,5.77
"ram_samp_436",1.201,12.0166666060686,0.736,0.581947982311249,6.78
