"";"other";"lignolytic"
"HARV_016-O-16-7-20140715";0.997001199520192;0.00299880047980808
"HARV_020-M-12-33-20140812";0.999600159936026;0.00039984006397441
"HARV_020-M-30-27-20140812";0.999200319872051;0.00079968012794882
"HARV_020-M-37-22-20140812";0.999800079968013;0.000199920031987205
"HARV_020-O-12-33-20140812";0.996801279488205;0.00319872051179528
"HARV_020-O-30-27-20140812";0.989604158336665;0.0103958416633347
"HARV_020-O-37-22-20140812";0.989604158336665;0.0103958416633347
"HARV_021-M-3-37-20140717";0.997201119552179;0.00279888044782087
"HARV_021-M-36-16-20140717";0.999200319872051;0.00079968012794882
"HARV_021-M-6-12-20140717";0.997401039584166;0.00259896041583367
"HARV_021-O-3-37-20140717";0.996001599360256;0.0039984006397441
"HARV_021-O-36-16-20140717";0.999800079968013;0.000199920031987205
"HARV_033-M-23-30-20140717";0.999400239904038;0.000599760095961615
"HARV_033-M-30-38-20140717";0.999000399840064;0.000999600159936026
"HARV_033-M-33-4-20140717";0.999800079968013;0.000199920031987205
"HARV_033-O-23-30-20140717";0.999800079968013;0.000199920031987205
"HARV_033-O-30-38-20140717";0.998000799680128;0.00199920031987205
"HARV_034-M-23-8-20140717";0.999800079968013;0.000199920031987205
"HARV_034-M-31-3-20140717";0.999800079968013;0.000199920031987205
"HARV_034-O-19-30-20140717";0.999800079968013;0.000199920031987205
"HARV_035-M-33-17-20140716";0.999800079968013;0.000199920031987205
"HARV_035-O-18-37-20140717";0.999800079968013;0.000199920031987205
"JERC_001-M-1-6-20140805";0.995801679328269;0.00419832067173131
"JERC_001-M-17-34-20140710";0.995801679328269;0.00419832067173131
"JERC_001-M-29-2-20140710";0.9828068772491;0.0171931227508996
"JERC_001-M-7-5-20140805";0.993802479008397;0.00619752099160336
"JERC_001-M-9-17-20140805";0.992003198720512;0.0079968012794882
"JERC_002-M-11-0-20140805";0.999200319872051;0.00079968012794882
"JERC_002-M-12-7-20140710";0.997401039584166;0.00259896041583367
"JERC_002-M-27-36-20140805";0.997001199520192;0.00299880047980808
"JERC_002-M-35-24-20140710";0.997401039584166;0.00259896041583367
"JERC_003-M-1-7-20140805";0.998000799680128;0.00199920031987205
"JERC_003-M-3-26-20140805";0.992802878848461;0.00719712115153938
"JERC_003-M-33-0-20140805";0.994602159136345;0.00539784086365454
"JERC_005-M-24-40-20140805";0.998000799680128;0.00199920031987205
"JERC_005-M-33-2-20140805";0.99640143942423;0.00359856057576969
"JERC_005-M-4-9-20140805";0.997001199520192;0.00299880047980808
"JERC_006-M-15-33-20140710";0.993602558976409;0.00639744102359056
"JERC_006-M-2-0-20140805";0.995401839264294;0.00459816073570572
"JERC_006-M-21-39-20140710";0.999800079968013;0.000199920031987205
"JERC_006-M-2-33-20140710";0.998000799680128;0.00199920031987205
"JERC_006-M-39-30-20140805";0.998800479808077;0.00119952019192323
"JERC_006-M-8-11-20140805";0.993602558976409;0.00639744102359056
"JERC_008-M-23-30-20140805";0.989004398240704;0.0109956017592963
"JERC_008-M-33-4-20140805";0.999400239904038;0.000599760095961615
"JERC_047-M-3-32-20140805";0.992602958816473;0.00739704118352659
"JERC_047-M-36-16-20140805";0.994802079168333;0.00519792083166733
"JERC_047-M-6-12-20140805";0.991803278688525;0.00819672131147541
"JERC_048-M-19-30-20140805";0.995401839264294;0.00459816073570572
"JERC_048-M-27-8-20140805";0.989604158336665;0.0103958416633347
"JERC_048-M-31-3-20140805";0.996001599360256;0.0039984006397441
"JERC_049-M-18-17-20140805";0.997800879648141;0.00219912035185926
"JERC_049-M-2-27-20140805";0.999000399840064;0.000999600159936026
"ORNL_001-O-17-34-20140715";0.998400639744102;0.00159936025589764
"ORNL_002-O-5-26-20140714";0.995601759296281;0.00439824070371851
"ORNL_003-O-9-11-20140714";0.995201919232307;0.00479808076769292
"ORNL_021-O-15-33-20140714";0.991003598560576;0.00899640143942423
"ORNL_027-O-2-33-20140715";0.997600959616154;0.00239904038384646
"ORNL_029-O-9-2-20140714";0.997201119552179;0.00279888044782087
"ORNL_031-O-11-3-20140714";0.9828068772491;0.0171931227508996
"ORNL_037-O-4-23-20140715";0.993202718912435;0.00679728108756497
"ORNL_043-O-2-27-20140715";0.993202718912435;0.00679728108756497
"OSBS_001-M-17-34-20140701";0.995601759296281;0.00439824070371851
"OSBS_001-M-17-34-20140818";0.997201119552179;0.00279888044782087
"OSBS_001-M-26-3-20140701";0.997800879648141;0.00219912035185926
"OSBS_001-M-26-3-20140818";0.998200719712115;0.00179928028788485
"OSBS_001-M-29-2-20140701";0.997800879648141;0.00219912035185926
"OSBS_001-M-29-2-20140818";0.997001199520192;0.00299880047980808
"OSBS_002-M-12-7-20140701";0.999400239904038;0.000599760095961615
"OSBS_002-M-12-7-20140818";0.995401839264294;0.00459816073570572
"OSBS_002-M-35-24-20140701";0.995401839264294;0.00459816073570572
"OSBS_002-M-35-24-20140818";0.997201119552179;0.00279888044782087
"OSBS_002-M-5-26-20140701";0.999000399840064;0.000999600159936026
"OSBS_003-M-17-9-20140701";0.998800479808077;0.00119952019192323
"OSBS_003-M-17-9-20140818";0.997600959616154;0.00239904038384646
"OSBS_003-M-29-37-20140701";0.999400239904038;0.000599760095961615
"OSBS_003-M-29-37-20140818";0.997001199520192;0.00299880047980808
"OSBS_003-M-9-11-20140701";0.99860055977609;0.00139944022391044
"OSBS_003-M-9-11-20140818";0.998000799680128;0.00199920031987205
"OSBS_022-M-15-33-20140701";0.998800479808077;0.00119952019192323
"OSBS_022-M-21-39-20140701";0.998400639744102;0.00159936025589764
"OSBS_022-M-2-33-20140701";0.999800079968013;0.000199920031987205
"SCBI_002-M-1-6-20140715";0.994402239104358;0.00559776089564174
"SCBI_002-M-26-3-20140618";0.994802079168333;0.00519792083166733
"SCBI_002-M-7-5-20140715";0.99640143942423;0.00359856057576969
"SCBI_002-M-9-17-20140715";0.996001599360256;0.0039984006397441
"SCBI_003-M-11-0-20140715";0.994202319072371;0.00579768092762895
"SCBI_003-M-13-6-20140618";0.995801679328269;0.00419832067173131
"SCBI_003-M-27-36-20140715";0.996001599360256;0.0039984006397441
"SCBI_003-M-30-5-20140715";0.999200319872051;0.00079968012794882
"SCBI_003-M-35-24-20140618";0.993002798880448;0.00699720111955218
"SCBI_003-M-5-26-20140618";0.998800479808077;0.00119952019192323
"SCBI_006-M-15-7-20140827";0.993602558976409;0.00639744102359056
"SCBI_006-M-1-7-20140715";0.994402239104358;0.00559776089564174
"SCBI_006-M-17-9-20140618";0.997401039584166;0.00259896041583367
"SCBI_006-M-27-2-20140715";0.996801279488205;0.00319872051179528
"SCBI_006-M-29-37-20140618";0.984006397441024;0.0159936025589764
"SCBI_006-M-3-26-20140715";0.995201919232307;0.00479808076769292
"SCBI_006-M-33-11-20140826";0.99640143942423;0.00359856057576969
"SCBI_006-M-4-7-20140826";0.993002798880448;0.00699720111955218
"SCBI_006-M-9-11-20140618";0.998000799680128;0.00199920031987205
"SCBI_012-M-0-30-20140825";0.992403038784486;0.00759696121551379
"SCBI_012-M-15-33-20140618";0.989004398240704;0.0109956017592963
"SCBI_012-M-16-7-20140825";0.990803678528589;0.00919632147141144
"SCBI_012-M-21-38-20140715";0.993202718912435;0.00679728108756497
"SCBI_012-M-21-39-20140618";0.990403838464614;0.00959616153538585
"SCBI_012-M-23-28-20140825";0.99500199920032;0.00499800079968013
"SCBI_012-M-2-33-20140618";0.989804078368653;0.0101959216313475
"SCBI_012-M-33-4-20140715";0.985805677728908;0.0141943222710916
"SCBI_033-M-36-16-20140826";0.994802079168333;0.00519792083166733
"SCBI_033-M-4-38-20140826";0.986805277888844;0.0131947221111555
"SCBI_033-M-6-12-20140826";0.978808476609356;0.0211915233906437
"SCBI_045-M-23-30-20140825";0.98640543782487;0.0135945621751299
"SCBI_045-M-30-38-20140825";0.994002399040384;0.00599760095961615
"STER_005-M-0-30-20140820";0.992203118752499;0.007796881247501
"STER_005-M-16-7-20140820";0.989004398240704;0.0109956017592963
"STER_005-M-23-38-20140820";0.982606957217113;0.0173930427828868
"STER_006-M-1-6-20140722";0.983206717313075;0.0167932826869252
"STER_006-M-22-32-20140820";0.988604558176729;0.0113954418232707
"STER_006-M-30-37-20140820";0.980407836865254;0.0195921631347461
"STER_006-M-7-0-20140820";0.988004798080768;0.0119952019192323
"STER_006-M-7-5-20140722";0.988404638144742;0.0115953618552579
"STER_018-M-15-7-20140820";0.982207117153139;0.0177928828468613
"STER_018-M-4-7-20140820";0.9828068772491;0.0171931227508996
"STER_026-M-10-34-20140820";0.969412235105958;0.0305877648940424
"STER_026-M-11-0-20140722";0.970811675329868;0.0291883246701319
"STER_026-M-25-6-20140820";0.993602558976409;0.00639744102359056
"STER_026-M-27-36-20140722";0.970211915233906;0.0297880847660936
"STER_026-M-30-5-20140723";0.976609356257497;0.023390643742503
"STER_026-M-9-4-20140820";0.979008396641343;0.0209916033586565
"STER_027-M-33-0-20140723";0.984206317473011;0.0157936825269892
"STER_028-M-20-40-20140722";0.982007197121152;0.0179928028788485
"STER_028-M-21-38-20140722";0.978608556577369;0.0213914434226309
"STER_028-M-33-4-20140722";0.969012395041983;0.0309876049580168
"STER_033-M-23-30-20140723";0.985605757696921;0.0143942423030788
"STER_033-M-30-38-20140723";0.980607756897241;0.0193922431027589
"STER_033-M-33-4-20140723";0.987405037984806;0.0125949620151939
"STER_034-M-19-30-20140723";0.984806077568972;0.0151939224310276
"STER_035-M-33-17-20140723";0.990603758496601;0.00939624150339864
"TALL_001-M-2-23-20140903";0.999800079968013;0.000199920031987205
"TALL_001-M-28-23-20140903";0.999000399840064;0.000999600159936026
"TALL_001-O-2-23-20140903";0.983806477409036;0.0161935225909636
"TALL_001-O-27-7-20140903";0.999800079968013;0.000199920031987205
"TALL_001-O-28-23-20140903";0.999000399840064;0.000999600159936026
"TALL_002-M-36-24-20140903";0.99860055977609;0.00139944022391044
"TALL_002-M-8-40-20140903";0.997800879648141;0.00219912035185926
"TALL_002-M-8-8-20140903";0.995601759296281;0.00439824070371851
"TALL_002-O-36-24-20140903";0.992403038784486;0.00759696121551379
"TALL_004-M-16-36-20140903";0.99860055977609;0.00139944022391044
"TALL_004-M-34-40-20140903";0.997800879648141;0.00219912035185926
"TALL_004-M-38-6-20140903";0.998000799680128;0.00199920031987205
"TALL_006-M-14-30-20140903";0.991003598560576;0.00899640143942423
"TALL_006-M-14-6-20140903";0.999400239904038;0.000599760095961615
"TALL_006-M-26-35-20140903";0.997800879648141;0.00219912035185926
"UNDE_001-M-22-32-20140708";0.998200719712115;0.00179928028788485
"UNDE_001-M-7-0-20140708";0.995601759296281;0.00439824070371851
"UNDE_001-O-30-37-20140708";0.998400639744102;0.00159936025589764
"UNDE_006-M-10-34-20140707";0.995401839264294;0.00459816073570572
"UNDE_006-M-25-6-20140707";0.992403038784486;0.00759696121551379
"UNDE_006-M-9-4-20140707";0.998400639744102;0.00159936025589764
"UNDE_007-M-33-2-20140710";0.995201919232307;0.00479808076769292
"UNDE_007-M-4-9-20140710";0.997001199520192;0.00299880047980808
"UNDE_008-M-15-7-20140707";0.992003198720512;0.0079968012794882
"UNDE_008-M-33-11-20140707";0.997201119552179;0.00279888044782087
"UNDE_008-M-4-7-20140707";0.996801279488205;0.00319872051179528
"UNDE_013-M-2-0-20140708";0.998000799680128;0.00199920031987205
"UNDE_013-M-39-30-20140708";0.997401039584166;0.00259896041583367
"UNDE_013-M-8-11-20140708";0.995801679328269;0.00419832067173131
"UNDE_014-M-36-16-20140711";0.996601359456218;0.00339864054378249
"UNDE_014-M-6-12-20140711";0.990203918432627;0.00979608156737305
"UNDE_017-M-0-30-20140707";0.99860055977609;0.00139944022391044
"UNDE_017-M-23-38-20140707";0.993802479008397;0.00619752099160336
"UNDE_019-M-23-30-20140708";0.99640143942423;0.00359856057576969
"UNDE_019-M-30-38-20140708";0.99500199920032;0.00499800079968013
"UNDE_019-M-33-4-20140708";0.993002798880448;0.00699720111955218
"UNDE_027-M-19-30-20140708";0.995801679328269;0.00419832067173131
"UNDE_027-M-23-8-20140708";0.99860055977609;0.00139944022391044
"UNDE_027-M-31-3-20140708";0.998200719712115;0.00179928028788485
"UNDE_032-M-2-27-20140708";0.996201519392243;0.0037984806077569
"UNDE_034-M-28-34-20140715";0.995401839264294;0.00459816073570572
"UNDE_034-M-35-0-20140715";0.994202319072371;0.00579768092762895
"UNDE_034-M-37-20-20140715";0.996801279488205;0.00319872051179528
"UNDE_035-M-1-23-20140715";0.996201519392243;0.0037984806077569
"UNDE_035-M-13-1-20140715";0.997800879648141;0.00219912035185926
"UNDE_035-M-6-13-20140715";0.998400639744102;0.00159936025589764
"UNDE_037-M-25-17-20140710";0.999600159936026;0.00039984006397441
"UNDE_037-O-28-36-20140710";0.999200319872051;0.00079968012794882
"UNDE_037-O-9-7-20140710";0.999000399840064;0.000999600159936026
"UNDE_043-M-17-38-20140710";0.995401839264294;0.00459816073570572
"UNDE_043-M-32-36-20140710";0.997401039584166;0.00259896041583367
"UNDE_044-M-37-7-20140718";0.998800479808077;0.00119952019192323
"UNDE_044-O-37-7-20140718";0.998400639744102;0.00159936025589764
