"";"other";"dissim_nitrate_reduction"
"STER_006-M-1-6-20140722";0.924430227908836;0.0755697720911635
"STER_006-M-22-32-20140820";0.931427429028389;0.0685725709716114
"STER_006-M-30-37-20140820";0.935425829668133;0.0645741703318673
"STER_006-M-7-0-20140820";0.940423830467813;0.0595761695321871
"STER_006-M-7-5-20140722";0.939424230307877;0.0605757696921232
"STER_018-M-15-7-20140820";0.92702918832467;0.0729708116753299
"STER_018-M-4-7-20140820";0.931027588964414;0.0689724110355858
"STER_026-M-10-34-20140820";0.927429028388644;0.0725709716113555
"STER_026-M-11-0-20140722";0.893842463014794;0.106157536985206
"STER_026-M-25-6-20140820";0.960415833666533;0.0395841663334666
"STER_026-M-27-36-20140722";0.918032786885246;0.0819672131147541
"STER_026-M-30-5-20140723";0.927229108356657;0.0727708916433427
"STER_026-M-9-4-20140820";0.931427429028389;0.0685725709716114
"STER_027-M-33-0-20140723";0.947820871651339;0.0521791283486605
"STER_028-M-20-40-20140722";0.909636145541783;0.0903638544582167
"STER_028-M-21-38-20140722";0.931227508996401;0.0687724910035986
"STER_028-M-33-4-20140722";0.919032387045182;0.0809676129548181
"STER_033-M-23-30-20140723";0.941223510595762;0.0587764894042383
"STER_033-M-30-38-20140723";0.937624950019992;0.062375049980008
"STER_033-M-33-4-20140723";0.941023590563774;0.0589764094362255
"STER_034-M-19-30-20140723";0.939624150339864;0.0603758496601359
"STER_035-M-33-17-20140723";0.932826869252299;0.0671731307477009
"TALL_001-M-2-23-20140903";0.868852459016393;0.131147540983607
"TALL_001-M-28-23-20140903";0.942822870851659;0.0571771291483407
"TALL_001-O-2-23-20140903";0.787285085965614;0.212714914034386
"TALL_001-O-27-7-20140903";0.931427429028389;0.0685725709716114
"TALL_001-O-28-23-20140903";0.9234306277489;0.0765693722510996
"TALL_002-M-36-24-20140903";0.90343862455018;0.0965613754498201
"TALL_002-M-8-40-20140903";0.955817672930828;0.0441823270691723
"TALL_002-M-8-8-20140903";0.917233106757297;0.0827668932427029
"TALL_002-O-36-24-20140903";0.825669732107157;0.174330267892843
"TALL_004-M-16-36-20140903";0.934026389444222;0.0659736105557777
"TALL_004-M-34-40-20140903";0.918232706917233;0.0817672930827669
"TALL_004-M-38-6-20140903";0.92203118752499;0.07796881247501
"TALL_006-M-14-30-20140903";0.898640543782487;0.101359456217513
"TALL_006-M-14-6-20140903";0.863054778088765;0.136945221911236
"TALL_006-M-26-35-20140903";0.909436225509796;0.0905637744902039
"UNDE_001-M-22-32-20140708";0.961415433826469;0.0385845661735306
"UNDE_001-M-7-0-20140708";0.932427029188325;0.0675729708116753
"UNDE_001-O-30-37-20140708";0.944422231107557;0.055577768892443
"UNDE_006-M-10-34-20140707";0.955217912834866;0.0447820871651339
"UNDE_006-M-25-6-20140707";0.933226709316273;0.0667732906837265
"UNDE_006-M-9-4-20140707";0.951219512195122;0.0487804878048781
"UNDE_007-M-33-2-20140710";0.942423030787685;0.0575769692123151
"UNDE_007-M-4-9-20140710";0.931627349060376;0.0683726509396241
"UNDE_008-M-15-7-20140707";0.943622550979608;0.0563774490203918
"UNDE_008-M-33-11-20140707";0.947221111555378;0.0527788884446222
"UNDE_008-M-4-7-20140707";0.941023590563774;0.0589764094362255
"UNDE_013-M-2-0-20140708";0.946021591363455;0.0539784086365454
"UNDE_013-M-39-30-20140708";0.934826069572171;0.0651739304278289
"UNDE_013-M-8-11-20140708";0.944022391043583;0.0559776089564174
"UNDE_014-M-36-16-20140711";0.937624950019992;0.062375049980008
"UNDE_014-M-6-12-20140711";0.947221111555378;0.0527788884446222
"UNDE_017-M-0-30-20140707";0.9578168732507;0.0421831267493003
"UNDE_017-M-23-38-20140707";0.918032786885246;0.0819672131147541
"UNDE_019-M-23-30-20140708";0.929828068772491;0.070171931227509
"UNDE_019-M-30-38-20140708";0.943422630947621;0.056577369052379
"UNDE_019-M-33-4-20140708";0.924430227908836;0.0755697720911635
"UNDE_027-M-19-30-20140708";0.935225909636145;0.0647740903638545
"UNDE_027-M-23-8-20140708";0.957017193122751;0.0429828068772491
"UNDE_027-M-31-3-20140708";0.953818472610956;0.0461815273890444
"UNDE_032-M-2-27-20140708";0.947820871651339;0.0521791283486605
"UNDE_034-M-28-34-20140715";0.953618552578968;0.0463814474210316
"UNDE_034-M-35-0-20140715";0.929428228708517;0.0705717712914834
"UNDE_034-M-37-20-20140715";0.946221511395442;0.0537784886045582
"UNDE_035-M-1-23-20140715";0.954018392642943;0.0459816073570572
"UNDE_035-M-13-1-20140715";0.954618152738904;0.0453818472610956
"UNDE_035-M-6-13-20140715";0.96281487405038;0.0371851259496202
"UNDE_037-M-25-17-20140710";0.973010795681727;0.0269892043182727
"UNDE_037-O-28-36-20140710";0.936625349860056;0.063374650139944
"UNDE_037-O-9-7-20140710";0.918032786885246;0.0819672131147541
"UNDE_043-M-17-38-20140710";0.942023190723711;0.0579768092762895
"UNDE_043-M-32-36-20140710";0.942622950819672;0.0573770491803279
"UNDE_044-M-37-7-20140718";0.950019992003199;0.0499800079968013
"UNDE_044-O-37-7-20140718";0.888044782087165;0.111955217912835
