"";"other";"cellulolytic"
"SCBI_002-M-26-3-20140618";0.972411035585766;0.0275889644142343
"SCBI_002-M-7-5-20140715";0.986005597760896;0.0139944022391044
"SCBI_002-M-9-17-20140715";0.980207916833267;0.0197920831667333
"SCBI_003-M-11-0-20140715";0.960615753698521;0.0393842463014794
"SCBI_003-M-13-6-20140618";0.978608556577369;0.0213914434226309
"SCBI_003-M-27-36-20140715";0.96921231507397;0.0307876849260296
"SCBI_003-M-30-5-20140715";0.944622151139544;0.0553778488604558
"SCBI_003-M-35-24-20140618";0.978808476609356;0.0211915233906437
"SCBI_003-M-5-26-20140618";0.984806077568972;0.0151939224310276
"SCBI_006-M-15-7-20140827";0.967612954818073;0.0323870451819272
"SCBI_006-M-1-7-20140715";0.981007596961216;0.0189924030387845
"SCBI_006-M-17-9-20140618";0.983206717313075;0.0167932826869252
"SCBI_006-M-27-2-20140715";0.980407836865254;0.0195921631347461
"SCBI_006-M-29-37-20140618";0.962215113954418;0.0377848860455818
"SCBI_006-M-3-26-20140715";0.976809276289484;0.0231907237105158
"SCBI_006-M-33-11-20140826";0.968412634946022;0.0315873650539784
"SCBI_006-M-4-7-20140826";0.975809676129548;0.0241903238704518
"SCBI_006-M-9-11-20140618";0.957616953218713;0.0423830467812875
"SCBI_012-M-0-30-20140825";0.972011195521791;0.0279888044782087
"SCBI_012-M-15-33-20140618";0.966213514594162;0.0337864854058377
"SCBI_012-M-16-7-20140825";0.983006797281088;0.0169932027189124
"SCBI_012-M-21-38-20140715";0.978408636545382;0.0215913634546182
"SCBI_012-M-21-39-20140618";0.958416633346661;0.0415833666533387
"SCBI_012-M-23-28-20140825";0.955217912834866;0.0447820871651339
"SCBI_012-M-2-33-20140618";0.979808076769292;0.0201919232307077
"SCBI_012-M-33-4-20140715";0.963214714114354;0.0367852858856457
"SCBI_033-M-36-16-20140826";0.958216713314674;0.0417832866853259
"SCBI_033-M-4-38-20140826";0.956617353058776;0.0433826469412235
"SCBI_033-M-6-12-20140826";0.958616553378649;0.0413834466213515
"SCBI_045-M-23-30-20140825";0.951619352259096;0.0483806477409036
"SCBI_045-M-30-38-20140825";0.962614954018393;0.0373850459816074
"STER_005-M-0-30-20140820";0.975409836065574;0.0245901639344262
"STER_005-M-16-7-20140820";0.975809676129548;0.0241903238704518
"STER_005-M-23-38-20140820";0.959016393442623;0.040983606557377
"STER_006-M-1-6-20140722";0.966213514594162;0.0337864854058377
"STER_006-M-22-32-20140820";0.947620951619352;0.0523790483806477
"STER_006-M-30-37-20140820";0.952419032387045;0.0475809676129548
"STER_006-M-7-0-20140820";0.972610955617753;0.0273890443822471
"STER_006-M-7-5-20140722";0.972011195521791;0.0279888044782087
"STER_018-M-15-7-20140820";0.957217113154738;0.0427828868452619
"STER_018-M-4-7-20140820";0.961815273890444;0.0381847261095562
"STER_026-M-10-34-20140820";0.954418232706917;0.0455817672930828
"STER_026-M-11-0-20140722";0.935025989604158;0.0649740103958417
"STER_026-M-25-6-20140820";0.974210315873651;0.0257896841263495
"STER_026-M-27-36-20140722";0.938424630147941;0.0615753698520592
"STER_026-M-30-5-20140723";0.960215913634546;0.0397840863654538
"STER_026-M-9-4-20140820";0.959416233506597;0.0405837664934026
"STER_027-M-33-0-20140723";0.970611755297881;0.0293882447021192
"STER_028-M-20-40-20140722";0.963214714114354;0.0367852858856457
"STER_028-M-21-38-20140722";0.96641343462615;0.0335865653738505
"STER_028-M-33-4-20140722";0.956417433026789;0.0435825669732107
"STER_033-M-23-30-20140723";0.976609356257497;0.023390643742503
"STER_033-M-30-38-20140723";0.970011995201919;0.0299880047980808
"STER_033-M-33-4-20140723";0.979808076769292;0.0201919232307077
"STER_034-M-19-30-20140723";0.979008396641343;0.0209916033586565
"STER_035-M-33-17-20140723";0.97640943622551;0.0235905637744902
"TALL_001-M-2-23-20140903";0.948820471811275;0.0511795281887245
"TALL_001-M-28-23-20140903";0.948020791683327;0.0519792083166733
"TALL_001-O-2-23-20140903";0.818272690923631;0.181727309076369
"TALL_001-O-27-7-20140903";0.973810475809676;0.0261895241903239
"TALL_001-O-28-23-20140903";0.930827668932427;0.069172331067573
"TALL_002-M-36-24-20140903";0.880047980807677;0.119952019192323
"TALL_002-M-8-40-20140903";0.940423830467813;0.0595761695321871
"TALL_002-M-8-8-20140903";0.93062774890044;0.0693722510995602
"TALL_002-O-36-24-20140903";0.845661735305878;0.154338264694122
"TALL_004-M-16-36-20140903";0.943222710915634;0.0567772890843663
"TALL_004-M-34-40-20140903";0.94422231107557;0.0557776889244302
"TALL_004-M-38-6-20140903";0.934026389444222;0.0659736105557777
"TALL_006-M-14-30-20140903";0.928628548580568;0.0713714514194322
"TALL_006-M-14-6-20140903";0.887445021991204;0.112554978008796
"TALL_006-M-26-35-20140903";0.908836465413834;0.0911635345861655
"UNDE_001-M-22-32-20140708";0.970611755297881;0.0293882447021192
"UNDE_001-M-7-0-20140708";0.957017193122751;0.0429828068772491
"UNDE_001-O-30-37-20140708";0.975809676129548;0.0241903238704518
"UNDE_006-M-10-34-20140707";0.97281087564974;0.0271891243502599
"UNDE_006-M-25-6-20140707";0.894042383046781;0.105957616953219
"UNDE_006-M-9-4-20140707";0.96641343462615;0.0335865653738505
"UNDE_007-M-33-2-20140710";0.963414634146341;0.0365853658536585
"UNDE_007-M-4-9-20140710";0.97141143542583;0.0285885645741703
"UNDE_008-M-15-7-20140707";0.965813674530188;0.0341863254698121
"UNDE_008-M-33-11-20140707";0.959416233506597;0.0405837664934026
"UNDE_008-M-4-7-20140707";0.958616553378649;0.0413834466213515
"UNDE_013-M-2-0-20140708";0.967413034786086;0.0325869652139144
"UNDE_013-M-39-30-20140708";0.964014394242303;0.0359856057576969
"UNDE_013-M-8-11-20140708";0.96281487405038;0.0371851259496202
"UNDE_014-M-36-16-20140711";0.982407037185126;0.0175929628148741
"UNDE_014-M-6-12-20140711";0.953818472610956;0.0461815273890444
"UNDE_017-M-0-30-20140707";0.987205117952819;0.0127948820471811
"UNDE_017-M-23-38-20140707";0.942622950819672;0.0573770491803279
"UNDE_019-M-23-30-20140708";0.9578168732507;0.0421831267493003
"UNDE_019-M-30-38-20140708";0.967213114754098;0.0327868852459016
"UNDE_019-M-33-4-20140708";0.959016393442623;0.040983606557377
"UNDE_027-M-19-30-20140708";0.976209516193523;0.0237904838064774
"UNDE_027-M-23-8-20140708";0.982007197121152;0.0179928028788485
"UNDE_027-M-31-3-20140708";0.981207516993203;0.0187924830067973
"UNDE_032-M-2-27-20140708";0.965813674530188;0.0341863254698121
"UNDE_034-M-28-34-20140715";0.962415033986405;0.0375849660135946
"UNDE_034-M-35-0-20140715";0.957417033186725;0.0425829668132747
"UNDE_034-M-37-20-20140715";0.974810075969612;0.0251899240303878
"UNDE_035-M-1-23-20140715";0.974010395841663;0.0259896041583367
"UNDE_035-M-13-1-20140715";0.979208316673331;0.0207916833266693
"UNDE_035-M-6-13-20140715";0.972610955617753;0.0273890443822471
"UNDE_037-M-25-17-20140710";0.985205917632947;0.0147940823670532
"UNDE_037-O-28-36-20140710";0.942023190723711;0.0579768092762895
"UNDE_037-O-9-7-20140710";0.965413834466214;0.0345861655337865
"UNDE_043-M-17-38-20140710";0.966213514594162;0.0337864854058377
"UNDE_043-M-32-36-20140710";0.954018392642943;0.0459816073570572
"UNDE_044-M-37-7-20140718";0.95921631347461;0.0407836865253898
"UNDE_044-O-37-7-20140718";0.959816073570572;0.0401839264294282
