"";"other";"acidimicrobiales";"bacillales";"burkholderiales";"caulobacterales";"myxococcales";"rhizobiales";"rhodospirillales";"solirubrobacterales";"sphingomonadales";"xanthomonadales"
"JERC_048-M-19-30-20140805";0.851925763320694;0.00339253641987627;0.0121732189183796;0.0141688285771303;0.000997804829375374;0.0245459988026342;0.0395130712432648;0.0331271203352624;0.00578726801037717;0.00279385352225105;0.0115745360207543
"JERC_048-M-27-8-20140805";0.862103372580323;0.00598682897625225;0.0141688285771303;0.00898024346437837;0.00179604869287567;0.0219517062462582;0.0301337058471363;0.034723608062263;0.00578726801037717;0.00439034124925165;0.00997804829375374
"JERC_048-M-31-3-20140805";0.911993614049092;0.00359209738575135;0.00658551187387747;0.0063859509080024;0.00199560965875075;0.010776292157254;0.0281380961883856;0.0201556575533826;0.00219517062462582;0.00199560965875075;0.00618638994212732
"JERC_049-M-18-17-20140805";0.864498104170824;0.0031929754540012;0.00618638994212732;0.00698463380562762;0.0015964877270006;0.0127719018160048;0.0530832169227699;0.0385152664138894;0.00339253641987627;0.000798243863500299;0.00898024346437837
"JERC_049-M-2-27-20140805";0.822789862302933;0.00219517062462582;0.00219517062462582;0.0155657553382558;0.00139692676112552;0.00718419477150269;0.0636599481141489;0.0538814607862702;0.00219517062462582;0.000798243863500299;0.0281380961883856
"ORNL_001-O-17-34-20140715";0.804031131510677;0.00199560965875075;0.000199560965875075;0.00878068249850329;0.0063859509080024;0.0253442426661345;0.0680502893634005;0.0572739972061465;0.00339253641987627;0.00039912193175015;0.0241468768708841
"ORNL_002-O-5-26-20140714";0.819397325883057;0.0015964877270006;0.000997804829375374;0.015964877270006;0.0055877070445021;0.0271402913590102;0.0568748752743963;0.0345240470963879;0.00518858511275195;0.00458990221512672;0.0281380961883856
"ORNL_003-O-9-11-20140714";0.689682698064259;0.0015964877270006;0.000199560965875075;0.0383157054480144;0.0119736579525045;0.018559169826382;0.100578726801038;0.0656555577728996;0.00738375573737777;0.00139692676112552;0.0646577529435242
"ORNL_021-O-15-33-20140714";0.817800838156057;0.0031929754540012;0.00379165835162642;0.023947315905009;0.00598682897625225;0.0462981440830174;0.0339253641987627;0.0253442426661345;0.00458990221512672;0.0101776092596288;0.0249451207343844
"ORNL_027-O-2-33-20140715";0.810017960486929;0.0063859509080024;0.00179604869287567;0.0139692676112552;0.0039912193175015;0.0544801436838954;0.0502893634005189;0.0269407303931351;0.00199560965875075;0.00658551187387747;0.0235481939732588
