"";"other";"assim_nitrate_reduction"
"ORNL_021-O-15-33-20140714";0.968612554978009;0.0313874450219912
"ORNL_027-O-2-33-20140715";0.974810075969612;0.0251899240303878
"ORNL_029-O-9-2-20140714";0.976609356257497;0.023390643742503
"ORNL_031-O-11-3-20140714";0.971211515393842;0.0287884846061575
"ORNL_037-O-4-23-20140715";0.97780887644942;0.0221911235505798
"ORNL_043-O-2-27-20140715";0.970011995201919;0.0299880047980808
"OSBS_001-M-17-34-20140701";0.978008796481407;0.0219912035185926
"OSBS_001-M-17-34-20140818";0.980207916833267;0.0197920831667333
"OSBS_001-M-26-3-20140701";0.977209116353459;0.0227908836465414
"OSBS_001-M-26-3-20140818";0.967213114754098;0.0327868852459016
"OSBS_001-M-29-2-20140701";0.97640943622551;0.0235905637744902
"OSBS_001-M-29-2-20140818";0.975409836065574;0.0245901639344262
"OSBS_002-M-12-7-20140701";0.980407836865254;0.0195921631347461
"OSBS_002-M-12-7-20140818";0.98140743702519;0.0185925629748101
"OSBS_002-M-35-24-20140701";0.977409036385446;0.0225909636145542
"OSBS_002-M-35-24-20140818";0.984606157536985;0.0153938424630148
"OSBS_002-M-5-26-20140701";0.982007197121152;0.0179928028788485
"OSBS_003-M-17-9-20140701";0.980207916833267;0.0197920831667333
"OSBS_003-M-17-9-20140818";0.978208716513395;0.0217912834866054
"OSBS_003-M-29-37-20140701";0.986005597760896;0.0139944022391044
"OSBS_003-M-29-37-20140818";0.977209116353459;0.0227908836465414
"OSBS_003-M-9-11-20140701";0.977209116353459;0.0227908836465414
"OSBS_003-M-9-11-20140818";0.987604958016793;0.0123950419832067
"OSBS_022-M-15-33-20140701";0.980407836865254;0.0195921631347461
"OSBS_022-M-21-39-20140701";0.98140743702519;0.0185925629748101
"OSBS_022-M-2-33-20140701";0.987604958016793;0.0123950419832067
"SCBI_002-M-1-6-20140715";0.974610155937625;0.0253898440623751
"SCBI_002-M-26-3-20140618";0.986605357856857;0.0133946421431427
"SCBI_002-M-7-5-20140715";0.9828068772491;0.0171931227508996
"SCBI_002-M-9-17-20140715";0.9828068772491;0.0171931227508996
"SCBI_003-M-11-0-20140715";0.983206717313075;0.0167932826869252
"SCBI_003-M-13-6-20140618";0.974210315873651;0.0257896841263495
"SCBI_003-M-27-36-20140715";0.980007996801279;0.0199920031987205
"SCBI_003-M-30-5-20140715";0.983406637345062;0.016593362654938
"SCBI_003-M-35-24-20140618";0.984806077568972;0.0151939224310276
"SCBI_003-M-5-26-20140618";0.977608956417433;0.022391043582567
"SCBI_006-M-15-7-20140827";0.984006397441024;0.0159936025589764
"SCBI_006-M-1-7-20140715";0.982207117153139;0.0177928828468613
"SCBI_006-M-17-9-20140618";0.982606957217113;0.0173930427828868
"SCBI_006-M-27-2-20140715";0.983806477409036;0.0161935225909636
"SCBI_006-M-29-37-20140618";0.972610955617753;0.0273890443822471
"SCBI_006-M-3-26-20140715";0.985405837664934;0.014594162335066
"SCBI_006-M-33-11-20140826";0.984006397441024;0.0159936025589764
"SCBI_006-M-4-7-20140826";0.979008396641343;0.0209916033586565
"SCBI_006-M-9-11-20140618";0.980407836865254;0.0195921631347461
"SCBI_012-M-0-30-20140825";0.976209516193523;0.0237904838064774
"SCBI_012-M-15-33-20140618";0.97640943622551;0.0235905637744902
"SCBI_012-M-16-7-20140825";0.984006397441024;0.0159936025589764
"SCBI_012-M-21-38-20140715";0.982606957217113;0.0173930427828868
"SCBI_012-M-21-39-20140618";0.966813274690124;0.033186725309876
"SCBI_012-M-23-28-20140825";0.971811275489804;0.0281887245101959
"SCBI_012-M-2-33-20140618";0.975809676129548;0.0241903238704518
"SCBI_012-M-33-4-20140715";0.966213514594162;0.0337864854058377
"SCBI_033-M-36-16-20140826";0.977009196321471;0.0229908036785286
"SCBI_033-M-4-38-20140826";0.974410235905638;0.0255897640943623
"SCBI_033-M-6-12-20140826";0.96641343462615;0.0335865653738505
"SCBI_045-M-23-30-20140825";0.977608956417433;0.022391043582567
"SCBI_045-M-30-38-20140825";0.981007596961216;0.0189924030387845
"STER_005-M-0-30-20140820";0.984406237504998;0.015593762495002
"STER_005-M-16-7-20140820";0.974810075969612;0.0251899240303878
"STER_005-M-23-38-20140820";0.973810475809676;0.0261895241903239
"STER_006-M-1-6-20140722";0.978608556577369;0.0213914434226309
"STER_006-M-22-32-20140820";0.974410235905638;0.0255897640943623
"STER_006-M-30-37-20140820";0.972211115553778;0.0277888844462215
"STER_006-M-7-0-20140820";0.980207916833267;0.0197920831667333
"STER_006-M-7-5-20140722";0.985405837664934;0.014594162335066
"STER_018-M-15-7-20140820";0.980807676929228;0.0191923230707717
"STER_018-M-4-7-20140820";0.969612155137945;0.0303878448620552
"STER_026-M-10-34-20140820";0.929428228708517;0.0705717712914834
"STER_026-M-11-0-20140722";0.944022391043583;0.0559776089564174
"STER_026-M-25-6-20140820";0.98140743702519;0.0185925629748101
"STER_026-M-27-36-20140722";0.957616953218713;0.0423830467812875
"STER_026-M-30-5-20140723";0.967213114754098;0.0327868852459016
"STER_026-M-9-4-20140820";0.95561775289884;0.0443822471011595
"STER_027-M-33-0-20140723";0.976809276289484;0.0231907237105158
"STER_028-M-20-40-20140722";0.973010795681727;0.0269892043182727
"STER_028-M-21-38-20140722";0.973010795681727;0.0269892043182727
"STER_028-M-33-4-20140722";0.960815673730508;0.0391843262694922
"STER_033-M-23-30-20140723";0.9828068772491;0.0171931227508996
"STER_033-M-30-38-20140723";0.974010395841663;0.0259896041583367
"STER_033-M-33-4-20140723";0.984606157536985;0.0153938424630148
"STER_034-M-19-30-20140723";0.983606557377049;0.0163934426229508
"STER_035-M-33-17-20140723";0.989604158336665;0.0103958416633347
"TALL_001-M-2-23-20140903";0.977009196321471;0.0229908036785286
"TALL_001-M-28-23-20140903";0.974010395841663;0.0259896041583367
"TALL_001-O-2-23-20140903";0.960215913634546;0.0397840863654538
"TALL_001-O-27-7-20140903";0.978208716513395;0.0217912834866054
"TALL_001-O-28-23-20140903";0.973410635745702;0.0265893642542983
"TALL_002-M-36-24-20140903";0.975809676129548;0.0241903238704518
"TALL_002-M-8-40-20140903";0.975409836065574;0.0245901639344262
"TALL_002-M-8-8-20140903";0.96921231507397;0.0307876849260296
"TALL_002-O-36-24-20140903";0.951019592163135;0.0489804078368653
"TALL_004-M-16-36-20140903";0.9828068772491;0.0171931227508996
"TALL_004-M-34-40-20140903";0.987604958016793;0.0123950419832067
"TALL_004-M-38-6-20140903";0.979008396641343;0.0209916033586565
"TALL_006-M-14-30-20140903";0.980407836865254;0.0195921631347461
"TALL_006-M-14-6-20140903";0.972211115553778;0.0277888844462215
"TALL_006-M-26-35-20140903";0.975409836065574;0.0245901639344262
"UNDE_001-M-22-32-20140708";0.987205117952819;0.0127948820471811
"UNDE_001-M-7-0-20140708";0.981207516993203;0.0187924830067973
"UNDE_001-O-30-37-20140708";0.985205917632947;0.0147940823670532
"UNDE_006-M-10-34-20140707";0.982407037185126;0.0175929628148741
"UNDE_006-M-25-6-20140707";0.971811275489804;0.0281887245101959
"UNDE_006-M-9-4-20140707";0.973410635745702;0.0265893642542983
"UNDE_007-M-33-2-20140710";0.969812075169932;0.030187924830068
"UNDE_007-M-4-9-20140710";0.978808476609356;0.0211915233906437
"UNDE_008-M-15-7-20140707";0.969012395041983;0.0309876049580168
"UNDE_008-M-33-11-20140707";0.965813674530188;0.0341863254698121
"UNDE_008-M-4-7-20140707";0.972211115553778;0.0277888844462215
"UNDE_013-M-2-0-20140708";0.974010395841663;0.0259896041583367
"UNDE_013-M-39-30-20140708";0.972211115553778;0.0277888844462215
"UNDE_013-M-8-11-20140708";0.980807676929228;0.0191923230707717
"UNDE_014-M-36-16-20140711";0.98140743702519;0.0185925629748101
"UNDE_014-M-6-12-20140711";0.964414234306277;0.0355857656937225
"UNDE_017-M-0-30-20140707";0.98500599760096;0.0149940023990404
"UNDE_017-M-23-38-20140707";0.965013994402239;0.0349860055977609
"UNDE_019-M-23-30-20140708";0.974210315873651;0.0257896841263495
"UNDE_019-M-30-38-20140708";0.977209116353459;0.0227908836465414
"UNDE_019-M-33-4-20140708";0.969412235105958;0.0305877648940424
"UNDE_027-M-19-30-20140708";0.982407037185126;0.0175929628148741
"UNDE_027-M-23-8-20140708";0.975009996001599;0.0249900039984006
"UNDE_027-M-31-3-20140708";0.975009996001599;0.0249900039984006
"UNDE_032-M-2-27-20140708";0.973210715713715;0.0267892842862855
"UNDE_034-M-28-34-20140715";0.981007596961216;0.0189924030387845
"UNDE_034-M-35-0-20140715";0.975609756097561;0.024390243902439
"UNDE_034-M-37-20-20140715";0.974410235905638;0.0255897640943623
"UNDE_035-M-1-23-20140715";0.986605357856857;0.0133946421431427
"UNDE_035-M-13-1-20140715";0.976009596161535;0.0239904038384646
"UNDE_035-M-6-13-20140715";0.988404638144742;0.0115953618552579
"UNDE_037-M-25-17-20140710";0.987604958016793;0.0123950419832067
"UNDE_037-O-28-36-20140710";0.979808076769292;0.0201919232307077
"UNDE_037-O-9-7-20140710";0.971611355457817;0.0283886445421831
"UNDE_043-M-17-38-20140710";0.970811675329868;0.0291883246701319
"UNDE_043-M-32-36-20140710";0.975609756097561;0.024390243902439
"UNDE_044-M-37-7-20140718";0.982407037185126;0.0175929628148741
"UNDE_044-O-37-7-20140718";0.965013994402239;0.0349860055977609
