"";"other";"copiotroph"
"JERC_008-M-33-4-20140805";0.929028388644542;0.0709716113554578
"JERC_047-M-3-32-20140805";0.909436225509796;0.0905637744902039
"JERC_047-M-36-16-20140805";0.915833666533387;0.0841663334666134
"JERC_047-M-6-12-20140805";0.891443422630948;0.108556577369052
"JERC_048-M-19-30-20140805";0.917233106757297;0.0827668932427029
"JERC_048-M-27-8-20140805";0.907636945221911;0.0923630547780888
"JERC_048-M-31-3-20140805";0.946221511395442;0.0537784886045582
"JERC_049-M-18-17-20140805";0.950019992003199;0.0499800079968013
"JERC_049-M-2-27-20140805";0.927429028388644;0.0725709716113555
"ORNL_001-O-17-34-20140715";0.900839664134346;0.0991603358656537
"ORNL_002-O-5-26-20140714";0.895041983206717;0.104958016793283
"ORNL_003-O-9-11-20140714";0.864654138344662;0.135345861655338
"ORNL_021-O-15-33-20140714";0.786685325869652;0.213314674130348
"ORNL_027-O-2-33-20140715";0.811275489804078;0.188724510195922
"ORNL_029-O-9-2-20140714";0.837065173930428;0.162934826069572
"ORNL_031-O-11-3-20140714";0.802079168332667;0.197920831667333
"ORNL_037-O-4-23-20140715";0.902638944422231;0.0973610555777689
"ORNL_043-O-2-27-20140715";0.882447021191523;0.117552978808477
"OSBS_001-M-17-34-20140701";0.910435825669732;0.0895641743302679
"OSBS_001-M-17-34-20140818";0.935225909636145;0.0647740903638545
"OSBS_001-M-26-3-20140701";0.916433426629348;0.0835665733706517
"OSBS_001-M-26-3-20140818";0.926829268292683;0.0731707317073171
"OSBS_001-M-29-2-20140701";0.926429428228709;0.0735705717712915
"OSBS_001-M-29-2-20140818";0.910035985605758;0.0899640143942423
"OSBS_002-M-12-7-20140701";0.950419832067173;0.0495801679328269
"OSBS_002-M-12-7-20140818";0.911035585765694;0.0889644142343063
"OSBS_002-M-35-24-20140701";0.913234706117553;0.086765293882447
"OSBS_002-M-35-24-20140818";0.95561775289884;0.0443822471011595
"OSBS_002-M-5-26-20140701";0.939624150339864;0.0603758496601359
"OSBS_003-M-17-9-20140701";0.964814074370252;0.0351859256297481
"OSBS_003-M-17-9-20140818";0.956417433026789;0.0435825669732107
"OSBS_003-M-29-37-20140701";0.951019592163135;0.0489804078368653
"OSBS_003-M-29-37-20140818";0.941623350659736;0.0583766493402639
"OSBS_003-M-9-11-20140701";0.937824870051979;0.0621751299480208
"OSBS_003-M-9-11-20140818";0.923030787684926;0.076969212315074
"OSBS_022-M-15-33-20140701";0.958816473410636;0.0411835265893643
"OSBS_022-M-21-39-20140701";0.959816073570572;0.0401839264294282
"OSBS_022-M-2-33-20140701";0.96641343462615;0.0335865653738505
"SCBI_002-M-1-6-20140715";0.873650539784086;0.126349460215914
"SCBI_002-M-26-3-20140618";0.875049980007997;0.124950019992003
"SCBI_002-M-7-5-20140715";0.865253898440624;0.134746101559376
"SCBI_002-M-9-17-20140715";0.87265093962415;0.12734906037585
"SCBI_003-M-11-0-20140715";0.880047980807677;0.119952019192323
"SCBI_003-M-13-6-20140618";0.890443822471012;0.109556177528988
"SCBI_003-M-27-36-20140715";0.89344262295082;0.10655737704918
"SCBI_003-M-30-5-20140715";0.919832067173131;0.0801679328268693
"SCBI_003-M-35-24-20140618";0.874450219912035;0.125549780087965
"SCBI_003-M-5-26-20140618";0.847461015593763;0.152538984406238
"SCBI_006-M-15-7-20140827";0.889444222311076;0.110555777688924
"SCBI_006-M-1-7-20140715";0.849260295881647;0.150739704118353
"SCBI_006-M-17-9-20140618";0.818272690923631;0.181727309076369
"SCBI_006-M-27-2-20140715";0.859456217512995;0.140543782487005
"SCBI_006-M-29-37-20140618";0.829668132746901;0.170331867253099
"SCBI_006-M-3-26-20140715";0.802279088364654;0.197720911635346
"SCBI_006-M-33-11-20140826";0.894042383046781;0.105957616953219
"SCBI_006-M-4-7-20140826";0.859456217512995;0.140543782487005
"SCBI_006-M-9-11-20140618";0.822271091563375;0.177728908436625
"SCBI_012-M-0-30-20140825";0.857057177129148;0.142942822870852
"SCBI_012-M-15-33-20140618";0.82906837265094;0.17093162734906
"SCBI_012-M-16-7-20140825";0.87125149940024;0.12874850059976
"SCBI_012-M-21-38-20140715";0.840063974410236;0.159936025589764
"SCBI_012-M-21-39-20140618";0.820271891243503;0.179728108756497
"SCBI_012-M-23-28-20140825";0.843062774890044;0.156937225109956
"SCBI_012-M-2-33-20140618";0.811675329868053;0.188324670131947
"SCBI_012-M-33-4-20140715";0.783886445421831;0.216113554578169
"SCBI_033-M-36-16-20140826";0.86265493802479;0.13734506197521
"SCBI_033-M-4-38-20140826";0.795681727309076;0.204318272690924
"SCBI_033-M-6-12-20140826";0.818672530987605;0.181327469012395
"SCBI_045-M-23-30-20140825";0.830267892842863;0.169732107157137
"SCBI_045-M-30-38-20140825";0.841863254698121;0.158136745301879
"STER_005-M-0-30-20140820";0.756897241103559;0.243102758896441
"STER_005-M-16-7-20140820";0.708516593362655;0.291483406637345
"STER_005-M-23-38-20140820";0.717313074770092;0.282686925229908
"STER_006-M-1-6-20140722";0.714914034386245;0.285085965613754
"STER_006-M-22-32-20140820";0.778888444622151;0.221111555377849
"STER_006-M-30-37-20140820";0.763094762095162;0.236905237904838
"STER_006-M-7-0-20140820";0.807477009196321;0.192522990803679
"STER_006-M-7-5-20140722";0.707117153138744;0.292882846861255
"STER_018-M-15-7-20140820";0.694922031187525;0.305077968812475
"STER_018-M-4-7-20140820";0.771891243502599;0.228108756497401
"STER_026-M-10-34-20140820";0.746701319472211;0.253298680527789
"STER_026-M-11-0-20140722";0.706517393042783;0.293482606957217
"STER_026-M-25-6-20140820";0.804878048780488;0.195121951219512
"STER_026-M-27-36-20140722";0.63874450219912;0.36125549780088
"STER_026-M-30-5-20140723";0.672530987604958;0.327469012395042
"STER_026-M-9-4-20140820";0.722710915633746;0.277289084366253
"STER_027-M-33-0-20140723";0.728708516593363;0.271291483406637
"STER_028-M-20-40-20140722";0.660135945621751;0.339864054378249
"STER_028-M-21-38-20140722";0.659136345461815;0.340863654538185
"STER_028-M-33-4-20140722";0.717912834866054;0.282087165133946
"STER_033-M-23-30-20140723";0.724910035985606;0.275089964014394
"STER_033-M-30-38-20140723";0.736505397840864;0.263494602159136
"STER_033-M-33-4-20140723";0.670731707317073;0.329268292682927
"STER_034-M-19-30-20140723";0.680927628948421;0.319072371051579
"STER_035-M-33-17-20140723";0.602558976409436;0.397441023590564
"TALL_001-M-2-23-20140903";0.882247101159536;0.117752898840464
"TALL_001-M-28-23-20140903";0.941423430627749;0.0585765693722511
"TALL_001-O-2-23-20140903";0.771891243502599;0.228108756497401
"TALL_001-O-27-7-20140903";0.892243102758896;0.107756897241104
"TALL_001-O-28-23-20140903";0.932427029188325;0.0675729708116753
"TALL_002-M-36-24-20140903";0.949420231907237;0.0505797680927629
"TALL_002-M-8-40-20140903";0.949420231907237;0.0505797680927629
"TALL_002-M-8-8-20140903";0.908636545381847;0.0913634546181527
"TALL_002-O-36-24-20140903";0.827668932427029;0.172331067572971
"TALL_004-M-16-36-20140903";0.895441823270692;0.104558176729308
"TALL_004-M-34-40-20140903";0.93702518992403;0.0629748100759696
"TALL_004-M-38-6-20140903";0.921631347461016;0.0783686525389844
"TALL_006-M-14-30-20140903";0.905437824870052;0.094562175129948
"TALL_006-M-14-6-20140903";0.908036785285886;0.0919632147141144
"TALL_006-M-26-35-20140903";0.922830867652939;0.0771691323470612
"UNDE_001-M-22-32-20140708";0.958016793282687;0.0419832067173131
"UNDE_001-M-7-0-20140708";0.892443022790884;0.107556977209116
"UNDE_001-O-30-37-20140708";0.94922031187525;0.0507796881247501
"UNDE_006-M-10-34-20140707";0.880447820871651;0.119552179128349
"UNDE_006-M-25-6-20140707";0.851859256297481;0.148140743702519
"UNDE_006-M-9-4-20140707";0.838664534186325;0.161335465813675
"UNDE_007-M-33-2-20140710";0.866853258696521;0.133146741303479
"UNDE_007-M-4-9-20140710";0.884246301479408;0.115753698520592
"UNDE_008-M-15-7-20140707";0.843662534986006;0.156337465013994
"UNDE_008-M-33-11-20140707";0.814074370251899;0.185925629748101
"UNDE_008-M-4-7-20140707";0.835865653738505;0.164134346261495
"UNDE_013-M-2-0-20140708";0.8562574970012;0.1437425029988
"UNDE_013-M-39-30-20140708";0.883646541383447;0.116353458616553
"UNDE_013-M-8-11-20140708";0.88484606157537;0.11515393842463
"UNDE_014-M-36-16-20140711";0.898240703718513;0.101759296281487
"UNDE_014-M-6-12-20140711";0.864654138344662;0.135345861655338
"UNDE_017-M-0-30-20140707";0.923630547780888;0.0763694522191124
"UNDE_017-M-23-38-20140707";0.776889244302279;0.223110755697721
"UNDE_019-M-23-30-20140708";0.848060775689724;0.151939224310276
"UNDE_019-M-30-38-20140708";0.824470211915234;0.175529788084766
"UNDE_019-M-33-4-20140708";0.85905637744902;0.14094362255098
"UNDE_027-M-19-30-20140708";0.850059976009596;0.149940023990404
"UNDE_027-M-23-8-20140708";0.881847261095562;0.118152738904438
"UNDE_027-M-31-3-20140708";0.927828868452619;0.072171131547381
"UNDE_032-M-2-27-20140708";0.899440223910436;0.100559776089564
"UNDE_034-M-28-34-20140715";0.852259096361455;0.147740903638545
"UNDE_034-M-35-0-20140715";0.867253098760496;0.132746901239504
"UNDE_034-M-37-20-20140715";0.841463414634146;0.158536585365854
"UNDE_035-M-1-23-20140715";0.948620551779288;0.0513794482207117
"UNDE_035-M-13-1-20140715";0.936025589764094;0.0639744102359056
"UNDE_035-M-6-13-20140715";0.961415433826469;0.0385845661735306
"UNDE_037-M-25-17-20140710";0.964014394242303;0.0359856057576969
"UNDE_037-O-28-36-20140710";0.902439024390244;0.0975609756097561
"UNDE_037-O-9-7-20140710";0.917832866853259;0.0821671331467413
"UNDE_043-M-17-38-20140710";0.88624550179928;0.11375449820072
"UNDE_043-M-32-36-20140710";0.873450619752099;0.126549380247901
"UNDE_044-M-37-7-20140718";0.941023590563774;0.0589764094362255
"UNDE_044-O-37-7-20140718";0.902638944422231;0.0973610555777689
