"";"other";"cellulolytic"
"JERC_047-M-3-32-20140805";0.946363423732463;0.0536365762675369
"JERC_047-M-36-16-20140805";0.946151453841622;0.0538485461583775
"JERC_047-M-6-12-20140805";0.946029319388207;0.0539706806117927
"JERC_048-M-19-30-20140805";0.946165896343642;0.0538341036563578
"JERC_048-M-27-8-20140805";0.946407541342326;0.0535924586576741
"JERC_048-M-31-3-20140805";0.946256600460421;0.0537433995395792
"JERC_049-M-18-17-20140805";0.946614713399999;0.0533852866000005
"JERC_049-M-2-27-20140805";0.948959923937914;0.0510400760620863
"ORNL_001-O-17-34-20140715";0.948726401500569;0.0512735984994311
"ORNL_002-O-5-26-20140714";0.951129084666494;0.0488709153335063
"ORNL_003-O-9-11-20140714";0.950680228305674;0.0493197716943258
"ORNL_021-O-15-33-20140714";0.947521041986911;0.0524789580130889
"ORNL_027-O-2-33-20140715";0.953168358663357;0.0468316413366433
"ORNL_029-O-9-2-20140714";0.941706832024789;0.0582931679752113
"ORNL_031-O-11-3-20140714";0.947383191359027;0.0526168086409728
"ORNL_037-O-4-23-20140715";0.948779095398242;0.0512209046017576
"ORNL_043-O-2-27-20140715";0.951950294139466;0.048049705860534
"OSBS_001-M-17-34-20140701";0.954717272124576;0.0452827278754236
"OSBS_001-M-17-34-20140818";0.954056780957288;0.0459432190427125
"OSBS_001-M-26-3-20140701";0.95344320447703;0.0465567955229702
"OSBS_001-M-26-3-20140818";0.954052433111248;0.0459475668887523
"OSBS_001-M-29-2-20140701";0.954013134256526;0.0459868657434739
"OSBS_001-M-29-2-20140818";0.953314647487583;0.0466853525124169
"OSBS_002-M-12-7-20140701";0.947564831488083;0.0524351685119165
"OSBS_002-M-12-7-20140818";0.948752009046763;0.0512479909532374
"OSBS_002-M-35-24-20140701";0.948704998752238;0.0512950012477619
"OSBS_002-M-35-24-20140818";0.949386598451856;0.0506134015481444
"OSBS_002-M-5-26-20140701";0.948772682192746;0.0512273178072542
"OSBS_003-M-17-9-20140701";0.953659467068542;0.0463405329314577
"OSBS_003-M-17-9-20140818";0.953041527458681;0.0469584725413195
"OSBS_003-M-29-37-20140701";0.952901700195667;0.0470982998043331
"OSBS_003-M-29-37-20140818";0.953007930524002;0.0469920694759982
"OSBS_003-M-9-11-20140701";0.953028258824134;0.0469717411758659
"OSBS_003-M-9-11-20140818";0.952079776368612;0.0479202236313879
"OSBS_022-M-15-33-20140701";0.955443591943033;0.044556408056967
"OSBS_022-M-21-39-20140701";0.95620056025772;0.0437994397422801
"OSBS_022-M-2-33-20140701";0.955586759973292;0.0444132400267082
"SCBI_002-M-1-6-20140715";0.947681609675179;0.0523183903248211
"SCBI_002-M-26-3-20140618";0.947314062854308;0.0526859371456919
"SCBI_002-M-7-5-20140715";0.948420316288702;0.0515796837112979
"SCBI_002-M-9-17-20140715";0.947187532714538;0.0528124672854624
"SCBI_003-M-11-0-20140715";0.945591304419544;0.054408695580456
"SCBI_003-M-13-6-20140618";0.944632820852364;0.0553671791476362
"SCBI_003-M-27-36-20140715";0.945032434202292;0.0549675657977081
"SCBI_003-M-30-5-20140715";0.949037364512113;0.0509626354878874
"SCBI_003-M-35-24-20140618";0.94296214534542;0.0570378546545802
"SCBI_003-M-5-26-20140618";0.941187823074763;0.0588121769252371
"SCBI_006-M-15-7-20140827";0.948984307051147;0.0510156929488528
"SCBI_006-M-1-7-20140715";0.946871855539089;0.0531281444609109
"SCBI_006-M-17-9-20140618";0.947081481222567;0.0529185187774335
"SCBI_006-M-27-2-20140715";0.946950169345548;0.0530498306544516
"SCBI_006-M-29-37-20140618";0.948273098512232;0.0517269014877675
"SCBI_006-M-3-26-20140715";0.948762168223698;0.0512378317763016
"SCBI_006-M-33-11-20140826";0.948751403680928;0.0512485963190716
"SCBI_006-M-4-7-20140826";0.948872408924432;0.0511275910755676
"SCBI_006-M-9-11-20140618";0.948688081545951;0.0513119184540488
"SCBI_012-M-0-30-20140825";0.948527246054655;0.0514727539453452
"SCBI_012-M-15-33-20140618";0.946452078609815;0.0535479213901851
"SCBI_012-M-16-7-20140825";0.947923653722537;0.0520763462774627
"SCBI_012-M-21-38-20140715";0.949762908210564;0.050237091789436
"SCBI_012-M-21-39-20140618";0.947075052213237;0.0529249477867628
"SCBI_012-M-23-28-20140825";0.947800050966604;0.0521999490333958
"SCBI_012-M-2-33-20140618";0.947144974751248;0.0528550252487524
"SCBI_012-M-33-4-20140715";0.947273105780154;0.0527268942198461
"SCBI_033-M-36-16-20140826";0.948059003469925;0.0519409965300745
"SCBI_033-M-4-38-20140826";0.949555388082118;0.0504446119178816
"SCBI_033-M-6-12-20140826";0.949435450711896;0.0505645492881037
"SCBI_045-M-23-30-20140825";0.950094435937718;0.0499055640622822
"SCBI_045-M-30-38-20140825";0.949936778674275;0.0500632213257255
"STER_005-M-0-30-20140820";0.942352383080611;0.0576476169193892
"STER_005-M-16-7-20140820";0.941083814934122;0.058916185065878
"STER_005-M-23-38-20140820";0.941955114587126;0.0580448854128741
"STER_006-M-1-6-20140722";0.94711001659848;0.0528899834015196
"STER_006-M-22-32-20140820";0.946702365115038;0.0532976348849624
"STER_006-M-30-37-20140820";0.947183621727743;0.0528163782722569
"STER_006-M-7-0-20140820";0.946210735215713;0.0537892647842867
"STER_006-M-7-5-20140722";0.946712004981875;0.0532879950181248
"STER_018-M-15-7-20140820";0.944560523056232;0.0554394769437683
"STER_018-M-4-7-20140820";0.946631316073304;0.053368683926696
"STER_026-M-10-34-20140820";0.945553757088501;0.054446242911499
"STER_026-M-11-0-20140722";0.946491767117776;0.0535082328822244
"STER_026-M-25-6-20140820";0.946677885670481;0.0533221143295191
"STER_026-M-27-36-20140722";0.946370310892816;0.0536296891071838
"STER_026-M-30-5-20140723";0.946430907566308;0.0535690924336922
"STER_026-M-9-4-20140820";0.947158972885136;0.0528410271148643
"STER_027-M-33-0-20140723";0.943936169903442;0.0560638300965576
"STER_028-M-20-40-20140722";0.941027320721742;0.0589726792782583
"STER_028-M-21-38-20140722";0.941826684838905;0.0581733151610953
"STER_028-M-33-4-20140722";0.943574128833567;0.0564258711664332
"STER_033-M-23-30-20140723";0.943763120453083;0.0562368795469172
"STER_033-M-30-38-20140723";0.942692542652548;0.0573074573474519
"STER_033-M-33-4-20140723";0.939881723105859;0.0601182768941414
"STER_034-M-19-30-20140723";0.938274191364517;0.0617258086354835
"STER_035-M-33-17-20140723";0.93835132858536;0.0616486714146404
"TALL_001-M-2-23-20140903";0.953019295848877;0.0469807041511232
"TALL_001-M-28-23-20140903";0.953990715237668;0.0460092847623318
"TALL_001-O-2-23-20140903";0.954142319258906;0.045857680741094
"TALL_001-O-27-7-20140903";0.958655000343333;0.0413449996566671
"TALL_001-O-28-23-20140903";0.953572040829691;0.0464279591703094
"TALL_002-M-36-24-20140903";0.950540952557112;0.0494590474428883
"TALL_002-M-8-40-20140903";0.949334557407893;0.0506654425921071
"TALL_002-M-8-8-20140903";0.948754804394371;0.051245195605629
"TALL_002-O-36-24-20140903";0.94860776798968;0.0513922320103197
"TALL_004-M-16-36-20140903";0.94731775101625;0.0526822489837496
"TALL_004-M-34-40-20140903";0.950160467021726;0.0498395329782742
"TALL_004-M-38-6-20140903";0.947345729910622;0.0526542700893782
"TALL_006-M-14-30-20140903";0.947901007750946;0.0520989922490539
"TALL_006-M-14-6-20140903";0.949834243107712;0.0501657568922875
"TALL_006-M-26-35-20140903";0.948110421700195;0.0518895782998055
"UNDE_001-M-22-32-20140708";0.944241804001439;0.0557581959985611
"UNDE_001-M-7-0-20140708";0.944340925562862;0.0556590744371376
"UNDE_001-O-30-37-20140708";0.944339083284419;0.055660916715581
"UNDE_006-M-10-34-20140707";0.941048665452688;0.0589513345473123
"UNDE_006-M-25-6-20140707";0.941148866009918;0.0588511339900821
"UNDE_006-M-9-4-20140707";0.940994686367343;0.0590053136326572
"UNDE_007-M-33-2-20140710";0.94269075744605;0.0573092425539502
"UNDE_007-M-4-9-20140710";0.942625785484451;0.0573742145155489
"UNDE_008-M-15-7-20140707";0.942905867042961;0.0570941329570389
"UNDE_008-M-33-11-20140707";0.943333577820161;0.0566664221798387
"UNDE_008-M-4-7-20140707";0.943070579931606;0.0569294200683942
"UNDE_013-M-2-0-20140708";0.942487004310547;0.0575129956894535
"UNDE_013-M-39-30-20140708";0.942656421054221;0.0573435789457792
"UNDE_013-M-8-11-20140708";0.942473797462893;0.057526202537107
"UNDE_014-M-36-16-20140711";0.942578423802163;0.0574215761978375
"UNDE_014-M-6-12-20140711";0.942736376519607;0.0572636234803927
"UNDE_017-M-0-30-20140707";0.942724340212004;0.0572756597879961
"UNDE_017-M-23-38-20140707";0.942733601844132;0.0572663981558679
"UNDE_019-M-23-30-20140708";0.942672861334235;0.0573271386657653
"UNDE_019-M-30-38-20140708";0.942515404907691;0.0574845950923091
"UNDE_019-M-33-4-20140708";0.942731846015486;0.0572681539845136
"UNDE_027-M-19-30-20140708";0.942573548009245;0.0574264519907547
"UNDE_027-M-23-8-20140708";0.942697305924662;0.0573026940753379
"UNDE_027-M-31-3-20140708";0.942705325775044;0.0572946742249561
"UNDE_032-M-2-27-20140708";0.942713367383166;0.0572866326168336
"UNDE_034-M-28-34-20140715";0.94256158572253;0.0574384142774699
"UNDE_034-M-35-0-20140715";0.942586833259839;0.0574131667401609
"UNDE_034-M-37-20-20140715";0.942598060165553;0.0574019398344471
"UNDE_035-M-1-23-20140715";0.942595241086782;0.0574047589132177
"UNDE_035-M-13-1-20140715";0.942557322682816;0.0574426773171842
"UNDE_035-M-6-13-20140715";0.942744410581586;0.0572555894184145
"UNDE_037-M-25-17-20140710";0.946079763640038;0.0539202363599625
"UNDE_037-O-28-36-20140710";0.946235157211906;0.0537648427880938
"UNDE_037-O-9-7-20140710";0.946186145399439;0.053813854600561
"UNDE_043-M-17-38-20140710";0.940080473438144;0.059919526561856
"UNDE_043-M-32-36-20140710";0.940081007198007;0.0599189928019932
"UNDE_044-M-37-7-20140718";0.939064286072951;0.0609357139270492
"UNDE_044-O-37-7-20140718";0.938990252062623;0.0610097479373774
