"";"other";"chitinolytic"
"STER_026-M-25-6-20140820";0.935406485486026;0.0645935145139743
"STER_026-M-27-36-20140722";0.934475616443185;0.0655243835568149
"STER_026-M-30-5-20140723";0.934348473365949;0.0656515266340515
"STER_026-M-9-4-20140820";0.936421801083117;0.0635781989168828
"STER_027-M-33-0-20140723";0.927507388831376;0.0724926111686237
"STER_028-M-20-40-20140722";0.919113733613807;0.0808862663861928
"STER_028-M-21-38-20140722";0.921453918162353;0.0785460818376474
"STER_028-M-33-4-20140722";0.926572328172306;0.0734276718276945
"STER_033-M-23-30-20140723";0.927097005344297;0.0729029946557026
"STER_033-M-30-38-20140723";0.923933290905508;0.0760667090944917
"STER_033-M-33-4-20140723";0.915819538117597;0.0841804618824034
"STER_034-M-19-30-20140723";0.910869254546332;0.0891307454536684
"STER_035-M-33-17-20140723";0.911150704172667;0.0888492958273327
"TALL_001-M-2-23-20140903";0.954886554951824;0.0451134450481764
"TALL_001-M-28-23-20140903";0.956827004167336;0.0431729958326639
"TALL_001-O-2-23-20140903";0.95719750357327;0.0428024964267298
"TALL_001-O-27-7-20140903";0.966138079710942;0.0338619202890581
"TALL_001-O-28-23-20140903";0.955892640962928;0.0441073590370717
"TALL_002-M-36-24-20140903";0.95139159629507;0.04860840370493
"TALL_002-M-8-40-20140903";0.948926685193313;0.0510733148066871
"TALL_002-M-8-8-20140903";0.947551668443523;0.0524483315564769
"TALL_002-O-36-24-20140903";0.947228998444925;0.052771001555075
"TALL_004-M-16-36-20140903";0.947813360392815;0.0521866396071849
"TALL_004-M-34-40-20140903";0.953776296490745;0.0462237035092547
"TALL_004-M-38-6-20140903";0.947686832884601;0.0523131671153995
"TALL_006-M-14-30-20140903";0.945581374421728;0.0544186255782724
"TALL_006-M-14-6-20140903";0.949702641059962;0.0502973589400382
"TALL_006-M-26-35-20140903";0.94574279919197;0.0542572008080299
"UNDE_001-M-22-32-20140708";0.944339404855259;0.0556605951447413
"UNDE_001-M-7-0-20140708";0.944322091322105;0.0556779086778949
"UNDE_001-O-30-37-20140708";0.944509522687753;0.055490477312247
"UNDE_006-M-10-34-20140707";0.936666165041605;0.0633338349583949
"UNDE_006-M-25-6-20140707";0.936849100879879;0.0631508991201212
"UNDE_006-M-9-4-20140707";0.936836234702862;0.0631637652971379
"UNDE_007-M-33-2-20140710";0.940206673222131;0.059793326777869
"UNDE_007-M-4-9-20140710";0.940489575584629;0.0595104244153711
"UNDE_008-M-15-7-20140707";0.941379095816024;0.0586209041839765
"UNDE_008-M-33-11-20140707";0.941575074341424;0.0584249256585763
"UNDE_008-M-4-7-20140707";0.941677740861391;0.0583222591386092
"UNDE_013-M-2-0-20140708";0.940202504412874;0.0597974955871264
"UNDE_013-M-39-30-20140708";0.940640610189578;0.0593593898104224
"UNDE_013-M-8-11-20140708";0.940468063625335;0.059531936374665
"UNDE_014-M-36-16-20140711";0.940112706978123;0.0598872930218771
"UNDE_014-M-6-12-20140711";0.94033546385303;0.0596645361469699
"UNDE_017-M-0-30-20140707";0.940895211375089;0.0591047886249114
"UNDE_017-M-23-38-20140707";0.940772561892584;0.0592274381074161
"UNDE_019-M-23-30-20140708";0.940319595213044;0.0596804047869564
"UNDE_019-M-30-38-20140708";0.940473664928232;0.0595263350717683
"UNDE_019-M-33-4-20140708";0.94044527679562;0.0595547232043804
"UNDE_027-M-19-30-20140708";0.940286006746654;0.0597139932533456
"UNDE_027-M-23-8-20140708";0.940638550539079;0.0593614494609206
"UNDE_027-M-31-3-20140708";0.940211093273236;0.059788906726764
"UNDE_032-M-2-27-20140708";0.940062516882978;0.0599374831170218
"UNDE_034-M-28-34-20140715";0.940346519764189;0.059653480235811
"UNDE_034-M-35-0-20140715";0.940799475473607;0.0592005245263928
"UNDE_034-M-37-20-20140715";0.940513912403177;0.0594860875968229
"UNDE_035-M-1-23-20140715";0.940670505699797;0.0593294943002028
"UNDE_035-M-13-1-20140715";0.940614156793868;0.0593858432061316
"UNDE_035-M-6-13-20140715";0.940324903725258;0.0596750962747416
"UNDE_037-M-25-17-20140710";0.944490624643958;0.0555093753560417
"UNDE_037-O-28-36-20140710";0.944394377213215;0.0556056227867848
"UNDE_037-O-9-7-20140710";0.944443511864869;0.0555564881351314
"UNDE_043-M-17-38-20140710";0.93751930796126;0.0624806920387401
"UNDE_043-M-32-36-20140710";0.937436450046524;0.0625635499534758
"UNDE_044-M-37-7-20140718";0.936073801375564;0.0639261986244365
"UNDE_044-O-37-7-20140718";0.936234551684356;0.0637654483156437
