"";"other";"oligotroph"
"STER_006-M-30-37-20140820";0.578597236740008;0.421402763259992
"STER_006-M-7-0-20140820";0.585162364725246;0.414837635274754
"STER_006-M-7-5-20140722";0.581721955218938;0.418278044781062
"STER_018-M-15-7-20140820";0.595744464848218;0.404255535151782
"STER_018-M-4-7-20140820";0.581728357908008;0.418271642091992
"STER_026-M-10-34-20140820";0.589644981899792;0.410355018100208
"STER_026-M-11-0-20140722";0.582858694743541;0.417141305256459
"STER_026-M-25-6-20140820";0.581928863736596;0.418071136263404
"STER_026-M-27-36-20140722";0.584039337338592;0.415960662661407
"STER_026-M-30-5-20140723";0.584196656972474;0.415803343027526
"STER_026-M-9-4-20140820";0.579017600706081;0.420982399293919
"STER_027-M-33-0-20140723";0.600062627408076;0.399937372591924
"STER_028-M-20-40-20140722";0.617609517630401;0.382390482369599
"STER_028-M-21-38-20140722";0.613114074545252;0.386885925454748
"STER_028-M-33-4-20140722";0.602015595738876;0.397984404261124
"STER_033-M-23-30-20140723";0.600973040096268;0.399026959903732
"STER_033-M-30-38-20140723";0.607709944842047;0.392290055157953
"STER_033-M-33-4-20140723";0.623803693957316;0.376196306042684
"STER_034-M-19-30-20140723";0.63286881816002;0.36713118183998
"STER_035-M-33-17-20140723";0.632219112450882;0.367780887549118
"TALL_001-M-2-23-20140903";0.4539633410534;0.5460366589466
"TALL_001-M-28-23-20140903";0.446883883184905;0.553116116815095
"TALL_001-O-2-23-20140903";0.445553816511248;0.554446183488752
"TALL_001-O-27-7-20140903";0.409113497842114;0.590886502157886
"TALL_001-O-28-23-20140903";0.450304070465418;0.549695929534582
"TALL_002-M-36-24-20140903";0.449392136045785;0.550607863954215
"TALL_002-M-8-40-20140903";0.457229836321284;0.542770163678716
"TALL_002-M-8-8-20140903";0.461352037695719;0.538647962304281
"TALL_002-O-36-24-20140903";0.462494996260611;0.537505003739389
"TALL_004-M-16-36-20140903";0.438075978414119;0.561924021585881
"TALL_004-M-34-40-20140903";0.418474360558846;0.581525639441154
"TALL_004-M-38-6-20140903";0.438340688871112;0.561659311128888
"TALL_006-M-14-30-20140903";0.469276509961388;0.530723490038612
"TALL_006-M-14-6-20140903";0.456836269941311;0.543163730058689
"TALL_006-M-26-35-20140903";0.468380789202833;0.531619210797167
"UNDE_001-M-22-32-20140708";0.515072949179298;0.484927050820702
"UNDE_001-M-7-0-20140708";0.514925730364808;0.485074269635192
"UNDE_001-O-30-37-20140708";0.515612374048482;0.484387625951518
"UNDE_006-M-10-34-20140707";0.535538585042005;0.464461414957995
"UNDE_006-M-25-6-20140707";0.536339571231625;0.463660428768375
"UNDE_006-M-9-4-20140707";0.535966002875333;0.464033997124667
"UNDE_007-M-33-2-20140710";0.525401815620963;0.474598184379037
"UNDE_007-M-4-9-20140710";0.525601927691685;0.474398072308315
"UNDE_008-M-15-7-20140707";0.522252679089781;0.477747320910219
"UNDE_008-M-33-11-20140707";0.52189317506026;0.47810682493974
"UNDE_008-M-4-7-20140707";0.522898342597016;0.477101657402984
"UNDE_013-M-2-0-20140708";0.525465966476702;0.474534033523298
"UNDE_013-M-39-30-20140708";0.527202250429123;0.472797749570877
"UNDE_013-M-8-11-20140708";0.526899613103116;0.473100386896884
"UNDE_014-M-36-16-20140711";0.525906513053369;0.474093486946631
"UNDE_014-M-6-12-20140711";0.526195335614427;0.473804664385573
"UNDE_017-M-0-30-20140707";0.524836434408704;0.475163565591297
"UNDE_017-M-23-38-20140707";0.525045032885988;0.474954967114011
"UNDE_019-M-23-30-20140708";0.526203196140319;0.473796803859681
"UNDE_019-M-30-38-20140708";0.525069001742961;0.474930998257039
"UNDE_019-M-33-4-20140708";0.526457440583753;0.473542559416247
"UNDE_027-M-19-30-20140708";0.525831638732868;0.474168361267132
"UNDE_027-M-23-8-20140708";0.526350785209698;0.473649214790302
"UNDE_027-M-31-3-20140708";0.525976899628659;0.474023100371341
"UNDE_032-M-2-27-20140708";0.525316396427415;0.474683603572585
"UNDE_034-M-28-34-20140715";0.525462077078881;0.474537922921119
"UNDE_034-M-35-0-20140715";0.527034786355575;0.472965213644425
"UNDE_034-M-37-20-20140715";0.525306957080429;0.474693042919571
"UNDE_035-M-1-23-20140715";0.526123808389356;0.473876191610644
"UNDE_035-M-13-1-20140715";0.525611231046057;0.474388768953943
"UNDE_035-M-6-13-20140715";0.526560273456803;0.473439726543197
"UNDE_037-M-25-17-20140710";0.541166737952524;0.458833262047476
"UNDE_037-O-28-36-20140710";0.541575498010216;0.458424501989784
"UNDE_037-O-9-7-20140710";0.541176116316177;0.458823883683823
"UNDE_043-M-17-38-20140710";0.514656259899706;0.485343740100294
"UNDE_043-M-32-36-20140710";0.515932572134438;0.484067427865562
"UNDE_044-M-37-7-20140718";0.511819915280365;0.488180084719635
"UNDE_044-O-37-7-20140718";0.511566223678374;0.488433776321626
