"";"other";"lignolytic"
"OSBS_002-M-5-26-20140701";0.979313817082021;0.0206861829179792
"OSBS_003-M-17-9-20140701";0.981473935474719;0.0185260645252812
"OSBS_003-M-17-9-20140818";0.980950724011878;0.0190492759881216
"OSBS_003-M-29-37-20140701";0.980811263715434;0.0191887362845656
"OSBS_003-M-29-37-20140818";0.980967513954403;0.019032486045597
"OSBS_003-M-9-11-20140701";0.980965088239288;0.0190349117607121
"OSBS_003-M-9-11-20140818";0.979982872250839;0.020017127749161
"OSBS_022-M-15-33-20140701";0.985046930598946;0.0149530694010539
"OSBS_022-M-21-39-20140701";0.985635621837732;0.0143643781622682
"OSBS_022-M-2-33-20140701";0.985143598308081;0.014856401691919
"SCBI_002-M-1-6-20140715";0.970893456189098;0.0291065438109021
"SCBI_002-M-26-3-20140618";0.970352050002154;0.0296479499978461
"SCBI_002-M-7-5-20140715";0.971826966244617;0.0281730337553828
"SCBI_002-M-9-17-20140715";0.970209797578227;0.0297902024217728
"SCBI_003-M-11-0-20140715";0.975153837040873;0.0248461629591267
"SCBI_003-M-13-6-20140618";0.974030319334583;0.0259696806654168
"SCBI_003-M-27-36-20140715";0.974578112476754;0.0254218875232456
"SCBI_003-M-30-5-20140715";0.978756998287876;0.0212430017121244
"SCBI_003-M-35-24-20140618";0.972132449099523;0.0278675509004766
"SCBI_003-M-5-26-20140618";0.970005731026483;0.0299942689735173
"SCBI_006-M-15-7-20140827";0.972502585231305;0.0274974147686947
"SCBI_006-M-1-7-20140715";0.969700309301151;0.0302996906988486
"SCBI_006-M-17-9-20140618";0.969942213869391;0.0300577861306089
"SCBI_006-M-27-2-20140715";0.96980299682397;0.0301970031760296
"SCBI_006-M-29-37-20140618";0.97154634022182;0.0284536597781796
"SCBI_006-M-3-26-20140715";0.972123397627514;0.0278766023724861
"SCBI_006-M-33-11-20140826";0.972154438042037;0.0278455619579629
"SCBI_006-M-4-7-20140826";0.972370793724556;0.0276292062754435
"SCBI_006-M-9-11-20140618";0.972042185935769;0.0279578140642305
"SCBI_012-M-0-30-20140825";0.971878130099207;0.0281218699007927
"SCBI_012-M-15-33-20140618";0.969037770221213;0.0309622297787867
"SCBI_012-M-16-7-20140825";0.971014393406843;0.0289856065931572
"SCBI_012-M-21-38-20140715";0.973385965445174;0.026614034554826
"SCBI_012-M-21-39-20140618";0.969879991867714;0.0301200081322856
"SCBI_012-M-23-28-20140825";0.970786771046124;0.0292132289538757
"SCBI_012-M-2-33-20140618";0.970023033335637;0.029976966664363
"SCBI_012-M-33-4-20140715";0.97004450272436;0.0299554972756401
"SCBI_033-M-36-16-20140826";0.971182488768348;0.0288175112316523
"SCBI_033-M-4-38-20140826";0.973165189164986;0.0268348108350143
"SCBI_033-M-6-12-20140826";0.973021727920572;0.0269782720794284
"SCBI_045-M-23-30-20140825";0.973610607317586;0.0263893926824137
"SCBI_045-M-30-38-20140825";0.973419992667061;0.0265800073329391
"STER_005-M-0-30-20140820";0.954276534741869;0.0457234652581314
"STER_005-M-16-7-20140820";0.951828099900212;0.048171900099788
"STER_005-M-23-38-20140820";0.953447973343915;0.0465520266560846
"STER_006-M-1-6-20140722";0.96268434267199;0.0373156573280098
"STER_006-M-22-32-20140820";0.961871318657323;0.0381286813426771
"STER_006-M-30-37-20140820";0.962703651543615;0.0372963484563845
"STER_006-M-7-0-20140820";0.961074287619107;0.0389257123808931
"STER_006-M-7-5-20140722";0.962067302916299;0.0379326970837005
"STER_018-M-15-7-20140820";0.958334400792399;0.0416655992076009
"STER_018-M-4-7-20140820";0.961966783539851;0.0380332164601492
"STER_026-M-10-34-20140820";0.959972122305338;0.0400278776946618
"STER_026-M-11-0-20140722";0.96163215530118;0.0383678446988197
"STER_026-M-25-6-20140820";0.961979216258128;0.0380207837418718
"STER_026-M-27-36-20140722";0.961463679599557;0.0385363204004433
"STER_026-M-30-5-20140723";0.96138000639875;0.0386199936012504
"STER_026-M-9-4-20140820";0.962693830406087;0.037306169593913
"STER_027-M-33-0-20140723";0.957041917092068;0.0429580829079325
"STER_028-M-20-40-20140722";0.951662205106188;0.0483377948938124
"STER_028-M-21-38-20140722";0.953052355628567;0.0469476443714335
"STER_028-M-33-4-20140722";0.956373367633197;0.0436266323668026
"STER_033-M-23-30-20140723";0.956726497464101;0.0432735025358992
"STER_033-M-30-38-20140723";0.954703185998772;0.0452968140012282
"STER_033-M-33-4-20140723";0.949570738786684;0.050429261213316
"STER_034-M-19-30-20140723";0.946308623879493;0.0536913761205068
"STER_035-M-33-17-20140723";0.946495921409271;0.0535040785907293
"TALL_001-M-2-23-20140903";0.981475966273876;0.0185240337261242
"TALL_001-M-28-23-20140903";0.982378377686214;0.0176216223137857
"TALL_001-O-2-23-20140903";0.982521026961675;0.0174789730383249
"TALL_001-O-27-7-20140903";0.986372248590187;0.0136277514098133
"TALL_001-O-28-23-20140903";0.981991454476765;0.0180085455232354
"TALL_002-M-36-24-20140903";0.981644750574182;0.0183552494258185
"TALL_002-M-8-40-20140903";0.980614851105466;0.0193851488945335
"TALL_002-M-8-8-20140903";0.98011963924017;0.0198803607598296
"TALL_002-O-36-24-20140903";0.979913059248543;0.0200869407514575
"TALL_004-M-16-36-20140903";0.982447655202688;0.0175523447973118
"TALL_004-M-34-40-20140903";0.984606050635252;0.0153939493647478
"TALL_004-M-38-6-20140903";0.982375926222845;0.0176240737771548
"TALL_006-M-14-30-20140903";0.979044928718178;0.0209550712818217
"TALL_006-M-14-6-20140903";0.980783622672644;0.019216377327356
"TALL_006-M-26-35-20140903";0.979187006986965;0.020812993013035
"UNDE_001-M-22-32-20140708";0.980253018889268;0.0197469811107323
"UNDE_001-M-7-0-20140708";0.980262930996625;0.0197370690033749
"UNDE_001-O-30-37-20140708";0.980228825476767;0.0197711745232331
"UNDE_006-M-10-34-20140707";0.977237708830839;0.022762291169161
"UNDE_006-M-25-6-20140707";0.977289278270301;0.0227107217296987
"UNDE_006-M-9-4-20140707";0.977243338651974;0.0227566613480256
"UNDE_007-M-33-2-20140710";0.978718588645794;0.0212814113542063
"UNDE_007-M-4-9-20140710";0.978740617601062;0.0212593823989377
"UNDE_008-M-15-7-20140707";0.979130288166952;0.0208697118330483
"UNDE_008-M-33-11-20140707";0.979115963045311;0.0208840369546894
"UNDE_008-M-4-7-20140707";0.979103816992522;0.0208961830074777
"UNDE_013-M-2-0-20140708";0.978735343369287;0.0212646566307127
"UNDE_013-M-39-30-20140708";0.978617793000752;0.0213822069992476
"UNDE_013-M-8-11-20140708";0.978735139509813;0.0212648604901872
"UNDE_014-M-36-16-20140711";0.97882687964579;0.0211731203542105
"UNDE_014-M-6-12-20140711";0.978735874744031;0.021264125255969
"UNDE_017-M-0-30-20140707";0.978877605815304;0.0211223941846958
"UNDE_017-M-23-38-20140707";0.978863750972562;0.0211362490274383
"UNDE_019-M-23-30-20140708";0.978676228437501;0.0213237715624985
"UNDE_019-M-30-38-20140708";0.978602849896265;0.0213971501037349
"UNDE_019-M-33-4-20140708";0.978754726306193;0.0212452736938069
"UNDE_027-M-19-30-20140708";0.978649575412985;0.0213504245870146
"UNDE_027-M-23-8-20140708";0.97867841383543;0.0213215861645699
"UNDE_027-M-31-3-20140708";0.978735961118643;0.0212640388813566
"UNDE_032-M-2-27-20140708";0.978512873761404;0.0214871262385957
"UNDE_034-M-28-34-20140715";0.978694541553589;0.0213054584464112
"UNDE_034-M-35-0-20140715";0.978565216128496;0.0214347838715044
"UNDE_034-M-37-20-20140715";0.978730976686457;0.0212690233135429
"UNDE_035-M-1-23-20140715";0.978786680518973;0.0212133194810271
"UNDE_035-M-13-1-20140715";0.978599310544237;0.0214006894557626
"UNDE_035-M-6-13-20140715";0.978486621033429;0.0215133789665709
"UNDE_037-M-25-17-20140710";0.977288646014288;0.0227113539857122
"UNDE_037-O-28-36-20140710";0.97723759093279;0.0227624090672102
"UNDE_037-O-9-7-20140710";0.977161057567981;0.0228389424320192
"UNDE_043-M-17-38-20140710";0.979537695170412;0.0204623048295877
"UNDE_043-M-32-36-20140710";0.979666893788242;0.0203331062117576
"UNDE_044-M-37-7-20140718";0.979946478302078;0.0200535216979216
"UNDE_044-O-37-7-20140718";0.97988825403424;0.0201117459657598
