"";"other";"dissim_nitrate_reduction"
"OSBS_001-M-26-3-20140701";0.885474187587488;0.114525812412512
"OSBS_001-M-26-3-20140818";0.886482891891238;0.113517108108762
"OSBS_001-M-29-2-20140701";0.886416089360317;0.113583910639683
"OSBS_001-M-29-2-20140818";0.885329056631511;0.114670943368489
"OSBS_002-M-12-7-20140701";0.876078685872379;0.123921314127621
"OSBS_002-M-12-7-20140818";0.877764142402125;0.122235857597875
"OSBS_002-M-35-24-20140701";0.877840333719077;0.122159666280923
"OSBS_002-M-35-24-20140818";0.878922499832844;0.121077500167156
"OSBS_002-M-5-26-20140701";0.877870621371459;0.122129378628541
"OSBS_003-M-17-9-20140701";0.885596450973015;0.114403549026985
"OSBS_003-M-17-9-20140818";0.884620660208788;0.115379339791212
"OSBS_003-M-29-37-20140701";0.884209234125575;0.115790765874425
"OSBS_003-M-29-37-20140818";0.884423167371222;0.115576832628778
"OSBS_003-M-9-11-20140701";0.88447033652696;0.11552966347304
"OSBS_003-M-9-11-20140818";0.882856306711185;0.117143693288815
"OSBS_022-M-15-33-20140701";0.888988907379063;0.111011092620937
"OSBS_022-M-21-39-20140701";0.890040027107419;0.109959972892581
"OSBS_022-M-2-33-20140701";0.888982019700314;0.111017980299686
"SCBI_002-M-1-6-20140715";0.879481527243321;0.120518472756679
"SCBI_002-M-26-3-20140618";0.878900043511303;0.121099956488697
"SCBI_002-M-7-5-20140715";0.880766102207819;0.119233897792181
"SCBI_002-M-9-17-20140715";0.878746502758947;0.121253497241053
"SCBI_003-M-11-0-20140715";0.876984967180087;0.123015032819913
"SCBI_003-M-13-6-20140618";0.875337699727286;0.124662300272714
"SCBI_003-M-27-36-20140715";0.876170161922232;0.123829838077768
"SCBI_003-M-30-5-20140715";0.882160073631152;0.117839926368848
"SCBI_003-M-35-24-20140618";0.872919924323543;0.127080075676457
"SCBI_003-M-5-26-20140618";0.870345933766688;0.129654066233312
"SCBI_006-M-15-7-20140827";0.881740676451041;0.118259323548959
"SCBI_006-M-1-7-20140715";0.878463790036198;0.121536209963802
"SCBI_006-M-17-9-20140618";0.878561034723511;0.121438965276489
"SCBI_006-M-27-2-20140715";0.878514563462466;0.121485436537534
"SCBI_006-M-29-37-20140618";0.880537418935466;0.119462581064534
"SCBI_006-M-3-26-20140715";0.881174932128639;0.118825067871361
"SCBI_006-M-33-11-20140826";0.881188749978877;0.118811250021123
"SCBI_006-M-4-7-20140826";0.881408641974947;0.118591358025053
"SCBI_006-M-9-11-20140618";0.88113485770593;0.11886514229407
"SCBI_012-M-0-30-20140825";0.880841327538243;0.119158672461757
"SCBI_012-M-15-33-20140618";0.877685642813585;0.122314357186415
"SCBI_012-M-16-7-20140825";0.879811569571205;0.120188430428795
"SCBI_012-M-21-38-20140715";0.88282303429542;0.11717696570458
"SCBI_012-M-21-39-20140618";0.878616166226772;0.121383833773228
"SCBI_012-M-23-28-20140825";0.879508362344724;0.120491637655276
"SCBI_012-M-2-33-20140618";0.878564200693093;0.121435799306907
"SCBI_012-M-33-4-20140715";0.878675124370646;0.121324875629354
"SCBI_033-M-36-16-20140826";0.88003546729742;0.11996453270258
"SCBI_033-M-4-38-20140826";0.882361483380095;0.117638516619905
"SCBI_033-M-6-12-20140826";0.882397763636781;0.117602236363219
"SCBI_045-M-23-30-20140825";0.883276531552712;0.116723468447288
"SCBI_045-M-30-38-20140825";0.882951629656349;0.117048370343651
"STER_005-M-0-30-20140820";0.880443917941201;0.119556082058799
"STER_005-M-16-7-20140820";0.878813529479483;0.121186470520517
"STER_005-M-23-38-20140820";0.879948176377521;0.120051823622479
"STER_006-M-1-6-20140722";0.887420651622176;0.112579348377824
"STER_006-M-22-32-20140820";0.886611543246413;0.113388456753587
"STER_006-M-30-37-20140820";0.887345252015877;0.112654747984123
"STER_006-M-7-0-20140820";0.885929149720013;0.114070850279987
"STER_006-M-7-5-20140722";0.88676707390753;0.11323292609247
"STER_018-M-15-7-20140820";0.883649853875826;0.116350146124175
"STER_018-M-4-7-20140820";0.886670925683217;0.113329074316783
"STER_026-M-10-34-20140820";0.885033929783286;0.114966070216714
"STER_026-M-11-0-20140722";0.886475460414252;0.113524539585748
"STER_026-M-25-6-20140820";0.88670481565898;0.11329518434102
"STER_026-M-27-36-20140722";0.886390965686781;0.113609034313219
"STER_026-M-30-5-20140723";0.886303302585679;0.113696697414321
"STER_026-M-9-4-20140820";0.887296555045003;0.112703444954997
"STER_027-M-33-0-20140723";0.882607922731875;0.117392077268125
"STER_028-M-20-40-20140722";0.878618106382299;0.121381893617701
"STER_028-M-21-38-20140722";0.879685756189466;0.120314243810534
"STER_028-M-33-4-20140722";0.88230244662669;0.11769755337331
"STER_033-M-23-30-20140723";0.882364499697028;0.117635500302972
"STER_033-M-30-38-20140723";0.88087124202927;0.11912875797073
"STER_033-M-33-4-20140723";0.877100166469266;0.122899833530734
"STER_034-M-19-30-20140723";0.874768778150422;0.125231221849578
"STER_035-M-33-17-20140723";0.875074595876535;0.124925404123465
"TALL_001-M-2-23-20140903";0.878784317851985;0.121215682148015
"TALL_001-M-28-23-20140903";0.880495219489438;0.119504780510562
"TALL_001-O-2-23-20140903";0.880663477087451;0.11933652291255
"TALL_001-O-27-7-20140903";0.888841788613849;0.111158211386151
"TALL_001-O-28-23-20140903";0.879726194302635;0.120273805697365
"TALL_002-M-36-24-20140903";0.874827268916863;0.125172731083137
"TALL_002-M-8-40-20140903";0.872970980367073;0.127029019632927
"TALL_002-M-8-8-20140903";0.871916902318495;0.128083097681506
"TALL_002-O-36-24-20140903";0.871699330668762;0.128300669331238
"TALL_004-M-16-36-20140903";0.870449007140711;0.129550992859289
"TALL_004-M-34-40-20140903";0.875101049484504;0.124898950515496
"TALL_004-M-38-6-20140903";0.870260078187632;0.129739921812368
"TALL_006-M-14-30-20140903";0.870647496835327;0.129352503164673
"TALL_006-M-14-6-20140903";0.873638907299815;0.126361092700185
"TALL_006-M-26-35-20140903";0.870846563609098;0.129153436390902
"UNDE_001-M-22-32-20140708";0.876811398682595;0.123188601317405
"UNDE_001-M-7-0-20140708";0.876918798925516;0.123081201074484
"UNDE_001-O-30-37-20140708";0.87713223031746;0.12286776968254
"UNDE_006-M-10-34-20140707";0.872083642910247;0.127916357089753
"UNDE_006-M-25-6-20140707";0.872103679729334;0.127896320270666
"UNDE_006-M-9-4-20140707";0.872395784780025;0.127604215219975
"UNDE_007-M-33-2-20140710";0.874397978657968;0.125602021342032
"UNDE_007-M-4-9-20140710";0.874376912794818;0.125623087205182
"UNDE_008-M-15-7-20140707";0.875072640625903;0.124927359374097
"UNDE_008-M-33-11-20140707";0.875256522019173;0.124743477980827
"UNDE_008-M-4-7-20140707";0.875309949339201;0.124690050660799
"UNDE_013-M-2-0-20140708";0.874213589245458;0.125786410754542
"UNDE_013-M-39-30-20140708";0.87454373258781;0.12545626741219
"UNDE_013-M-8-11-20140708";0.874307039641146;0.125692960358854
"UNDE_014-M-36-16-20140711";0.874360550895634;0.125639449104366
"UNDE_014-M-6-12-20140711";0.874385459337114;0.125614540662886
"UNDE_017-M-0-30-20140707";0.874682207937513;0.125317792062487
"UNDE_017-M-23-38-20140707";0.874744926031247;0.125255073968753
"UNDE_019-M-23-30-20140708";0.874515278570665;0.125484721429335
"UNDE_019-M-30-38-20140708";0.874771871944787;0.125228128055213
"UNDE_019-M-33-4-20140708";0.87459360016299;0.12540639983701
"UNDE_027-M-19-30-20140708";0.874420354535011;0.125579645464989
"UNDE_027-M-23-8-20140708";0.874468052643792;0.125531947356208
"UNDE_027-M-31-3-20140708";0.874291585628734;0.125708414371266
"UNDE_032-M-2-27-20140708";0.87442124971547;0.12557875028453
"UNDE_034-M-28-34-20140715";0.87474989154283;0.125250108457169
"UNDE_034-M-35-0-20140715";0.874609076952679;0.125390923047321
"UNDE_034-M-37-20-20140715";0.874420466482887;0.125579533517113
"UNDE_035-M-1-23-20140715";0.874351485344785;0.125648514655215
"UNDE_035-M-13-1-20140715";0.874477750730006;0.125522249269994
"UNDE_035-M-6-13-20140715";0.874884058956392;0.125115941043608
"UNDE_037-M-25-17-20140710";0.879151556091809;0.120848443908191
"UNDE_037-O-28-36-20140710";0.879203242803353;0.120796757196647
"UNDE_037-O-9-7-20140710";0.878952615244403;0.121047384755597
"UNDE_043-M-17-38-20140710";0.870992432571689;0.129007567428311
"UNDE_043-M-32-36-20140710";0.870898818075389;0.129101181924611
"UNDE_044-M-37-7-20140718";0.869864539305659;0.130135460694341
"UNDE_044-O-37-7-20140718";0.870027299050249;0.129972700949751
