"";"other";"methanotroph"
"UNDE_027-M-23-8-20140708";0.990897718827695;0.0091022811723047
"UNDE_027-M-31-3-20140708";0.990818452587788;0.00918154741221181
"UNDE_032-M-2-27-20140708";0.990876290493277;0.00912370950672321
"UNDE_034-M-28-34-20140715";0.990813463447616;0.00918653655238427
"UNDE_034-M-35-0-20140715";0.990885112833406;0.00911488716659377
"UNDE_034-M-37-20-20140715";0.990840265600684;0.00915973439931636
"UNDE_035-M-1-23-20140715";0.990827249895404;0.00917275010459641
"UNDE_035-M-13-1-20140715";0.990835641292819;0.00916435870718094
"UNDE_035-M-6-13-20140715";0.990838469478158;0.00916153052184233
"UNDE_037-M-25-17-20140710";0.990784152696859;0.009215847303141
"UNDE_037-O-28-36-20140710";0.990866047264786;0.00913395273521391
"UNDE_037-O-9-7-20140710";0.99085556090643;0.00914443909356972
"UNDE_043-M-17-38-20140710";0.990813931907234;0.00918606809276565
"UNDE_043-M-32-36-20140710";0.990869514249674;0.00913048575032606
"UNDE_044-M-37-7-20140718";0.990854831476089;0.00914516852391059
"UNDE_044-O-37-7-20140718";0.99085958041754;0.00914041958245991
