"";"other";"acidobacteria";"actinobacteria";"bacteroidetes";"chloroflexi";"firmicutes";"gemmatimonadetes";"nitrospirae";"planctomycetes";"proteobacteria";"verrucomicrobia"
"JERC_047-M-6-12-20140805";0.0557950662567441;0.251649350506739;0.110851595663339;0.046251027253028;0.0388614600668824;0.0230714042972761;0.0236813562711231;0.00660869599745953;0.0323920626246926;0.366006638368199;0.0448313426945166
"JERC_048-M-19-30-20140805";0.055906360584849;0.253567470707729;0.110237697175853;0.0459735607527477;0.0386875867218943;0.0230260091524864;0.02366955261732;0.00656577166764213;0.0324697869169883;0.365144759966659;0.0447514437358316
"JERC_048-M-27-8-20140805";0.0560671210401741;0.256503039431455;0.110111511261121;0.0454015960536711;0.03852229476164;0.022731028687339;0.0233757292657096;0.0064489906717795;0.0323918769372012;0.363692709747091;0.0447541021428186
"JERC_048-M-31-3-20140805";0.0559442036702208;0.254132525962639;0.110263638052058;0.0458176637785865;0.0386747339661916;0.0229280606283752;0.0235632232932415;0.00653876542750383;0.0323934832116412;0.364989666803713;0.0447540352058299
"JERC_049-M-18-17-20140805";0.0562435205651208;0.25986875019377;0.10973664678417;0.0448348134497154;0.0382132443449886;0.0225248276764874;0.0232107384455389;0.00635905962163407;0.032303280174246;0.362001530915258;0.0447035878290716
"JERC_049-M-2-27-20140805";0.0576503921268211;0.289755570185182;0.105614757745299;0.0400026474514009;0.035596670497022;0.0205662195578969;0.0214127288445418;0.00551091109427632;0.0315409325938179;0.348103838133613;0.0442453317701287
"ORNL_001-O-17-34-20140715";0.0563815715408141;0.250280749619559;0.139719693667588;0.0427330915285945;0.0351636058460711;0.017020672729574;0.0176375673491375;0.00591889336225355;0.0270149426789475;0.358218342696318;0.0499108689811434
"ORNL_002-O-5-26-20140714";0.0568214149347945;0.221135687417006;0.172176945167779;0.0434113740401715;0.0399113222118933;0.0158935808803389;0.0141670911884107;0.00568170322624611;0.0254582799205065;0.354341612620337;0.0510009883925161
"ORNL_003-O-9-11-20140714";0.0578411316731269;0.289879550634344;0.12755577929193;0.0373829338824234;0.0315799439704939;0.015579216256464;0.0168244311703547;0.00508247874227637;0.0265703355547362;0.34272611468098;0.0489780841428716
"ORNL_021-O-15-33-20140714";0.0526555271914036;0.165062503385082;0.19621676354149;0.0530451242607485;0.0468069761435283;0.0179641768660916;0.014806486245964;0.00717232604499062;0.0253922405161526;0.369943444814185;0.0509344309903636
"ORNL_027-O-2-33-20140715";0.0558786136593055;0.188006250887058;0.219773601871254;0.044270048276726;0.0464944436562036;0.0145828485833693;0.0106022582885567;0.00552770083526131;0.0230904999801583;0.340753942272435;0.0510197916896726
"ORNL_029-O-9-2-20140714";0.0497996998376512;0.156382583185009;0.168471667632746;0.0608428532741647;0.0452275515668803;0.0215256628383636;0.0201713799729917;0.00906149704205712;0.0273388171458133;0.391125684837804;0.0500526026665192
"ORNL_031-O-11-3-20140714";0.0494506668457937;0.125918198812703;0.236681808944247;0.057723243252756;0.0542301801472015;0.0177841621752761;0.0125568329823125;0.00765028119015681;0.0235690995099142;0.364187769991807;0.0502477561478324
"ORNL_037-O-4-23-20140715";0.0567609490387692;0.278441041697611;0.124527558072009;0.0398481988276504;0.0319075867013926;0.0166740885588332;0.0185302148178534;0.00559533080129088;0.0272442527408701;0.351437686539176;0.0490330922045445
"ORNL_043-O-2-27-20140715";0.0584913831196978;0.305732691676244;0.125365794130429;0.0350508845509667;0.0304567752866488;0.0147748777049222;0.0159366186991604;0.00468991459003731;0.0261287941863942;0.334717037155988;0.0486552288995124
"OSBS_001-M-17-34-20140701";0.0551188508027416;0.369314371678883;0.0977283570751347;0.0287568290082326;0.0287244265480224;0.0155828593328987;0.0176905851931561;0.00368422554151292;0.0315599193082875;0.308917137492587;0.0429224380185433
"OSBS_001-M-17-34-20140818";0.0549205931547962;0.357825015580433;0.0996210543218875;0.0300100552678832;0.0295041363396853;0.0160931424123163;0.0182184840376343;0.00388776637737987;0.0318513179642347;0.31472709420571;0.0433413403380401
"OSBS_001-M-26-3-20140701";0.0547487100645387;0.348500688811479;0.101133314049235;0.0310748612309679;0.0302812058216996;0.0165680528403161;0.0186708487996167;0.00404685712044819;0.0322744768714637;0.319108790522661;0.0435921938675739
"OSBS_001-M-26-3-20140818";0.0549351459095539;0.357551581272216;0.0998713353672896;0.0300340986762513;0.0295611967477407;0.0161213741303961;0.0182401890402059;0.00388413646891451;0.0319309610272262;0.314545019764689;0.043324961595516
"OSBS_001-M-29-2-20140701";0.0549174707909891;0.357767962616802;0.0997526972763154;0.0300304910890553;0.0296044526964833;0.016135141622523;0.0182215989218402;0.00386973813762864;0.0320028436523853;0.31442032774595;0.0432772754500272
"OSBS_001-M-29-2-20140818";0.0546783939016275;0.346548983246677;0.101526758227741;0.0313023200274654;0.0304208579249132;0.0167014486812233;0.0187926471992185;0.00407517486140673;0.0323742208635446;0.319942386126037;0.0436368089401454
"OSBS_002-M-12-7-20140701";0.0518135333376965;0.261868600222553;0.115162168317459;0.0429355700079599;0.0370937954259251;0.0214211075510999;0.0235100290352934;0.00604342267347794;0.0348109418350022;0.359858154003429;0.0454826775901039
"OSBS_002-M-12-7-20140818";0.0524963025803694;0.277191313951272;0.112664376430338;0.0406120250173444;0.0357525300675528;0.0205013995056185;0.0225998025434931;0.00563151367588171;0.0343918750542175;0.352910882958441;0.0452479782154714
"OSBS_002-M-35-24-20140701";0.0525295574346908;0.277305000895541;0.112663298499994;0.0405190284480153;0.0358372408055973;0.0204955506739059;0.0226215170293805;0.0056214128502976;0.0344483348778887;0.352708997340428;0.0452500611442611
"OSBS_002-M-35-24-20140818";0.0528765592472102;0.286027607536416;0.111161509807816;0.0392437642683988;0.0350541035448444;0.0199814942581232;0.02208965470402;0.0054027052977429;0.0341725924584666;0.348859047356292;0.04513096152067
"OSBS_002-M-5-26-20140701";0.0524906766144678;0.277612113899528;0.112373949679507;0.040544334907512;0.0357196093871585;0.0204817088899477;0.0226504833008225;0.0056324131345338;0.0344667581208447;0.352773453996503;0.0452544980691746
"OSBS_003-M-17-9-20140701";0.0551720810983412;0.299566523737944;0.124917282787537;0.0349684041670139;0.0358344452709172;0.0170779354410291;0.0171762067010794;0.0044186300273243;0.0321349591166841;0.333125210930597;0.0456083207215318
