"";"other";"denitrification"
"HARV_035-O-18-37-20140717";0.891937262273108;0.108062737726892
"JERC_001-M-1-6-20140805";0.896957361822239;0.103042638177761
"JERC_001-M-17-34-20140710";0.89900297261274;0.10099702738726
"JERC_001-M-29-2-20140710";0.898730589405344;0.101269410594656
"JERC_001-M-7-5-20140805";0.899572650613383;0.100427349386617
"JERC_001-M-9-17-20140805";0.899416999774191;0.100583000225809
"JERC_002-M-11-0-20140805";0.900361285015883;0.0996387149841173
"JERC_002-M-12-7-20140710";0.899327252556963;0.100672747443037
"JERC_002-M-27-36-20140805";0.898209459327727;0.101790540672273
"JERC_002-M-35-24-20140710";0.89953162428043;0.10046837571957
"JERC_003-M-1-7-20140805";0.899855222400831;0.100144777599169
"JERC_003-M-3-26-20140805";0.903325654314408;0.096674345685592
"JERC_003-M-33-0-20140805";0.89710295293707;0.10289704706293
"JERC_005-M-24-40-20140805";0.900608196494117;0.0993918035058833
"JERC_005-M-33-2-20140805";0.897752714764186;0.102247285235814
"JERC_005-M-4-9-20140805";0.89990960793974;0.10009039206026
"JERC_006-M-15-33-20140710";0.899622776776166;0.100377223223834
"JERC_006-M-2-0-20140805";0.901898810987801;0.0981011890121992
"JERC_006-M-21-39-20140710";0.899832281197252;0.100167718802748
"JERC_006-M-2-33-20140710";0.89965807899394;0.10034192100606
"JERC_006-M-39-30-20140805";0.898945493737465;0.101054506262535
"JERC_006-M-8-11-20140805";0.89923089216024;0.10076910783976
"JERC_008-M-23-30-20140805";0.892366416315307;0.107633583684693
"JERC_008-M-33-4-20140805";0.898800712589573;0.101199287410427
"JERC_047-M-3-32-20140805";0.898567337116133;0.101432662883867
"JERC_047-M-36-16-20140805";0.898097877451223;0.101902122548777
"JERC_047-M-6-12-20140805";0.897806162495004;0.102193837504996
"JERC_048-M-19-30-20140805";0.898074728872221;0.101925271127779
"JERC_048-M-27-8-20140805";0.898590326177671;0.101409673822329
"JERC_048-M-31-3-20140805";0.89820497397144;0.10179502602856
"JERC_049-M-18-17-20140805";0.899275278080943;0.100724721919057
"JERC_049-M-2-27-20140805";0.905032689423012;0.0949673105769875
"ORNL_001-O-17-34-20140715";0.90033907206222;0.0996609279377801
"ORNL_002-O-5-26-20140714";0.903680805805675;0.0963191941943246
"ORNL_003-O-9-11-20140714";0.905951534547146;0.094048465452854
"ORNL_021-O-15-33-20140714";0.893587959605106;0.106412040394894
"ORNL_027-O-2-33-20140715";0.906163423320442;0.0938365766795581
"ORNL_029-O-9-2-20140714";0.881362360676622;0.118637639323378
"ORNL_031-O-11-3-20140714";0.890672306247538;0.109327693752462
"ORNL_037-O-4-23-20140715";0.90202852790643;0.0979714720935703
"ORNL_043-O-2-27-20140715";0.909158219752022;0.0908417802479776
"OSBS_001-M-17-34-20140701";0.919186197321071;0.0808138026789288
"OSBS_001-M-17-34-20140818";0.917567214761678;0.0824327852383223
"OSBS_001-M-26-3-20140701";0.916319733110554;0.0836802668894457
"OSBS_001-M-26-3-20140818";0.91759668877192;0.0824033112280805
"OSBS_001-M-29-2-20140701";0.917569060771495;0.0824309392285053
"OSBS_001-M-29-2-20140818";0.915986046788803;0.0840139532111967
"OSBS_002-M-12-7-20140701";0.902090543432327;0.0979094565676732
"OSBS_002-M-12-7-20140818";0.904845608917583;0.0951543910824172
"OSBS_002-M-35-24-20140701";0.904819155828645;0.0951808441713554
"OSBS_002-M-35-24-20140818";0.906412074824884;0.0935879251751156
"OSBS_002-M-5-26-20140701";0.904979327709817;0.0950206722901831
"OSBS_003-M-17-9-20140701";0.914938601872755;0.0850613981272446
"OSBS_003-M-17-9-20140818";0.913252140108197;0.0867478598918031
"OSBS_003-M-29-37-20140701";0.913103790148473;0.0868962098515271
"OSBS_003-M-29-37-20140818";0.913581961099575;0.0864180389004249
"OSBS_003-M-9-11-20140701";0.913540725591302;0.0864592744086976
"OSBS_003-M-9-11-20140818";0.911038558382653;0.0889614416173469
"OSBS_022-M-15-33-20140701";0.920674269024521;0.0793257309754791
"OSBS_022-M-21-39-20140701";0.922662177922322;0.0773378220776777
"OSBS_022-M-2-33-20140701";0.920839482685576;0.0791605173144239
"SCBI_002-M-1-6-20140715";0.894390037300431;0.105609962699569
"SCBI_002-M-26-3-20140618";0.893215515321806;0.106784484678194
"SCBI_002-M-7-5-20140715";0.896158176064128;0.103841823935872
"SCBI_002-M-9-17-20140715";0.892886275670605;0.107113724329395
"SCBI_003-M-11-0-20140715";0.892815729727278;0.107184270272722
"SCBI_003-M-13-6-20140618";0.890030440349545;0.109969559650455
"SCBI_003-M-27-36-20140715";0.891502264514668;0.108497735485332
"SCBI_003-M-30-5-20140715";0.901692348760613;0.0983076512393867
"SCBI_003-M-35-24-20140618";0.886117258444688;0.113882741555312
"SCBI_003-M-5-26-20140618";0.881604142040222;0.118395857959778
"SCBI_006-M-15-7-20140827";0.897730647849349;0.102269352150651
"SCBI_006-M-1-7-20140715";0.8921827266255;0.1078172733745
"SCBI_006-M-17-9-20140618";0.89252101402936;0.10747898597064
"SCBI_006-M-27-2-20140715";0.892595903161471;0.107404096838529
"SCBI_006-M-29-37-20140618";0.895744653108766;0.104255346891234
"SCBI_006-M-3-26-20140715";0.896890058892355;0.103109941107645
"SCBI_006-M-33-11-20140826";0.897011113055717;0.102988886944283
"SCBI_006-M-4-7-20140826";0.897488334951783;0.102511665048217
"SCBI_006-M-9-11-20140618";0.896856644419999;0.103143355580001
"SCBI_012-M-0-30-20140825";0.896519863710269;0.103480136289731
"SCBI_012-M-15-33-20140618";0.890875914353962;0.109124085646038
"SCBI_012-M-16-7-20140825";0.894467359019967;0.105532640980033
"SCBI_012-M-21-38-20140715";0.899567707461798;0.100432292538202
"SCBI_012-M-21-39-20140618";0.892655085080947;0.107344914919053
"SCBI_012-M-23-28-20140825";0.89420853496435;0.10579146503565
"SCBI_012-M-2-33-20140618";0.893060513310584;0.106939486689416
"SCBI_012-M-33-4-20140715";0.89291528605282;0.10708471394718
"SCBI_033-M-36-16-20140826";0.895053184816225;0.104946815183775
"SCBI_033-M-4-38-20140826";0.899117698804204;0.100882301195796
"SCBI_033-M-6-12-20140826";0.898762542928383;0.101237457071617
"SCBI_045-M-23-30-20140825";0.900351289602181;0.0996487103978192
"SCBI_045-M-30-38-20140825";0.899788263461614;0.100211736538386
"STER_005-M-0-30-20140820";0.893557859169391;0.106442140830609
"STER_005-M-16-7-20140820";0.890185043165031;0.109814956834969
"STER_005-M-23-38-20140820";0.892494138939889;0.107505861060111
"STER_006-M-1-6-20140722";0.90478001648228;0.0952199835177196
"STER_006-M-22-32-20140820";0.903571738395451;0.0964282616045493
"STER_006-M-30-37-20140820";0.904927450632108;0.0950725493678919
"STER_006-M-7-0-20140820";0.902695486888058;0.097304513111942
"STER_006-M-7-5-20140722";0.903791267738418;0.096208732261582
"STER_018-M-15-7-20140820";0.898781254728037;0.101218745271963
"STER_018-M-4-7-20140820";0.903907167710479;0.096092832289521
"STER_026-M-10-34-20140820";0.900990624148966;0.0990093758510341
"STER_026-M-11-0-20140722";0.903575250768766;0.0964247492312341
"STER_026-M-25-6-20140820";0.903927582485032;0.0960724175149681
"STER_026-M-27-36-20140722";0.903242556377274;0.0967574436227255
"STER_026-M-30-5-20140723";0.90286721273855;0.0971327872614496
"STER_026-M-9-4-20140820";0.904818687859955;0.095181312140045
"STER_027-M-33-0-20140723";0.897110660547808;0.102889339452192
"STER_028-M-20-40-20140722";0.889936105851228;0.110063894148772
"STER_028-M-21-38-20140722";0.891503894198048;0.108496105801952
"STER_028-M-33-4-20140722";0.896063790225572;0.103936209774428
"STER_033-M-23-30-20140723";0.896558240005037;0.103441759994963
"STER_033-M-30-38-20140723";0.894109606553904;0.105890393446096
"STER_033-M-33-4-20140723";0.887541708420018;0.112458291579982
"STER_034-M-19-30-20140723";0.88344622781322;0.11655377218678
"STER_035-M-33-17-20140723";0.883699988724132;0.116300011275868
"TALL_001-M-2-23-20140903";0.907695082433755;0.0923049175662454
"TALL_001-M-28-23-20140903";0.910236989027701;0.0897630109722992
"TALL_001-O-2-23-20140903";0.910602755544666;0.0893972444553338
"TALL_001-O-27-7-20140903";0.921966122618556;0.0780338773814439
"TALL_001-O-28-23-20140903";0.908911977740664;0.0910880222593359
"TALL_002-M-36-24-20140903";0.90309489350916;0.0969051064908404
"TALL_002-M-8-40-20140903";0.900391317108293;0.0996086828917065
"TALL_002-M-8-8-20140903";0.898804993144464;0.101195006855536
"TALL_002-O-36-24-20140903";0.898282098575781;0.101717901424219
"TALL_004-M-16-36-20140903";0.898570356325936;0.101429643674064
"TALL_004-M-34-40-20140903";0.905485918545777;0.0945140814542225
"TALL_004-M-38-6-20140903";0.898447075114849;0.101552924885151
"TALL_006-M-14-30-20140903";0.896476858918347;0.103523141081653
"TALL_006-M-14-6-20140903";0.901285190142087;0.098714809857913
"TALL_006-M-26-35-20140903";0.896994648240286;0.103005351759714
"UNDE_001-M-22-32-20140708";0.891298294694423;0.108701705305577
"UNDE_001-M-7-0-20140708";0.891637010807329;0.108362989192671
"UNDE_001-O-30-37-20140708";0.89133767390721;0.10866232609279
"UNDE_006-M-10-34-20140707";0.883023928064152;0.116976071935848
"UNDE_006-M-25-6-20140707";0.88287762869105;0.11712237130895
"UNDE_006-M-9-4-20140707";0.882964306638898;0.117035693361102
"UNDE_007-M-33-2-20140710";0.886978879669982;0.113021120330018
"UNDE_007-M-4-9-20140710";0.887368453282171;0.112631546717829
"UNDE_008-M-15-7-20140707";0.888438000800724;0.111561999199276
"UNDE_008-M-33-11-20140707";0.888281564782069;0.111718435217931
"UNDE_008-M-4-7-20140707";0.888153954362769;0.111846045637231
"UNDE_013-M-2-0-20140708";0.887067062097295;0.112932937902705
"UNDE_013-M-39-30-20140708";0.887007434631956;0.112992565368044
"UNDE_013-M-8-11-20140708";0.887144793110312;0.112855206889688
"UNDE_014-M-36-16-20140711";0.88667739858378;0.11332260141622
"UNDE_014-M-6-12-20140711";0.887274420099195;0.112725579900805
"UNDE_017-M-0-30-20140707";0.887558678477178;0.112441321522822
"UNDE_017-M-23-38-20140707";0.887392533620407;0.112607466379593
"UNDE_019-M-23-30-20140708";0.886764571478544;0.113235428521455
"UNDE_019-M-30-38-20140708";0.886820836481977;0.113179163518023
"UNDE_019-M-33-4-20140708";0.886954199996849;0.113045800003151
"UNDE_027-M-19-30-20140708";0.887074227349846;0.112925772650154
"UNDE_027-M-23-8-20140708";0.887257983669494;0.112742016330506
"UNDE_027-M-31-3-20140708";0.886867115817027;0.113132884182973
"UNDE_032-M-2-27-20140708";0.887025528844667;0.112974471155333
"UNDE_034-M-28-34-20140715";0.886933759255172;0.113066240744828
"UNDE_034-M-35-0-20140715";0.886680789142943;0.113319210857057
"UNDE_034-M-37-20-20140715";0.887153189318708;0.112846810681292
"UNDE_035-M-1-23-20140715";0.887181444177081;0.112818555822919
"UNDE_035-M-13-1-20140715";0.887145879485557;0.112854120514443
"UNDE_035-M-6-13-20140715";0.887033706658856;0.112966293341144
"UNDE_037-M-25-17-20140710";0.892367524863926;0.107632475136074
"UNDE_037-O-28-36-20140710";0.892138469193449;0.107861530806551
"UNDE_037-O-9-7-20140710";0.892334672722818;0.107665327277182
"UNDE_043-M-17-38-20140710";0.883353177776308;0.116646822223692
"UNDE_043-M-32-36-20140710";0.883391521815724;0.116608478184276
"UNDE_044-M-37-7-20140718";0.881610262598134;0.118389737401866
"UNDE_044-O-37-7-20140718";0.882116258589229;0.117883741410771
