"";"other";"acidimicrobiia";"actinobacteria";"alphaproteobacteria";"bacilli";"betaproteobacteria";"deltaproteobacteria";"gammaproteobacteria";"gemmatimonadetes";"nitrospira";"thermoleophilia"
"JERC_001-M-1-6-20140805";0.462745424639696;0.0152246318061123;0.0547840118571579;0.210629000207777;0.0217717757655708;0.0559755580979134;0.0453997876861959;0.0750737184640971;0.0184816963485268;0.0070370317451546;0.0328773633817983
"JERC_001-M-17-34-20140710";0.465191896836834;0.0149968085847864;0.055037031552384;0.212126309181744;0.0212596993186558;0.0542057665172179;0.0441931082833266;0.0753961888061445;0.0183136975113537;0.0067005122936803;0.0325789811138734
"JERC_001-M-29-2-20140710";0.465138050525891;0.0150051899573883;0.0551083696649634;0.212030092854726;0.0212421430868381;0.0542537833113314;0.0442059006516435;0.0753602610013641;0.0183366464710141;0.00669240191583949;0.0326271605589999
"JERC_001-M-7-5-20140805";0.466202503361801;0.0148852366438475;0.0551806968832868;0.212695353726797;0.0211061950240099;0.0535134036050352;0.0437246286323744;0.0753606015505871;0.0182702288443836;0.00655391979030653;0.0325072319375715
"JERC_001-M-9-17-20140805";0.465785515485276;0.0149351045147801;0.055143962551489;0.212446698749353;0.0211991796565369;0.0537828835365868;0.0439226175980903;0.0753120612079891;0.0183076388872244;0.00660544618829795;0.0325588916243763
"JERC_002-M-11-0-20140805";0.467032578400835;0.0148113830016837;0.0552910999927457;0.213266922282313;0.0208995589301518;0.052828033413267;0.0432839604765723;0.0755103858106103;0.0182387533641327;0.00642978311564722;0.0324075412120413
"JERC_002-M-12-7-20140710";0.465727235622004;0.0149548708178594;0.0551137701779101;0.212473702891304;0.0210962642410747;0.0537874041363452;0.0438715742956247;0.0755568602504583;0.0182896584931029;0.00662782500228568;0.0325008340720318
"JERC_002-M-27-36-20140805";0.464153202260655;0.0150991294222632;0.0548987669773843;0.211522428648172;0.0214732027426193;0.0549369304764605;0.0447025219264876;0.0753025141674319;0.0183650522115341;0.00682770634643858;0.0327185448205537
"JERC_002-M-35-24-20140710";0.465901446410149;0.0149278166622785;0.0551786480263182;0.21252806519132;0.0210706786243242;0.0536759946496654;0.043817801926457;0.0755057263981609;0.0182848480012601;0.00660448961090112;0.0325044844991651
"JERC_003-M-1-7-20140805";0.466329379443949;0.0148830294259679;0.0552593446787322;0.212879207941869;0.0209906023699371;0.0533205612407261;0.0435892213682369;0.0754834701810188;0.0182623452057101;0.00651839419213056;0.0324844439517223
"JERC_003-M-3-26-20140805";0.47088773404787;0.0144301886880359;0.0557350105896388;0.215632841502224;0.0200839837781979;0.0500537029133298;0.0413697196272986;0.0759721498190793;0.0179844777702188;0.00592511440475223;0.031925076859355
"JERC_003-M-33-0-20140805";0.462566417097125;0.0152648306637196;0.0547282891778415;0.210509794869388;0.0217215164297748;0.0561568122903152;0.0454298058623647;0.0752308452238239;0.018463257450827;0.00706369931352781;0.0328647316212928
"JERC_005-M-24-40-20140805";0.467360320726798;0.0147870556528731;0.0552825853442264;0.213459361698575;0.0207997662174997;0.0526203972724698;0.043118493514236;0.0756564620919577;0.0181780225031443;0.00640569661901574;0.0323318383592049
"JERC_005-M-33-2-20140805";0.463481886932363;0.0151509444179995;0.0548212104027451;0.21117785300989;0.0215798548510133;0.0554388038543337;0.0449874518034426;0.0752768312606983;0.0183980931453266;0.00692862992602994;0.0327584403961574
"JERC_005-M-4-9-20140805";0.466363569406071;0.014906668071662;0.0551886445800097;0.212843441336631;0.0209566833936828;0.0533596299886604;0.043587086470466;0.0755711126223307;0.0182577024581156;0.00652683956234333;0.0324386221100277
"JERC_006-M-15-33-20140710";0.466032062151224;0.0149205566431025;0.0551360112758268;0.212635909188291;0.0210405442448279;0.0536115108493581;0.0437812667628258;0.0755074805592632;0.0182578311855983;0.00658568656762083;0.0324911405720613
"JERC_006-M-2-0-20140805";0.468963003016613;0.0146377397885071;0.0554835924636536;0.214498016370777;0.0204892857261899;0.0514054909474215;0.0422881607812346;0.0758336304628025;0.0180872193597574;0.00617614817429046;0.0321377129087534
"JERC_006-M-21-39-20140710";0.466115947219136;0.0149012161942536;0.0551509760627786;0.212679150798116;0.0211537515619274;0.053492829482268;0.0437359476600547;0.0754480827909344;0.0182622833118395;0.00656645974170477;0.0324933551769876
"JERC_006-M-2-33-20140710";0.466148064722534;0.0148937337080074;0.0551225937376254;0.212728257729194;0.0210835246933643;0.0534880670663058;0.0437382768374543;0.0755214973762794;0.0182429106422663;0.00657584431681875;0.0324572291701504
"JERC_006-M-39-30-20140805";0.46546882161263;0.0149484938000191;0.0550711448698734;0.212322762689296;0.0212720511584944;0.0540461702626298;0.044108467098458;0.0752280304044213;0.0183069316742431;0.00665481130392877;0.0325723151260061
"JERC_006-M-8-11-20140805";0.465811732844369;0.0149423385500774;0.0551148230683655;0.212444791211957;0.0211278464884552;0.0537487132252176;0.0439068782347969;0.0754616501369801;0.0182993582336571;0.00662220976819324;0.0325196582379309
"JERC_008-M-23-30-20140805";0.456222475926127;0.0158391107446237;0.0539513582059511;0.206768056663335;0.0230318281298264;0.0607910081577267;0.0485881053482595;0.0744766873311182;0.0187952140106779;0.00800778696153319;0.0335283685208213
"JERC_008-M-33-4-20140805";0.464814285339262;0.0150295281731913;0.0549890446396813;0.211846860596556;0.0213216362914755;0.0544913921616216;0.0443808623891341;0.075396970863576;0.018348353775811;0.00675602238713991;0.0326250433825509
"JERC_047-M-3-32-20140805";0.464492282004514;0.0152185056912309;0.0553032819802201;0.21222358756389;0.021366883998717;0.0542859229178335;0.0445449580404626;0.0746817657467098;0.0181622467210837;0.00677377490253205;0.0329467904328064
"JERC_047-M-36-16-20140805";0.463233796476408;0.0154168610046518;0.0553808732011754;0.211664460736211;0.0215888221951215;0.0549341255449452;0.0450496659524984;0.0744885945730877;0.0181897255539581;0.00691812017308487;0.0331349545888585
"JERC_047-M-6-12-20140805";0.463278591745656;0.0154786836648317;0.0555151137843657;0.211729439011475;0.0216597566648374;0.0547519599930685;0.0451209942060782;0.0741016286625668;0.0181446132381124;0.00691339808144649;0.0333058209475624
"JERC_048-M-19-30-20140805";0.463341534910029;0.0153546957290367;0.0552289038628587;0.211619852969176;0.0215363518928707;0.0550412512454515;0.0449959970373314;0.0747261487979671;0.0182431572393822;0.00689863879095282;0.0330134675249436
"JERC_048-M-27-8-20140805";0.464187773514189;0.015274895764505;0.0553544235460922;0.212092684871566;0.0214204421871838;0.0543781693902048;0.0446070492210706;0.0747480526736497;0.0181657631551045;0.00678759947563518;0.0329831462007994
"JERC_048-M-31-3-20140805";0.463678829069868;0.0154049977461501;0.0554876144964635;0.212004433307962;0.0215465453639413;0.0545790711211909;0.0448125119834322;0.074428249115344;0.0181466625359836;0.0068310425993777;0.0330800426602866
"JERC_049-M-18-17-20140805";0.464732492292979;0.0152964907656931;0.0556159020841994;0.212702858084469;0.0212018403426574;0.0537298775970428;0.044231322222556;0.0747220643262736;0.0180636113177946;0.00667177255090048;0.0330317684154347
"JERC_049-M-2-27-20140805";0.472646051284319;0.0144549263655323;0.0565069864587069;0.217432780339953;0.0196961356090012;0.0481350886453138;0.040445058664541;0.0753293879301047;0.0176415440142412;0.00564087570927857;0.0320711649790083
"ORNL_001-O-17-34-20140715";0.452503370905573;0.0224610122205396;0.0689982498941301;0.219257749931521;0.0163648795220992;0.0460972048968498;0.0438640698873112;0.0656369737660431;0.0145176661398762;0.00607541280450002;0.0442234100315569
"ORNL_002-O-5-26-20140714";0.440864590624702;0.0296927076240439;0.080348280630583;0.225945343299268;0.0163335572528986;0.0386594085337755;0.0448262090739719;0.0531001625437442;0.0111308940944991;0.00576822040449437;0.0533306259180198
"ORNL_003-O-9-11-20140714";0.46190361678714;0.0200472391540553;0.0679727493603414;0.222685684987902;0.0150300819826264;0.0424073911413757;0.0395206573930572;0.0692379755948682;0.0149152049868128;0.00511058959215497;0.041168809019666
"ORNL_021-O-15-33-20140714";0.421016663138783;0.0362389047783101;0.0820612328912131;0.218027622122064;0.0188224289060698;0.0442207267659184;0.0533577274572065;0.0478424406343762;0.0104972723217871;0.00776009761594419;0.0601548833683268
"ORNL_027-O-2-33-20140715";0.417497009494861;0.0421475540658512;0.0956163205884824;0.230009306221918;0.0166672624333673;0.031436332718369;0.0466296776034303;0.0394033274171506;0.00781983452953148;0.00579275803825578;0.0669806168887833
"ORNL_029-O-9-2-20140714";0.420961252287503;0.0298632121839516;0.0692424235129467;0.20503096065111;0.0208403908387966;0.0608739008746275;0.0590368077437746;0.0577378799586337;0.0140100917538841;0.0102295818762031;0.0521734983185694
"ORNL_031-O-11-3-20140714";0.397503338329762;0.0483945648586165;0.0914807102318516;0.215762625575958;0.0201065832176342;0.0409951870926566;0.0583505337524424;0.0382291128967154;0.00830240633766339;0.00855692792245365;0.0723180097842458
"ORNL_037-O-4-23-20140715";0.459541764073938;0.0193868540721805;0.0648872576262416;0.21806727958494;0.0156782544482802;0.0470005182832012;0.0414301669004544;0.0722020106654146;0.016026423575534;0.00572343711775901;0.0400560336520572
"ORNL_043-O-2-27-20140715";0.46523626317799;0.0196828816526466;0.0688899761649383;0.22539253479095;0.0144283684445454;0.0396722935650319;0.0377304535475752;0.0689367673321677;0.0145288255277557;0.00466506432280473;0.0408365714735947
"OSBS_001-M-17-34-20140701";0.485595759100603;0.0128789699536627;0.0592883989845281;0.225996108672129;0.0167638319718412;0.0386540899734089;0.0341217657028897;0.073427304643749;0.0169743465420227;0.00378711677430082;0.0325123076808647
"OSBS_001-M-17-34-20140818";0.483398482686694;0.0131392868358752;0.0590581627365279;0.224506137562316;0.0171608660595008;0.0401568566687307;0.0352263858275567;0.0733580222278375;0.0171184500617543;0.00401800153788554;0.0328593477953214
"OSBS_001-M-26-3-20140701";0.481806121863983;0.0132987832011837;0.0587182546420825;0.223483452494921;0.0175665750898468;0.0413094743142272;0.0360597401821262;0.0732538795427716;0.0172363561754645;0.00420758071000921;0.0330597817833841
"OSBS_001-M-26-3-20140818";0.483386591822801;0.0131444212214479;0.0590540741621968;0.224533961024409;0.0171467291251107;0.0401463771250559;0.0352216277500245;0.0733933133790538;0.0170949009219072;0.00402289672994664;0.032855106738047
"OSBS_001-M-29-2-20140701";0.483467905970559;0.0131257311925494;0.0589997979536837;0.224521820424339;0.0172130104738459;0.0401573771890436;0.0352030520992324;0.0733509277942802;0.0171096042220819;0.0040177120971549;0.0328330605832303
"OSBS_001-M-29-2-20140818";0.481328749428668;0.0133806119807366;0.0587822793318026;0.223233774086118;0.0176314460555502;0.0415707896960868;0.0362622674288679;0.0731324969916163;0.0172531861758643;0.00424085733735367;0.0331835414873351
"OSBS_002-M-12-7-20140701";0.46248792847817;0.0153433364516201;0.0564412160994224;0.211431177224506;0.0214175394440415;0.0550327376889418;0.0456945626150543;0.0714723780961015;0.0184686657522895;0.00650525692265578;0.0357052012271967
"OSBS_002-M-12-7-20140818";0.466200925625196;0.0149360186571973;0.056913262198066;0.21372938240178;0.0207304350850479;0.0523223727081086;0.043802185720673;0.0717791781291246;0.0182726528422653;0.00600836365124587;0.0353052229812951
"OSBS_002-M-35-24-20140701";0.46595693553347;0.014962519103704;0.0568424103470588;0.213504532223032;0.0206490798585329;0.0524859282854592;0.0438215168231531;0.0721155307197909;0.0182953831942806;0.00604776461674676;0.0353183992947717
"OSBS_002-M-35-24-20140818";0.46831105225892;0.0147484202518157;0.0572064881899764;0.21499540338339;0.0201961987169523;0.0507306259278716;0.0426725743142327;0.0722332573619392;0.01812160623723;0.00573599536672234;0.0350483779909498
"OSBS_002-M-5-26-20140701";0.466096490391766;0.0149660883010469;0.0568581704980245;0.213607461457195;0.020661152448749;0.0523519660462897;0.0437939038741621;0.0720153360286712;0.0182868066889127;0.00602454027224735;0.0353380839929353
"OSBS_003-M-17-9-20140701";0.471648022158817;0.0171605630684433;0.065694084174075;0.227168040208107;0.0185526493146739;0.039523203963726;0.0394571147026643;0.0625442676169992;0.0144934683432789;0.0045784049090994;0.0391801815401165
