"";"other";"n_fixation"
"HARV_035-O-18-37-20140717";0.838727917055301;0.161272082944699
"JERC_001-M-1-6-20140805";0.841794875231958;0.158205124768042
"JERC_001-M-17-34-20140710";0.842025543011559;0.157974456988441
"JERC_001-M-29-2-20140710";0.842028711309347;0.157971288690653
"JERC_001-M-7-5-20140805";0.842113432656682;0.157886567343318
"JERC_001-M-9-17-20140805";0.842051948900493;0.157948051099507
"JERC_002-M-11-0-20140805";0.842259682577124;0.157740317422876
"JERC_002-M-12-7-20140710";0.842092998494872;0.157907001505128
"JERC_002-M-27-36-20140805";0.841988918606851;0.158011081393149
"JERC_002-M-35-24-20140710";0.842107996095361;0.157892003904639
"JERC_003-M-1-7-20140805";0.842136650130948;0.157863349869052
"JERC_003-M-3-26-20140805";0.842548145710643;0.157451854289357
"JERC_003-M-33-0-20140805";0.841810576481889;0.158189423518111
"JERC_005-M-24-40-20140805";0.842246965508807;0.157753034491193
"JERC_005-M-33-2-20140805";0.841940424632641;0.158059575367359
"JERC_005-M-4-9-20140805";0.842148281897398;0.157851718102602
"JERC_006-M-15-33-20140710";0.842117000069586;0.157882999930414
"JERC_006-M-2-0-20140805";0.84232248803533;0.15767751196467
"JERC_006-M-21-39-20140710";0.842104561527177;0.157895438472823
"JERC_006-M-2-33-20140710";0.842091909025308;0.157908090974692
"JERC_006-M-39-30-20140805";0.8419906647082;0.1580093352918
"JERC_006-M-8-11-20140805";0.842153911792376;0.157846088207624
"JERC_008-M-23-30-20140805";0.841269294753191;0.158730705246809
"JERC_008-M-33-4-20140805";0.842041923265159;0.15795807673484
"JERC_047-M-3-32-20140805";0.841913327272748;0.158086672727252
"JERC_047-M-36-16-20140805";0.841839687816006;0.158160312183994
"JERC_047-M-6-12-20140805";0.841778671590097;0.158221328409903
"JERC_048-M-19-30-20140805";0.841807898745704;0.158192101254296
"JERC_048-M-27-8-20140805";0.842047960257249;0.157952039742751
"JERC_048-M-31-3-20140805";0.841870439914374;0.158129560085626
"JERC_049-M-18-17-20140805";0.84197363432374;0.15802636567626
"JERC_049-M-2-27-20140805";0.842699461372554;0.157300538627446
"ORNL_001-O-17-34-20140715";0.835658897992293;0.164341102007707
"ORNL_002-O-5-26-20140714";0.833548374052858;0.166451625947142
"ORNL_003-O-9-11-20140714";0.836842465544118;0.163157534455882
"ORNL_021-O-15-33-20140714";0.831351625780292;0.168648374219708
"ORNL_027-O-2-33-20140715";0.830537993285084;0.169462006714916
"ORNL_029-O-9-2-20140714";0.832459821283455;0.167540178716545
"ORNL_031-O-11-3-20140714";0.8283342425258;0.1716657574742
"ORNL_037-O-4-23-20140715";0.83694401437725;0.16305598562275
"ORNL_043-O-2-27-20140715";0.837131547923046;0.162868452076954
"OSBS_001-M-17-34-20140701";0.841211490913556;0.158788509086444
"OSBS_001-M-17-34-20140818";0.841016391735964;0.158983608264036
"OSBS_001-M-26-3-20140701";0.840880536807245;0.159119463192755
"OSBS_001-M-26-3-20140818";0.840967077123982;0.159032922876018
"OSBS_001-M-29-2-20140701";0.840976375501274;0.159023624498726
"OSBS_001-M-29-2-20140818";0.840776488093294;0.159223511906706
"OSBS_002-M-12-7-20140701";0.838855482252182;0.161144517747818
"OSBS_002-M-12-7-20140818";0.839300440983849;0.160699559016151
"OSBS_002-M-35-24-20140701";0.839222114197012;0.160777885802988
"OSBS_002-M-35-24-20140818";0.839503380860457;0.160496619139543
"OSBS_002-M-5-26-20140701";0.839369050291567;0.160630949708433
"OSBS_003-M-17-9-20140701";0.838796064785787;0.161203935214213
"OSBS_003-M-17-9-20140818";0.838607797951705;0.161392202048295
"OSBS_003-M-29-37-20140701";0.838561560963237;0.161438439036763
"OSBS_003-M-29-37-20140818";0.838694981572134;0.161305018427866
"OSBS_003-M-9-11-20140701";0.838577106088478;0.161422893911521
"OSBS_003-M-9-11-20140818";0.838303104200989;0.161696895799011
"OSBS_022-M-15-33-20140701";0.841338993610442;0.158661006389558
"OSBS_022-M-21-39-20140701";0.841678973087177;0.158321026912823
"OSBS_022-M-2-33-20140701";0.841362785165786;0.158637214834214
"SCBI_002-M-1-6-20140715";0.830016117426183;0.169983882573817
"SCBI_002-M-26-3-20140618";0.829911801766708;0.170088198233292
"SCBI_002-M-7-5-20140715";0.830305067304577;0.169694932695423
"SCBI_002-M-9-17-20140715";0.829860444038264;0.170139555961736
"SCBI_003-M-11-0-20140715";0.833922626699355;0.166077373300645
"SCBI_003-M-13-6-20140618";0.833683490546643;0.166316509453357
"SCBI_003-M-27-36-20140715";0.833866632541658;0.166133367458342
"SCBI_003-M-30-5-20140715";0.835064493444337;0.164935506555663
"SCBI_003-M-35-24-20140618";0.833122692899654;0.166877307100346
"SCBI_003-M-5-26-20140618";0.832645784592389;0.167354215407611
"SCBI_006-M-15-7-20140827";0.830386703362327;0.169613296637673
"SCBI_006-M-1-7-20140715";0.829648826805608;0.170351173194392
"SCBI_006-M-17-9-20140618";0.829747211840029;0.170252788159971
"SCBI_006-M-27-2-20140715";0.829790296629673;0.170209703370327
"SCBI_006-M-29-37-20140618";0.830175034734615;0.169824965265385
"SCBI_006-M-3-26-20140715";0.83035014247226;0.16964985752774
"SCBI_006-M-33-11-20140826";0.83028143463178;0.16971856536822
"SCBI_006-M-4-7-20140826";0.830259619624043;0.169740380375957
"SCBI_006-M-9-11-20140618";0.83025692244281;0.16974307755719
"SCBI_012-M-0-30-20140825";0.830207789934384;0.169792210065616
"SCBI_012-M-15-33-20140618";0.829522749049441;0.170477250950559
"SCBI_012-M-16-7-20140825";0.830030895083668;0.169969104916332
"SCBI_012-M-21-38-20140715";0.830528150121582;0.169471849878418
"SCBI_012-M-21-39-20140618";0.829770486340381;0.170229513659619
"SCBI_012-M-23-28-20140825";0.829933498369478;0.170066501630522
"SCBI_012-M-2-33-20140618";0.829795800510879;0.170204199489121
"SCBI_012-M-33-4-20140715";0.829834609927946;0.170165390072054
"SCBI_033-M-36-16-20140826";0.830036344912156;0.169963655087844
"SCBI_033-M-4-38-20140826";0.830568119761562;0.169431880238438
"SCBI_033-M-6-12-20140826";0.830546580408809;0.169453419591191
"SCBI_045-M-23-30-20140825";0.830634302229665;0.169365697770335
"SCBI_045-M-30-38-20140825";0.830588800074262;0.169411199925738
"STER_005-M-0-30-20140820";0.842419759865922;0.157580240134078
"STER_005-M-16-7-20140820";0.841993635574638;0.158006364425362
"STER_005-M-23-38-20140820";0.84222215366326;0.15777784633674
"STER_006-M-1-6-20140722";0.84371993665262;0.15628006334738
"STER_006-M-22-32-20140820";0.843587146633663;0.156412853366337
"STER_006-M-30-37-20140820";0.84370123242929;0.15629876757071
"STER_006-M-7-0-20140820";0.843436092780756;0.156563907219244
"STER_006-M-7-5-20140722";0.843636671365916;0.156363328634084
"STER_018-M-15-7-20140820";0.842989472426841;0.157010527573159
"STER_018-M-4-7-20140820";0.843564192946106;0.156435807053894
"STER_026-M-10-34-20140820";0.843208380908779;0.156791619091221
"STER_026-M-11-0-20140722";0.843516760051242;0.156483239948758
"STER_026-M-25-6-20140820";0.843536036183939;0.156463963816061
"STER_026-M-27-36-20140722";0.843486294493702;0.156513705506298
"STER_026-M-30-5-20140723";0.843388229579796;0.156611770420204
"STER_026-M-9-4-20140820";0.843662778498728;0.156337221501272
"STER_027-M-33-0-20140723";0.842761870874725;0.157238129125275
"STER_028-M-20-40-20140722";0.841976781382227;0.158023218617773
"STER_028-M-21-38-20140722";0.842151013916791;0.157848986083209
"STER_028-M-33-4-20140722";0.842685053670432;0.157314946329568
"STER_033-M-23-30-20140723";0.842666535691867;0.157333464308133
"STER_033-M-30-38-20140723";0.842418938792721;0.157581061207279
"STER_033-M-33-4-20140723";0.841600284604824;0.158399715395176
"STER_034-M-19-30-20140723";0.841251379802788;0.158748620197212
"STER_035-M-33-17-20140723";0.841360832676647;0.158639167323353
"TALL_001-M-2-23-20140903";0.8371079391267;0.1628920608733
"TALL_001-M-28-23-20140903";0.837492046072247;0.162507953927753
"TALL_001-O-2-23-20140903";0.837517453342485;0.162482546657515
"TALL_001-O-27-7-20140903";0.839125133516824;0.160874866483176
"TALL_001-O-28-23-20140903";0.837171712718431;0.162828287281569
"TALL_002-M-36-24-20140903";0.838473713478409;0.161526286521591
"TALL_002-M-8-40-20140903";0.838184950169639;0.161815049830361
"TALL_002-M-8-8-20140903";0.838052585798916;0.161947414201084
"TALL_002-O-36-24-20140903";0.83802070720797;0.16197929279203
"TALL_004-M-16-36-20140903";0.840658027621124;0.159341972378876
"TALL_004-M-34-40-20140903";0.841484487264936;0.158515512735064
"TALL_004-M-38-6-20140903";0.840615481976877;0.159384518023123
"TALL_006-M-14-30-20140903";0.837651814014619;0.162348185985381
"TALL_006-M-14-6-20140903";0.83809040719414;0.16190959280586
"TALL_006-M-26-35-20140903";0.837665349749607;0.162334650250393
"UNDE_001-M-22-32-20140708";0.837993866001129;0.162006133998871
"UNDE_001-M-7-0-20140708";0.838051717258013;0.161948282741987
"UNDE_001-O-30-37-20140708";0.837849390395116;0.162150609604884
"UNDE_006-M-10-34-20140707";0.836965793171661;0.163034206828339
"UNDE_006-M-25-6-20140707";0.837025680002511;0.162974319997489
"UNDE_006-M-9-4-20140707";0.837100475508003;0.162899524491997
"UNDE_007-M-33-2-20140710";0.837482117216741;0.162517882783259
"UNDE_007-M-4-9-20140710";0.837428393696168;0.162571606303832
"UNDE_008-M-15-7-20140707";0.837550582311292;0.162449417688708
"UNDE_008-M-33-11-20140707";0.837793695729861;0.162206304270139
"UNDE_008-M-4-7-20140707";0.837705215602341;0.162294784397659
"UNDE_013-M-2-0-20140708";0.837585877151338;0.162414122848662
"UNDE_013-M-39-30-20140708";0.837528073456231;0.162471926543769
"UNDE_013-M-8-11-20140708";0.837396974530845;0.162603025469155
"UNDE_014-M-36-16-20140711";0.837494938517389;0.162505061482611
"UNDE_014-M-6-12-20140711";0.837511942215739;0.162488057784261
"UNDE_017-M-0-30-20140707";0.837573858508319;0.162426141491681
"UNDE_017-M-23-38-20140707";0.837512102130803;0.162487897869197
"UNDE_019-M-23-30-20140708";0.837413445628695;0.162586554371305
"UNDE_019-M-30-38-20140708";0.837435825779757;0.162564174220244
"UNDE_019-M-33-4-20140708";0.837530204706357;0.162469795293643
"UNDE_027-M-19-30-20140708";0.83729925146519;0.16270074853481
"UNDE_027-M-23-8-20140708";0.837457618374493;0.162542381625507
"UNDE_027-M-31-3-20140708";0.837488032245999;0.162511967754001
"UNDE_032-M-2-27-20140708";0.837623297290889;0.162376702709111
"UNDE_034-M-28-34-20140715";0.837503933586358;0.162496066413642
"UNDE_034-M-35-0-20140715";0.837664865269833;0.162335134730167
"UNDE_034-M-37-20-20140715";0.837469435372045;0.162530564627955
"UNDE_035-M-1-23-20140715";0.837472786380355;0.162527213619644
"UNDE_035-M-13-1-20140715";0.837322820218615;0.162677179781385
"UNDE_035-M-6-13-20140715";0.837274784702308;0.162725215297692
"UNDE_037-M-25-17-20140710";0.834689871248168;0.165310128751833
"UNDE_037-O-28-36-20140710";0.834714099596438;0.165285900403562
"UNDE_037-O-9-7-20140710";0.834692639601225;0.165307360398775
"UNDE_043-M-17-38-20140710";0.839291663922692;0.160708336077308
"UNDE_043-M-32-36-20140710";0.83926784819932;0.16073215180068
"UNDE_044-M-37-7-20140718";0.839931387054759;0.160068612945241
"UNDE_044-O-37-7-20140718";0.839951701181835;0.160048298818165
