"";"other";"nitrification"
"STER_028-M-20-40-20140722";0.993061487190256;0.00693851280974417
"STER_028-M-21-38-20140722";0.993243732035823;0.00675626796417679
"STER_028-M-33-4-20140722";0.993682317496687;0.00631768250331268
"STER_033-M-23-30-20140723";0.993744899850596;0.00625510014940356
"STER_033-M-30-38-20140723";0.993452163796326;0.00654783620367383
"STER_033-M-33-4-20140723";0.992835441920665;0.00716455807933483
"STER_034-M-19-30-20140723";0.992407105001609;0.0075928949983914
"STER_035-M-33-17-20140723";0.992423643882394;0.00757635611760563
"TALL_001-M-2-23-20140903";0.991702708177631;0.00829729182236859
"TALL_001-M-28-23-20140903";0.992027144452588;0.0079728555474119
"TALL_001-O-2-23-20140903";0.992068900652409;0.0079310993475908
"TALL_001-O-27-7-20140903";0.993640120912977;0.00635987908702333
"TALL_001-O-28-23-20140903";0.991854662806704;0.00814533719329596
"TALL_002-M-36-24-20140903";0.989824616473571;0.0101753835264286
"TALL_002-M-8-40-20140903";0.989301335892945;0.0106986641070552
"TALL_002-M-8-8-20140903";0.98904701394773;0.0109529860522702
"TALL_002-O-36-24-20140903";0.988977789753257;0.011022210246743
"TALL_004-M-16-36-20140903";0.98674379058318;0.0132562094168201
"TALL_004-M-34-40-20140903";0.988224612179114;0.0117753878208865
"TALL_004-M-38-6-20140903";0.986797668171341;0.0132023318286586
"TALL_006-M-14-30-20140903";0.98879658243366;0.0112034175663401
"TALL_006-M-14-6-20140903";0.989546875892485;0.0104531241075151
"TALL_006-M-26-35-20140903";0.98883425293824;0.0111657470617603
"UNDE_001-M-22-32-20140708";0.990164447320337;0.00983555267966311
"UNDE_001-M-7-0-20140708";0.990127942126825;0.00987205787317526
"UNDE_001-O-30-37-20140708";0.990157499395139;0.00984250060486102
"UNDE_006-M-10-34-20140707";0.988865559416073;0.0111344405839268
"UNDE_006-M-25-6-20140707";0.988824753707381;0.0111752462926187
"UNDE_006-M-9-4-20140707";0.988918165416337;0.0110818345836634
"UNDE_007-M-33-2-20140710";0.989538693234875;0.0104613067651251
"UNDE_007-M-4-9-20140710";0.989495284705042;0.0105047152949577
"UNDE_008-M-15-7-20140707";0.989753951629073;0.0102460483709272
"UNDE_008-M-33-11-20140707";0.989694703564675;0.0103052964353249
"UNDE_008-M-4-7-20140707";0.989654945533481;0.010345054466519
"UNDE_013-M-2-0-20140708";0.989475809749512;0.0105241902504879
"UNDE_013-M-39-30-20140708";0.989376474595945;0.0106235254040548
"UNDE_013-M-8-11-20140708";0.989493453823992;0.0105065461760081
"UNDE_014-M-36-16-20140711";0.989460117521185;0.0105398824788155
"UNDE_014-M-6-12-20140711";0.989461525140891;0.0105384748591094
"UNDE_017-M-0-30-20140707";0.989533623785322;0.0104663762146777
"UNDE_017-M-23-38-20140707";0.989543661791875;0.0104563382081246
"UNDE_019-M-23-30-20140708";0.98949005921297;0.0105099407870302
"UNDE_019-M-30-38-20140708";0.989532819017339;0.0104671809826607
"UNDE_019-M-33-4-20140708";0.989480895715413;0.0105191042845867
"UNDE_027-M-19-30-20140708";0.989385096335166;0.0106149036648337
"UNDE_027-M-23-8-20140708";0.989440707861713;0.0105592921382874
"UNDE_027-M-31-3-20140708";0.989488520937401;0.0105114790625992
"UNDE_032-M-2-27-20140708";0.989425641781664;0.0105743582183359
"UNDE_034-M-28-34-20140715";0.989495952158555;0.0105040478414451
"UNDE_034-M-35-0-20140715";0.989488558487927;0.0105114415120725
"UNDE_034-M-37-20-20140715";0.989452967175733;0.0105470328242665
"UNDE_035-M-1-23-20140715";0.989496988459068;0.0105030115409323
"UNDE_035-M-13-1-20140715";0.989530896465391;0.0104691035346087
"UNDE_035-M-6-13-20140715";0.9893585713528;0.0106414286471998
"UNDE_037-M-25-17-20140710";0.992157162341694;0.00784283765830643
"UNDE_037-O-28-36-20140710";0.992106705101176;0.00789329489882364
"UNDE_037-O-9-7-20140710";0.992156543685094;0.00784345631490613
"UNDE_043-M-17-38-20140710";0.987245786778617;0.0127542132213834
"UNDE_043-M-32-36-20140710";0.987228829114636;0.0127711708853635
"UNDE_044-M-37-7-20140718";0.986278471598621;0.0137215284013787
"UNDE_044-O-37-7-20140718";0.986252556288433;0.0137474437115674
