"";"other";"dissim_nitrite_reduction"
"STER_026-M-9-4-20140820";0.873238577772519;0.126761422227481
"STER_027-M-33-0-20140723";0.864483023919387;0.135516976080613
"STER_028-M-20-40-20140722";0.856412887426029;0.143587112573971
"STER_028-M-21-38-20140722";0.858277393317488;0.141722606682512
"STER_028-M-33-4-20140722";0.863277346949482;0.136722653050518
"STER_033-M-23-30-20140723";0.863750929557942;0.136249070442058
"STER_033-M-30-38-20140723";0.860942497842531;0.139057502157469
"STER_033-M-33-4-20140723";0.853648750384865;0.146351249615135
"STER_034-M-19-30-20140723";0.848654981201477;0.151345018798523
"STER_035-M-33-17-20140723";0.849310519560819;0.150689480439181
"TALL_001-M-2-23-20140903";0.872198993745023;0.127801006254977
"TALL_001-M-28-23-20140903";0.874904281548666;0.125095718451334
"TALL_001-O-2-23-20140903";0.87534358530561;0.12465641469439
"TALL_001-O-27-7-20140903";0.889513140775089;0.110486859224911
"TALL_001-O-28-23-20140903";0.873588507738444;0.126411492261556
"TALL_002-M-36-24-20140903";0.865768028161234;0.134231971838766
"TALL_002-M-8-40-20140903";0.862279769593942;0.137720230406058
"TALL_002-M-8-8-20140903";0.860851322577006;0.139148677422994
"TALL_002-O-36-24-20140903";0.860149431705132;0.139850568294868
"TALL_004-M-16-36-20140903";0.85901441573935;0.14098558426065
"TALL_004-M-34-40-20140903";0.867541034533658;0.132458965466342
"TALL_004-M-38-6-20140903";0.858904925437195;0.141095074562805
"TALL_006-M-14-30-20140903";0.858006208701613;0.141993791298387
"TALL_006-M-14-6-20140903";0.863389350558695;0.136610649441305
"TALL_006-M-26-35-20140903";0.858267218453832;0.141732781546168
"UNDE_001-M-22-32-20140708";0.856721789416668;0.143278210583332
"UNDE_001-M-7-0-20140708";0.856226114722996;0.143773885277004
"UNDE_001-O-30-37-20140708";0.856147550052318;0.143852449947682
"UNDE_006-M-10-34-20140707";0.847162249469707;0.152837750530293
"UNDE_006-M-25-6-20140707";0.846663647298627;0.153336352701373
"UNDE_006-M-9-4-20140707";0.84680319786608;0.15319680213392
"UNDE_007-M-33-2-20140710";0.851620226202931;0.148379773797069
"UNDE_007-M-4-9-20140710";0.8510534258135;0.1489465741865
"UNDE_008-M-15-7-20140707";0.8524923668465;0.1475076331535
"UNDE_008-M-33-11-20140707";0.853463343099581;0.146536656900419
"UNDE_008-M-4-7-20140707";0.852619634980703;0.147380365019297
"UNDE_013-M-2-0-20140708";0.851226825541163;0.148773174458837
"UNDE_013-M-39-30-20140708";0.851336594260158;0.148663405739842
"UNDE_013-M-8-11-20140708";0.851378153777115;0.148621846222885
"UNDE_014-M-36-16-20140711";0.85102815031776;0.14897184968224
"UNDE_014-M-6-12-20140711";0.851588920411781;0.148411079588219
"UNDE_017-M-0-30-20140707";0.851969918659331;0.148030081340669
"UNDE_017-M-23-38-20140707";0.851882625064577;0.148117374935423
"UNDE_019-M-23-30-20140708";0.851207853781472;0.148792146218528
"UNDE_019-M-30-38-20140708";0.85120913771866;0.14879086228134
"UNDE_019-M-33-4-20140708";0.851398552621304;0.148601447378696
"UNDE_027-M-19-30-20140708";0.851121641106342;0.148878358893658
"UNDE_027-M-23-8-20140708";0.851567769366932;0.148432230633068
"UNDE_027-M-31-3-20140708";0.851453189447875;0.148546810552125
"UNDE_032-M-2-27-20140708";0.85115284013393;0.14884715986607
"UNDE_034-M-28-34-20140715";0.85134907000516;0.14865092999484
"UNDE_034-M-35-0-20140715";0.851429351221498;0.148570648778502
"UNDE_034-M-37-20-20140715";0.85158782953504;0.14841217046496
"UNDE_035-M-1-23-20140715";0.851167625399201;0.148832374600799
"UNDE_035-M-13-1-20140715";0.850858737938335;0.149141262061665
"UNDE_035-M-6-13-20140715";0.851039379323758;0.148960620676242
"UNDE_037-M-25-17-20140710";0.858359566244317;0.141640433755683
"UNDE_037-O-28-36-20140710";0.859026231475476;0.140973768524524
"UNDE_037-O-9-7-20140710";0.858581776115588;0.141418223884412
"UNDE_043-M-17-38-20140710";0.845886213973694;0.154113786026306
"UNDE_043-M-32-36-20140710";0.846536025850098;0.153463974149902
"UNDE_044-M-37-7-20140718";0.843441435359421;0.156558564640579
"UNDE_044-O-37-7-20140718";0.843735195984315;0.156264804015685
