"";"other";"assim_nitrite_reduction"
"HARV_020-O-30-27-20140812";0.972070480107821;0.0279295198921789
"HARV_020-O-37-22-20140812";0.97210877752777;0.0278912224722303
"HARV_021-M-3-37-20140717";0.958621911808235;0.0413780881917646
"HARV_021-M-36-16-20140717";0.958489080599904;0.041510919400096
"HARV_021-M-6-12-20140717";0.958556899824442;0.0414431001755579
"HARV_021-O-3-37-20140717";0.958471010346233;0.0415289896537674
"HARV_021-O-36-16-20140717";0.958679173442546;0.0413208265574543
"HARV_033-M-23-30-20140717";0.961922393491633;0.0380776065083666
"HARV_033-M-30-38-20140717";0.961900742667719;0.0380992573322814
"HARV_033-M-33-4-20140717";0.961926550564202;0.0380734494357978
"HARV_033-O-23-30-20140717";0.961909963872327;0.0380900361276732
"HARV_033-O-30-38-20140717";0.961873977015047;0.0381260229849528
"HARV_034-M-23-8-20140717";0.959491823086936;0.0405081769130638
"HARV_034-M-31-3-20140717";0.95948324049454;0.0405167595054598
"HARV_034-O-19-30-20140717";0.959423159967073;0.0405768400329274
"HARV_035-M-33-17-20140716";0.960531360132036;0.0394686398679639
"HARV_035-O-18-37-20140717";0.960595569708803;0.0394044302911974
"JERC_001-M-1-6-20140805";0.949409012574782;0.0505909874252178
"JERC_001-M-17-34-20140710";0.95042745888887;0.0495725411111302
"JERC_001-M-29-2-20140710";0.950540818944722;0.0494591810552777
"JERC_001-M-7-5-20140805";0.950940774193199;0.0490592258068011
"JERC_001-M-9-17-20140805";0.950735910170862;0.0492640898291376
"JERC_002-M-11-0-20140805";0.951423501814613;0.0485764981853868
"JERC_002-M-12-7-20140710";0.950811249449415;0.0491887505505852
"JERC_002-M-27-36-20140805";0.950059005318843;0.0499409946811567
"JERC_002-M-35-24-20140710";0.95076475209538;0.0492352479046201
"JERC_003-M-1-7-20140805";0.951059502438944;0.0489404975610563
"JERC_003-M-3-26-20140805";0.953199326611446;0.0468006733885538
"JERC_003-M-33-0-20140805";0.949364093968192;0.0506359060318078
"JERC_005-M-24-40-20140805";0.951553732132545;0.048446267867455
"JERC_005-M-33-2-20140805";0.949761628900565;0.0502383710994351
"JERC_005-M-4-9-20140805";0.951099005319328;0.048900994680672
"JERC_006-M-15-33-20140710";0.950927165796522;0.0490728342034776
"JERC_006-M-2-0-20140805";0.952334287207011;0.0476657127929892
"JERC_006-M-21-39-20140710";0.950876748556367;0.0491232514436335
"JERC_006-M-2-33-20140710";0.950902772007094;0.049097227992906
"JERC_006-M-39-30-20140805";0.950571295682238;0.0494287043177625
"JERC_006-M-8-11-20140805";0.950792717290161;0.049207282709839
"JERC_008-M-23-30-20140805";0.946349222902574;0.0536507770974264
"JERC_008-M-33-4-20140805";0.950403039986921;0.0495969600130785
"JERC_047-M-3-32-20140805";0.950505519319595;0.049494480680405
"JERC_047-M-36-16-20140805";0.950045940299068;0.0499540597009321
"JERC_047-M-6-12-20140805";0.950049619590547;0.0499503804094526
"JERC_048-M-19-30-20140805";0.949998676956688;0.050001323043312
"JERC_048-M-27-8-20140805";0.950499344671551;0.0495006553284495
"JERC_048-M-31-3-20140805";0.950218626394428;0.0497813736055721
"JERC_049-M-18-17-20140805";0.950817425255934;0.0491825747440657
"JERC_049-M-2-27-20140805";0.954417153648888;0.0455828463511123
"ORNL_001-O-17-34-20140715";0.962130209257057;0.0378697907429432
"ORNL_002-O-5-26-20140714";0.966195209428112;0.0338047905718882
"ORNL_003-O-9-11-20140714";0.964321516986173;0.0356784830138267
"ORNL_021-O-15-33-20140714";0.962558632473109;0.0374413675268909
"ORNL_027-O-2-33-20140715";0.97030761307215;0.0296923869278504
"ORNL_029-O-9-2-20140714";0.953666921893973;0.0463330781060271
"ORNL_031-O-11-3-20140714";0.963650869047686;0.0363491309523136
"ORNL_037-O-4-23-20140715";0.961720044454804;0.0382799555451956
"ORNL_043-O-2-27-20140715";0.965869731472136;0.034130268527864
"OSBS_001-M-17-34-20140701";0.963262249044117;0.0367377509558831
"OSBS_001-M-17-34-20140818";0.962324645322668;0.0376753546773319
"OSBS_001-M-26-3-20140701";0.961636088929477;0.0383639110705225
"OSBS_001-M-26-3-20140818";0.962364150130033;0.0376358498699671
"OSBS_001-M-29-2-20140701";0.962367103745808;0.0376328962541915
"OSBS_001-M-29-2-20140818";0.961474012527519;0.0385259874724811
"OSBS_002-M-12-7-20140701";0.953193684439187;0.0468063155608127
"OSBS_002-M-12-7-20140818";0.954837789178217;0.0451622108217827
"OSBS_002-M-35-24-20140701";0.954878062919307;0.0451219370806928
"OSBS_002-M-35-24-20140818";0.955779518285104;0.044220481714896
"OSBS_002-M-5-26-20140701";0.954894884482624;0.0451051155173758
"OSBS_003-M-17-9-20140701";0.962770438245598;0.0372295617544023
"OSBS_003-M-17-9-20140818";0.962062724432986;0.0379372755670141
"OSBS_003-M-29-37-20140701";0.961797095225346;0.0382029047746541
"OSBS_003-M-29-37-20140818";0.962025031151658;0.0379749688483416
"OSBS_003-M-9-11-20140701";0.962023048805663;0.0379769511943371
"OSBS_003-M-9-11-20140818";0.960691918197992;0.0393080818020075
"OSBS_022-M-15-33-20140701";0.964264304077666;0.0357356959223341
"OSBS_022-M-21-39-20140701";0.965319442270896;0.0346805577291035
"OSBS_022-M-2-33-20140701";0.964177301996818;0.0358226980031824
"SCBI_002-M-1-6-20140715";0.965878838553195;0.034121161446805
"SCBI_002-M-26-3-20140618";0.965390270393524;0.0346097296064762
"SCBI_002-M-7-5-20140715";0.966636311867645;0.0333636881323552
"SCBI_002-M-9-17-20140715";0.965290050866122;0.0347099491338779
"SCBI_003-M-11-0-20140715";0.961369078038815;0.0386309219611849
"SCBI_003-M-13-6-20140618";0.96011415019245;0.0398858498075505
"SCBI_003-M-27-36-20140715";0.960718091940623;0.0392819080593773
"SCBI_003-M-30-5-20140715";0.965415890569021;0.0345841094309789
"SCBI_003-M-35-24-20140618";0.958130414172244;0.0418695858277561
"SCBI_003-M-5-26-20140618";0.955915698344807;0.0440843016551925
"SCBI_006-M-15-7-20140827";0.967356715100488;0.0326432848995115
"SCBI_006-M-1-7-20140715";0.964987333785762;0.0350126662142376
"SCBI_006-M-17-9-20140618";0.965162721579266;0.0348372784207344
"SCBI_006-M-27-2-20140715";0.965099512454677;0.0349004875453228
"SCBI_006-M-29-37-20140618";0.966519176597277;0.0334808234027227
"SCBI_006-M-3-26-20140715";0.966991751540266;0.0330082484597338
"SCBI_006-M-33-11-20140826";0.96702468413307;0.0329753158669299
"SCBI_006-M-4-7-20140826";0.967227518139505;0.0327724818604952
"SCBI_006-M-9-11-20140618";0.966901436080052;0.0330985639199483
"SCBI_012-M-0-30-20140825";0.966780420282809;0.0332195797171908
"SCBI_012-M-15-33-20140618";0.964482802311784;0.0355171976882161
"SCBI_012-M-16-7-20140825";0.966053057467242;0.0339469425327579
"SCBI_012-M-21-38-20140715";0.968095151341316;0.0319048486586844
"SCBI_012-M-21-39-20140618";0.965163202528313;0.0348367974716868
"SCBI_012-M-23-28-20140825";0.965918535803449;0.0340814641965508
"SCBI_012-M-2-33-20140618";0.965236148503065;0.0347638514969353
"SCBI_012-M-33-4-20140715";0.965350550655038;0.0346494493449618
"SCBI_033-M-36-16-20140826";0.966197730080058;0.033802269919942
"SCBI_033-M-4-38-20140826";0.967862245798433;0.0321377542015667
"SCBI_033-M-6-12-20140826";0.967778757289355;0.0322212427106446
"SCBI_045-M-23-30-20140825";0.968433975791739;0.0315660242082613
"SCBI_045-M-30-38-20140825";0.968346127601279;0.031653872398721
"STER_005-M-0-30-20140820";0.958745949279815;0.0412540507201849
"STER_005-M-16-7-20140820";0.957104824322211;0.0428951756777891
"STER_005-M-23-38-20140820";0.958149267026453;0.0418507329735475
"STER_006-M-1-6-20140722";0.964309548462798;0.0356904515372017
"STER_006-M-22-32-20140820";0.963751641555123;0.0362483584448769
"STER_006-M-30-37-20140820";0.964372045223714;0.0356279547762863
"STER_006-M-7-0-20140820";0.963246857055833;0.0367531429441666
"STER_006-M-7-5-20140722";0.963871193595579;0.0361288064044205
"STER_018-M-15-7-20140820";0.961379058754364;0.0386209412456359
"STER_018-M-4-7-20140820";0.963806431601652;0.0361935683983484
"STER_026-M-10-34-20140820";0.962481804639061;0.0375181953609387
"STER_026-M-11-0-20140722";0.963584636008045;0.036415363991955
"STER_026-M-25-6-20140820";0.963820805250496;0.0361791947495036
"STER_026-M-27-36-20140722";0.963479917152415;0.0365200828475855
"STER_026-M-30-5-20140723";0.963437949153348;0.0365620508466518
"STER_026-M-9-4-20140820";0.964288489030316;0.035711510969684
"STER_027-M-33-0-20140723";0.960536059988572;0.0394639400114281
"STER_028-M-20-40-20140722";0.957011532038455;0.0429884679615452
"STER_028-M-21-38-20140722";0.957892156268766;0.0421078437312342
"STER_028-M-33-4-20140722";0.960071573264202;0.0399284267357981
"STER_033-M-23-30-20140723";0.96033309240512;0.0396669075948801
"STER_033-M-30-38-20140723";0.958952079859062;0.0410479201409377
"STER_033-M-33-4-20140723";0.955629969077813;0.044370030922187
"STER_034-M-19-30-20140723";0.95361211333367;0.0463878866663297
"STER_035-M-33-17-20140723";0.953715615372069;0.0462843846279308
"TALL_001-M-2-23-20140903";0.964510689220282;0.0354893107797181
"TALL_001-M-28-23-20140903";0.965685814771529;0.0343141852284707
"TALL_001-O-2-23-20140903";0.965875757889563;0.0341242421104368
"TALL_001-O-27-7-20140903";0.971363524722553;0.0286364752774473
"TALL_001-O-28-23-20140903";0.965123710604587;0.0348762893954125
"TALL_002-M-36-24-20140903";0.960042147284505;0.0399578527154952
"TALL_002-M-8-40-20140903";0.958496377084627;0.0415036229153735
"TALL_002-M-8-8-20140903";0.95772986873531;0.0422701312646895
"TALL_002-O-36-24-20140903";0.957524540422785;0.0424754595772149
"TALL_004-M-16-36-20140903";0.954105994012435;0.0458940059875649
"TALL_004-M-34-40-20140903";0.958209420449414;0.041790579550586
"TALL_004-M-38-6-20140903";0.954041400559402;0.0459585994405978
"TALL_006-M-14-30-20140903";0.956712043669942;0.0432879563300579
"TALL_006-M-14-6-20140903";0.959199760412519;0.0408002395874815
"TALL_006-M-26-35-20140903";0.956863597530666;0.0431364024693345
"UNDE_001-M-22-32-20140708";0.964376981442529;0.035623018557471
"UNDE_001-M-7-0-20140708";0.96440738017524;0.0355926198247598
"UNDE_001-O-30-37-20140708";0.964455286149378;0.0355447138506217
"UNDE_006-M-10-34-20140707";0.960709486009813;0.039290513990187
"UNDE_006-M-25-6-20140707";0.960722073582864;0.0392779264171363
"UNDE_006-M-9-4-20140707";0.960740852176049;0.0392591478239509
"UNDE_007-M-33-2-20140710";0.962466297907704;0.0375337020922965
"UNDE_007-M-4-9-20140710";0.962439772671577;0.0375602273284229
"UNDE_008-M-15-7-20140707";0.962888510593406;0.0371114894065945
"UNDE_008-M-33-11-20140707";0.962990171330257;0.0370098286697427
"UNDE_008-M-4-7-20140707";0.963012751794217;0.0369872482057834
"UNDE_013-M-2-0-20140708";0.962420602590963;0.0375793974090366
"UNDE_013-M-39-30-20140708";0.962318651977056;0.0376813480229442
"UNDE_013-M-8-11-20140708";0.962631916049138;0.037368083950862
"UNDE_014-M-36-16-20140711";0.962451714017393;0.0375482859826073
"UNDE_014-M-6-12-20140711";0.962324989566373;0.0376750104336269
"UNDE_017-M-0-30-20140707";0.962654779315621;0.0373452206843788
"UNDE_017-M-23-38-20140707";0.962822272640647;0.037177727359353
"UNDE_019-M-23-30-20140708";0.962503048738009;0.0374969512619909
"UNDE_019-M-30-38-20140708";0.962337537130603;0.0376624628693975
"UNDE_019-M-33-4-20140708";0.962404089776808;0.0375959102231917
"UNDE_027-M-19-30-20140708";0.962611905336308;0.0373880946636916
"UNDE_027-M-23-8-20140708";0.962590043932891;0.0374099560671089
"UNDE_027-M-31-3-20140708";0.962382429956035;0.0376175700439651
"UNDE_032-M-2-27-20140708";0.962385641009409;0.037614358990591
"UNDE_034-M-28-34-20140715";0.962256455082529;0.0377435449174714
"UNDE_034-M-35-0-20140715";0.962500485353678;0.037499514646322
"UNDE_034-M-37-20-20140715";0.962359291565633;0.0376407084343671
"UNDE_035-M-1-23-20140715";0.962435024813007;0.0375649751869932
"UNDE_035-M-13-1-20140715";0.962480137804032;0.0375198621959678
"UNDE_035-M-6-13-20140715";0.962423952685557;0.0375760473144427
"UNDE_037-M-25-17-20140710";0.96791494512383;0.0320850548761695
"UNDE_037-O-28-36-20140710";0.967896389592717;0.0321036104072826
"UNDE_037-O-9-7-20140710";0.967823307940261;0.0321766920597386
"UNDE_043-M-17-38-20140710";0.958280446177745;0.0417195538222555
"UNDE_043-M-32-36-20140710";0.958398557102485;0.0416014428975153
"UNDE_044-M-37-7-20140718";0.956695052394737;0.0433049476052627
"UNDE_044-O-37-7-20140718";0.956626635441125;0.0433733645588751
