"samples","other","acidobacteria","actinobacteria","bacteroidetes","chloroflexi","firmicutes","gemmatimonadetes","nitrospirae","planctomycetes","proteobacteria","verrucomicrobia"
"ram_samp_129",0.0387149164046964,0.125058157322478,0.247512766537213,0.0449792950579488,0.0454296363079027,0.0084279616071455,0.0265808079916506,0.0102811840842285,0.0356995359679898,0.389351154886329,0.0279645838324181
"ram_samp_130",0.119529134599004,0.0428521653200979,0.0543631391268611,0.150402713077538,0.0395060940034704,0.00498782691011497,0.00732519205610953,0.00154161769277086,0.0517229178908943,0.513348870643086,0.0144203286800533
"ram_samp_131",0.0240176505920787,0.101459710136383,0.299746808061486,0.0257997537726526,0.0396955183723686,0.109687356028891,0.0124641457183651,0.00356542119222488,0.0321694546877489,0.270865469345453,0.0805287120923482
"ram_samp_132",0.0399135394659732,0.150242986084578,0.255444115636228,0.0353526280983192,0.0724612870370417,0.0158655746463986,0.0239451603995912,0.00684964502455644,0.0262618874972808,0.319972205079064,0.0536909710309688
"ram_samp_133",0.119121799948738,0.29711641578846,0.111278303148221,0.030290831422156,0.00206256811712708,0.00353069313507866,0.00466984030619828,4.45099820832637e-05,0.030339932593325,0.352703851668828,0.0488412538897851
"ram_samp_134",0.032017740740557,0.0769470913737912,0.228804346737675,0.0937534380728764,0.0219808739993378,0.00782897088846461,0.0144073745635987,0.00321511193658696,0.0392668158201579,0.460156417038969,0.0216218188279854
"ram_samp_135",0.0774934288606034,0.220118793596027,0.165831913257987,0.0162915128673195,0.0255590303348876,0.0209979010483416,0.0211940005558842,0.000233142082998963,0.0280175371238937,0.395863898550164,0.0283988417218931
"ram_samp_136",0.0304374929454152,0.108544608083995,0.319969827245621,0.0313540271781393,0.0269928174120235,0.0618201925442908,0.0266699746111552,0.00207728265729212,0.0435540867056891,0.269781931482566,0.0787977591338128
"ram_samp_137",0.0303995546268577,0.101391854773873,0.257283767320496,0.0339809534168114,0.0396144789772319,0.0471439523043138,0.0129082570252843,0.00408809074381788,0.0479250931304143,0.34824528861678,0.0770187090641196
"ram_samp_138",0.0479815197438856,0.129035621489869,0.297068715621847,0.0386276667014943,0.0624635692055169,0.0220562144974195,0.0288688090370835,0.0122523757166005,0.0334139463905268,0.2865758479215,0.0416557136742561
"ram_samp_139",0.0784269719932532,0.242961915334685,0.126141621981076,0.0520693133534536,0.0334061897149777,0.0230743073331876,0.0142143252077243,0.000438482032003949,0.0157748252853058,0.373426581161506,0.040065466602826
"ram_samp_140",0.0322218461816504,0.12403701402839,0.231188427628253,0.0279791049352612,0.0378853985478597,0.0994981048425208,0.0156951721606911,0.00178646566921222,0.0354916725174039,0.335701594796701,0.0585151986920564
"ram_samp_141",0.0284369388747968,0.106540773486242,0.245221186295239,0.0430475175231543,0.0405779208458591,0.104541220889519,0.0168717823483992,0.00487446676806492,0.0312193183315975,0.325999131993676,0.0526697426434514
"ram_samp_142",0.0463854907816702,0.210111677716783,0.143064876028202,0.0198578203247791,0.014304177432739,0.00567939561422503,0.0115561479141547,0.000823157186738314,0.0400121695297635,0.451244069990704,0.0569610174802409
"ram_samp_143",0.0821043818106922,0.268939518864067,0.174980185857695,0.0171005186478022,0.0133120046638073,0.0284092478407533,0.0138173392046874,0.000122474132314145,0.0210505004732619,0.342311702083695,0.0378521264212238
"ram_samp_144",0.0887950871612441,0.283660930893104,0.0895436309894883,0.0550240228887755,0.00120498190379361,0.000781909085491642,0.00622440139006765,4.54489943733927e-05,0.0384458361567945,0.379614890708234,0.0566588598286337
"ram_samp_145",0.135657128811909,0.326959077367545,0.0838669181194187,0.00916744543612321,0.0496655802856145,0.00646773782851676,0.0231222365805763,0.0043326749492986,0.0234398492402948,0.310743186574144,0.02657816480656
"ram_samp_146",0.214915654032023,0.268901804755642,0.0553999056911224,0.00886019318966195,0.00156561595565598,0.00355575008425421,0.00018207264446448,0.0133954275138476,0.0257259991510897,0.330443669728457,0.0770539072537821
"ram_samp_147",0.171141298431627,0.275675071057309,0.0454034707699438,0.0205875991030764,0.0289058736335286,0.00319741248561887,0.00457044590896363,0.0262445910119514,0.0310207690266052,0.321531561256187,0.0717219073151887
"ram_samp_148",0.0419545027737229,0.111867133834931,0.275612272573276,0.0297941483092567,0.0573796336452921,0.0255006175718764,0.0220755568460068,0.0207111853190476,0.038052321732321,0.323370414892658,0.0536822125016115
"ram_samp_149",0.0394826965082642,0.0994893203770768,0.285843497939862,0.0234633060517481,0.0484145579706296,0.0566941193183231,0.0110226149503145,0.0260562488460562,0.0378254143435747,0.309785520627425,0.0619227030667258
"ram_samp_150",0.0412575484431829,0.102061190858653,0.285440272776348,0.0317690837338564,0.0553102704642093,0.0459413753251282,0.0206974821172875,0.0114488723651561,0.0330467818441219,0.309457255037302,0.0635698670347544
"ram_samp_151",0.0267819402987345,0.0847603589966177,0.249699495122764,0.0301738663115797,0.0433549068413785,0.0538817167113545,0.0107586605591725,0.00904105656222959,0.0428906895449075,0.380464046158702,0.0681932628925593
"ram_samp_152",0.0867724077608082,0.228419998842676,0.127380163536746,0.0155450638997115,0.0284749521583582,0.0682068759976813,0.0187702654469088,0.00227200721674621,0.0364899706110865,0.353054117424,0.0346141771052774
"ram_samp_153",0.0376479840018255,0.124464484098896,0.145788664359978,0.0422631537129784,0.0435013099763432,0.0362458503341533,0.021357361420011,0.00610831051708674,0.0554338708881118,0.413546759369011,0.0736422513216058
"ram_samp_154",0.0357909660223154,0.14588066652548,0.0924742104027212,0.0213619397180457,0.0247023150426135,0.0357578013171852,0.00910477015275983,0.0160410686409335,0.062079228738097,0.469553300320332,0.0872537331195169
"ram_samp_155",0.0959934886839986,0.393182973463085,0.0875210712656235,0.00955655035708288,0.00310707779392668,0.00330366195177201,0.0203270939282622,0.0026798852970705,0.0208034324645798,0.326419969087153,0.0371047957074458
"ram_samp_156",0.0404189654143866,0.162034755146575,0.18048285579079,0.0296169220230567,0.0360712079255688,0.0623082400236986,0.0151547628121305,0.00765375489290063,0.049051760614264,0.347058617419749,0.0701481579368802
"ram_samp_157",0.0403536843233087,0.145301173432998,0.160312864695434,0.0173829009246917,0.0418587636673799,0.106507059400647,0.0134833712012588,0.00951535357928052,0.0408528476574932,0.365887853166988,0.0585441279505207
"ram_samp_158",0.0979558450585686,0.219982088546142,0.115216277498775,0.0312641696551022,0.0249802132637713,0.00407796465958205,0.00721855933336479,0.000345222619993577,0.0164881559476134,0.42417608321733,0.0582954201997574
"ram_samp_159",0.0417542747422721,0.140044965545893,0.207240159547748,0.0301986843284612,0.0581099822107053,0.0611952927735241,0.0108309291508996,0.0106515506298055,0.0458097407642518,0.340751592798098,0.0534128275083409
"ram_samp_160",0.0484316412390794,0.144687821698929,0.211841170169779,0.0293485604492973,0.0514504877615475,0.044825426273124,0.0236212173608948,0.00962383158179557,0.0387394973433723,0.350423313681408,0.0470070324407729
"ram_samp_161",0.0268019589021931,0.125710587518805,0.255279114987954,0.0306194951637851,0.0419507754061898,0.0578461752218254,0.0151381532872722,0.00653459824687454,0.0413439118618266,0.32403169736809,0.0747435320351853
"ram_samp_162",0.0275272704175926,0.105537575630215,0.187022319393272,0.0439993821921482,0.0235687472651757,0.157094001193472,0.020853910228323,0.00154148242289044,0.0205368489685445,0.371857710227674,0.0404607520606926
"ram_samp_163",0.0272643033151053,0.110635907183797,0.20295105749849,0.0376352411210951,0.0310822050769191,0.101351791665298,0.0145558057531727,0.0048182377602847,0.0462612027624799,0.347410651210969,0.07603359665239
"ram_samp_164",0.0423502104333398,0.191174135508751,0.137280973512716,0.0243477297500716,0.0460922199841234,0.10548824364358,0.00996055844117693,0.00172050362175805,0.0526237537178744,0.329710279623914,0.0592513917626943
"ram_samp_165",0.0980863943391272,0.334811109198755,0.130397136248009,0.0132882881791302,0.00744880065961932,0.00722011398991171,0.0240046518875222,6.70076932431216e-05,0.0267276187454362,0.325732780240827,0.032216098818419
"ram_samp_166",0.0349149239240916,0.121148175801003,0.187444671278634,0.0695543773517071,0.0536092971897187,0.047365972959078,0.0266956490808865,0.0118498686017666,0.0461096304643711,0.356454145379079,0.0448532879696643
"ram_samp_167",0.0344273513760306,0.122345034955358,0.229006222727049,0.0370039098724249,0.049323937312381,0.0578650737815865,0.0110995420283213,0.00707247110534065,0.0440091402221681,0.334290714159953,0.0735566024593868
"ram_samp_168",0.0337640803929861,0.105031215670105,0.187298097040374,0.0438388050923842,0.019154669630925,0.0594218812633073,0.0121796033158123,0.00736219370128883,0.0326796036660658,0.441422108443119,0.057847741783632
"ram_samp_169",0.0320928865251348,0.122188593202651,0.206290868664482,0.0462537677464594,0.0389775715607275,0.0680395761202991,0.0177265154788328,0.00662149288277474,0.0553231666178467,0.342713308370214,0.0637722528305779
"ram_samp_170",0.15214495356674,0.269342422673516,0.0317602067536696,0.0176640802149386,0.0285768786517089,0.00350109864337156,0.00334167510353184,0.0574016831936963,0.0337658577387499,0.319015712070671,0.0834854313894072
"ram_samp_171",0.26517247116205,0.106495470272343,0.0256149585433122,0.0438328804516132,0.0736592914794556,0.00668657643296216,0.00463700639553572,0.0477167295561482,0.0349026110028266,0.314815318971353,0.0764666857324011
"ram_samp_172",0.0929707341602458,0.389207805206667,0.0745677546465423,0.0220443989902012,0.00581176554772781,0.0182043426867422,0.0138130995944787,0.00100439468113518,0.0278008332017551,0.309552188615336,0.045022682669169
"ram_samp_173",0.036448772575548,0.111286378071084,0.212617220634736,0.037608951443388,0.0397219671594975,0.106312664154703,0.0116242761242566,0.00725376498495316,0.04071887713838,0.341467835405291,0.0549392923081631
"ram_samp_174",0.0408541416234657,0.136995744155737,0.175015472792238,0.0183016900787402,0.0403367337130168,0.0941685265633822,0.0137099771083387,0.00614918657812862,0.0503401083985344,0.35289256415879,0.0712358548296287
"ram_samp_175",0.0436799079553776,0.267900175762422,0.197540278632853,0.0109941716931107,0.0257446107383541,0.0205955868416572,0.0151436791863311,0.0015139100480158,0.0303787322453813,0.352071572285485,0.0344373746110129
"ram_samp_176",0.0193786066089576,0.129282784131218,0.184485333230969,0.0990259933710045,0.0526751649723801,0.027765171160928,0.0112598414495351,0.00889938259590146,0.0355797205475788,0.38326458032939,0.048383421602137
"ram_samp_177",0.0631264610116741,0.355875700792992,0.121703713854541,0.0159192646625728,0.0294711440110313,0.0100596664162293,0.00752258504786556,0.0127899898544192,0.0423809609984543,0.295808585152815,0.0453419281974045
"ram_samp_178",0.0379786523524346,0.120582284528365,0.227671373063806,0.0369578714895876,0.0579686003797901,0.0551912654608497,0.0162847980432975,0.00927488079925986,0.0400253047476638,0.339287897973958,0.0587770711609883
"ram_samp_179",0.0250572032652537,0.139586547176223,0.22457832341459,0.0359266117972958,0.0518456347112301,0.0234567105147139,0.0134141779743277,0.0137754607638638,0.0512416150474744,0.341633947224286,0.0794837681107417
"ram_samp_180",0.0216637718538318,0.128166280362583,0.225938927806787,0.0210479092395174,0.0461994743557813,0.0578328856111075,0.0124040897034371,0.000133765429662869,0.052178657794273,0.334630084138673,0.0998041537043458
"ram_samp_181",0.0378036008147783,0.201231724133166,0.128765600532531,0.0169367071765827,0.0388821893358306,0.0422845896705977,0.0108374042235222,0.0073249262308656,0.070974830140531,0.351572787160737,0.0933856405808573
"ram_samp_182",0.0472466218336359,0.20420207735928,0.181807361420886,0.0312790992275571,0.0365943805132725,0.0309012356290466,0.0205351775765731,0.00582368814122807,0.0427157708091439,0.353621939663645,0.0452726478257321
"ram_samp_183",0.0247133845851417,0.132859329930765,0.199047742520625,0.0183198744914051,0.0391064250155216,0.0780407853624977,0.014439373460145,0.0149826436045214,0.0517309883705544,0.363619791256364,0.0631396614024589
"ram_samp_184",0.0266826817615037,0.111486005141488,0.191973784565297,0.0699108243525376,0.0404010977076946,0.0395426329325719,0.0173130899861327,0.00172323553478323,0.0612892894430045,0.380876275628627,0.0588010829463598
"ram_samp_185",0.0812859539169429,0.240135902475244,0.215435974626015,0.0136652416590245,0.0173840040303768,0.0148917117885534,0.013678358986613,0.000370830148034734,0.0280943020064233,0.335197175509425,0.0398605448533477
"ram_samp_186",0.0249902330024497,0.128178204625117,0.193860974758221,0.012778061124547,0.0246018842069173,0.155403504842146,0.0147101792044653,0.00620516181917932,0.0454761551373256,0.302521816439364,0.0912738248402674
"ram_samp_187",0.0342464216763962,0.112040422986688,0.266289756805858,0.0238078547846073,0.0518284315934231,0.0598117877481598,0.0114315028283862,0.00881577123370139,0.0439382384817846,0.303311316855561,0.0844784950054343
"ram_samp_188",0.0430499737322743,0.137715124532406,0.190365521659185,0.0320062931014264,0.0321513729867323,0.0704887326788048,0.00897486130912177,0.00674879181896004,0.0458024834447302,0.329293113078789,0.103403731657571
"ram_samp_189",0.0556117068461613,0.118801195612917,0.1612450056469,0.0474319558823231,0.0499697023716495,0.0351092445639595,0.0134066317985087,0.0142850825063524,0.0441036037559374,0.4204806898133,0.0395551812019908
"ram_samp_190",0.0591142610825355,0.333223251937309,0.0788921399399816,0.00671022160185665,0.0986934499741518,0.015385081235874,0.00893894048016151,0.00262995165542159,0.0348892287529369,0.32789147062075,0.0336320027190213
"ram_samp_191",0.0827244379793008,0.351751160658207,0.120601882863528,0.0116799362876848,0.0169925560316826,0.0292571333170534,0.0150910301213186,0.000601826422708414,0.0310262409885342,0.312253448364098,0.0280203469658834
