samples,latitude,longitude,depth_max,forest,map,map_sd,mat,mat_sd,map_CV,mat_CV,mdr,aridity,NPP,relEM,pH
ram_samp_476,40.7987,-73.95794,5,0,1.201,0.048407133,12.01666661,1.292840085,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.31
ram_samp_477,40.79505,-73.95537,5,0,1.201,0.050989686,12.01666661,1.241412624,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.94
ram_samp_478,40.77299,-73.97763,5,0,1.215,0.050169265,11.96250004,1.19991911,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.37
ram_samp_479,40.76902,-73.97667,5,0,1.215,0.047866691,11.96250004,1.299233187,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.04
ram_samp_480,40.76924,-73.97818,5,0,1.215,0.0482716,11.96250004,1.212331295,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.03
ram_samp_481,40.7974,-73.951367,5,0,1.201,0.049072763,12.01666661,1.289974087,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.25
ram_samp_482,40.77267,-73.96822,5,0,1.21,0.04795532,12.00833347,1.209769411,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.24
ram_samp_483,40.78149,-73.96246,5,0,1.217,0.047105023,11.96666676,1.238900053,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.41
ram_samp_484,40.78342,-73.97031,5,0,1.217,0.048736854,11.92083336,1.299266193,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,4.57
ram_samp_485,40.77091,-73.97199,5,0,1.21,0.045636546,12.00833347,1.242081796,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.33
ram_samp_486,40.78555,-73.95828,5,0,1.209,0.050156738,11.95833339,1.257398817,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.63
ram_samp_487,40.78115,-73.97057,5,0,1.213,0.047519243,11.98333341,1.265557633,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.19
ram_samp_488,40.77098,-73.96929,5,0,1.21,0.048430755,12.00833347,1.250434877,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.21
ram_samp_489,40.79654,-73.95966,5,0,1.212,0.047931857,11.94166668,1.211830967,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,6.34
ram_samp_490,40.77121,-73.97318,5,0,1.21,0.048016188,12.00833347,1.296265002,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.2
ram_samp_491,40.79943,-73.9564,5,0,1.201,0.047960201,12.01666661,1.230308391,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6
ram_samp_492,40.77332,-73.96964,5,0,1.21,0.048855679,12.00833347,1.259342416,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.34
ram_samp_493,40.78383,-73.96829,5,0,1.217,0.047717842,11.92083336,1.26033773,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,4.7
ram_samp_494,40.77967,-73.96741,5,0,1.213,0.048392555,11.98333341,1.271390268,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.9
ram_samp_495,40.776,-73.97308,5,0,1.213,0.048598098,11.98333341,1.240080127,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.92
ram_samp_496,40.78945,-73.96402,5,0,1.217,0.047874702,11.95833339,1.215004024,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.91
ram_samp_497,40.78064,-73.97216,5,0,1.213,0.048173913,11.98333341,1.260944329,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.12
ram_samp_498,40.7949,-73.95771,5,0,1.201,0.048146764,12.01666661,1.219042194,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.68
ram_samp_499,40.79543,-73.96111,5,0,1.212,0.049241157,11.94166668,1.238441445,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.8
ram_samp_500,40.79327,-73.95351,5,0,1.201,0.048387114,12.01666661,1.243967277,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.8
ram_samp_501,40.77325,-73.96983,5,0,1.21,0.047892137,12.00833347,1.319103686,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6
ram_samp_502,40.77045,-73.97829,5,0,1.215,0.047826342,11.96250004,1.22594695,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.08
ram_samp_503,40.77174,-73.97528,5,0,1.215,0.047446366,11.96250004,1.255094992,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.95
ram_samp_504,40.76702,-73.97659,5,0,1.215,0.048240134,11.96250004,1.252793536,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.77
ram_samp_505,40.76543,-73.9752,5,0,1.21,0.04682521,12.01250003,1.228296699,10.22951941,893.4105365,9.508333407,0.968999982,0.736,0.581947982,6.74
ram_samp_506,40.79774,-73.95904,5,0,1.212,0.04733078,11.94166668,1.279156586,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.85
ram_samp_507,40.77734,-73.974,5,0,1.213,0.049215318,11.98333341,1.192901119,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.87
ram_samp_508,40.78172,-73.96499,5,0,1.217,0.049401396,11.96666676,1.236779994,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,5.94
ram_samp_509,40.76967,-73.96934,5,0,1.21,0.049654192,12.00833347,1.252872501,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.42
ram_samp_510,40.79374,-73.96145,5,0,1.212,0.048462394,11.94166668,1.285013038,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,6.88
ram_samp_511,40.79785,-73.95753,5,0,1.201,0.048779732,12.01666661,1.258034562,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.71
ram_samp_512,40.78643,-73.96812,5,0,1.217,0.04846048,11.92083336,1.203272228,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,5.04
ram_samp_513,40.77552,-73.96843,5,0,1.213,0.04857016,11.98333341,1.209913049,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.73
ram_samp_514,40.78348,-73.96674,5,0,1.217,0.050067372,11.92083336,1.263933513,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,6.11
ram_samp_515,40.79908,-73.95797,5,0,1.201,0.04723565,12.01666661,1.230574748,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.31
ram_samp_516,40.76988,-73.98025,5,0,1.215,0.047336675,11.96250004,1.237186923,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.41
ram_samp_517,40.77687,-73.97429,5,0,1.213,0.046387466,11.98333341,1.227295783,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.75
ram_samp_518,40.79023,-73.95859,5,0,1.217,0.047547112,11.95833339,1.3001367,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.18
ram_samp_519,40.79334,-73.95831,5,0,1.201,0.048489617,12.01666661,1.266954049,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.07
ram_samp_520,40.77875,-73.96552,5,0,1.217,0.046335534,11.96666676,1.274723218,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,5.87
ram_samp_521,40.79771,-73.95371,5,0,1.201,0.04904873,12.01666661,1.277294764,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.22
ram_samp_522,40.79771,-73.95302,5,0,1.201,0.0495449,12.01666661,1.318084699,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.86
ram_samp_523,40.78457,-73.95901,5,0,1.217,0.047707037,11.95833339,1.251108401,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.38
ram_samp_524,40.7987667,-73.954567,5,0,1.201,0.047632321,12.01666661,1.230359986,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.19
ram_samp_525,40.77311,-73.97248,5,0,1.21,0.047210475,12.00833347,1.269261653,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,4.47
ram_samp_526,40.79534,-73.9591,5,0,1.212,0.047776438,11.94166668,1.242338358,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,6.98
ram_samp_527,40.77836,-73.97266,5,0,1.213,0.048770731,11.98333341,1.217100222,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.25
ram_samp_528,40.7722,-73.97035,5,0,1.21,0.047667907,12.00833347,1.280710578,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.27
ram_samp_529,40.79764,-73.9597,5,0,1.212,0.047849576,11.94166668,1.245896617,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.94
ram_samp_530,40.76915,-73.97725,5,0,1.215,0.048196085,11.96250004,1.245641845,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.22
ram_samp_531,40.79226,-73.95327,5,0,1.201,0.047978026,12.01666661,1.254695776,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.2
ram_samp_532,40.76607,-73.97364,5,0,1.215,0.050756563,11.975,1.273372425,9.966000947,891.412312,9.499999804,0.968999982,0.736,0.581947982,5.7
ram_samp_533,40.77039,-73.97923,5,0,1.215,0.048714329,11.96250004,1.286326224,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.14
ram_samp_534,40.78004,-73.96563,5,0,1.217,0.047912408,11.96666676,1.197715493,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,4.94
ram_samp_535,40.78888,-73.9563,5,0,1.209,0.049660766,11.95833339,1.23851016,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.24
ram_samp_536,40.78275,-73.96823,5,0,1.213,0.049867442,11.98333341,1.247468744,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.03
ram_samp_537,40.77429,-73.97315,5,0,1.21,0.049060816,12.00833347,1.234643267,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.7
ram_samp_538,40.79427,-73.95809,5,0,1.201,0.048009777,12.01666661,1.233051201,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.3
ram_samp_539,40.77254,-73.97839,5,0,1.215,0.048498914,11.96250004,1.21550595,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.75
ram_samp_540,40.79904,-73.95816,5,0,1.201,0.046024342,12.01666661,1.212172342,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.9
ram_samp_541,40.77128,-73.97735,5,0,1.215,0.047271778,11.96250004,1.227536847,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.23
ram_samp_542,40.78688,-73.96688,5,0,1.217,0.047499397,11.92083336,1.261301284,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,7.13
ram_samp_543,40.79362,-73.95718,5,0,1.201,0.049092495,12.01666661,1.238107732,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.41
ram_samp_544,40.79158,-73.96278,5,0,1.217,0.047107982,11.95833339,1.262461234,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,4.89
ram_samp_545,40.76947,-73.97341,5,0,1.21,0.049609881,12.00833347,1.261707466,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.83
ram_samp_546,40.78003,-73.96817,5,0,1.213,0.047183183,11.98333341,1.246305136,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.97
ram_samp_547,40.77189,-73.97271,5,0,1.21,0.047124278,12.00833347,1.236767702,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.86
ram_samp_548,40.77887,-73.96674,5,0,1.213,0.04913443,11.98333341,1.255358904,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.9
ram_samp_549,40.77837,-73.96976,5,0,1.213,0.047472175,11.98333341,1.215737793,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.11
ram_samp_550,40.79599,-73.95876,5,0,1.212,0.048741215,11.94166668,1.232016015,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.59
ram_samp_551,40.76908,-73.98022,5,0,1.215,0.048576677,11.96250004,1.247118736,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,7.17
ram_samp_552,40.78255,-73.96648,5,0,1.217,0.050143561,11.96666676,1.25238687,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,7.25
ram_samp_553,40.79404,-73.96207,5,0,1.212,0.048485262,11.94166668,1.24728179,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,5.97
ram_samp_554,40.76632,-73.97174,5,0,1.215,0.048046073,11.975,1.27301044,9.966000947,891.412312,9.499999804,0.968999982,0.736,0.581947982,6.61
ram_samp_555,40.77291,-73.97697,5,0,1.215,0.047252199,11.96250004,1.236268317,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.76
ram_samp_556,40.77598,-73.97141,5,0,1.213,0.049222995,11.98333341,1.227937586,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,7
ram_samp_557,40.79892,-73.95573,5,0,1.201,0.048720795,12.01666661,1.200448682,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.46
ram_samp_558,40.7765,-73.96961,5,0,1.213,0.048417817,11.98333341,1.313250638,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.55
ram_samp_559,40.78754,-73.9668,5,0,1.217,0.048742521,11.92083336,1.254114248,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,6.64
ram_samp_560,40.78799,-73.96614,5,0,1.217,0.048148502,11.95833339,1.270615482,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.75
ram_samp_561,40.78986,-73.95775,5,0,1.209,0.04556282,11.95833339,1.245480699,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.47
ram_samp_562,40.79612,-73.95229,5,0,1.201,0.047538743,12.01666661,1.239857382,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,7.73
ram_samp_563,40.78492,-73.95832,5,0,1.209,0.048444588,11.95833339,1.278229918,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.89
ram_samp_564,40.78028,-73.97017,5,0,1.213,0.049079555,11.98333341,1.243632416,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.55
ram_samp_565,40.79857,-73.95924,5,0,1.212,0.048727875,11.94166668,1.241331556,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,5.62
ram_samp_566,40.7837,-73.95959,5,0,1.217,0.046918856,11.95833339,1.267306329,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,7.12
ram_samp_567,40.77886,-73.97374,5,0,1.213,0.048016932,11.98333341,1.20273549,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,7.13
ram_samp_568,40.77261,-73.97639,5,0,1.215,0.049053645,11.96250004,1.25064128,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.36
ram_samp_569,40.78967,-73.95567,5,0,1.209,0.048585574,11.95833339,1.277169698,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.52
ram_samp_570,40.77006,-73.9786,5,0,1.215,0.049387845,11.96250004,1.24453086,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.65
ram_samp_571,40.79661,-73.9565,5,0,1.201,0.048946957,12.01666661,1.309131209,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.49
ram_samp_572,40.77621,-73.97375,5,0,1.213,0.045868175,11.98333341,1.2481045,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.08
ram_samp_573,40.78992,-73.95589,5,0,1.209,0.049644894,11.95833339,1.253022302,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.32
ram_samp_574,40.76876,-73.97981,5,0,1.215,0.047806839,11.96250004,1.270569233,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,7.04
ram_samp_575,40.77626,-73.96556,5,0,1.217,0.047824189,11.96666676,1.252041004,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.98
ram_samp_576,40.76666,-73.97649,5,0,1.21,0.047673544,12.01250003,1.258108332,10.22951941,893.4105365,9.508333407,0.968999982,0.736,0.581947982,4.83
ram_samp_577,40.78048,-73.96924,5,0,1.213,0.047554459,11.98333341,1.235861246,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6
ram_samp_578,40.77666,-73.97467,5,0,1.213,0.048123404,11.98333341,1.176144469,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.05
ram_samp_579,40.76937,-73.97649,5,0,1.215,0.048892772,11.96250004,1.31467966,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.67
ram_samp_580,40.7793,-73.97079,5,0,1.213,0.049967884,11.98333341,1.279048454,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.8
ram_samp_581,40.79752,-73.95258,5,0,1.201,0.050546185,12.01666661,1.236909666,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.89
ram_samp_582,40.79696,-73.95107,5,0,1.201,0.04699767,12.01666661,1.235823873,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.47
ram_samp_583,40.79232,-73.95372,5,0,1.201,0.049355183,12.01666661,1.235337391,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.53
ram_samp_584,40.79702,-73.95081,5,0,1.201,0.048483722,12.01666661,1.176566481,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,6.44
ram_samp_585,40.76538,-73.97368,5,0,1.215,0.046276323,11.975,1.250522281,9.966000947,891.412312,9.499999804,0.968999982,0.736,0.581947982,6.22
ram_samp_586,40.76701,-73.9753,5,0,1.215,0.050450948,11.96250004,1.278465562,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,4.57
ram_samp_587,40.77559,-73.97151,5,0,1.213,0.046326344,11.98333341,1.221226702,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,7.02
ram_samp_588,40.78263,-73.97099,5,0,1.213,0.048693645,11.98333341,1.256788889,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.57
ram_samp_589,40.79066,-73.95537,5,0,1.209,0.047120807,11.95833339,1.230943674,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.38
ram_samp_590,40.77156,-73.97849,5,0,1.215,0.049921005,11.96250004,1.225448706,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.01
ram_samp_591,40.79073,-73.96432,5,0,1.217,0.051589951,11.95833339,1.27373009,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.4
ram_samp_592,40.77615,-73.96532,5,0,1.217,0.048326002,11.96666676,1.254811916,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.69
ram_samp_593,40.79817,-73.95956,5,0,1.212,0.048986844,11.94166668,1.285598586,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,7.22
ram_samp_594,40.79475,-73.96189,5,0,1.212,0.048787796,11.94166668,1.269041563,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,6.79
ram_samp_595,40.77447,-73.97588,5,0,1.215,0.04912385,11.96250004,1.266313885,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.32
ram_samp_596,40.77249,-73.9673,5,0,1.21,0.047978312,12.00833347,1.229779208,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.96
ram_samp_597,40.77502,-73.9664,5,0,1.217,0.047178695,11.96666676,1.211653861,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.15
ram_samp_598,40.77998,-73.96989,5,0,1.213,0.048809392,11.98333341,1.242536147,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.84
ram_samp_599,40.78203,-73.96289,5,0,1.217,0.047887843,11.96666676,1.252096443,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.82
ram_samp_600,40.7731,-73.96799,5,0,1.21,0.048674421,12.00833347,1.215613247,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.13
ram_samp_601,40.77626,-73.96797,5,0,1.213,0.047561513,11.98333341,1.237230483,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,7.77
ram_samp_602,40.78361,-73.95913,5,0,1.217,0.049048446,11.95833339,1.25230677,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,7.2
ram_samp_603,40.76625,-73.97445,5,0,1.215,0.046935359,11.975,1.188538339,9.966000947,891.412312,9.499999804,0.968999982,0.736,0.581947982,6.53
ram_samp_604,40.7982833,-73.95345,5,0,1.201,0.0491925,12.01666661,1.205179038,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.39
ram_samp_605,40.78934,-73.96061,5,0,1.217,0.048787004,11.95833339,1.270006678,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,4.84
ram_samp_606,40.78691,-73.96651,5,0,1.217,0.048098146,11.95833339,1.259832878,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.9
ram_samp_607,40.77713,-73.96446,5,0,1.217,0.047404261,11.96666676,1.201627248,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.08
ram_samp_608,40.76516,-73.97418,5,0,1.215,0.045885387,11.975,1.291445593,9.966000947,891.412312,9.499999804,0.968999982,0.736,0.581947982,6.63
ram_samp_609,40.78049,-73.96818,5,0,1.213,0.047505193,11.98333341,1.277686189,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,7.08
ram_samp_610,40.76942,-73.97578,5,0,1.215,0.047215523,11.96250004,1.268676175,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,7.09
ram_samp_611,40.79523,-73.95776,5,0,1.201,0.049753336,12.01666661,1.216330022,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.77
ram_samp_612,40.76917,-73.97159,5,0,1.21,0.049694509,12.00833347,1.225098337,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.26
ram_samp_613,40.79911,-73.95684,5,0,1.201,0.048313306,12.01666661,1.249405706,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.29
ram_samp_614,40.7999833,-73.957283,5,0,1.201,0.047738894,12.01666661,1.238952719,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,4.5
ram_samp_615,40.79902,-73.95607,5,0,1.201,0.048253596,12.01666661,1.279370128,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.57
ram_samp_616,40.78046,-73.96988,5,0,1.213,0.047594269,11.98333341,1.325042518,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.01
ram_samp_617,40.79202,-73.96149,5,0,1.212,0.048042761,11.94166668,1.260300234,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.96
ram_samp_618,40.7864,-73.96686,5,0,1.217,0.049822234,11.92083336,1.264186603,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,6.41
ram_samp_619,40.77659,-73.967,5,0,1.213,0.049582546,11.98333341,1.231624872,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,5.16
ram_samp_620,40.77005,-73.96908,5,0,1.21,0.04881875,12.00833347,1.255046037,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.21
ram_samp_621,40.76833,-73.97933,5,0,1.215,0.048421198,11.96250004,1.274092382,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.71
ram_samp_622,40.78376,-73.96993,5,0,1.217,0.049058429,11.92083336,1.311418937,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,5.44
ram_samp_623,40.78881,-73.96262,5,0,1.217,0.04826873,11.95833339,1.25528755,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,4.8
ram_samp_624,40.77163,-73.97907,5,0,1.215,0.050055424,11.96250004,1.262498393,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.95
ram_samp_625,40.78628,-73.96737,5,0,1.217,0.046569609,11.92083336,1.259674878,9.970087103,894.3699218,9.758333415,0.968999982,0.736,0.581947982,5.72
ram_samp_626,40.79108,-73.96178,5,0,1.217,0.04558713,11.95833339,1.270754352,10.08246213,893.9870811,9.78333351,0.968999982,0.736,0.581947982,5.27
ram_samp_627,40.77104,-73.97243,5,0,1.21,0.04919337,12.00833347,1.269531842,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.93
ram_samp_628,40.77249,-73.97212,5,0,1.21,0.048883393,12.00833347,1.244334025,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.31
ram_samp_629,40.77512,-73.97542,5,0,1.217,0.046534016,11.9458334,1.267746192,9.970087103,894.8653085,9.658333381,0.968999982,0.736,0.581947982,6.04
ram_samp_630,40.78832,-73.95683,5,0,1.209,0.048557566,11.95833339,1.176797985,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.59
ram_samp_631,40.77185,-73.96924,5,0,1.21,0.048696995,12.00833347,1.238039492,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.95
ram_samp_632,40.77483,-73.97112,5,0,1.21,0.049175861,12.00833347,1.199042108,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,6.11
ram_samp_633,40.77312,-73.97811,5,0,1.215,0.04849408,11.96250004,1.211306875,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.69
ram_samp_634,40.78019,-73.96423,5,0,1.217,0.049457328,11.96666676,1.260077615,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,7.66
ram_samp_635,40.77379,-73.97729,5,0,1.215,0.048308871,11.96250004,1.283443326,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,5.37
ram_samp_636,40.77788,-73.97131,5,0,1.213,0.049155138,11.98333341,1.246808036,10.14122384,893.5662449,9.700000087,0.968999982,0.736,0.581947982,6.46
ram_samp_637,40.77335,-73.97063,5,0,1.21,0.047572201,12.00833347,1.240811524,10.16072948,893.3538436,9.633333397,0.968999982,0.736,0.581947982,5.67
ram_samp_638,40.793,-73.95767,5,0,1.201,0.048168555,12.01666661,1.273144467,10.1191968,894.7862464,9.866666486,0.968999982,0.736,0.581947982,5.91
ram_samp_639,40.77022,-73.97543,5,0,1.215,0.047161594,11.96250004,1.26055129,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,4.45
ram_samp_640,40.76875,-73.98112,5,0,1.215,0.048224556,11.96250004,1.266966097,10.01821349,894.203886,9.574999928,0.968999982,0.736,0.581947982,6.44
ram_samp_641,40.78887,-73.95727,5,0,1.209,0.047479055,11.95833339,1.251704026,10.05871719,893.9870811,9.78333351,0.968999982,0.736,0.581947982,6.6
ram_samp_642,40.7796,-73.96593,5,0,1.217,0.049520759,11.96666676,1.274805225,10.08246213,893.8332627,9.683333437,0.968999982,0.736,0.581947982,6.73
ram_samp_643,40.79903,-73.95881,5,0,1.212,0.047974303,11.94166668,1.198590292,10.1283228,895.0617988,9.833333343,0.968999982,0.736,0.581947982,4.62
