samples,latitude,longitude,depth_max,forest,map,map_sd,mat,mat_sd,map_CV,mat_CV,mdr,aridity,NPP,relEM,pH
ram_samp_61,53.444053,-2.214306,10,0,0.831,0.048290391,9.633333334,1.257394737,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.65
ram_samp_62,53.444053,-2.214306,10,0,0.831,0.046998334,9.633333334,1.21785145,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.67
ram_samp_63,53.444053,-2.214306,10,0,0.831,0.048769673,9.633333334,1.222167273,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.45
ram_samp_64,53.444053,-2.214306,10,0,0.831,0.048297153,9.633333334,1.26302989,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.56
ram_samp_65,53.444053,-2.214306,10,0,0.831,0.047610121,9.633333334,1.26575728,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.64
ram_samp_66,53.444053,-2.214306,10,0,0.831,0.051076709,9.633333334,1.228310911,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.54
ram_samp_67,53.444053,-2.214306,10,0,0.831,0.048609011,9.633333334,1.251864961,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.76
ram_samp_68,53.444053,-2.214306,10,0,0.831,0.047366049,9.633333334,1.275445193,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.62
ram_samp_69,53.444053,-2.214306,10,0,0.831,0.051318872,9.633333334,1.25614249,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.72
ram_samp_70,53.444053,-2.214306,10,0,0.831,0.048478666,9.633333334,1.237367445,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.56
ram_samp_71,53.444053,-2.214306,10,0,0.831,0.048150694,9.633333334,1.219117831,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.62
ram_samp_72,53.444053,-2.214306,10,0,0.831,0.048329671,9.633333334,1.250167501,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.64
ram_samp_73,53.444053,-2.214306,10,0,0.831,0.047144856,9.633333334,1.248247434,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.55
ram_samp_74,53.444053,-2.214306,10,0,0.831,0.049957124,9.633333334,1.264219834,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.7
ram_samp_75,53.444053,-2.214306,10,0,0.831,0.0470938,9.633333334,1.242979725,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.54
ram_samp_76,53.444053,-2.214306,10,0,0.831,0.046586385,9.633333334,1.281534634,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.64
ram_samp_77,53.444053,-2.214306,10,0,0.831,0.049653113,9.633333334,1.271339338,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.62
ram_samp_78,53.444053,-2.214306,10,0,0.831,0.046464548,9.633333334,1.284396278,18.28125029,450.4862656,7.250000063,1.381000042,0.675000012,0.898120642,7.63
ram_samp_79,52.468993,-3.143635,15,1,1.274,0.048181518,7.933333308,1.267130652,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.12
ram_samp_80,52.468993,-3.143635,15,1,1.274,0.051246045,7.933333308,1.248376931,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.71
ram_samp_81,52.468993,-3.143635,15,1,1.274,0.046627398,7.933333308,1.274399558,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4
ram_samp_82,52.468993,-3.143635,15,1,1.274,0.049674015,7.933333308,1.290362622,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.14
ram_samp_83,52.468993,-3.143635,15,1,1.274,0.048745985,7.933333308,1.293310968,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.17
ram_samp_84,52.468993,-3.143635,15,1,1.274,0.048080667,7.933333308,1.244233679,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.63
ram_samp_85,52.468993,-3.143635,15,1,1.274,0.049006801,7.933333308,1.231894821,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.9
ram_samp_86,52.468993,-3.143635,15,1,1.274,0.049595181,7.933333308,1.261159841,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.07
ram_samp_87,52.468993,-3.143635,15,1,1.274,0.047130694,7.933333308,1.22167014,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.32
ram_samp_88,52.468993,-3.143635,15,1,1.274,0.048170085,7.933333308,1.252945215,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.93
ram_samp_89,52.468993,-3.143635,15,1,1.274,0.04768927,7.933333308,1.233018456,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.91
ram_samp_90,52.468993,-3.143635,15,1,1.274,0.048163636,7.933333308,1.281908677,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.8
ram_samp_91,52.468993,-3.143635,15,1,1.274,0.048095503,7.933333308,1.216790132,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.4
ram_samp_92,52.468993,-3.143635,15,1,1.274,0.051723946,7.933333308,1.265447024,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.74
ram_samp_93,52.468993,-3.143635,15,1,1.274,0.048999447,7.933333308,1.207507957,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.9
ram_samp_94,52.468993,-3.143635,15,1,1.274,0.047403376,7.933333308,1.280145615,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.56
ram_samp_95,52.468993,-3.143635,15,1,1.274,0.047524152,7.933333308,1.291829607,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.57
ram_samp_96,52.468993,-3.143635,15,1,1.274,0.050511796,7.933333308,1.247065984,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.8
ram_samp_97,52.468993,-3.143635,15,1,1.274,0.047105134,7.933333308,1.262550415,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.74
ram_samp_98,52.468993,-3.143635,15,1,1.274,0.049601808,7.933333308,1.260171714,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.9
ram_samp_99,52.468993,-3.143635,15,1,1.274,0.045125867,7.933333308,1.280601515,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.91
ram_samp_100,52.468993,-3.143635,15,1,1.274,0.048764433,7.933333308,1.282992433,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.94
ram_samp_101,52.468993,-3.143635,15,1,1.274,0.047539501,7.933333308,1.280694885,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.76
ram_samp_102,52.468993,-3.143635,15,1,1.274,0.048684069,7.933333308,1.215832285,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.09
ram_samp_103,52.468993,-3.143635,15,1,1.274,0.048328602,7.933333308,1.284960133,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.02
ram_samp_104,52.468993,-3.143635,15,1,1.274,0.046573829,7.933333308,1.266694269,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.52
ram_samp_105,52.468993,-3.143635,15,1,1.274,0.047153783,7.933333308,1.242203706,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.65
ram_samp_106,52.468993,-3.143635,15,1,1.274,0.049232962,7.933333308,1.27845453,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.83
ram_samp_107,52.468993,-3.143635,15,1,1.274,0.04829456,7.933333308,1.207354524,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.13
ram_samp_108,52.468993,-3.143635,15,1,1.274,0.046993561,7.933333308,1.206582079,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.34
ram_samp_109,52.468993,-3.143635,15,1,1.274,0.047987468,7.933333308,1.234045357,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.64
ram_samp_110,52.468993,-3.143635,15,1,1.274,0.047145054,7.933333308,1.231185084,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.86
ram_samp_111,52.468993,-3.143635,15,1,1.274,0.049515414,7.933333308,1.187554024,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.92
ram_samp_112,52.468993,-3.143635,15,1,1.274,0.048167507,7.933333308,1.296400536,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.73
ram_samp_113,52.468993,-3.143635,15,1,1.274,0.049020563,7.933333308,1.287125603,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.79
ram_samp_114,52.468993,-3.143635,15,1,1.274,0.048744178,7.933333308,1.278067772,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.75
ram_samp_115,52.468993,-3.143635,15,1,1.274,0.049609295,7.933333308,1.275152635,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.21
ram_samp_116,52.468993,-3.143635,15,1,1.274,0.049836545,7.933333308,1.249453321,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6
ram_samp_117,52.468993,-3.143635,15,1,1.274,0.048036047,7.933333308,1.221741752,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.84
ram_samp_118,52.468993,-3.143635,15,1,1.274,0.048085502,7.933333308,1.267366257,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.32
ram_samp_119,52.468993,-3.143635,15,1,1.274,0.046600528,7.933333308,1.255838276,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.31
ram_samp_120,52.468993,-3.143635,15,1,1.274,0.048343755,7.933333308,1.250242599,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.41
ram_samp_121,52.468993,-3.143635,15,1,1.274,0.049581589,7.933333308,1.257922169,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.53
ram_samp_122,52.468993,-3.143635,15,1,1.274,0.050426272,7.933333308,1.230823209,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.38
ram_samp_123,52.468993,-3.143635,15,1,1.274,0.048485238,7.933333308,1.205591371,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.42
ram_samp_124,52.468993,-3.143635,15,1,1.274,0.048472014,7.933333308,1.22509049,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.3
ram_samp_125,52.468993,-3.143635,15,1,1.274,0.04904727,7.933333308,1.240031421,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.73
ram_samp_126,52.468993,-3.143635,15,1,1.274,0.048179663,7.933333308,1.203336973,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.47
ram_samp_127,52.468993,-3.143635,15,1,1.274,0.047642469,7.933333308,1.281264834,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.91
ram_samp_128,52.468993,-3.143635,15,1,1.274,0.048775999,7.933333308,1.294989673,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,7.03
ram_samp_129,52.468993,-3.143635,15,1,1.274,0.048701933,7.933333308,1.198101422,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.01
ram_samp_130,52.468993,-3.143635,15,1,1.274,0.047499128,7.933333308,1.234820215,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,7.46
ram_samp_131,52.468993,-3.143635,15,1,1.274,0.049201591,7.933333308,1.210037844,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.93
ram_samp_132,52.468993,-3.143635,15,1,1.274,0.048660198,7.933333308,1.250478774,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.47
ram_samp_133,52.468993,-3.143635,15,1,1.274,0.049944905,7.933333308,1.246852237,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.34
ram_samp_134,52.468993,-3.143635,15,1,1.274,0.045794597,7.933333308,1.246981142,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.98
ram_samp_135,52.468993,-3.143635,15,1,1.274,0.050025154,7.933333308,1.196231923,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.98
ram_samp_136,52.468993,-3.143635,15,1,1.274,0.047607423,7.933333308,1.223605095,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.43
ram_samp_137,52.468993,-3.143635,15,1,1.274,0.047401321,7.933333308,1.222984426,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.76
ram_samp_138,52.468993,-3.143635,15,1,1.274,0.04841508,7.933333308,1.248794553,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.88
ram_samp_139,52.468993,-3.143635,15,1,1.274,0.049043324,7.933333308,1.227845364,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.23
ram_samp_140,52.468993,-3.143635,15,1,1.274,0.050439672,7.933333308,1.221147619,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.12
ram_samp_141,52.468993,-3.143635,15,1,1.274,0.046320014,7.933333308,1.182534388,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.86
ram_samp_142,52.468993,-3.143635,15,1,1.274,0.049705704,7.933333308,1.241785544,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.48
ram_samp_143,52.468993,-3.143635,15,1,1.274,0.046846013,7.933333308,1.277500235,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.61
ram_samp_144,52.468993,-3.143635,15,1,1.274,0.047750836,7.933333308,1.241700198,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.09
ram_samp_145,52.468993,-3.143635,15,1,1.274,0.048748385,7.933333308,1.207056165,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.93
ram_samp_146,52.468993,-3.143635,15,1,1.274,0.049169806,7.933333308,1.2877493,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.7
ram_samp_147,52.468993,-3.143635,15,1,1.274,0.0473627,7.933333308,1.268637672,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.33
ram_samp_148,52.468993,-3.143635,15,1,1.274,0.048938518,7.933333308,1.268779224,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.78
ram_samp_149,52.468993,-3.143635,15,1,1.274,0.047956193,7.933333308,1.20990451,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.41
ram_samp_150,52.468993,-3.143635,15,1,1.274,0.04818806,7.933333308,1.179429293,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.48
ram_samp_151,52.468993,-3.143635,15,1,1.274,0.048369926,7.933333308,1.263044319,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.35
ram_samp_152,52.468993,-3.143635,15,1,1.274,0.047843175,7.933333308,1.249156871,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.67
ram_samp_153,52.468993,-3.143635,15,1,1.274,0.048267885,7.933333308,1.246134866,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.91
ram_samp_154,52.468993,-3.143635,15,1,1.274,0.048884197,7.933333308,1.232214532,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.98
ram_samp_155,52.468993,-3.143635,15,1,1.274,0.048287613,7.933333308,1.25044011,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.84
ram_samp_156,52.468993,-3.143635,15,1,1.274,0.049363859,7.933333308,1.281213184,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.93
ram_samp_157,52.468993,-3.143635,15,1,1.274,0.047723683,7.933333308,1.256945219,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.44
ram_samp_158,52.468993,-3.143635,15,1,1.274,0.05031088,7.933333308,1.280155339,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.23
ram_samp_159,52.468993,-3.143635,15,1,1.274,0.047336437,7.933333308,1.285437008,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.78
ram_samp_160,52.468993,-3.143635,15,1,1.274,0.047493928,7.933333308,1.221692418,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.55
ram_samp_161,52.468993,-3.143635,15,1,1.274,0.048253638,7.933333308,1.245551926,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.51
ram_samp_162,52.468993,-3.143635,15,1,1.274,0.047720454,7.933333308,1.219866704,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.85
ram_samp_163,52.468993,-3.143635,15,1,1.274,0.04814373,7.933333308,1.210865634,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.78
ram_samp_164,52.468993,-3.143635,15,1,1.274,0.049179594,7.933333308,1.26166459,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.09
ram_samp_165,52.468993,-3.143635,15,1,1.274,0.049325809,7.933333308,1.248119228,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.95
ram_samp_166,52.468993,-3.143635,15,1,1.274,0.049414777,7.933333308,1.251371662,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.36
ram_samp_167,52.468993,-3.143635,15,1,1.274,0.048048966,7.933333308,1.228796204,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.7
ram_samp_168,52.468993,-3.143635,15,1,1.274,0.048240813,7.933333308,1.208731055,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.75
ram_samp_169,52.468993,-3.143635,15,1,1.274,0.047643186,7.933333308,1.257190091,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.61
ram_samp_170,52.468993,-3.143635,15,1,1.274,0.050320608,7.933333308,1.237798422,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.42
ram_samp_171,52.468993,-3.143635,15,1,1.274,0.049300138,7.933333308,1.267791684,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.81
ram_samp_172,52.468993,-3.143635,15,1,1.274,0.048745295,7.933333308,1.286137282,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.33
ram_samp_173,52.468993,-3.143635,15,1,1.274,0.049582942,7.933333308,1.294205135,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.67
ram_samp_174,52.468993,-3.143635,15,1,1.274,0.051095739,7.933333308,1.265200499,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.11
ram_samp_175,52.468993,-3.143635,15,1,1.274,0.048024598,7.933333308,1.261738915,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.6
ram_samp_176,52.468993,-3.143635,15,1,1.274,0.049561908,7.933333308,1.252800377,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.31
ram_samp_177,52.468993,-3.143635,15,1,1.274,0.049250018,7.933333308,1.282260037,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.6
ram_samp_178,52.468993,-3.143635,15,1,1.274,0.048953332,7.933333308,1.224139253,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.96
ram_samp_179,52.468993,-3.143635,15,1,1.274,0.047017515,7.933333308,1.260594138,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.26
ram_samp_180,52.468993,-3.143635,15,1,1.274,0.047111138,7.933333308,1.240506242,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.6
ram_samp_181,52.468993,-3.143635,15,1,1.274,0.048145938,7.933333308,1.25910917,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.31
ram_samp_182,52.468993,-3.143635,15,1,1.274,0.047915147,7.933333308,1.220917176,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.98
ram_samp_183,52.468993,-3.143635,15,1,1.274,0.04783198,7.933333308,1.23756847,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.46
ram_samp_184,52.468993,-3.143635,15,1,1.274,0.048092546,7.933333308,1.252683811,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.72
ram_samp_185,52.468993,-3.143635,15,1,1.274,0.047883172,7.933333308,1.279301782,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.23
ram_samp_186,52.468993,-3.143635,15,1,1.274,0.049689647,7.933333308,1.242794635,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.24
ram_samp_187,52.468993,-3.143635,15,1,1.274,0.048223094,7.933333308,1.18988295,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.46
ram_samp_188,52.468993,-3.143635,15,1,1.274,0.047353461,7.933333308,1.267976297,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.17
ram_samp_189,52.468993,-3.143635,15,1,1.274,0.048505267,7.933333308,1.228034646,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.9
ram_samp_190,52.468993,-3.143635,15,1,1.274,0.049086173,7.933333308,1.281940675,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.19
ram_samp_191,52.468993,-3.143635,15,1,1.274,0.048673634,7.933333308,1.297558979,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.07
ram_samp_192,52.468993,-3.143635,15,1,1.274,0.049203127,7.933333308,1.273299272,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.2
ram_samp_193,52.468993,-3.143635,15,1,1.274,0.049159605,7.933333308,1.27783545,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.9
ram_samp_194,52.468993,-3.143635,15,1,1.274,0.048670782,7.933333308,1.265515913,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.62
ram_samp_195,52.468993,-3.143635,15,1,1.274,0.045904313,7.933333308,1.246124661,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.2
ram_samp_196,52.468993,-3.143635,15,1,1.274,0.047708047,7.933333308,1.262577057,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.97
ram_samp_197,52.468993,-3.143635,15,1,1.274,0.048764342,7.933333308,1.243306588,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.67
ram_samp_198,52.468993,-3.143635,15,1,1.274,0.049497664,7.933333308,1.247084051,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,7.76
ram_samp_199,52.468993,-3.143635,15,1,1.274,0.048538549,7.933333308,1.202079632,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.69
ram_samp_200,52.468993,-3.143635,15,1,1.274,0.047141263,7.933333308,1.264621808,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.51
ram_samp_201,52.468993,-3.143635,15,1,1.274,0.047547831,7.933333308,1.258633668,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.03
ram_samp_202,52.468993,-3.143635,15,1,1.274,0.047541749,7.933333308,1.273469081,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.49
ram_samp_203,52.468993,-3.143635,15,1,1.274,0.047786617,7.933333308,1.254296142,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.96
ram_samp_204,52.468993,-3.143635,15,1,1.274,0.049451418,7.933333308,1.22880244,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.8
ram_samp_205,52.468993,-3.143635,15,1,1.274,0.048009541,7.933333308,1.278424583,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.6
ram_samp_206,52.468993,-3.143635,15,1,1.274,0.048228229,7.933333308,1.163195885,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.42
ram_samp_207,52.468993,-3.143635,15,1,1.274,0.04980333,7.933333308,1.267673499,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.56
ram_samp_208,52.468993,-3.143635,15,1,1.274,0.047976077,7.933333308,1.225092401,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,6.57
ram_samp_209,52.468993,-3.143635,15,1,1.274,0.047510968,7.933333308,1.259395569,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.04
ram_samp_210,52.468993,-3.143635,15,1,1.274,0.048388166,7.933333308,1.30100159,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.2
ram_samp_211,52.468993,-3.143635,15,1,1.274,0.047894763,7.933333308,1.241579475,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.32
ram_samp_212,52.468993,-3.143635,15,1,1.274,0.047684891,7.933333308,1.230672887,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.16
ram_samp_213,52.468993,-3.143635,15,1,1.274,0.048027331,7.933333308,1.263994028,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.44
ram_samp_214,52.468993,-3.143635,15,1,1.274,0.046871359,7.933333308,1.207918529,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.38
ram_samp_215,52.468993,-3.143635,15,1,1.274,0.049377564,7.933333308,1.217306481,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.13
ram_samp_216,52.468993,-3.143635,15,1,1.274,0.047748737,7.933333308,1.22206476,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.05
ram_samp_217,52.468993,-3.143635,15,1,1.274,0.048596154,7.933333308,1.281381247,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.85
ram_samp_218,52.468993,-3.143635,15,1,1.274,0.049481832,7.933333308,1.230873895,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,2.95
ram_samp_219,52.468993,-3.143635,15,1,1.274,0.048838995,7.933333308,1.227700404,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,3.75
ram_samp_220,52.468993,-3.143635,15,1,1.274,0.049228557,7.933333308,1.225006969,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.36
ram_samp_221,52.468993,-3.143635,15,1,1.274,0.048205378,7.933333308,1.22856432,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.65
ram_samp_222,52.468993,-3.143635,15,1,1.274,0.049194866,7.933333308,1.24625961,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,5.37
ram_samp_223,52.468993,-3.143635,15,1,1.274,0.047661419,7.933333308,1.231185268,25.2582045,415.2563946,7.183333176,1.863000035,0.648999989,0.871110439,4.14
