"","other","Mortierella","Solicoccozyma","Saitozyma","Umbelopsis","Russula","Trichoderma","Penicillium","Cortinarius","Inocybe","Sebacina","Lactarius","Cladophialophora","Tomentella","Mycena","Cenococcum"
"1",0.414656154092154,0.145639760155497,0.0504482563937937,0.0259097187158722,0.0466723024987371,0.0605367818314059,0.020034290082186,0.020781997224185,0.0265511576477827,0.0362464155402905,0.0208832741209677,0.0230999524740834,0.0245500469290409,0.0343594247503426,0.0246942882182939,0.024936179325367
"2",0.423895845954319,0.127087003144208,0.0501873758006781,0.0273316188015066,0.0489826720792584,0.0605651403193945,0.0200689745171246,0.0222096087619042,0.0302419936097962,0.0271002652636763,0.0218064449211917,0.0244938722857489,0.0265214425322711,0.0338764840530838,0.0276424033974293,0.0279888545584089
"3",0.427370227852123,0.105327008072485,0.0389841620924836,0.0250575140665565,0.0786784242870833,0.0438077870059816,0.0192548340258748,0.0224238595172254,0.0572758671543344,0.0190878956123345,0.0134003023456619,0.0297658043180253,0.0299746267459751,0.0286520691519392,0.0282753097765367,0.0326643079753805
"4",0.452925502343799,0.10110454044681,0.0377507595520027,0.0262650807809094,0.0328723068431159,0.0442460209498955,0.0191283058616351,0.0240993331289685,0.0287181040916351,0.0405312732854311,0.033983902867744,0.0212611041986445,0.0275549730662555,0.0478853954375236,0.0302095003851138,0.0314638967605166
"5",0.394561318317554,0.0650975844473765,0.0214250350971142,0.0159896271141248,0.0221144665650668,0.0701124996742339,0.0155720201106965,0.0182310584622707,0.0363759252034796,0.13933233929005,0.0474608301302584,0.0207919585860383,0.017483818197814,0.0717937164749243,0.0174014172329105,0.0262563850960868
"6",0.438033610846041,0.0938013678403679,0.042075560089102,0.0262252661214505,0.0324639942275529,0.0742483238078942,0.0200747327997187,0.023156819078733,0.0281067480952613,0.0352043212638491,0.0359880433408458,0.0266752753118586,0.0218102581192939,0.0442918657132658,0.0259433168101439,0.0319004965346213
"7",0.41387597437149,0.0887776900338382,0.0346741137056253,0.0213560582785262,0.0381058380744186,0.0872622543509893,0.0181801667962797,0.019978075604892,0.0384486814626699,0.0608969526335006,0.0306221181911537,0.0274283451349304,0.0201197658653811,0.0494962254300624,0.0212771856028387,0.0295005544634034
"8",0.375888338156489,0.0569831367854373,0.0166700864862447,0.0154141236034756,0.0172595504833576,0.060858143213414,0.0140778266747849,0.0169556985285164,0.030760677782699,0.181938809432348,0.0502750785994117,0.0180401809155377,0.0166126803720962,0.0844341361500999,0.0172525449649564,0.0265789878511319
"9",0.44347438627051,0.0879764176895068,0.0343197467731004,0.0256983669281778,0.0645818058244303,0.0422525808362746,0.0187455672086262,0.024279970867561,0.0539033015664424,0.023435320887761,0.0178174245747036,0.0278341243865422,0.0320117795054907,0.0364773198169098,0.0316177766901451,0.0355741101738174
"10",0.446380239980933,0.0694531640695391,0.0221647353983449,0.0224953068696024,0.0223686209429858,0.0364206982672243,0.0163087539769394,0.0228597708728633,0.0308230332177134,0.0811990224300372,0.046554294472618,0.017822841495193,0.0268882454930792,0.0743958599449066,0.0295745593338237,0.0342908532341971
"11",0.416940037569556,0.082282901145309,0.0282942336229971,0.020953404683984,0.0394249783951551,0.0781640496626931,0.0178130955011168,0.0197763852512237,0.0428874340924338,0.0707664291822441,0.0279060933117336,0.0274832810115914,0.0209118783993025,0.0538226310393998,0.0214307241124565,0.0311424430188031
"12",0.415797147546455,0.0866647677923133,0.0294958624526832,0.0213414476775198,0.0340908550123564,0.0794408733978616,0.0180164026739074,0.0196967948464767,0.0356620970040612,0.0762066548055833,0.031245963313821,0.0257540338861229,0.02016921853817,0.0554251406076713,0.0211851663646824,0.0298075740803144
"13",0.379752290278288,0.0601098758288639,0.0170974112500509,0.0149942279463754,0.013693821325611,0.0492119937306712,0.0144317878766157,0.0176352302808504,0.023813217878095,0.193160322786081,0.0595553320268804,0.0159521312708705,0.0159734112295161,0.0839947909061707,0.0166303693583519,0.0239937860267078
"14",0.400242088261729,0.0480396439221593,0.012126879283584,0.0141806778404764,0.0178085074171208,0.0285526338704061,0.0132404434440639,0.0190201305419513,0.0425510686835347,0.177079159700698,0.0498835915153222,0.0147500960346799,0.0226476724267547,0.0911732468835512,0.0204998852334273,0.0282042749405415
"15",0.350044750838179,0.0472528255880004,0.0131285120082406,0.0130266050480859,0.0130002535951785,0.0538927981311972,0.0126375458903913,0.0156135416183717,0.0285160518901343,0.23317431937715,0.0582653462571764,0.015294232029315,0.014910948931778,0.0922423429793715,0.0150710586550857,0.0239288671623447
"16",0.354689048128564,0.0467526018133593,0.0139797675725552,0.0133018785987016,0.0123029068104118,0.0518043269290692,0.0126084734365984,0.0162344001533505,0.0266702810782598,0.223237672657395,0.0642859993540312,0.015048441997913,0.0150834642150883,0.0938836439884134,0.0158268206089254,0.0242902726573633
"17",0.373704142967491,0.0590707990130564,0.0191338274693658,0.0152760503948905,0.0150723171023599,0.068528103810169,0.0144991736058283,0.0172931724818319,0.0264198407830467,0.174435743673519,0.0609661727909669,0.0171489727565128,0.0158769480290511,0.081822454443599,0.0165710215873787,0.0241812590909329
"18",0.350898835358722,0.0549473170590438,0.0170769192797788,0.0134384868320754,0.0133928130623078,0.0668194457898008,0.013263517046677,0.0156945170816609,0.0260062901419286,0.214338510450032,0.0623597203633189,0.015762043603329,0.0143421003594603,0.0846914557099021,0.0146945124667811,0.022273515395182
"19",0.425722674821815,0.0948071966441975,0.0264336432545493,0.0182654415940429,0.0273017089117402,0.0456960054733017,0.0175831990989657,0.0204001560141421,0.0331318613083492,0.107773722128686,0.0379740715187787,0.0182187194078676,0.0230238593285115,0.0592734217595476,0.0204362215207063,0.0239580972147983
"20",0.36188076622335,0.0567935335464612,0.0169945511533849,0.0141579283814595,0.0131356641588897,0.059722786186912,0.0138016749707481,0.016530504379243,0.0241316313600585,0.206536258617556,0.062437099034999,0.0156078512927799,0.0149997274070515,0.0850719052677189,0.0154699507752024,0.0227281672441855
"21",0.380686434216466,0.0534033739571442,0.0177860555824671,0.0151413466870484,0.0158248691145799,0.0652684545855225,0.0143633872992494,0.0178714866507154,0.0307396942308135,0.165655037683989,0.0614085054397196,0.0177865140613214,0.0166725892404901,0.0842294736460637,0.0172766871880511,0.0258860904163584
"22",0.400498684468598,0.111879193668759,0.0475159699047496,0.024819434677306,0.0413885141555498,0.102678267702703,0.0192677634814303,0.0196540460616073,0.0287054591212318,0.0406148629697027,0.0259118817518121,0.0281505108657251,0.0195614848483495,0.0393473172390973,0.0221533206752377,0.0278532884081406
"23",0.409218467765896,0.0911970811948474,0.0355911572472105,0.0218985568456646,0.0323136432570275,0.0954503094929696,0.0185446753214826,0.0199619508869697,0.0309976325162568,0.0652378594663252,0.0348993428915443,0.0253759894661531,0.0195059510976674,0.0513006906100917,0.0208885841380418,0.0276181078018512
"24",0.429855061774954,0.0269598483900184,0.0257216641722014,0.0261849704120374,0.0139807609585868,0.249346218286445,0.0274692942032362,0.0221509988002351,0.00905001296445578,0.0238713711621034,0.0380299930853833,0.0159431270499457,0.0191921553793837,0.0443625018551116,0.0149304997198271,0.0129515217860761
