"","other","Saprotroph","Ectomycorrhizal","Wood_Saprotroph","Animal_Pathogen","Plant_Pathogen"
"1",0.179121154788894,0.354067276670319,0.314569650182373,0.0847122780970502,0.0308759614191809,0.0366536788421821
"2",0.16694091725865,0.319775847838148,0.368139857514405,0.0860431835105317,0.0279916630382823,0.0311085308399829
"3",0.158668331751319,0.307843070239882,0.409655757529983,0.076135146108827,0.0233624050592231,0.0243352893107659
"4",0.126383260619985,0.265337543381868,0.477011148630494,0.0825797909421381,0.0222207831505438,0.026467473274971
"5",0.0763579728661293,0.152756246454328,0.701637210662806,0.0370470787261659,0.0163469089977242,0.0158545822928462
"6",0.134990346697147,0.258876765420362,0.476845041512185,0.075911539569044,0.0258908405548132,0.0274854662464491
"7",0.119780552983389,0.225796734511707,0.554993525964656,0.053587495253635,0.0232005634363563,0.0226411278502572
"8",0.0619512264790026,0.139720966047941,0.736057797784722,0.0337718248765422,0.0137378263890717,0.0147603584227204
"9",0.129064315894322,0.263415912652966,0.491493055972787,0.0749966423922,0.0197047051692404,0.0213253679184835
"10",0.0728382803854783,0.174536311956087,0.665813702049344,0.0563409553329684,0.013650991459993,0.0168197588161293
"11",0.107378216506706,0.220644883316064,0.580595933327381,0.0496028210826839,0.0206158361889446,0.0211623095782202
"12",0.111430146866485,0.231645917913255,0.558356658827514,0.0530304860314705,0.0220646840318474,0.023472106329428
"13",0.072649661831798,0.166802421970107,0.681676557600949,0.0428684937543076,0.0165891067234622,0.0194137581193757
"14",0.0448836359367099,0.108230649258016,0.797630171285587,0.0307347926662906,0.00879025586936773,0.00973049498402837
"15",0.0495217535857959,0.11305164470187,0.785873723592223,0.0280125806976722,0.0114594376750811,0.012080859747358
"16",0.0499018070539416,0.11215613165206,0.784156845262254,0.02983199653097,0.0115807245958677,0.0123724949049074
"17",0.0663728059840492,0.138673161097178,0.728080543629919,0.0361291077697993,0.0152291357621856,0.015515245756869
"18",0.0600409288845754,0.124165396626597,0.756721806440587,0.0310216251828309,0.0140813682692725,0.0139688745961372
"19",0.111319879668054,0.233529578800699,0.552084599546471,0.0580659825690074,0.021274779025912,0.023725180389856
