"","other","Mortierellaceae","Piskurozymaceae","Trimorphomycetaceae","Umbelopsidaceae","Russulaceae","Hypocreaceae","Aspergillaceae","Herpotrichiellaceae","Clavulinaceae","Chaetomiaceae","Atheliaceae","Cortinariaceae","Inocybaceae","Sebacinaceae","Helotiaceae","Thelephoraceae","Tricholomataceae","Pyronemataceae","Gloniaceae","Helotiales_fam_Incertae_sedis"
"1",0.254548245404394,0.14414975496991,0.0484015563813733,0.0246381317898252,0.0455592187203612,0.0757284994812874,0.0191439902526163,0.0193643166299579,0.0274926206293358,0.0184051259643782,0.0199795521230808,0.0407183248298145,0.0257685608927906,0.0370134013544681,0.0204649213298445,0.0265814306059027,0.049120766291956,0.0281391290735762,0.0236333604871391,0.0239127178360837,0.0272363749519052
"2",0.252280852902491,0.125023786866894,0.046906736799864,0.0254912004347565,0.0474297846238296,0.0767731035837684,0.0187663621050137,0.0205555333072084,0.0316143652203652,0.0216831971001266,0.0174329923973974,0.0566174290926941,0.0292798363896656,0.0270673835342764,0.0204523892994973,0.0291489663220612,0.0469820135780604,0.0322149526473176,0.0238538797273172,0.0265918964848468,0.0238333375825488
"3",0.243886287124308,0.102600302713001,0.0356172386266031,0.0225861793846941,0.0738853961811686,0.0551688948403021,0.017240763327155,0.0200466681230221,0.0413469437363753,0.0206949676292949,0.0115045720706182,0.0910630025922518,0.0572093255192864,0.0180301548818007,0.0118234589623709,0.0388450187919402,0.0348212301975972,0.0348935843494827,0.0207377703430364,0.0299903508931987,0.0180078897124924
"4",0.262460919058832,0.099476257581431,0.0340544706271787,0.0240378733435112,0.0316388324713332,0.0534337856168054,0.0174632003530821,0.0220346028310925,0.0339152829674372,0.0293602216425262,0.0174827062649467,0.0625849986805444,0.0267227264350871,0.0406143250841784,0.0337162439309259,0.0247350106549735,0.0667185216107126,0.0387647200984459,0.028389913050923,0.0297594471473434,0.0226359405486895
"5",0.236435118248945,0.063534690914322,0.0204847497659127,0.0150050528914011,0.020758694078205,0.0852740404813179,0.0146687906684068,0.0169750711470438,0.0231744412188606,0.0216760634333174,0.015594231422918,0.0241973965951588,0.0355776975005192,0.136644422980474,0.0500820542146044,0.0166795484145589,0.109088920807935,0.0235124493564604,0.0286465968577773,0.0245633896129355,0.0174265793889267
"6",0.266521559295206,0.0935339527639669,0.0403242061413359,0.0250802798690987,0.031750766767292,0.092265355395031,0.0193198876929088,0.022189767497017,0.0303373412546581,0.0272151276856529,0.0167473842322308,0.0402086758867871,0.0286256374474971,0.0351603832237796,0.0375582572935654,0.0222586827867841,0.0594149180567535,0.0343207864852371,0.0277101697816283,0.0312814336482754,0.0181754267952943
"7",0.253198296113629,0.0879930671659778,0.0338891312553181,0.0204208986086036,0.0366174947222318,0.111506693001765,0.0175004859858637,0.0188929047094469,0.0270479097393389,0.0208033060224869,0.0156817850416863,0.0328842648742048,0.039770459097162,0.0602521059604018,0.0309555902349125,0.022449061315189,0.0700217431362326,0.0272467707563405,0.0261576389317274,0.0283206916976435,0.0183897016298384
"8",0.222330095680207,0.0552866177818811,0.0155395893526572,0.0142562943510337,0.0160226101757447,0.0720363354752147,0.0130552668335801,0.0154615386264972,0.0211534911987886,0.0220302699630405,0.0147668122798078,0.0208785644674655,0.0298800035400535,0.180728432647482,0.0543696767246989,0.012669891891002,0.127923381565218,0.0236940243080326,0.0273206296032354,0.0247546664718045,0.0158418070625557
"9",0.24768127254298,0.085496462759082,0.0305256978123871,0.0228136902510997,0.0603898854129264,0.051733882583283,0.0164963273123267,0.0215316384735312,0.0450376371294825,0.0255700992719424,0.0115190772049288,0.0969492888796225,0.052969181388499,0.0222060646190071,0.0159807346377725,0.0342540811254586,0.0446364021225882,0.0406888115125729,0.0237009677350948,0.0325888859467546,0.0172299112786595
"10",0.248775983836436,0.0675945305141353,0.0191298300976315,0.0199390005613201,0.0209657859245693,0.0426746959559686,0.014347966634791,0.020255470989997,0.0333168894527357,0.0343653349707908,0.0152796625096614,0.0608037488136927,0.0280145879773044,0.0810993618516586,0.0469499037419603,0.0184770099025759,0.106513490197446,0.0406831307493185,0.0300375006292545,0.0316984481515189,0.0190776665372327
"11",0.256093911558917,0.0824398850890244,0.027699386434399,0.0200900059676015,0.0379582204386262,0.0992095370154777,0.0171432511064603,0.0186569382605695,0.0290454745802804,0.0210731552163581,0.0145663163680454,0.033406003448777,0.045588051631915,0.0708103935386511,0.0287525149641397,0.0214777296749614,0.0747105185552772,0.0284224505676851,0.025567780867137,0.0300561225528553,0.0172323521628417
"12",0.256673238223198,0.0865282252949598,0.0288290675805251,0.0205086148787669,0.032873717269605,0.0995363461750648,0.0174104450573328,0.0186143976781309,0.0269022422371719,0.0212213530335809,0.0160293262672651,0.0290935796443892,0.0373119202720714,0.076906331301041,0.0328007195267197,0.019567807978079,0.0783063229395035,0.0277157608478473,0.0260579174612824,0.0288540188882213,0.018258647445244
"13",0.225982399917062,0.0579983290873892,0.0159093308218868,0.0138835755999294,0.0127341368755341,0.0547227936719495,0.0133970194040528,0.0161143376486729,0.0200081669736894,0.022550911658896,0.0168531079735894,0.0169232169516613,0.0222595843278047,0.192269705633703,0.068408005910372,0.0114991345786939,0.126068851176713,0.0232268866822644,0.0294937080145772,0.0223702013809704,0.0173265957105883
"14",0.220651287186092,0.0463284505198116,0.0105355688335578,0.012437905984485,0.0162501309259233,0.0326944179368825,0.0114672702371736,0.0166616350359862,0.0295271066395752,0.0283638362438026,0.012678885301398,0.0459948574815448,0.0378774553733881,0.171966713001221,0.050818063601049,0.0164900830048986,0.138326895843689,0.0297751776596979,0.0293133642117689,0.0251739354871182,0.0166669594909366
"15",0.203360001841316,0.0451517947259254,0.012023637839567,0.0118569860720193,0.0118578669022143,0.0621640174759946,0.0115218208857687,0.0140677380171197,0.018857200702977,0.0214078951813533,0.0138565230607271,0.0176219695325477,0.0268126856133777,0.228322371141735,0.0632699463632493,0.0106932929412978,0.143078887083147,0.0209606924949308,0.0267504797156313,0.0218636821937213,0.0145005102153791
"16",0.204424920660498,0.0445226723026178,0.0126874443035115,0.0120351113002609,0.0112169330922122,0.0589385405302035,0.0114253142251614,0.014577705714902,0.0190026837173288,0.0227637490343881,0.0142181767283982,0.0182964915837157,0.0246342644855458,0.217896044508125,0.0703081007232596,0.0106269510183576,0.144959281311828,0.0221873779078063,0.0283485080032544,0.0221654268166718,0.0147643020319538
