"";"siteID";"study_id";"plotID";"sampleID";"pH";"pC";"cn";"deprecatedVialID";"relEM";"map";"mat";"ndep.glob";"NPP";"forest"
"STER_033-M-33-4-20140723";"STER";200;"STER_033";"STER_033-M-33-4-20140723";7.89;0.94;13.4;"STER.033.M.33.4.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_034-M-19-30-20140723";"STER";200;"STER_034";"STER_034-M-19-30-20140723";8.19;1.33;14.8;"STER.034.M.19.30.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_035-M-33-17-20140723";"STER";200;"STER_035";"STER_035-M-33-17-20140723";8.17;0.53;6.6;"STER.035.M.33.17.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"TALL_001-M-2-23-20140903";"TALL";200;"TALL_001";"TALL_001-M-2-23-20140903";4.85;2.56468511455211;28.8125383201966;"TALL.001.21.M.2.23";-0.319785761001538;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_001-M-28-23-20140903";"TALL";200;"TALL_001";"TALL_001-M-28-23-20140903";4.63;2.56468511455211;28.8125383201966;"TALL.001.41.M.38.23";-0.319785761001538;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_001-O-2-23-20140903";"TALL";200;"TALL_001";"TALL_001-O-2-23-20140903";4.59;2.56468511455211;28.8125383201966;"TALL.001.21.O.2.23";-0.319785761001538;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_001-O-27-7-20140903";"TALL";200;"TALL_001";"TALL_001-O-27-7-20140903";3.45;2.56468511455211;28.8125383201966;"TALL.001.23.O.27.7";-0.319785761001538;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_001-O-28-23-20140903";"TALL";200;"TALL_001";"TALL_001-O-28-23-20140903";4.73;2.56468511455211;28.8125383201966;"TALL.001.41.O.38.23";-0.319785761001538;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_002-M-36-24-20140903";"TALL";200;"TALL_002";"TALL_002-M-36-24-20140903";4.99;2.09514982449197;27.6629139038208;"TALL.002.41.M.36.24";0.649055146335076;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_002-M-8-40-20140903";"TALL";200;"TALL_002";"TALL_002-M-8-40-20140903";5.24;2.09514982449197;27.6629139038208;"TALL.002.39.M.8.40";0.649055146335076;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_002-M-8-8-20140903";"TALL";200;"TALL_002";"TALL_002-M-8-8-20140903";5.36;2.09514982449197;27.6629139038208;"TALL.002.21.M.8.8";0.649055146335076;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_002-O-36-24-20140903";"TALL";200;"TALL_002";"TALL_002-O-36-24-20140903";5.39454103113431;2.09514982449197;27.6629139038208;"TALL.002.41.O.36.24";0.649055146335076;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_004-M-16-36-20140903";"TALL";200;"TALL_004";"TALL_004-M-16-36-20140903";5.03;1.37358007938526;28.9529895851623;"TALL.004.39.M.16.36";6.38865056530108;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_004-M-34-40-20140903";"TALL";200;"TALL_004";"TALL_004-M-34-40-20140903";4.43;1.37358007938526;28.9529895851623;"TALL.004.41.M.34.40";6.38865056530108;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_004-M-38-6-20140903";"TALL";200;"TALL_004";"TALL_004-M-38-6-20140903";5.04;1.37358007938526;28.9529895851623;"TALL.004.23.M.38.6";6.38865056530108;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_006-M-14-30-20140903";"TALL";200;"TALL_006";"TALL_006-M-14-30-20140903";5.58;2.21800035595807;26.2131871026333;"TALL.006.39.M.14.30";0.543152592562644;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_006-M-14-6-20140903";"TALL";200;"TALL_006";"TALL_006-M-14-6-20140903";5.19;2.21800035595807;26.2131871026333;"TALL.006.21.M.14.6";0.543152592562644;1.452;16.929166716213;6.596601;0.644999980926514;1
"TALL_006-M-26-35-20140903";"TALL";200;"TALL_006";"TALL_006-M-26-35-20140903";5.55;2.21800035595807;26.2131871026333;"TALL.006.41.M.26.35";0.543152592562644;1.452;16.929166716213;6.596601;0.644999980926514;1
"UNDE_001-M-22-32-20140708";"UNDE";200;"UNDE_001";"UNDE_001-M-22-32-20140708";4.85335447225561;4.92;25.9;"UNDE.001.41.22.32.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_001-M-7-0-20140708";"UNDE";200;"UNDE_001";"UNDE_001-M-7-0-20140708";4.85335447225561;2.53;16.9;"UNDE.001.21.7.0.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_001-O-30-37-20140708";"UNDE";200;"UNDE_001";"UNDE_001-O-30-37-20140708";4.85335447225561;28.36;15.6;"UNDE.001.41.30.37.20140708.O";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_006-M-10-34-20140707";"UNDE";200;"UNDE_006";"UNDE_006-M-10-34-20140707";5.49356315198928;2.38;14;"UNDE.006.39.10.34.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_006-M-25-6-20140707";"UNDE";200;"UNDE_006";"UNDE_006-M-25-6-20140707";5.49356315198928;0.94;8.5;"UNDE.006.23.25.6.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_006-M-9-4-20140707";"UNDE";200;"UNDE_006";"UNDE_006-M-9-4-20140707";5.49356315198928;3.89;16.9;"UNDE.006.21.9.4.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_007-M-33-2-20140710";"UNDE";200;"UNDE_007";"UNDE_007-M-33-2-20140710";5.1897496675136;2.66;12.7;"UNDE.007.23.33.2.20140710.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_007-M-4-9-20140710";"UNDE";200;"UNDE_007";"UNDE_007-M-4-9-20140710";5.1897496675136;2.97;13.5;"UNDE.007.21.4.9.20140710.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_008-M-15-7-20140707";"UNDE";200;"UNDE_008";"UNDE_008-M-15-7-20140707";5.08926170271134;0.88;11;"UNDE.008.21.15.7.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_008-M-33-11-20140707";"UNDE";200;"UNDE_008";"UNDE_008-M-33-11-20140707";5.08926170271134;2;12.5;"UNDE.008.23.33.11.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_008-M-4-7-20140707";"UNDE";200;"UNDE_008";"UNDE_008-M-4-7-20140707";5.08926170271134;1.66;12.8;"UNDE.008.21.4.7.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_013-M-2-0-20140708";"UNDE";200;"UNDE_013";"UNDE_013-M-2-0-20140708";5.1897496675136;1.68;12.9;"UNDE.013.21.2.0.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_013-M-39-30-20140708";"UNDE";200;"UNDE_013";"UNDE_013-M-39-30-20140708";5.1897496675136;1.59;11.4;"UNDE.013.41.39.30.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_013-M-8-11-20140708";"UNDE";200;"UNDE_013";"UNDE_013-M-8-11-20140708";5.1897496675136;0.84;9.3;"UNDE.013.21.8.11.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_014-M-36-16-20140711";"UNDE";200;"UNDE_014";"UNDE_014-M-36-16-20140711";5.1897496675136;0.9;8.2;"UNDE.014.23.36.16.20140711.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_014-M-6-12-20140711";"UNDE";200;"UNDE_014";"UNDE_014-M-6-12-20140711";5.1897496675136;2.3;12.1;"UNDE.014.21.6.12.20140711.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_017-M-0-30-20140707";"UNDE";200;"UNDE_017";"UNDE_017-M-0-30-20140707";5.15613943118704;2.8;20;"UNDE.017.39.0.30.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_017-M-23-38-20140707";"UNDE";200;"UNDE_017";"UNDE_017-M-23-38-20140707";5.15613943118704;1.84008143740442;13.0480935693821;"UNDE.017.41.23.38.20140707.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_019-M-23-30-20140708";"UNDE";200;"UNDE_019";"UNDE_019-M-23-30-20140708";5.1897496675136;2.28;13.4;"UNDE.019.41.23.30.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_019-M-30-38-20140708";"UNDE";200;"UNDE_019";"UNDE_019-M-30-38-20140708";5.1897496675136;2.17;12.1;"UNDE.019.41.30.38.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_019-M-33-4-20140708";"UNDE";200;"UNDE_019";"UNDE_019-M-33-4-20140708";5.1897496675136;1.97;14.1;"UNDE.019.23.33.4.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_027-M-19-30-20140708";"UNDE";200;"UNDE_027";"UNDE_027-M-19-30-20140708";5.1897496675136;1.26;10.5;"UNDE.027.39.19.30.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_027-M-23-8-20140708";"UNDE";200;"UNDE_027";"UNDE_027-M-23-8-20140708";5.1897496675136;1.11;9.3;"UNDE.027.21.23.8.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_027-M-31-3-20140708";"UNDE";200;"UNDE_027";"UNDE_027-M-31-3-20140708";5.1897496675136;1.42;12.9;"UNDE.027.23.31.3.20140708.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_032-M-2-27-20140708";"UNDE";200;"UNDE_032";"UNDE_032-M-2-27-20140708";5.1897496675136;2.68;13.4;"UNDE.032.39.2.27.20140709.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_034-M-28-34-20140715";"UNDE";200;"UNDE_034";"UNDE_034-M-28-34-20140715";5.1897496675136;1.32;9.4;"UNDE.034.41.28.34.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_034-M-35-0-20140715";"UNDE";200;"UNDE_034";"UNDE_034-M-35-0-20140715";5.1897496675136;1.33;8.9;"UNDE.034.23.35.0.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_034-M-37-20-20140715";"UNDE";200;"UNDE_034";"UNDE_034-M-37-20-20140715";5.1897496675136;1.3;7.2;"UNDE.034.41.37.20.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_035-M-1-23-20140715";"UNDE";200;"UNDE_035";"UNDE_035-M-1-23-20140715";5.1897496675136;1.21;10.1;"UNDE.035.39.1.23.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_035-M-13-1-20140715";"UNDE";200;"UNDE_035";"UNDE_035-M-13-1-20140715";5.1897496675136;2.89;17;"UNDE.035.21.13.1.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_035-M-6-13-20140715";"UNDE";200;"UNDE_035";"UNDE_035-M-6-13-20140715";5.1897496675136;1.62;12.5;"UNDE.035.21.6.13.20140715.M";0.160436978291956;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_037-M-25-17-20140710";"UNDE";200;"UNDE_037";"UNDE_037-M-25-17-20140710";5.1897496675136;1.36;12.4;"UNDE.037.23.25.17.20140710.M";-1.64273334121148;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_037-O-28-36-20140710";"UNDE";200;"UNDE_037";"UNDE_037-O-28-36-20140710";5.1897496675136;5.69;14.2;"UNDE.037.41.28.36.20140710.O";-1.64273334121148;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_037-O-9-7-20140710";"UNDE";200;"UNDE_037";"UNDE_037-O-9-7-20140710";5.1897496675136;34.1;21.7;"UNDE.037.21.9.7.20140710.O";-1.64273334121148;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_043-M-17-38-20140710";"UNDE";200;"UNDE_043";"UNDE_043-M-17-38-20140710";5.1897496675136;2.59;14.4;"UNDE.043.39.17.38.20140710.M";1.37827278803031;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_043-M-32-36-20140710";"UNDE";200;"UNDE_043";"UNDE_043-M-32-36-20140710";5.1897496675136;1.84;10.2;"UNDE.043.41.32.36.20140710.M";1.37827278803031;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_044-M-37-7-20140718";"UNDE";200;"UNDE_044";"UNDE_044-M-37-7-20140718";5.1897496675136;8.76;14.1;"UNDE.044.23.37.7.20140718.M";2.14108123464744;0.846;3.92916666467985;7.59196;0.575999975204468;1
"UNDE_044-O-37-7-20140718";"UNDE";200;"UNDE_044";"UNDE_044-O-37-7-20140718";5.1897496675136;27.28;13.1;"UNDE.044.23.37.7.20140718.O";2.14108123464744;0.846;3.92916666467985;7.59196;0.575999975204468;1
