"";"siteID";"study_id";"plotID";"sampleID";"pH";"pC";"cn";"deprecatedVialID";"relEM";"map";"mat";"ndep.glob";"NPP";"forest"
"HARV_034-M-31-3-20140717";"HARV";200;"HARV_034";"HARV_034-M-31-3-20140717";4.58623654932062;4.33;23.6;"HARV.034.23.31.3.M.20140717";2.30555297099366;1.105;7.47083342075348;8.907954;0.626999974250793;1
"HARV_034-O-19-30-20140717";"HARV";200;"HARV_034";"HARV_034-O-19-30-20140717";4.58623654932062;43.39;31.2;"HARV.034.39.19.30.O.20140717";2.30555297099366;1.105;7.47083342075348;8.907954;0.626999974250793;1
"HARV_035-M-33-17-20140716";"HARV";200;"HARV_035";"HARV_035-M-33-17-20140716";4.58623654932062;14.6049415325324;26.0736984186376;"HARV.035.23.33.17.M.20140716";1.6777596866024;1.105;7.47083342075348;8.907954;0.626999974250793;1
"HARV_035-O-18-37-20140717";"HARV";200;"HARV_035";"HARV_035-O-18-37-20140717";4.58623654932062;41.31;32.9;"HARV.035.39.18.37.O.20140717";1.6777596866024;1.105;7.47083342075348;8.907954;0.626999974250793;1
"JERC_001-M-1-6-20140805";"JERC";200;"JERC_001";"JERC_001-M-1-6-20140805";5.79;0.83;20.2;"JERC.001.M.6.1.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_001-M-17-34-20140710";"JERC";200;"JERC_001";"JERC_001-M-17-34-20140710";5.63820972822685;0.895187093206152;20.0262217410731;"JERC.001.39.M.17.34.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_001-M-29-2-20140710";"JERC";200;"JERC_001";"JERC_001-M-29-2-20140710";5.63820972822685;0.895187093206152;20.0262217410731;"JERC.001.23.M.29.2.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_001-M-7-5-20140805";"JERC";200;"JERC_001";"JERC_001-M-7-5-20140805";5.58;0.74;19.8;"JERC.001.M.7.5.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_001-M-9-17-20140805";"JERC";200;"JERC_001";"JERC_001-M-9-17-20140805";5.61;0.96;20.2;"JERC.001.M.9.17.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_002-M-11-0-20140805";"JERC";200;"JERC_002";"JERC_002-M-11-0-20140805";5.52;1.63;28.5;"JERC.002.M.11.0.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_002-M-12-7-20140710";"JERC";200;"JERC_002";"JERC_002-M-12-7-20140710";5.58907019431048;1.10395364950777;28.35620785363;"JERC.002.21.M.12.7.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_002-M-27-36-20140805";"JERC";200;"JERC_002";"JERC_002-M-27-36-20140805";5.7;1.03;28;"JERC.002.M.27.36.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_002-M-35-24-20140710";"JERC";200;"JERC_002";"JERC_002-M-35-24-20140710";5.58907019431048;1.10395364950777;28.35620785363;"JERC.002.41.M.35.24.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_003-M-1-7-20140805";"JERC";200;"JERC_003";"JERC_003-M-1-7-20140805";5.56;1.58;21.8;"JERC.003.M.1.7.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_003-M-3-26-20140805";"JERC";200;"JERC_003";"JERC_003-M-3-26-20140805";5.27;0.71;20;"JERC.003.M.3.26.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_003-M-33-0-20140805";"JERC";200;"JERC_003";"JERC_003-M-33-0-20140805";5.79;0.47;15.4;"JERC.003.M.33.0.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_005-M-24-40-20140805";"JERC";200;"JERC_005";"JERC_005-M-24-40-20140805";5.5;0.89;33.4;"JERC.005.M.24.40.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_005-M-33-2-20140805";"JERC";200;"JERC_005";"JERC_005-M-33-2-20140805";5.74;1.27;28.1;"JERC.005.M.33.2.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_005-M-4-9-20140805";"JERC";200;"JERC_005";"JERC_005-M-4-9-20140805";5.56;1.45;40.8;"JERC.005.M.4.9.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-15-33-20140710";"JERC";200;"JERC_006";"JERC_006-M-15-33-20140710";5.5822202530434;1.03168184832842;26.7798069209915;"JERC.006.39.M.15.33.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-2-0-20140805";"JERC";200;"JERC_006";"JERC_006-M-2-0-20140805";5.39;1;27.8;"JERC.006.M.2.0.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-21-39-20140710";"JERC";200;"JERC_006";"JERC_006-M-21-39-20140710";5.5822202530434;1.03168184832842;26.7798069209915;"JERC.006.41.M.21.39.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-2-33-20140710";"JERC";200;"JERC_006";"JERC_006-M-2-33-20140710";5.5822202530434;1.03168184832842;26.7798069209915;"JERC.006.39.M.2.33.20140710";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-39-30-20140805";"JERC";200;"JERC_006";"JERC_006-M-39-30-20140805";5.63;1.03168184832842;26.7798069209915;"JERC.006.39.M.30.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_006-M-8-11-20140805";"JERC";200;"JERC_006";"JERC_006-M-8-11-20140805";5.6;1.12;26;"JERC.006.M.8.11.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_008-M-23-30-20140805";"JERC";200;"JERC_008";"JERC_008-M-23-30-20140805";6.17;0.6;24.3;"JERC.008.M.23.30.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_008-M-33-4-20140805";"JERC";200;"JERC_008";"JERC_008-M-33-4-20140805";5.66;1.17;26.4;"JERC.008.M.33.4.20140805";5.82272548610661;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_047-M-3-32-20140805";"JERC";200;"JERC_047";"JERC_047-M-3-32-20140805";5.67984020499366;1.12;25;"JERC.047.M.3.37.20140805";6.13117176568533;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_047-M-36-16-20140805";"JERC";200;"JERC_047";"JERC_047-M-36-16-20140805";5.74;0.73;23.7;"JERC.047.M.36.16.20140805";6.13117176568533;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_047-M-6-12-20140805";"JERC";200;"JERC_047";"JERC_047-M-6-12-20140805";5.75;0.31;17.3;"JERC.047.M.6.12.20140805";6.13117176568533;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_048-M-19-30-20140805";"JERC";200;"JERC_048";"JERC_048-M-19-30-20140805";5.73;1.06;27.3;"JERC.048.M.19.30.20140805";6.70097779865861;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_048-M-27-8-20140805";"JERC";200;"JERC_048";"JERC_048-M-27-8-20140805";5.67542718592382;1.06798587306589;24.7574250769474;"JERC.048.M.23.8.20140805";6.70097779865861;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_048-M-31-3-20140805";"JERC";200;"JERC_048";"JERC_048-M-31-3-20140805";5.71;1.24;23.2;"JERC.048.M.31.3.20140805";6.70097779865861;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_049-M-18-17-20140805";"JERC";200;"JERC_049";"JERC_049-M-18-17-20140805";5.62230635216332;0.88;24.5;"JERC.048.M.18.37.20140805";6.6236338582133;1.353;19.0916668574015;6.026911;0.633000016212463;0
"JERC_049-M-2-27-20140805";"JERC";200;"JERC_049";"JERC_049-M-2-27-20140805";5.14;2.05;33;"JERC.049.M.2.27.20140805";6.6236338582133;1.353;19.0916668574015;6.026911;0.633000016212463;0
"ORNL_001-O-17-34-20140715";"ORNL";200;"ORNL_001";"ORNL_001-O-17-34-20140715";5.11;3.49;16.1;"ORNL.001.O.17.34.20140715";0.726865164054515;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_002-O-5-26-20140714";"ORNL";200;"ORNL_002";"ORNL_002-O-5-26-20140714";5.15;3.99;18.1;"ORNL.002.O.3.26.20140714";-0.483518684971836;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_003-O-9-11-20140714";"ORNL";200;"ORNL_003";"ORNL_003-O-9-11-20140714";4.56;3.96;19.5;"ORNL.003.O.9.11.20140714";1.02092712901213;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_021-O-15-33-20140714";"ORNL";200;"ORNL_021";"ORNL_021-O-15-33-20140714";6.11;4.79;11.2;"ORNL.021.O.15.33.20140714";-0.991414599801265;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_027-O-2-33-20140715";"ORNL";200;"ORNL_027";"ORNL_027-O-2-33-20140715";5.26147427851234;4.26;14.1;"ORNL.027.O.33.2.20140715";-5.3882646002988;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_029-O-9-2-20140714";"ORNL";200;"ORNL_029";"ORNL_029-O-9-2-20140714";6.76;6.01;14;"ORNL.029.O.9.2.20140714";0.205058613335321;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_031-O-11-3-20140714";"ORNL";200;"ORNL_031";"ORNL_031-O-11-3-20140714";6.63;3.39;10.2;"ORNL.031.O.11.3.20140714";-9.21024036697585;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_037-O-4-23-20140715";"ORNL";200;"ORNL_037";"ORNL_037-O-4-23-20140715";4.84;8.05;23.3;"ORNL.037.O.4.23.20140715";1.38815822852518;1.217;13.9416666030884;8.170961;0.73199999332428;1
"ORNL_043-O-2-27-20140715";"ORNL";200;"ORNL_043";"ORNL_043-O-2-27-20140715";4.3;2.06927073399087;16.5018651179045;"ORNL.043.O.2.27.20140715";0.955524251689201;1.217;13.9416666030884;8.170961;0.73199999332428;1
"OSBS_001-M-17-34-20140701";"OSBS";200;"OSBS_001";"OSBS_001-M-17-34-20140701";4.2;1.11927846221998;24.9074478367669;"OSBS.001.39.M.17.34.20140701";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_001-M-17-34-20140818";"OSBS";200;"OSBS_001";"OSBS_001-M-17-34-20140818";4.36039269117574;1.5;26.3;"OSBS.001.39.M.17.34.20140818";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_001-M-26-3-20140701";"OSBS";200;"OSBS_001";"OSBS_001-M-26-3-20140701";4.49;1.11927846221998;24.9074478367669;"OSBS.001.23.M.26.3.20140701";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_001-M-26-3-20140818";"OSBS";200;"OSBS_001";"OSBS_001-M-26-3-20140818";4.36039269117574;1.21;25.9;"OSBS.001.23.M.26.3.20140818";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_001-M-29-2-20140701";"OSBS";200;"OSBS_001";"OSBS_001-M-29-2-20140701";4.36039269117574;1.11927846221998;24.9074478367669;"OSBS.001.23.M.29.2.20140701";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_001-M-29-2-20140818";"OSBS";200;"OSBS_001";"OSBS_001-M-29-2-20140818";4.52;0.74;21.8;"OSBS.001.23.M.29.2.20140818";4.21178316004911;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_002-M-12-7-20140701";"OSBS";200;"OSBS_002";"OSBS_002-M-12-7-20140701";5.79;0.868076599299517;28.7289940158756;"OSBS.002.21.M.12.7.20140701";6.62495540343701;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_002-M-12-7-20140818";"OSBS";200;"OSBS_002";"OSBS_002-M-12-7-20140818";5.55081942380864;0.77;33.5;"OSBS.002.21.M.12.7.20140818";6.62495540343701;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_002-M-35-24-20140701";"OSBS";200;"OSBS_002";"OSBS_002-M-35-24-20140701";5.55081942380864;0.868076599299517;28.7289940158756;"OSBS.002.41.M.35.24.20140701";6.62495540343701;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_002-M-35-24-20140818";"OSBS";200;"OSBS_002";"OSBS_002-M-35-24-20140818";5.41;0.57;26.8;"OSBS.002.41.M.35.24.20140818";6.62495540343701;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_002-M-5-26-20140701";"OSBS";200;"OSBS_002";"OSBS_002-M-5-26-20140701";5.55081942380864;0.868076599299517;28.7289940158756;"OSBS.002.39.M.5.26.20140701";6.62495540343701;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-17-9-20140701";"OSBS";200;"OSBS_003";"OSBS_003-M-17-9-20140701";4.88;1.08290313823214;28.3120692483304;"OSBS.003.21.M.17.9.20140701";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-17-9-20140818";"OSBS";200;"OSBS_003";"OSBS_003-M-17-9-20140818";5.01219884932985;1.38;31.8;"OSBS.003.21.M.17.9.20140818";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-29-37-20140701";"OSBS";200;"OSBS_003";"OSBS_003-M-29-37-20140701";5.05;1.08290313823214;28.3120692483304;"OSBS.003.41.M.29.27.20140701";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-29-37-20140818";"OSBS";200;"OSBS_003";"OSBS_003-M-29-37-20140818";5.01219884932985;0.99;28.2;"OSBS.003.M.41.29.20140818";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-9-11-20140701";"OSBS";200;"OSBS_003";"OSBS_003-M-9-11-20140701";5.01219884932985;1.08290313823214;28.3120692483304;"OSBS.003.21.M.9.11.20140701";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_003-M-9-11-20140818";"OSBS";200;"OSBS_003";"OSBS_003-M-9-11-20140818";5.24;0.95;28.8;"OSBS.003.21.M.9.11.20140818";1.16643705051483;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_022-M-15-33-20140701";"OSBS";200;"OSBS_022";"OSBS_022-M-15-33-20140701";4.02595891208687;1.3219263208542;20.9472533825324;"OSBS.022.39.M.15.33.20140701";6.32300939334066;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_022-M-21-39-20140701";"OSBS";200;"OSBS_022";"OSBS_022-M-21-39-20140701";3.86;1.3219263208542;20.9472533825324;"OSBS.022.41.M.21.39.20140701";6.32300939334066;1.289;20.6166665752729;6.672574;0.75;1
"OSBS_022-M-2-33-20140701";"OSBS";200;"OSBS_022";"OSBS_022-M-2-33-20140701";4.02595891208687;1.3219263208542;20.9472533825324;"OSBS.022.30.M.2.33.20140701";6.32300939334066;1.289;20.6166665752729;6.672574;0.75;1
"SCBI_002-M-1-6-20140715";"SCBI";200;"SCBI_002";"SCBI_002-M-1-6-20140715";6.32;1.95379562590351;12.0783791756751;"SCBI.002.21.M.1.6.20140715";-3.96444454489493;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_002-M-26-3-20140618";"SCBI";200;"SCBI_002";"SCBI_002-M-26-3-20140618";6.41;1.95379562590351;12.0783791756751;"SCBI.002.23.M.26.3.20140618";-3.96444454489493;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_002-M-7-5-20140715";"SCBI";200;"SCBI_002";"SCBI_002-M-7-5-20140715";6.17;1.95379562590351;12.0783791756751;"SCBI.002.21.M.7.5.20140715";-3.96444454489493;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_002-M-9-17-20140715";"SCBI";200;"SCBI_002";"SCBI_002-M-9-17-20140715";6.43;1.95379562590351;12.0783791756751;"SCBI.002.21.M.9.17.20140715";-3.96444454489493;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-11-0-20140715";"SCBI";200;"SCBI_003";"SCBI_003-M-11-0-20140715";5.95;1.95345147878013;12.5234846420866;"SCBI.003.21.M.11.0.20140715";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-13-6-20140618";"SCBI";200;"SCBI_003";"SCBI_003-M-13-6-20140618";6.16;1.95345147878013;12.5234846420866;"SCBI.003.21.M.13.6.20140618";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-27-36-20140715";"SCBI";200;"SCBI_003";"SCBI_003-M-27-36-20140715";6.06;1.95345147878013;12.5234846420866;"SCBI.003.41.M.27.36.20140715";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-30-5-20140715";"SCBI";200;"SCBI_003";"SCBI_003-M-30-5-20140715";5.23;1.95345147878013;12.5234846420866;"SCBI.003.23.M.30.5.20140715";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-35-24-20140618";"SCBI";200;"SCBI_003";"SCBI_003-M-35-24-20140618";6.48;1.95345147878013;12.5234846420866;"SCBI.003.41.M.35.24.20140618";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_003-M-5-26-20140618";"SCBI";200;"SCBI_003";"SCBI_003-M-5-26-20140618";6.82;1.95345147878013;12.5234846420866;"SCBI.003.39.M.5.26.20140618";-0.156439669583181;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-15-7-20140827";"SCBI";200;"SCBI_006";"SCBI_006-M-15-7-20140827";6.05;1.25;10.4;"SCBI.006.21.M.15.7.20140827";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-1-7-20140715";"SCBI";200;"SCBI_006";"SCBI_006-M-1-7-20140715";6.5;1.7453829097375;10.2794920567593;"SCBI.006.21.M.1.7.20140715";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-17-9-20140618";"SCBI";200;"SCBI_006";"SCBI_006-M-17-9-20140618";6.47;1.7453829097375;10.2794920567593;"SCBI.006.21.M.17.9.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-27-2-20140715";"SCBI";200;"SCBI_006";"SCBI_006-M-27-2-20140715";6.48;1.7453829097375;10.2794920567593;"SCBI.006.23.M.27.2.20140715";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-29-37-20140618";"SCBI";200;"SCBI_006";"SCBI_006-M-29-37-20140618";6.21;1.7453829097375;10.2794920567593;"SCBI.006.41.M.29.37.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-3-26-20140715";"SCBI";200;"SCBI_006";"SCBI_006-M-3-26-20140715";6.12;1.7453829097375;10.2794920567593;"SCBI.006.39.M.3.26.20140715";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-33-11-20140826";"SCBI";200;"SCBI_006";"SCBI_006-M-33-11-20140826";6.11;2.19;10.3;"SCBI.006.23.M.33.11.20140826";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-4-7-20140826";"SCBI";200;"SCBI_006";"SCBI_006-M-4-7-20140826";6.07;1.78;10.1;"SCBI.006.21.M.4.7.20140826";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_006-M-9-11-20140618";"SCBI";200;"SCBI_006";"SCBI_006-M-9-11-20140618";6.13;1.7453829097375;10.2794920567593;"SCBI.006.21.M.9.11.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-0-30-20140825";"SCBI";200;"SCBI_012";"SCBI_012-M-0-30-20140825";6.16;1.65;10.3;"SCBI.012.39.M.0.30.20140825";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-15-33-20140618";"SCBI";200;"SCBI_012";"SCBI_012-M-15-33-20140618";6.6;1.57641811754146;10.1859800962955;"SCBI.012.39.M.15.33.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-16-7-20140825";"SCBI";200;"SCBI_012";"SCBI_012-M-16-7-20140825";6.3;1.47;9.8;"SCBI.012.21.M.16.7.20140825";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-21-38-20140715";"SCBI";200;"SCBI_012";"SCBI_012-M-21-38-20140715";5.9;1.57641811754146;10.1859800962955;"SCBI.012.41.M.21.38.20140715";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-21-39-20140618";"SCBI";200;"SCBI_012";"SCBI_012-M-21-39-20140618";6.47;1.57641811754146;10.1859800962955;"SCBI.012.41.M.21.39.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-23-28-20140825";"SCBI";200;"SCBI_012";"SCBI_012-M-23-28-20140825";6.32949850898387;1.17;10.4;"SCBI.012.41.M.23.38.20140827";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-2-33-20140618";"SCBI";200;"SCBI_012";"SCBI_012-M-2-33-20140618";6.45;1.57641811754146;10.1859800962955;"SCBI.012.39.M.2.33.20140618";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_012-M-33-4-20140715";"SCBI";200;"SCBI_012";"SCBI_012-M-33-4-20140715";6.44;1.57641811754146;10.1859800962955;"SCBI.012.23.M.33.4.20140715";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_033-M-36-16-20140826";"SCBI";200;"SCBI_033";"SCBI_033-M-36-16-20140826";6.27;1.42;10.1;"SCBI.033.23.M.36.16.20140826";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_033-M-4-38-20140826";"SCBI";200;"SCBI_033";"SCBI_033-M-4-38-20140826";5.94;2.61;11.1;"SCBI.033.39.M.4.38.20140826";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_033-M-6-12-20140826";"SCBI";200;"SCBI_033";"SCBI_033-M-6-12-20140826";5.96;2.62;10.4;"SCBI.033.21.M.6.12.20140826";-4.70115667711079;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_045-M-23-30-20140825";"SCBI";200;"SCBI_045";"SCBI_045-M-23-30-20140825";5.85;2.31;11.8;"SCBI.045.41.M.23.30.20140825";-9.21024036697585;1.026;11.7083333767951;8.676229;0.708999991416931;1
"SCBI_045-M-30-38-20140825";"SCBI";200;"SCBI_045";"SCBI_045-M-30-38-20140825";5.88;2.04;11.8;"SCBI.045.41.M.30.38.20140825";-9.21024036697585;1.026;11.7083333767951;8.676229;0.708999991416931;1
"STER_005-M-0-30-20140820";"STER";200;"STER_005";"STER_005-M-0-30-20140820";7.42;1.19871222229276;13.1375582929654;"STER.005.M.0.30.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_005-M-16-7-20140820";"STER";200;"STER_005";"STER_005-M-16-7-20140820";7.67;1.19871222229276;13.1375582929654;"STER.005.M.16.7.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_005-M-23-38-20140820";"STER";200;"STER_005";"STER_005-M-23-38-20140820";7.51;1.19871222229276;13.1375582929654;"STER.005.M.23.38.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_006-M-1-6-20140722";"STER";200;"STER_006";"STER_006-M-1-6-20140722";6.47;1.19871222229276;13.1375582929654;"STER.006.M.1.6.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_006-M-22-32-20140820";"STER";200;"STER_006";"STER_006-M-22-32-20140820";6.57;1.19871222229276;13.1375582929654;"STER.006.M.22.32.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_006-M-30-37-20140820";"STER";200;"STER_006";"STER_006-M-30-37-20140820";6.46;1.19871222229276;13.1375582929654;"STER.006.M.30.37.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_006-M-7-0-20140820";"STER";200;"STER_006";"STER_006-M-7-0-20140820";6.66;1.19871222229276;13.1375582929654;"STER.006.M.7.0.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_006-M-7-5-20140722";"STER";200;"STER_006";"STER_006-M-7-5-20140722";6.55;1.19871222229276;13.1375582929654;"STER.006.M.7.5.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_018-M-15-7-20140820";"STER";200;"STER_018";"STER_018-M-15-7-20140820";6.99;1.19871222229276;13.1375582929654;"STER.018.M.15.7.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_018-M-4-7-20140820";"STER";200;"STER_018";"STER_018-M-4-7-20140820";6.56;1.19871222229276;13.1375582929654;"STER.018.M.4.7.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-10-34-20140820";"STER";200;"STER_026";"STER_026-M-10-34-20140820";6.8;1.33580901861644;14.1877045073736;"STER.026.M.10.34.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-11-0-20140722";"STER";200;"STER_026";"STER_026-M-11-0-20140722";6.6;1.41;14.1;"STER.026.M.11.0.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-25-6-20140820";"STER";200;"STER_026";"STER_026-M-25-6-20140820";6.56;1.33580901861644;14.1877045073736;"STER.026.M.25.6.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-27-36-20140722";"STER";200;"STER_026";"STER_026-M-27-36-20140722";6.62;1.65;15;"STER.026.M.27.36.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-30-5-20140723";"STER";200;"STER_026";"STER_026-M-30-5-20140723";6.63;1.62;16.2;"STER.026.M.30.5.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_026-M-9-4-20140820";"STER";200;"STER_026";"STER_026-M-9-4-20140820";6.47;1.33580901861644;14.1877045073736;"STER.026.M.9.4.20140820";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_027-M-33-0-20140723";"STER";200;"STER_027";"STER_027-M-33-0-20140723";7.13;1.32;14.7;"STER.027.M.33.0.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_028-M-20-40-20140722";"STER";200;"STER_028";"STER_028-M-20-40-20140722";7.69;0.96;9.6;"STER.028.M.20.40.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_028-M-21-38-20140722";"STER";200;"STER_028";"STER_028-M-21-38-20140722";7.55;1.1;11;"STER.028.M.21.38.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_028-M-33-4-20140722";"STER";200;"STER_028";"STER_028-M-33-4-20140722";7.2;1.15;12.8;"STER.028.M.33.4.20140722";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_033-M-23-30-20140723";"STER";200;"STER_033";"STER_033-M-23-30-20140723";7.16;1.03;11.4;"STER.033.M.23.30.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
"STER_033-M-30-38-20140723";"STER";200;"STER_033";"STER_033-M-30-38-20140723";7.38;1.04;11.6;"STER.033.M.30.38.20140723";-10;0.426;9.37500001179675;5.089302;0.386999994516373;0
