"";"study_id";"siteID";"plotID";"sampleID";"pH";"pC";"cn";"deprecatedVialID";"relEM";"map";"mat";"ndep.glob";"NPP";"forest"
"UNDE_027-M-19-30-20140708";200;"UNDE";"UNDE_027";"UNDE_027-M-19-30-20140708";0.368422373045014;0.0367734366861449;0.175525550477587;"UNDE.027.39.19.30.20140708.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_027-M-23-8-20140708";200;"UNDE";"UNDE_027";"UNDE_027-M-23-8-20140708";0.368422373045014;0.0328290211615247;0.159713080926914;"UNDE.027.21.23.8.20140708.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_027-M-31-3-20140708";200;"UNDE";"UNDE_027";"UNDE_027-M-31-3-20140708";0.368422373045014;0.0409808132457398;0.207150489578934;"UNDE.027.23.31.3.20140708.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_032-M-2-27-20140708";200;"UNDE";"UNDE_032";"UNDE_032-M-2-27-20140708";0.368422373045014;0.0741139036525494;0.213739018558381;"UNDE.032.39.2.27.20140709.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_034-M-28-34-20140715";200;"UNDE";"UNDE_034";"UNDE_034-M-28-34-20140715";0.368422373045014;0.038351202895993;0.161030786722803;"UNDE.034.41.28.34.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_034-M-35-0-20140715";200;"UNDE";"UNDE_034";"UNDE_034-M-35-0-20140715";0.368422373045014;0.0386141639309677;0.154442257743356;"UNDE.034.23.35.0.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_034-M-37-20-20140715";200;"UNDE";"UNDE_034";"UNDE_034-M-37-20-20140715";0.368422373045014;0.0378252808260436;0.132041259213236;"UNDE.034.41.37.20.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_035-M-1-23-20140715";200;"UNDE";"UNDE_035";"UNDE_035-M-1-23-20140715";0.368422373045014;0.0354586315112715;0.17025472729403;"UNDE.035.39.1.23.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_035-M-13-1-20140715";200;"UNDE";"UNDE_035";"UNDE_035-M-13-1-20140715";0.368422373045014;0.0796360853870176;0.261176427210401;"UNDE.035.21.13.1.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_035-M-6-13-20140715";200;"UNDE";"UNDE_035";"UNDE_035-M-6-13-20140715";0.368422373045014;0.0462400339452333;0.201879666395376;"UNDE.035.21.6.13.20140715.M";0.588129997878668;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_037-M-25-17-20140710";200;"UNDE";"UNDE_037";"UNDE_037-M-25-17-20140710";0.368422373045014;0.0394030470358917;0.200561960599487;"UNDE.037.23.25.17.20140710.M";0.0120806415031495;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_037-O-28-36-20140710";200;"UNDE";"UNDE_037";"UNDE_037-O-28-36-20140710";0.368422373045014;0.153265175179928;0.224280664925497;"UNDE.037.41.28.36.20140710.O";0.0120806415031495;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_037-O-9-7-20140710";200;"UNDE";"UNDE_037";"UNDE_037-O-9-7-20140710";0.368422373045014;0.900337475542992;0.323108599617205;"UNDE.037.21.9.7.20140710.O";0.0120806415031495;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_043-M-17-38-20140710";200;"UNDE";"UNDE_043";"UNDE_043-M-17-38-20140710";0.368422373045014;0.0717472543377772;0.226916076517276;"UNDE.043.39.17.38.20140710.M";0.0781572348973632;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_043-M-32-36-20140710";200;"UNDE";"UNDE_043";"UNDE_043-M-32-36-20140710";0.368422373045014;0.0520251767146763;0.171572433089919;"UNDE.043.41.32.36.20140710.M";0.0781572348973632;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_044-M-37-7-20140718";200;"UNDE";"UNDE_044";"UNDE_044-M-37-7-20140718";0.368422373045014;0.233994212917154;0.222962959129607;"UNDE.044.23.37.7.20140718.M";0.123525125728419;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
"UNDE_044-O-37-7-20140718";200;"UNDE";"UNDE_044";"UNDE_044-O-37-7-20140718";0.368422373045014;0.72099804969026;0.209785901170713;"UNDE.044.23.37.7.20140718.O";0.123525125728419;0.0467449076085324;1.2129829206652;0.01;0.01;0.01
