"","other","bacillus","bradyrhizobium","chthoniobacter","devosia","mycobacterium","opitutus","phenylobacterium","pseudomonas","rhodoplanes","sphingomonas"
"X7_12",0.896030808842099,0.051609987221944,0.00173213063047108,2.98151460942159e-05,0.000880973388252833,0.000880973388252833,0.00122143708509243,0.000200046994514013,0.00037027884293381,0.0470137333142516,2.98151460942159e-05
"X7_7",0.933936203397555,0.0131493057803816,0.00120720593375075,2.98151460942159e-05,0.00137540390345856,0.000198014115742397,0.00120720593375075,0.00238459472152654,0.00255279369117472,0.0407338688067382,0.00322558856982707
"X7_11",0.916560732563745,0.0267448280270722,0.00127818070125224,2.98151460942159e-05,0.00302589147853309,0.000778834479189028,0.00127818070125224,0.00202719903440668,0.00302589147853309,0.0447212850217651,0.000529161368157424
"X7_24",0.929870093875313,0.0332630003233751,0.000450488059749553,2.98151460942159e-05,0.00087116097340489,0.000450488059749553,0.000450488059749553,0.00255385462790698,0.00087116097340489,0.0307389618415027,0.000450488059749553
"NA.616",0.95457479161359,0.00404946595741965,0.000305591605083531,0.000648222963221121,0.00208560329492495,0.0011663484316253,0.00208560329492179,0.00247001896502825,0.000923999422211216,0.0288777041288052,0.0028126503231688
"NA.617",0.948268868306159,0.00390177559039615,0.000301993771430377,0.00128534880490323,0.00154874747458427,0.00182970605557753,0.00247064281846591,0.00149606774064793,0.00120632920399999,0.0354042564841454,0.00228626374968992
"NA.618",0.929255357692055,0.0032219381156873,0.000239134685083908,0.00202881674344286,0.00288702685330437,0.00155784778072038,0.00383943075570756,0.00221720432853482,0.00178809927360841,0.0513340341524902,0.00163110961936522
"NA.619",0.941562900727593,0.00351479087068441,0.00024209793134853,0.00074626954632676,0.00202881137390796,0.00178999324049273,0.00265681461361642,0.00240030624809442,0.000516296528968201,0.0407085038704,0.00383321504856795
"NA.620",0.938922469775994,0.00331851417060071,0.000214474716988932,0.000724486865173951,0.00270298226761587,0.00301954153200777,0.000662933674876815,0.00205227711303575,0.00124329232626018,0.0428620422807749,0.00427698527667067
"NA.621",0.972272213106749,0.00170499938383232,0.000174435368057557,4.18668312577526e-05,0.000704709515254673,0.00122293197728865,0.00250041060462745,0.00183756792063463,0.000415469071329191,0.0184086350205507,0.00071676120041821
"NA.622",0.928493554338886,0.00465333093709901,0.000245100803768192,0.00172134531353253,0.00300280756158739,0.00377168491042791,0.00119850871632479,0.000993474756634911,0.00101397815260441,0.0521699510951386,0.00273626341399582
"NA.623",0.94138812036741,0.00457130983309152,0.000154667233709119,0.00173092483984749,0.00308088803717975,0.00237079178887397,0.000326338854179608,0.000880369992971095,0.00179335088365494,0.04036484270119,0.00333839546789288
"NA.624",0.937278757984294,0.00414972177573136,0.000177264435997239,0.00192930893954921,0.00361196554196651,0.00352523066555799,0.00039410162703069,0.00133083829229585,0.00104461320013131,0.0425819455145391,0.00397625202290646
"NA.625",0.938753054970715,0.00710400732161703,0.000195100010008426,0.00304626391253216,0.00302973542613393,0.00234380324089356,0.000707483088142779,0.000996731599992869,0.0013107728414288,0.0407807983441252,0.00173224924441005
"NA.626",0.935630338847577,0.00418289172678896,0.000198897144290407,0.00173120275294359,0.00336918461046619,0.0038658629801717,0.00087522513707497,0.000558196390457912,0.00159382362941038,0.0459989834056938,0.00199539337512494
"NA.627",0.934907698902268,0.00560679132705628,0.000144410547073133,0.00228352469868089,0.00322893675674812,0.00368731836066976,0.000535944833750257,0.000774685252457015,0.00115666992238532,0.0446265253603764,0.00304749403853457
"NA.628",0.940938582004582,0.00524913264282344,0.00022278287044505,0.00213408223544891,0.00458752901647921,0.00415564887149976,0.00039737271628678,0.00104059846412281,0.0029427088898649,0.034607793561922,0.0037237687265253
"NA.629",0.925019801840186,0.0067246091389817,7.03078516963579e-05,0.00529386687436868,0.0110033383642707,0.00101513764907967,2.98151460942159e-05,2.98151460942159e-05,0.00285080696971211,0.0343676294967047,0.0135948715228118
"NA.630",0.96655796418363,7.74747990292088e-05,7.0666277181387e-05,5.02407116377614e-05,0.000206836714138324,8.42833208770906e-05,0.000976199682946293,0.000111517408268558,3.66236679420777e-05,0.0317915695664067,3.66236679420777e-05
"NA.631",0.964161694390292,0.000153117721712492,0.000116852258295481,3.7068238777638e-05,0.00014586462902902,0.000109599165611909,0.000718858951019169,0.000131358443662226,5.88275168279544e-05,0.034315184260628,5.15744241444823e-05
"NA.632",0.724763146624605,0.000194193909418001,7.85199648568485e-05,4.80794531302031e-05,6.02556578208613e-05,9.06961695475067e-05,0.00066297779000774,0.00013331288596481,0.250056002263451,0.0226288510519663,0.00128396422923271
"NA.633",0.962731584462566,0.00016565200124374,0.000114713180562778,4.11348840233428e-05,0.000176971739173017,7.50940978107738e-05,0.00152402055273985,0.000114713180562678,0.00541235053139231,0.0295686712721145,7.50940978107438e-05
"NA.634",0.969917803656825,0.000137728352189228,8.79222570685623e-05,3.81161619476768e-05,0.000162631399749591,0.000137728352189288,0.000785207588759199,0.000121126320482226,3.81161619476768e-05,0.028535503586894,3.81161619476768e-05
"NA.635",0.962701252236174,0.000298151460942217,7.45378652355327e-05,4.47227191413281e-05,0.000178890876565389,0.00011926058437692,0.000372689326178269,0.000223613595706686,0.00170691711388929,0.0341830649969842,9.68992248062512e-05
"NA.636",0.964605798682427,0.000220514685545404,0.000147168708833083,7.38227321213223e-05,0.000169172501846701,6.64881344501062e-05,0.000462556408694354,0.000125164915819595,2.98151460942159e-05,0.0340623483404033,3.71497437654019e-05
"NA.637",0.966244817739956,0.000218637894871914,0.00015373007497968,5.34179896914343e-05,0.0002068364730735,7.70208332886628e-05,0.00090312035919156,0.000195035051274885,6.52194114900586e-05,0.0318346468933904,4.75172787921522e-05
"NA.638",0.970933095874236,0.000202169131105582,0.000101629306515557,4.4177978178508e-05,0.000180624882979104,0.000108810722557763,0.0005540585171709,0.000166262050894791,6.57222263049063e-05,0.0275992713318782,4.4177978178508e-05
"NA.639",0.964321185100743,0.000251092469362686,0.000144405188501065,3.37665268668648e-05,0.000179967615454935,7.32803345933341e-05,0.000195773138545481,0.000100940000002047,5.35234307301395e-05,0.0345846400029251,6.14261922754373e-05
"NA.640",0.969157756873689,0.000101316531137656,0.000244319301224777,4.93155238333205e-05,0.000192318293920341,7.53160274855733e-05,0.000348321315833498,0.000120816908876861,7.53160274855433e-05,0.0295793875467673,5.58156497463987e-05
"NA.641",0.972537153434106,0.00025221615864964,0.000112421236472044,4.25237753831464e-05,0.000163255753627546,8.06496632497979e-05,0.00100202528669354,0.000150547124338656,8.70039778942031e-05,0.0255296798142027,4.25237753831064e-05
"NA.642",0.96600194678032,0.000278782027812492,0.00010003657427118,5.5350210885839e-05,0.000208560599635728,8.7269041875368e-05,0.000789483323645104,0.000151106703854426,0.000534132675728473,0.0317507493834813,4.25826784900274e-05
"NA.643",0.88070727404037,0.000274630318123677,7.30178235112701e-05,5.86169310389054e-05,0.000109020054692062,0.00010181960845588,0.000807463339599413,0.000109020054691982,0.0928147653451937,0.0248785551070477,6.58173772749878e-05
"NA.644",0.962149497765338,0.000207706783316751,0.00015606082412314,4.12920259150271e-05,0.000270829622331073,0.000144583944302329,0.000574966937582711,0.000184753023675268,6.99842254670553e-05,0.0361532943821231,4.70304658254328e-05
"NA.645",0.999701848539058,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05,2.98151460942159e-05
"NA.646",0.961256730859552,0.000202666930340678,0.0001810604573098,3.70173037711484e-05,0.000274688507110334,7.30280921557713e-05,0.000368316556909887,0.000137847511248175,7.30280921557614e-05,0.037351396227998,4.4219461448081e-05
"NA.647",0.929738264835571,0.000152580946829974,6.85832936949779e-05,4.27378619611199e-05,0.000178426378563632,8.15060095618919e-05,0.000934405256778647,0.00013965823096307,0.0492459785252497,0.0193492753671309,6.85832936949679e-05
"NA.648",0.954405340484746,0.000171158875338616,0.000104644179223615,5.47581571373524e-05,0.000245987908467896,0.000121272853252373,0.00112730763199099,0.000245987908467896,8.80155051948177e-05,0.0433558253280001,7.97011681805489e-05
"NA.649",0.963148648859508,0.000154703293621918,0.000162508802842266,8.44537106376135e-05,0.000170314312062844,6.10371829761288e-05,0.000982087270993391,0.000287396950369668,6.10371829761388e-05,0.0348501917786977,3.76206553146941e-05
