"","other","Mortierellomycetes","Tremellomycetes","Umbelopsidomycetes","Agaricomycetes","Sordariomycetes","Eurotiomycetes","Leotiomycetes","Pezizomycetes","Dothideomycetes"
"SRR1502469",0.00297029702970297,0.0663366336633663,0.00099009900990099,0.00099009900990099,0.863366336633663,0.0217821782178218,0.0118811881188119,0.00396039603960396,0.0099009900990099,0.0178217821782178
"SRR1502470",0.0405940594059406,0.138613861386139,0.0267326732673267,0.0148514851485149,0.718811881188119,0.00594059405940594,0.00297029702970297,0.0158415841584158,0.00891089108910891,0.0267326732673267
"SRR1502471",0.0108910891089109,0.00594059405940594,0.00099009900990099,0.00099009900990099,0.891089108910891,0.00495049504950495,0.00396039603960396,0.00594059405940594,0.0198019801980198,0.0554455445544554
"SRR1502472",0.0247524752475248,0.302970297029703,0.00099009900990099,0.00099009900990099,0.554455445544555,0.0425742574257426,0.0168316831683168,0.0168316831683168,0.0198019801980198,0.0198019801980198
"SRR1502473",0.0287128712871287,0.0267326732673267,0.0108910891089109,0.00099009900990099,0.73960396039604,0.0613861386138614,0.0108910891089109,0.0227722772277228,0.0544554455445545,0.0435643564356436
"SRR1502474",0.0168316831683168,0.0158415841584158,0.00099009900990099,0.00099009900990099,0.831683168316832,0.0356435643564356,0.00891089108910891,0.0297029702970297,0.0574257425742574,0.00198019801980198
"SRR1502475",0.0376237623762376,0.0099009900990099,0.00099009900990099,0.00099009900990099,0.849504950495049,0.0198019801980198,0.0128712871287129,0.0207920792079208,0.0168316831683168,0.0306930693069307
"SRR1502476",0.0396039603960396,0.0306930693069307,0.0118811881188119,0.0475247524752475,0.813861386138614,0.0168316831683168,0.0217821782178218,0.00693069306930693,0.00396039603960396,0.00693069306930693
"SRR1502477",0.0495049504950495,0.0099009900990099,0.00693069306930693,0.0297029702970297,0.848514851485148,0.0099009900990099,0.0168316831683168,0.00693069306930693,0.00198019801980198,0.0198019801980198
"SRR1502478",0.0534653465346535,0.0465346534653465,0.0148514851485149,0.0118811881188119,0.777227722772277,0.0099009900990099,0.0128712871287129,0.0217821782178218,0.0158415841584158,0.0356435643564356
"SRR1502479",0.0257425742574257,0.0306930693069307,0.0108910891089109,0.00495049504950495,0.894059405940594,0.00792079207920792,0.00396039603960396,0.0168316831683168,0.00297029702970297,0.00198019801980198
"SRR1502481",0.0188118811881188,0.628712871287129,0.0346534653465347,0.00396039603960396,0.098019801980198,0.198019801980198,0.00099009900990099,0.00792079207920792,0.00792079207920792,0.00099009900990099
"SRR1502482",0.0623762376237624,0.294059405940594,0.118811881188119,0.275247524752475,0.0495049504950495,0.0445544554455446,0.0683168316831683,0.0801980198019802,0.00198019801980198,0.00495049504950495
"SRR1502483",0.0108910891089109,0.58019801980198,0.117821782178218,0.0306930693069307,0.0485148514851485,0.115841584158416,0.0178217821782178,0.0633663366336634,0.00594059405940594,0.00891089108910891
"SRR1502485",0.0554455445544554,0.187128712871287,0.125742574257426,0.0524752475247525,0.21980198019802,0.106930693069307,0.1,0.1,0.0297029702970297,0.0227722772277228
"SRR1502486",0.312871287128713,0.218811881188119,0.113861386138614,0.0920792079207921,0.0297029702970297,0.0633663366336634,0.0118811881188119,0.127722772277228,0.00099009900990099,0.0287128712871287
"SRR1502487",0.0801980198019802,0.0594059405940594,0.0732673267326733,0.00099009900990099,0.335643564356436,0.11980198019802,0.0564356435643564,0.097029702970297,0.0356435643564356,0.141584158415842
"SRR1502488",0.0762376237623762,0.0792079207920792,0.00099009900990099,0.00099009900990099,0.533663366336634,0.176237623762376,0.0277227722772277,0.00099009900990099,0.0336633663366337,0.0702970297029703
"SRR1502494",0.0287128712871287,0.00594059405940594,0.00693069306930693,0.00099009900990099,0.58019801980198,0.0257425742574257,0.0148514851485149,0.00099009900990099,0.256435643564356,0.0792079207920792
"SRR1502495",0.0247524752475248,0.0118811881188119,0.0257425742574257,0.00099009900990099,0.722772277227723,0.0108910891089109,0.00792079207920792,0.00297029702970297,0.178217821782178,0.0138613861386139
"SRR1502512",0.0772277227722772,0.11980198019802,0.0148514851485149,0.0643564356435644,0.491089108910891,0.0455445544554455,0.12970297029703,0.0425742574257426,0.00099009900990099,0.0138613861386139
"SRR1502513",0.0693069306930693,0.111881188118812,0.00099009900990099,0.00198019801980198,0.755445544554455,0.0198019801980198,0.0148514851485149,0.00099009900990099,0.0237623762376238,0.00099009900990099
"SRR1502544",0.0247524752475248,0.0564356435643564,0.0326732673267327,0.00099009900990099,0.0346534653465347,0.771287128712871,0.0128712871287129,0.0217821782178218,0.0099009900990099,0.0346534653465347
"SRR1502545",0.0178217821782178,0.408910891089109,0.108910891089109,0.00198019801980198,0.0099009900990099,0.331683168316832,0.0217821782178218,0.0623762376237624,0.00198019801980198,0.0346534653465347
"SRR1502548",0.112871287128713,0.205940594059406,0.0316831683168317,0.0376237623762376,0.205940594059406,0.0940594059405941,0.0732673267326733,0.175247524752475,0.00297029702970297,0.0603960396039604
"SRR1502549",0.0683168316831683,0.140594059405941,0.0326732673267327,0.0475247524752475,0.1,0.156435643564356,0.175247524752475,0.233663366336634,0.00297029702970297,0.0425742574257426
"SRR1502550",0.113861386138614,0.0267326732673267,0.00792079207920792,0.00396039603960396,0.0277227722772277,0.383168316831683,0.218811881188119,0.124752475247525,0.00099009900990099,0.0920792079207921
"SRR1502551",0.0326732673267327,0.0405940594059406,0.00594059405940594,0.00099009900990099,0.495049504950495,0.0801980198019802,0.155445544554455,0.0633663366336634,0.0762376237623762,0.0495049504950495
"SRR1502552",0.0257425742574257,0.0297029702970297,0.00792079207920792,0.00099009900990099,0.557425742574257,0.0366336633663366,0.165346534653465,0.0188118811881188,0.117821782178218,0.0396039603960396
"SRR1502553",0.0772277227722772,0.394059405940594,0.355445544554455,0.00099009900990099,0.0712871287128713,0.0376237623762376,0.00396039603960396,0.0336633663366337,0.00693069306930693,0.0188118811881188
"SRR1502554",0.0227722772277228,0.0346534653465347,0.289108910891089,0.00099009900990099,0.0554455445544554,0.153465346534653,0.345544554455446,0.0712871287128713,0.00099009900990099,0.0257425742574257
"SRR1502555",0.096039603960396,0.0851485148514852,0.0643564356435644,0.00495049504950495,0.5,0.0643564356435644,0.0158415841584158,0.135643564356436,0.0227722772277228,0.0108910891089109
"SRR1502556",0.0396039603960396,0.0465346534653465,0.0891089108910891,0.00099009900990099,0.673267326732673,0.0316831683168317,0.00594059405940594,0.0861386138613861,0.0207920792079208,0.00594059405940594
"SRR1502557",0.0455445544554455,0.242574257425743,0.0158415841584158,0.0267326732673267,0.476237623762376,0.00495049504950495,0.0782178217821782,0.0900990099009901,0.0099009900990099,0.0099009900990099
"SRR1502558",0.0752475247524752,0.00099009900990099,0.00792079207920792,0.00099009900990099,0.0128712871287129,0.00693069306930693,0.756435643564356,0.106930693069307,0.0306930693069307,0.00099009900990099
