"","other","Mortierellomycetes","Tremellomycetes","Umbelopsidomycetes","Agaricomycetes","Sordariomycetes","Eurotiomycetes","Leotiomycetes","Pezizomycetes","Dothideomycetes"
"1",0.0962326215631992,0.15691546346524,0.0796665100395958,0.0553580401469631,0.345882275857473,0.0489741932296497,0.046637339786097,0.0815992857443931,0.0378834926691537,0.0508507774982354
"2",0.0862724597914455,0.139544066943738,0.075684097638501,0.055972404515583,0.378485497530365,0.0404866587507951,0.0543529226734536,0.0901148798553865,0.0319721722347276,0.0471148400660041
"3",0.0817966314010388,0.126996993714772,0.0628867690134358,0.0834703254604199,0.366734372256371,0.0277346291825416,0.0719959076859653,0.107290551414536,0.0281543390120991,0.04293948085882
"4",0.0599890183126114,0.106769995338644,0.0485647262846165,0.0323707823030795,0.523446555427201,0.0336454566805876,0.0508570581682834,0.068848388908437,0.0320949831984106,0.0434130353781285
"5",0.043409315397299,0.0606220081493075,0.0222518354515666,0.0170962523427793,0.691102856829945,0.0281124421260292,0.026796311115839,0.0266439117689591,0.0503500890688342,0.0336149777494414
"6",0.069040133492564,0.103144634231067,0.0546878186845825,0.035578335382814,0.514177392892708,0.0452850647673979,0.0483986013641541,0.0582045413923029,0.0317515122186309,0.0397319655737792
"7",0.0689897606934037,0.0952905655235216,0.0455796532562639,0.0378951533696697,0.541485941605223,0.038697385749357,0.0394947223932574,0.0473357119267044,0.0443519679388138,0.0408791375437859
"8",0.0336328265094271,0.0516379159722696,0.0168942248180237,0.012390094078875,0.736085444147114,0.0258595398951001,0.0223069662562881,0.0189286983505385,0.049619635022839,0.0326446549495256
"9",0.0660888810406269,0.104260092484408,0.0508665676830032,0.0636237567269628,0.45334254314285,0.0254869315981788,0.0746102667163916,0.0907413816348014,0.0296059761614322,0.0413736028113454
"10",0.0332809991076951,0.0639950605954865,0.0227505429122981,0.0160483423216232,0.698970029172348,0.0214362467875419,0.0373603526785685,0.0368646822554854,0.0329543097516863,0.0363394344172673
"11",0.0631518898650548,0.0894682678247493,0.038389829555588,0.0373369287509646,0.566207984807427,0.0363596001487913,0.0401082175706544,0.0414198185663513,0.0459500925835753,0.0416073703268446
"12",0.063759149467515,0.0926740463456834,0.0397138480525199,0.0331757452634064,0.564189805619337,0.0406050551421352,0.0374074846729258,0.0395592922484955,0.0463406793573425,0.0425748938306396
"13",0.0356166305307642,0.0554850747516169,0.0174450001238583,0.0106750970464963,0.722695536980326,0.031850290593449,0.0225794899469743,0.0194109411979156,0.0513503849771303,0.0328915538514698
"14",0.0227043709619779,0.0394997921015214,0.0104065202869224,0.0096860209801854,0.78799926396923,0.0130446888722687,0.0263377060826278,0.0221648566055751,0.0399438110789451,0.0282129690607458
"15",0.0266178134231052,0.0406256365644652,0.0120811041853462,0.0084947718139181,0.780269999036914,0.021533824696051,0.0184900802611665,0.0145762911348007,0.048819214115525,0.0284912647687078
"16",0.0256638587710868,0.0394436107055868,0.0122165889334191,0.00795762305659761,0.784980327315312,0.0213731410349721,0.0185841837211543,0.0148304888641077,0.0475732843932069,0.0273768932045568
"17",0.0355712142549685,0.0520517471098182,0.0184267631581189,0.0112265110385379,0.731957433320779,0.0279724460003511,0.0218668223623336,0.0202606197649517,0.0490358760954109,0.0316305668947301
"18",0.0326047955661294,0.047612505926666,0.0159764760806314,0.00959950433286133,0.750548779758576,0.0253244404838187,0.0184563789695514,0.0175338270588899,0.0521195878155688,0.0302237040073068
"19",0.0588660264285093,0.0933766861407995,0.0326938590298613,0.0241767324003867,0.580425413881388,0.0324414403722163,0.0364193374293997,0.0473927756899003,0.0507012041150004,0.0435065245125386
"20",0.0337573939274425,0.0504812512494643,0.0165444526437618,0.00982212281267593,0.739483013150446,0.0285426380133308,0.020171709096587,0.0180027596411457,0.0517806930496929,0.031413966415453
"21",0.0314972491657398,0.0455503291451809,0.0159510043008039,0.0107715919941411,0.756314304541211,0.023274869839433,0.0226849629076787,0.0197729598058694,0.0451807602511479,0.0290019680487942
"22",0.088397312910022,0.125019579280344,0.0706674868740216,0.0492275170125017,0.42984729943242,0.0525788401314378,0.0411644355589984,0.0577130382197793,0.040160577465087,0.0452239131153879
"23",0.0696587459504388,0.096185395379615,0.0468608859736313,0.0333246953764081,0.54113364652784,0.0441509168103754,0.0378125116224313,0.0441921488887443,0.0448072257723091,0.041873827698207
"24",0.0806294044043465,0.0286005812413529,0.04998573959951,0.0170004204030464,0.46636593820683,0.112401290232794,0.0777192282182207,0.027752013202961,0.050513706753831,0.0890316777371083
"25",0.0668652518722187,0.0239790761561683,0.0396053834880687,0.0147922705348687,0.527496344273654,0.0928983039864942,0.0709638766222339,0.0224792766708697,0.0549429381987893,0.0859772781966346
"26",0.0229371265238056,0.0376368887304898,0.0119862816407747,0.00670791037046819,0.801713283580354,0.0206536505104523,0.0170021779939659,0.0137007161992517,0.0408694166885658,0.0267925477618724
"27",0.0592839424131372,0.0780042229132398,0.0216949353046103,0.0610912282843639,0.549878339854506,0.0164516342693941,0.0577798361250045,0.0565240071870692,0.0594488382684957,0.0398430153801795
"28",0.0517991106120157,0.0816082692472628,0.0408417576583607,0.0252382412439223,0.613142792456144,0.0354640845083213,0.0400296219975544,0.0441572378072787,0.0305846001298877,0.0371342843392527
"29",0.0571365500894366,0.0844523235694156,0.0362796267625364,0.0247709489584758,0.603986578136419,0.0404044160670896,0.0314615971722563,0.0334082098667181,0.0467260545547987,0.0413736948228537
"30",0.110370988101926,0.0927007819694266,0.0580087379132353,0.0148827094404667,0.303298695625333,0.180591763004983,0.0425731289925143,0.0489773845756026,0.0477987464222735,0.100797063954239
"31",0.123683283745235,0.0964250404573161,0.0600855157723088,0.0198743229804801,0.275744318280926,0.170605315332909,0.0495265238930077,0.0573494452879361,0.0476097462479967,0.099096488001885
"32",0.0322187533336518,0.0473183218636989,0.0159744132046262,0.00993618060373055,0.752125645699433,0.0245145313532839,0.0189921257285774,0.017909355084052,0.050981959980009,0.0300287131489373
"33",0.0670196896924412,0.0979429953981588,0.0473163710849949,0.0296851445799355,0.553730871702928,0.0440206400881337,0.0335129660979711,0.0421759094674654,0.0421352669940656,0.0424601448939055
