"","mean.other","mean.Mortierellaceae","mean.Piskurozymaceae","mean.Trimorphomycetaceae","mean.Umbelopsidaceae","mean.Russulaceae","mean.Hypocreaceae","mean.Aspergillaceae","mean.Herpotrichiellaceae","mean.Clavulinaceae","mean.Chaetomiaceae","mean.Atheliaceae","mean.Cortinariaceae","mean.Inocybaceae","mean.Sebacinaceae","mean.Helotiaceae","mean.Thelephoraceae","mean.Tricholomataceae","mean.Pyronemataceae","mean.Gloniaceae","mean.Helotiales_fam_Incertae_sedis"
"CPER_001-M-22-32-20140812",0.364000480999809,0.0560834349013616,0.01979496789753,0.0150027538443641,0.010991458489342,0.00743945498672193,0.0211246903337791,0.0217722820792848,0.0203061952234112,0.0197714027224281,0.0379057906136413,0.00883971960465858,0.0107584488385851,0.151382581940084,0.0524875560523335,0.0153182160810251,0.0705308340299277,0.0196102834058481,0.0313980204487101,0.0168942255595579,0.0285872019475965
"CPER_001-M-30-37-20140812",0.400325194647249,0.0791493423042503,0.0330823761433805,0.020417785317622,0.0187036657674899,0.0101249412231395,0.0257483023803817,0.024553058125698,0.0235311659497692,0.0192159081841623,0.0404224708670389,0.0113824116481462,0.0117655114327159,0.0752821576607548,0.0350530929651352,0.0204497603035286,0.0481304537184752,0.0224313364227557,0.0295099751609168,0.0192836295331042,0.0314374602442858
"CPER_001-M-7-0-20140812",0.386398823508088,0.0675563960955693,0.0258541295716827,0.0178072037575095,0.0146113341773527,0.00884032666147727,0.0235038071674016,0.0232028898414705,0.0219536009574062,0.0196746281260851,0.0393331180295597,0.0101843315024048,0.0114214381182935,0.108815375598035,0.0430629919175636,0.0178640300747593,0.0590188962318361,0.0213908294190205,0.0308211538927468,0.0184529784787067,0.0302317168730316
"CPER_002-M-10-34-20140812",0.402059372140277,0.0825370194036423,0.0352310986332272,0.0212489238034593,0.0200959358063151,0.0104946509917712,0.0261969797637622,0.0246656162311053,0.0238051388912135,0.0189374690863085,0.0403998251020026,0.0117288868131586,0.0118282068182695,0.0680638031720809,0.0328021638554604,0.0211064086286857,0.0455484865514976,0.0228845381917812,0.0291595994319692,0.0196419780038731,0.0315638986801399
"CPER_002-M-25-6-20140812",0.402087428014346,0.0824742873129253,0.0350568954347288,0.0212075079700111,0.0201049243047292,0.0104909966562887,0.0262021738680494,0.024643474572624,0.0237856977946386,0.019000110727521,0.0401888086177646,0.0117580325041209,0.0118933157340344,0.0684737247466372,0.0327781845792114,0.021038011575567,0.0457072904752768,0.0228486122091995,0.0290676464824944,0.0196630595503099,0.0315298168695213
"CPER_002-M-9-4-20140812",0.403907080634771,0.0864238087509849,0.0379936163242547,0.0221600901480066,0.0215827060043852,0.0109150136289662,0.0268244739790556,0.0249548345545982,0.0241598296747098,0.0187488267255199,0.0403859693694871,0.0121066727212547,0.0118668073731093,0.0600802183084445,0.0305717467862941,0.0218122057937027,0.0422362163198004,0.0230902858104466,0.028543415286528,0.0198316726436056,0.0318045091620753
"CPER_003-M-15-7-20140812",0.393441472064984,0.0738647263472114,0.0296298213177815,0.0191989752010176,0.0162977950400372,0.00953009862133366,0.0246400118087703,0.0238592854419046,0.0225772087290286,0.0195463104986232,0.040316973074698,0.0106572560095968,0.0112871884963846,0.0908300132475677,0.0395490817240593,0.0190563192611988,0.0536446239742067,0.0219652122369524,0.0302778197569101,0.0188789134514044,0.0309508936963291
"CPER_003-M-33-11-20140812",0.400346261672184,0.0815664756292352,0.0345491605774711,0.0209851565033417,0.0189753314895367,0.0103903210360421,0.0259848053465949,0.0244994971306764,0.0232622954876363,0.0190933079429382,0.0407900672938401,0.0114042641389359,0.0114208419317025,0.0719058023390872,0.0344670667904735,0.0203839615764888,0.0468447194904598,0.0225756780329471,0.0294396875325068,0.0194446958330437,0.0316706022248584
"CPER_003-M-4-7-20140812",0.392163968121193,0.0726121341782772,0.0288727238689126,0.0189254358880736,0.0158128277085432,0.00944698876242718,0.0244812993839422,0.0237442055627872,0.022392426054379,0.0195560287078535,0.0403472094324312,0.0105006420263702,0.0112202729630358,0.0940894274658679,0.040633627313737,0.018687453931574,0.0547475952227776,0.0217876871579247,0.0303790264618983,0.0186955302859528,0.0309034895020418
"CPER_004-M-0-30-20140812",0.378604522845192,0.0635363825858185,0.023832803902506,0.0168007483165819,0.0130847797939243,0.00833079478220408,0.0226531909781719,0.0227300401210903,0.0211413273793154,0.0197705346982576,0.0390386140904807,0.00964291177465588,0.0109118055440656,0.122877922659207,0.0470114558370802,0.0169191592083223,0.0633885559925078,0.0208096592309865,0.0311210944881424,0.0179302215971978,0.0298634741742914
"CPER_004-M-16-7-20140812",0.388149439516749,0.0693294909015718,0.0268383503380218,0.018116677193003,0.0148203607166642,0.00900947308746944,0.0237896480725008,0.0234143442213732,0.0220647586976195,0.019653995446852,0.0397995164073152,0.0102441379204898,0.011196181543674,0.103934013769379,0.0425629497386551,0.0180562939619462,0.0578372346652314,0.0214139895810793,0.0307640013058499,0.0184975677721294,0.0305075751424258
