"","mean.other","mean.Mortierellomycota","mean.Basidiomycota","mean.Mucoromycota","mean.Ascomycota"
"STER_006-M-7-5-20140722",0.0576182717771261,0.099325415290807,0.328672783857562,0.0347202912202585,0.479663237854246
"STER_006-M-9-17-20140722",0.0566859306936615,0.0967365062903801,0.335141256652223,0.0333539101118631,0.478082396251872
"STER_007-M-17-3-20140724",0.0502106043782536,0.0867858188141969,0.369239129693632,0.0268117314868713,0.466952715627046
"STER_018-M-15-7-20140820",0.0524207621156041,0.0889673712049578,0.356745968584549,0.0290939591146999,0.472771938980189
"STER_018-M-4-7-20140820",0.0578672315386259,0.0988667834644178,0.328210169565955,0.0345608708650071,0.480494944565994
"STER_026-M-10-34-20140820",0.0550117511058258,0.0921868338887225,0.341105419991635,0.0322892292148272,0.479406765798989
"STER_026-M-11-0-20140722",0.0571928839008517,0.0967969680022013,0.32975057784832,0.0347525888004878,0.481506981448139
"STER_026-M-27-36-20140722",0.0569248762079167,0.0953013417975182,0.328410469288796,0.0349587432609621,0.484404569444807
"STER_026-M-9-4-20140820",0.0588389406858136,0.0992848334219664,0.319910260011798,0.0366865640934911,0.485279401786931
"STER_027-M-3-26-20140723",0.0447836001259201,0.0772376050978954,0.4037962545061,0.0214409054714102,0.452741634798674
"STER_027-M-33-0-20140723",0.0513968093488836,0.0853984456443961,0.360974697129323,0.0284209375832652,0.473809110294133
"STER_028-M-20-40-20140722",0.0437114295734628,0.0777114395832474,0.415576929553348,0.0196478260910602,0.443352375198882
"STER_028-M-21-38-20140722",0.0455545782134054,0.079467143441672,0.401792688073637,0.0216445012200273,0.451541089051258
"STER_028-M-33-4-20140722",0.0499043245569136,0.0855443189809266,0.372411626879406,0.0262772227692701,0.465862506813483
"STER_029-M-33-2-20140724",0.0536940785711287,0.0967589822844034,0.357286904418647,0.0280159608821263,0.464244073843694
"STER_031-M-2-0-20140723",0.0577934683128119,0.103730542162299,0.335684599626356,0.0321487206118171,0.470642669286717
"STER_033-M-23-30-20140723",0.050182164236445,0.0874849417991464,0.373732305393205,0.02583976891579,0.462760819655414
"STER_033-M-30-38-20140723",0.0478061682425473,0.0824887838061047,0.38742066517858,0.0237026030434108,0.458581779729357
"STER_033-M-33-4-20140723",0.0425384721041116,0.0712899134464436,0.416098956866114,0.0201004423253624,0.449972215257968
"STER_034-M-19-30-20140723",0.0395323266795233,0.0650161481046594,0.433253154731906,0.0181706060639315,0.44402776441998
"STER_034-M-23-8-20140723",0.0418348753776962,0.0683375369089737,0.418262582894235,0.0201659211929593,0.451399083626135
"STER_035-M-18-37-20140723",0.0380916711119432,0.0651406363440432,0.447326485979854,0.0163816418210977,0.433059564743062
"STER_035-M-2-27-20140723",0.0388195884991416,0.0691221205097738,0.451202812049639,0.0155634454887702,0.425292033452676
"STER_035-M-33-17-20140723",0.0384013829911705,0.070776373201207,0.457818264414655,0.0148374771495672,0.418166502243401
"TALL_001-M-14-7-20140804",0.0915738332937722,0.1753093766325,0.207029493109069,0.118093400278315,0.407993896686344
"TALL_001-M-15-1-20140804",0.0917355892390551,0.173782556091269,0.206807497848025,0.118752291172713,0.408922065648938
"TALL_001-M-22-32-20140708",0.0881512894352439,0.169885837159375,0.206874544768105,0.121670485109363,0.413417843527913
"TALL_001-M-30-37-20140708",0.0921770840397777,0.139362443854656,0.164178706281972,0.186388174663498,0.417893591160096
"TALL_001-M-7-0-20140708",0.0957720516899278,0.188894673903993,0.192830597324225,0.123512360357635,0.398990316724219
"TALL_001-O-30-37-20140708",0.0804319420573793,0.182769288637332,0.225025810486827,0.102616190511006,0.409156768307455
"TALL_001-O-7-0-20140708",0.0853540284848929,0.168884142213511,0.20816043324718,0.121759789357594,0.415841606696822
"TALL_002-M-10-34-20140708",0.0669771601739856,0.122400649849825,0.378851106219902,0.0676250155145077,0.36414606824178
"TALL_002-M-19-1-20140804",0.0783132968904347,0.141712549852135,0.315648564689475,0.0933537702698127,0.370971818298143
"TALL_002-M-25-6-20140708",0.0772571537190562,0.142611140054773,0.321865467252261,0.0894600123893183,0.368806226584591
"TALL_002-M-3-28-20140804",0.0720566541343517,0.130136043547449,0.350217565892313,0.0787392213943071,0.368850515031579
"TALL_002-M-31-34-20140804",0.0731023018761086,0.131677254654563,0.343739659419974,0.0814479411198694,0.370032842929485
"TALL_002-M-9-4-20140708",0.0766785050991809,0.138268880726554,0.327568229171756,0.0875830356402544,0.369901349362254
"TALL_002-O-10-34-20140708",0.0602120408274384,0.106726650823639,0.39955832386352,0.0638678710772278,0.369635113408175
"TALL_003-M-24-40-20140707",0.0879869051861161,0.216829560259482,0.157229340948398,0.0796240917825864,0.458330101823418
"TALL_003-M-33-2-20140707",0.0978579578252233,0.218549041852242,0.129154945488903,0.103582859804182,0.45085519502945
"TALL_003-M-6-5-20140707",0.103013655450744,0.250032465773134,0.115231603295129,0.106282154384695,0.425440121096298
"TALL_003-O-24-40-20140707",0.0820491226181682,0.196415137697744,0.178880069551814,0.0705483373106057,0.472107332821668
"TALL_004-M-0-13-20140804",0.0642254851432056,0.102760702884216,0.453682609761546,0.0802761870154273,0.299055015195605
"TALL_004-M-14-17-20140708",0.07033343498242,0.109945406436633,0.415220990970698,0.096962217892304,0.307537949717944
