"","mean.other","mean.Mortierella","mean.Solicoccozyma","mean.Saitozyma","mean.Umbelopsis","mean.Russula","mean.Trichoderma","mean.Penicillium","mean.Cortinarius","mean.Inocybe","mean.Sebacina","mean.Lactarius","mean.Cladophialophora","mean.Tomentella","mean.Mycena","mean.Cenococcum"
"TALL_001",0.457152851883473,0.146458104746899,0.0204578279797093,0.0250741571210527,0.071964405318014,0.0211414769434059,0.0327299629004587,0.0287750723928546,0.0346065658606419,0.0293934630585032,0.00875361276602336,0.0231093896001063,0.037367205928139,0.0240775728849944,0.0200889290174447,0.0188494015982801
"TALL_002",0.460543111357937,0.102501727594931,0.01565755647362,0.0220940848617768,0.0502763274270325,0.0341857961181792,0.0287425527135049,0.027078701720619,0.0396876852958181,0.0644496802080634,0.0160040251924129,0.0214683930259713,0.0360003634166104,0.0410677168336901,0.0197513686993289,0.0204909090605046
"TALL_003",0.458208819975832,0.20807510112218,0.0208601165835375,0.0260007380912719,0.049880100844769,0.00885666188004638,0.0369434047173795,0.0306859672209206,0.0176014814171681,0.028929568877096,0.00840432445802568,0.017733094437198,0.0343314066302314,0.0197819335984508,0.0183819566020155,0.0153253235438778
"TALL_004",0.421036596793618,0.0740960427202491,0.015355670363447,0.021100479223674,0.0528361429703232,0.0719517096179449,0.0248650091763246,0.0242337192216089,0.0547256641853947,0.0708930286630768,0.0190537472687642,0.023462048051358,0.034756134600436,0.0493858279401731,0.0199779816776821,0.0222701975259256
"TALL_006",0.462746627672768,0.10640598481836,0.0162234840638171,0.0225241959904655,0.0468166786946763,0.03361084375461,0.0290068933667579,0.0273012344225216,0.0358924415759346,0.0652958431602299,0.0169440178761384,0.020498151121882,0.0354213374481069,0.0414447859088399,0.0198054060846385,0.0200620740402532
"TALL_007",0.466825868857029,0.147221570492011,0.0208806921402495,0.0260116578985535,0.0436501727168886,0.0263181044301737,0.0321625699927418,0.0285341831554838,0.022416575029552,0.0471184990528475,0.0149614079614095,0.0190999915937949,0.0341327565812073,0.0324396349972623,0.0201558482568509,0.0180704668439449
"TALL_009",0.432591466453159,0.077039235320392,0.0142815883227198,0.0207126100632932,0.041154401141925,0.0575033658371781,0.0250206841683614,0.0247314484760983,0.0427593085234376,0.0918226944203538,0.0227670180890938,0.0204703855979702,0.0336123074334884,0.0547432235631872,0.0194255455573408,0.0213647170320014
"TALL_044",0.425313403601331,0.0766405033666628,0.0157492527370206,0.0218252940505872,0.0449979475480107,0.0734077738342572,0.0249300235722244,0.0242870895565184,0.0441371024413797,0.0775321756557448,0.0218222408166148,0.0217178054501962,0.0337272174471224,0.0522306000880136,0.0200451234792145,0.0216364463551015
"TALL_051",0.420839402225452,0.0754418762487865,0.015989071435526,0.0218605218356848,0.0504898267935811,0.0747913043471341,0.0247187926203949,0.024215235046724,0.0507818416246724,0.0708490021339138,0.0201934502057699,0.022903610090284,0.0346096975057088,0.0500108502050034,0.0201484991783766,0.0221570185029876
"TALL_054",0.422758545110683,0.07486565530837,0.0152805540725279,0.0210794389862882,0.0528639819652832,0.0690349504758244,0.0250471909654591,0.0243544219570131,0.0540388799202414,0.0722019862139234,0.0189942133284917,0.0230887446685853,0.0348481717997647,0.049454342150297,0.0199816012593743,0.0221073218178733
"UNDE_001",0.42771146053069,0.224658262237687,0.0480962414199599,0.023465476925184,0.0372305482788302,0.0229083758244217,0.0260701105734603,0.0236161093407071,0.0178510900262085,0.0302782926520453,0.0177710872188413,0.0186023232106032,0.0229199430313115,0.0223543201927257,0.0188222716786135,0.0176440868587107
"UNDE_006",0.44141304043029,0.20427294872444,0.0401888218395067,0.0215964843967495,0.0297662757044668,0.0212021719467342,0.0252169635783403,0.0236902979126718,0.01782534602882,0.0474808753057401,0.0233440311919969,0.0170330891674556,0.0227730882822881,0.0282772103189769,0.0181430131672846,0.0177763420042388
"UNDE_007",0.435293806496492,0.213929168192534,0.043881482160105,0.0223440477784386,0.0327928324715528,0.0221222498419353,0.0255249878532749,0.02358336756282,0.0175993152183547,0.0397160850307778,0.0208403772220612,0.0177585123006829,0.0229020639602983,0.0255699299048104,0.0184256202505975,0.0177161537552653
"UNDE_008",0.43089054114235,0.220347685541139,0.04603581715152,0.0229480725606228,0.0329994465220076,0.0224039336476631,0.0257034026404576,0.0235387881956977,0.0168027798813935,0.0367971436478065,0.0203176429756707,0.0177064495944743,0.022770873711358,0.0247171498913446,0.0185536721693711,0.0174666007271227
"UNDE_013",0.432572841067989,0.217629080824794,0.0446717776273914,0.0227080899104235,0.032089195871902,0.0223875272088464,0.0255886586927844,0.023499401011587,0.0167117319125582,0.039237113677634,0.0211376346452269,0.0175480964275955,0.0226426259170196,0.0255431296869728,0.0185280230719664,0.0175050724453087
"UNDE_014",0.433736904367574,0.214791695587409,0.044478199974246,0.0226670790765827,0.0319580754164222,0.0225761989466755,0.0256679989726093,0.0236552458448122,0.0171055920378874,0.0398966479406334,0.0213314205165339,0.01753482212683,0.0225952084816868,0.0258407498589093,0.0185322051525245,0.0176319556986639
"UNDE_017",0.434426214002804,0.215124165610156,0.0441407617732247,0.0226249031594731,0.0336720307446886,0.0218723246870324,0.0257261129552306,0.0236871518811322,0.0182365180432648,0.0381076170745543,0.0201894926096463,0.0178975983895133,0.0229698319458639,0.0251687196717211,0.0184343710506101,0.0177221864010847
"UNDE_019",0.434750516462631,0.214907949555706,0.0441692687251654,0.0226403663101027,0.0329185600861775,0.0218686304844188,0.0256840757636992,0.023579630451852,0.0175711559941433,0.0390651878368561,0.0207451779656371,0.0177753423888302,0.0227081877420451,0.0254043232985233,0.0185554468265243,0.0176561801076887
