"","mean.other","mean.Saprotroph","mean.Ectomycorrhizal","mean.Wood_Saprotroph","mean.Animal_Pathogen","mean.Plant_Pathogen"
"HARV_002-M-24-40-20140716",0.189183724748031,0.421547274627858,0.213418235233747,0.097280814645456,0.0344105199421393,0.0441594308027684
"HARV_002-O-33-2-20140716",0.170964801495866,0.386063162540675,0.291162951867971,0.0878842253739126,0.0291437745999857,0.0347810841215893
"HARV_004-M-19-1-20140812",0.196684153137609,0.508145318871903,0.0871309477681826,0.116389787537799,0.0340582327992388,0.057591559885268
"HARV_004-M-25-6-20140715",0.203859990789346,0.518267133388685,0.0664984474034335,0.112274232501865,0.0361050498604789,0.0629951460561913
"HARV_004-M-3-28-20140812",0.196717531957476,0.508318987470136,0.0877334199866844,0.115685384628156,0.0340158141491278,0.0575288618084192
"HARV_004-M-9-34-20140812",0.197302706526101,0.509483256059873,0.0865011951431483,0.115243746389481,0.0337834341594992,0.0576856617218979
"HARV_004-M-9-4-20140715",0.205080342766565,0.520884350840242,0.0720018908900569,0.107528121506666,0.0350941188900208,0.0594111751064498
"HARV_004-O-10-34-20140715",0.175540596874552,0.473900430677279,0.125539585938971,0.137646842506097,0.0317497475297322,0.0556227964733684
"HARV_004-O-19-1-20140812",0.196345486887761,0.508902974361431,0.0875212053897325,0.115509376944845,0.0340046484840206,0.0577163079322096
"HARV_004-O-25-6-20140715",0.177912211234902,0.478565131047115,0.113216242380348,0.139067254985776,0.0328023182790577,0.0584368420728016
"HARV_004-O-3-28-20140812",0.195574210662297,0.509255407180141,0.088028320595012,0.115915343137482,0.0336723902468917,0.0575543281781759
"HARV_010-M-2-0-20140715",0.159014808161889,0.324415473058615,0.385559726541086,0.0726895762450857,0.0287785973890538,0.0295418186042709
"HARV_010-M-8-11-20140715",0.154318051310581,0.315980153467016,0.404120170938373,0.0699007884600211,0.0275811944124356,0.028099641411573
"HARV_010-O-2-0-20140715",0.10888759986329,0.235929806374536,0.538954843670498,0.0734460275153613,0.0207663474073131,0.0220153751690027
"HARV_010-O-39-30-20140715",0.120685556792806,0.258980206178938,0.50065784716619,0.0733583059884742,0.0225777541813137,0.0237403296922784
"HARV_010-O-8-11-20140715",0.110852744429108,0.244113856168206,0.522351110334155,0.0777972295789352,0.021499929311378,0.0233851301782172
"HARV_013-M-0-13-20140812",0.164624094721298,0.343942426735046,0.345177396990505,0.0823360419709356,0.0306229581976132,0.0332970813846015
"HARV_013-M-14-6-20140812",0.163531214809338,0.342699965825924,0.348207315922194,0.082115672487117,0.0303079159334775,0.0331379150219496
"HARV_013-M-28-3-20140812",0.164763412189803,0.344386878821589,0.344270161129317,0.082560137679611,0.0304732893107571,0.0335461208689235
"HARV_013-O-14-6-20140812",0.164336702574097,0.343129783213697,0.346408749040907,0.0821885488107874,0.0305320642700554,0.0334041520904566
"HARV_013-O-15-7-20140717",0.161972739494881,0.339748810139413,0.35149889044952,0.0833438871191362,0.0302622680718411,0.033173404725208
