"","mean.other","mean.Mortierellales","mean.Filobasidiales","mean.Tremellales","mean.Umbelopsidales","mean.Russulales","mean.Hypocreales","mean.Eurotiales","mean.Chaetothyriales","mean.Cantharellales","mean.Sordariales","mean.Atheliales","mean.Agaricales","mean.Sebacinales","mean.Helotiales","mean.Thelephorales","mean.Pezizales","mean.Boletales","mean.Pleosporales","mean.Mytilinidales"
"STER_005-M-0-30-20140820",0.125900737246218,0.0608457973060611,0.0269183908195181,0.0216541566111832,0.016459189369263,0.00727245800418902,0.0978661237317229,0.0215561602193751,0.0241457994219734,0.0245168242451963,0.0585486722621795,0.00922604107659359,0.213594336295452,0.0434740357029815,0.0366127976039815,0.0442145070467978,0.0623022158664347,0.0157966444820666,0.0743171271135604,0.0147779855752523
"STER_005-M-16-7-20140820",0.119742427309967,0.0561451736155599,0.0238864173455411,0.0200745045872855,0.0145809182037471,0.00678924580583035,0.093136549917213,0.0203073251991879,0.0229411144231844,0.0245494071684289,0.0563648035289206,0.00864451933780169,0.236800507627219,0.0464591295731656,0.0333825883669981,0.048132737418361,0.0650373544781423,0.0153422458512335,0.0734234771689393,0.0142595530732736
"STER_005-M-23-38-20140820",0.123723728574393,0.0592490283752436,0.0257563682019248,0.0210461735775172,0.0157825709212007,0.00708176415898533,0.0955478602455072,0.0211498626595788,0.0236536813488945,0.0246209364447044,0.0576512920006996,0.00906265490158506,0.222856484330763,0.0443760141292618,0.035482618580953,0.0455776091554333,0.063296647653014,0.0156442598876386,0.0737456236415292,0.014694821211173
"STER_006-M-1-6-20140722",0.145330564007274,0.0797060036016053,0.040388939422108,0.0283543566326807,0.0254917435766835,0.0090240836701884,0.108960579192508,0.0253634166949409,0.0276460651813758,0.0231463563923242,0.0643344645065735,0.011533720037042,0.140214655578401,0.0319544745476973,0.0496315794490738,0.0308616978705974,0.0506908709713233,0.0168829613527521,0.0736785343806857,0.0168049329341649
"STER_006-M-22-32-20140820",0.143679837647064,0.0779482329537302,0.0388261139266952,0.0276788443558077,0.0244303465038843,0.00885354297809636,0.108115298328559,0.0250535378156166,0.0273659166935219,0.0232994146402583,0.0638444155157255,0.0112847614607251,0.146689203077045,0.0332499308943199,0.0483108012173287,0.0320714927381169,0.0517202947801044,0.0168330689260633,0.0740454277653875,0.01669951778195
"STER_006-M-30-37-20140820",0.145630700944845,0.0800256086832559,0.040534267193422,0.0284155956708002,0.0256574611047998,0.0090437112196399,0.109262843979727,0.0255298382969748,0.027652129053919,0.0231402264239963,0.0643382667260953,0.0115425412301911,0.139105599926271,0.0319520588962503,0.0498711025188163,0.0306545037880483,0.0503248179035062,0.0169299572132692,0.0735417266097195,0.0168470426164533
"STER_006-M-7-0-20140820",0.142086056057143,0.0759620678775722,0.0373874850741169,0.0270215356718997,0.0234797259933764,0.00871692923461949,0.107685429278881,0.0246884943344959,0.0271404761392847,0.0235002776260167,0.0634716332653289,0.011064427401532,0.152916572731467,0.0342697168687384,0.0469024624924083,0.0333393138108934,0.0527780648440098,0.0167235172981003,0.0744428229016562,0.0164229910984601
"STER_006-M-7-5-20140722",0.144158609995764,0.0782205145450015,0.0392157214449435,0.0278614637308772,0.0246114485287153,0.00892731747276902,0.108333120844512,0.0251260782128287,0.0274682446167337,0.0233091350077209,0.0640582462472391,0.0113058073282584,0.145111945353698,0.0328687706452318,0.0484539982923413,0.0319045263070563,0.0515363225246011,0.0168464633713058,0.0740096251000313,0.0166726404303715
"STER_006-M-9-17-20140722",0.142331224938647,0.0759886506361666,0.0373913922832087,0.0270671773023599,0.0234370951063302,0.00874919394713534,0.107615798350894,0.0247684361092552,0.0271268777661699,0.0234973971142344,0.0637345101464422,0.0110247925568587,0.152074646499941,0.0344356539876534,0.0469898967543829,0.0332139368000192,0.0528083801519305,0.0167325158384731,0.0745360362431076,0.0164763874667903
"STER_007-M-17-3-20140724",0.13322616019743,0.0673269185183631,0.0313068183828215,0.0240237901875427,0.0184418002197697,0.00799489471841675,0.102641270017263,0.0227310983213787,0.0250393322838729,0.0236229515265348,0.0614162208014046,0.00985049191235958,0.186333500055315,0.0402198061725419,0.0400661810316439,0.0399016977230687,0.0587794503848504,0.0161222391991383,0.0753718533036799,0.015583525042604
"STER_018-M-15-7-20140820",0.135513319267879,0.0694646588713294,0.0325586894415541,0.0247283593643911,0.0202265730206687,0.00810218329729274,0.10345927417342,0.0234164518786816,0.0258902750027485,0.0240412588049183,0.0614188802460592,0.0103115549794364,0.178588996980683,0.038061370266962,0.0424297840098248,0.0380276513944519,0.0571566770197677,0.0164038046789612,0.0742671624413295,0.0159330748596416
"STER_018-M-4-7-20140820",0.143907426889711,0.0780733681628757,0.0389243916532812,0.0277476928686255,0.0245325643544891,0.00885810906204722,0.108541001829762,0.0251171086479646,0.0273869210973207,0.0232452200508536,0.0641011314236467,0.0113048770461658,0.145847670614904,0.0331174516554341,0.0484355209365574,0.0319841746368521,0.0515098228125261,0.0168880491093035,0.0738005730214447,0.0166769241262352
"STER_026-M-10-34-20140820",0.138858472180241,0.0724192593591474,0.0341259975079758,0.0255397168534125,0.0230126302392583,0.00819346240591856,0.10414754701102,0.0244576906685124,0.0271422695520394,0.0247988810156927,0.0611578679851689,0.0110632065485746,0.167225098829745,0.0354938089838823,0.0460602996358346,0.0352206784100088,0.0547047219715499,0.016747662376266,0.0732847127145566,0.0163460157511964
"STER_026-M-11-0-20140722",0.142846811230374,0.076330596519507,0.0372596593900218,0.026946523362974,0.0248413125364299,0.00856844819505124,0.106637511191005,0.0251539608012059,0.027768319274801,0.0241874813481882,0.0624024620323065,0.0114848965328376,0.151777428270905,0.0333920882972785,0.0489355742435142,0.0324845947654684,0.0520456555626833,0.0169699945366362,0.0732706518079382,0.0166960301008739
"STER_026-M-27-36-20140722",0.142091109601233,0.0752007478670935,0.03605070076558,0.0265316377498354,0.0253600594740197,0.00831411210736481,0.104429879506694,0.0252269410316535,0.0281824497467287,0.0251579730765482,0.0608207003781268,0.0117414814270541,0.156407828815259,0.0334310359186042,0.0496886369857637,0.0328588890912752,0.0524499585747358,0.0171413923943338,0.0722110022938013,0.0167034631942961
"STER_026-M-9-4-20140820",0.145016379423246,0.0788277806891842,0.0391447194398835,0.0278261857913567,0.0265573302765507,0.00878372377620727,0.107579092232172,0.0256307340258095,0.0282012851591169,0.0241222548767106,0.062612077827492,0.0117879367988835,0.143149560883349,0.0316951398383382,0.0508659274306175,0.0308448099630683,0.0506274188571876,0.0171112922597091,0.0727055427480427,0.0169108077030748
"STER_027-M-3-26-20140723",0.122193257261545,0.0581850539293386,0.0255306575372592,0.0209550359543395,0.0142133311130936,0.0071966400505426,0.0969963381664606,0.0205490592199649,0.0228898641092145,0.0234658153462943,0.0586868834658384,0.00851770419374413,0.224435744209547,0.0464035560519169,0.0332304553262986,0.047367626406255,0.0644411522800031,0.0152834948115,0.07509734411289,0.0143609864539541
"STER_027-M-33-0-20140723",0.131807837815131,0.0655110444344671,0.0292796085943592,0.0230635330584038,0.0199930631959343,0.00749349799582064,0.0991883255604907,0.0230736629971836,0.0259420922668947,0.0256875555288271,0.0583625145646397,0.0103097523056501,0.195175673402283,0.0392582687437657,0.0421639512967206,0.0398699037086963,0.0587006602443268,0.0164646217819258,0.0730037068112727,0.0156507256932065
"STER_028-M-20-40-20140722",0.121290328183246,0.0582859967871187,0.0261956502518077,0.0212417441916412,0.01261274172381,0.00751836403917223,0.0993148167015558,0.0197357799335199,0.0215700132767467,0.021497979890877,0.0615761035552021,0.00782680227909223,0.221413796946585,0.0487672372058229,0.0305513688184073,0.0487266287334939,0.0652376922632566,0.0148500483080395,0.0777525868090431,0.0140343201015627
"STER_028-M-21-38-20140722",0.123920051445011,0.0599389814562402,0.0267753685413906,0.0216532688657417,0.0142262799959158,0.00748523912359611,0.0988090479050351,0.0205738140191144,0.0227427754274099,0.0226656472184372,0.0606450069490895,0.008458157391923,0.216488149876823,0.0461115644134752,0.0331387144614444,0.0465637947794653,0.0637297882012591,0.0152849517567004,0.0763526564141347,0.0144367417577925
"STER_028-M-33-4-20140722",0.131288447773402,0.0657350738073817,0.0300356457674819,0.0233921544958009,0.0180334917628684,0.0077687770365728,0.101642548650197,0.0224525517189687,0.0248554714833202,0.0239143978303067,0.0608036205936841,0.00967490543079164,0.193228418116702,0.0410385135525333,0.0392988709713875,0.0407776346497855,0.0595858249429219,0.0161330036283719,0.0750103639820934,0.0153302838054284
