"sampleID";"pC";"cn";"pH";"NPP";"map";"mat";"forest";"conifer";"relEM";"P";"K";"Ca";"Mg"
"DSNY_043-M-18-37-20140814";1.74;22.3;5.24;0.856000006198883;1218;22.1041667064031;0;1;6.39622413062165;1.57808075014064;0.715383238055167;0.37206394884123;-0.24234401818645
"DSNY_043-M-2-27-20140814";1.15;21.2;5.83;0.856000006198883;1218;22.1041667064031;0;1;6.39622413062165;1.57808075014064;0.715383238055167;0.37206394884123;-0.24234401818645
"HARV_001-M-14-7-20140812";10.4167152939506;23.7156910542055;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_001-M-15-1-20140812";10.4167152939506;23.7156910542055;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_001-M-39-16-20140812";10.4167152939506;23.7156910542055;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_001-M-7-0-20140715";2.33;19.9;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_001-O-14-7-20140812";10.4167152939506;23.7156910542055;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_001-O-15-1-20140812";10.4167152939506;23.7156910542055;4.56945180296921;0.626999974250793;1108;7.45833339293798;1;1;2.52890906097704;2.06892351796054;0.745818041623652;1.96274152327702;1.2442328229802
"HARV_002-M-24-40-20140716";5.39;18.5;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.27973114342409;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_002-O-33-2-20140716";14.49;29;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.27973114342409;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-M-19-1-20140812";13.5288929062331;20.6770413629655;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-M-25-6-20140715";4.73;15.7;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-M-3-28-20140812";13.5288929062331;20.6770413629655;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-M-9-34-20140812";13.5288929062331;20.6770413629655;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-M-9-4-20140715";4.3;19.4;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-O-10-34-20140715";35.35;22.2;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-O-19-1-20140812";13.5288929062331;20.6770413629655;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-O-25-6-20140715";32.61;19.3;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_004-O-3-28-20140812";13.5288929062331;20.6770413629655;4.62864983440096;0.626999974250793;1108;7.45833339293798;1;1;-0.200249014830708;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_010-M-2-0-20140715";2.63;23.7;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.36394781910346;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_010-M-8-11-20140715";3.84;26.1;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.36394781910346;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_010-O-2-0-20140715";33.18;26.5;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.36394781910346;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_010-O-39-30-20140715";25.34;26.1;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.36394781910346;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_010-O-8-11-20140715";33.51;24.6;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.36394781910346;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_013-M-0-13-20140812";6.1533676326415;20.4325782008111;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_013-M-14-6-20140812";6.1533676326415;20.4325782008111;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_013-M-28-3-20140812";6.1533676326415;20.4325782008111;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_013-O-14-6-20140812";6.1533676326415;20.4325782008111;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_013-O-15-7-20140717";7.89;20;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_013-O-28-3-20140812";6.1533676326415;20.4325782008111;4.58350444200673;0.626999974250793;1108;7.45833339293798;1;1;2.80987418701657;2.12281509185222;0.715236693977688;1.35878089660963;0.376921701103056
"HARV_016-M-0-30-20140715";4.19;16.5;4.50501531969211;0.626999974250793;1108;7.45833339293798;1;1;3.94237943319024;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_016-M-16-7-20140715";5.44;17.9;4.50501531969211;0.626999974250793;1108;7.45833339293798;1;1;3.94237943319024;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_016-O-0-30-20140715";45.2;24.1;4.50501531969211;0.626999974250793;1108;7.45833339293798;1;1;3.94237943319024;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-M-12-33-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-M-30-27-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-M-37-22-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-O-12-33-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-O-30-27-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_020-O-37-22-20140812";3.22106091278404;23.3827834118204;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;-6.18817291320366;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_021-M-36-16-20140717";8.92;30.1;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.44540374519053;1.87704714500836;0.721540811774369;1.67845300232967;1.17102546042133
"HARV_021-M-6-12-20140717";10.35;26;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.44540374519053;1.87704714500836;0.721540811774369;1.67845300232967;1.17102546042133
"HARV_021-O-3-37-20140717";7.87;27.3;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.44540374519053;1.87704714500836;0.721540811774369;1.67845300232967;1.17102546042133
"HARV_021-O-36-16-20140717";7.80506426995537;26.3065418864133;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;6.44540374519053;1.87704714500836;0.721540811774369;1.67845300232967;1.17102546042133
"HARV_033-M-23-30-20140717";5.68;20.2;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.1669179059622;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_033-M-30-38-20140717";4.53;17.6;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.1669179059622;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_033-M-33-4-20140717";5.98;18.9;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.1669179059622;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_033-O-23-30-20140717";43.1;24.8;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.1669179059622;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_033-O-30-38-20140717";42.26;22.5;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;1.1669179059622;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_034-M-23-8-20140717";5.19;22.4;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;2.43253826628437;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_034-M-31-3-20140717";4.33;23.6;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;2.43253826628437;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_035-M-18-37-20140717";4.28;26.2;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;2.3930076829;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"HARV_035-O-18-37-20140717";41.31;32.9;4.58687579888955;0.626999974250793;1108;7.45833339293798;1;1;2.3930076829;2.07228083018925;0.716349103088198;1.36665901424986;0.758434407719174
"JERC_001-M-17-34-20140710";0.936858763630702;20.334745322067;5.65622179411915;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_001-M-29-2-20140710";0.936858763630702;20.334745322067;5.65622179411915;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_001-M-7-5-20140805";0.74;19.8;5.58;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_001-M-9-17-20140805";0.96;20.2;5.61;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_002-M-11-0-20140805";1.63;28.5;5.52;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.712645730522;0.702709789751512;0.881659641889965;0.0846656297465797
"JERC_002-M-12-7-20140710";1.06071208569629;28.1196812181594;5.62773664345826;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.712645730522;0.702709789751512;0.881659641889965;0.0846656297465797
"JERC_002-M-27-36-20140805";1.03;28;5.7;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.712645730522;0.702709789751512;0.881659641889965;0.0846656297465797
"JERC_002-M-30-5-20140805";0.99;28.6;5.16;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.712645730522;0.702709789751512;0.881659641889965;0.0846656297465797
"JERC_003-M-1-7-20140805";1.58;21.8;5.56;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.70515962011538;0.706547275100566;1.24635871742332;0.0846656297465797
"JERC_003-M-3-26-20140805";0.71;20;5.27;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.70515962011538;0.706547275100566;1.24635871742332;0.0846656297465797
"JERC_003-M-33-0-20140805";0.47;15.4;5.79;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.70515962011538;0.706547275100566;1.24635871742332;0.0846656297465797
"JERC_005-M-24-40-20140805";0.89;33.4;5.5;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.78569709347452;0.706547275100566;1.2049660322651;0.230793665424818
"JERC_005-M-33-2-20140805";1.27;28.1;5.74;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.78569709347452;0.706547275100566;1.2049660322651;0.230793665424818
"JERC_005-M-4-9-20140805";1.45;40.8;5.56;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.78569709347452;0.706547275100566;1.2049660322651;0.230793665424818
"JERC_006-M-15-33-20140710";1.03591337271477;25.6557710708854;5.62414311708669;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.75783151689213;0.706547275100566;1.2049660322651;0.385695625410561
"JERC_006-M-2-0-20140805";1;27.8;5.39;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.75783151689213;0.706547275100566;1.2049660322651;0.385695625410561
"JERC_006-M-21-39-20140710";1.03591337271477;25.6557710708854;5.62414311708669;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.75783151689213;0.706547275100566;1.2049660322651;0.385695625410561
"JERC_006-M-8-11-20140805";1.12;26;5.6;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.75783151689213;0.706547275100566;1.2049660322651;0.385695625410561
"JERC_008-M-23-30-20140805";0.6;24.3;6.17;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.57542822415766;0.706547275100566;1.25611855471248;0.288785612402505
"JERC_008-M-33-4-20140805";1.17;26.4;5.66;0.633000016212463;1353;19.0916668574015;0;0;5.62261209554247;1.57542822415766;0.706547275100566;1.25611855471248;0.288785612402505
"JERC_047-M-36-16-20140805";0.73;23.7;5.74;0.633000016212463;1353;19.0916668574015;0;0;6.15388502033429;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_047-M-6-12-20140805";0.31;17.3;5.75;0.633000016212463;1353;19.0916668574015;0;0;6.15388502033429;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_048-M-19-30-20140805";1.06;27.3;5.73;0.633000016212463;1353;19.0916668574015;0;0;6.85330117139976;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_048-M-31-3-20140805";1.24;23.2;5.71;0.633000016212463;1353;19.0916668574015;0;0;6.85330117139976;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"JERC_049-M-2-27-20140805";2.05;33;5.14;0.633000016212463;1353;19.0916668574015;0;0;6.64358989184199;1.73690217827491;0.71603911687101;1.09523694113096;0.131128309826022
"ORNL_001-O-17-34-20140715";3.49;16.1;5.11;0.73199999332428;1209;14.0208334426085;1;1;0.72847672529424;1.95036895666279;0.715812121298108;1.23076243823398;0.425479622323363
"ORNL_003-O-9-11-20140714";3.96;19.5;4.56;0.73199999332428;1209;14.0208334426085;1;1;1.02017504732951;1.95036895666279;0.715812121298108;1.23076243823398;0.425479622323363
"ORNL_021-O-15-33-20140714";4.79;11.2;6.11;0.73199999332428;1209;14.0208334426085;1;1;-1.18756955616097;2.1004662319384;0.712235549661767;1.27500389887285;0.464876871458186
"ORNL_029-O-9-2-20140714";6.01;14;6.76;0.73199999332428;1209;14.0208334426085;1;1;0.204700701982478;1.78125600787566;0.714113886954962;2.07419775199607;0.640968130513867
"ORNL_031-O-11-3-20140714";3.39;10.2;6.63;0.73199999332428;1209;14.0208334426085;1;1;-9.21024036697585;1.97187103695192;0.708452334271201;1.17110776500413;0.464876871458186
"ORNL_037-O-4-23-20140715";8.05;23.3;4.84;0.73199999332428;1209;14.0208334426085;1;1;1.32767917593486;1.95036895666279;0.715812121298108;1.23076243823398;0.425479622323363
"ORNL_043-O-2-27-20140715";2.36335671808001;17.0509296498151;4.3;0.73199999332428;1209;14.0208334426085;1;1;0.945152293892743;1.95036895666279;0.715812121298108;1.23076243823398;0.425479622323363
"OSBS_001-M-17-34-20140701";1.13019119392892;24.3317563120344;4.2;0.75;1292;20.6208334366481;1;1;4.11760881557105;1.79375805699112;0.71536739821638;-0.0288531922958921;-0.443426830856068
"OSBS_001-M-17-34-20140818";1.5;26.3;4.60643758584438;0.75;1292;20.6208334366481;1;1;4.11760881557105;1.79375805699112;0.71536739821638;-0.0288531922958921;-0.443426830856068
"OSBS_001-M-26-3-20140701";1.13019119392892;24.3317563120344;4.49;0.75;1292;20.6208334366481;1;1;4.11760881557105;1.79375805699112;0.71536739821638;-0.0288531922958921;-0.443426830856068
"OSBS_001-M-26-3-20140818";1.21;25.9;4.60643758584438;0.75;1292;20.6208334366481;1;1;4.11760881557105;1.79375805699112;0.71536739821638;-0.0288531922958921;-0.443426830856068
