"","other","Mortierellomycota","Basidiomycota","Mucoromycota","Ascomycota"
"SRR1502627",0.00497512437810945,0.204975124378109,0.408955223880597,0.174129353233831,0.206965174129353
"SRR1502628",0.00298507462686567,0.16318407960199,0.261691542288557,0.355223880597015,0.216915422885572
"SRR1502637",0.0507462686567164,0.0298507462686567,0.756218905472637,0.0199004975124378,0.143283582089552
"SRR1502638",0.140298507462687,0.0706467661691542,0.617910447761194,0.0149253731343284,0.156218905472637
"SRR1502639",0.0288557213930348,0.0218905472636816,0.617910447761194,0.00298507462686567,0.328358208955224
"SRR1502640",0.0139303482587065,0.0577114427860696,0.642786069651741,0.00099502487562189,0.284577114427861
"SRR1502641",0.00398009950248756,0.0119402985074627,0.754228855721393,0.00099502487562189,0.228855721393035
"SRR1502642",0.0139303482587065,0.063681592039801,0.595024875621891,0.00099502487562189,0.32636815920398
"SRR1502643",0.0248756218905473,0.00099502487562189,0.467661691542289,0.00099502487562189,0.50547263681592
"SRR1502644",0.00398009950248756,0.00099502487562189,0.598009950248756,0.00099502487562189,0.396019900497512
"SRR1502654",0.00497512437810945,0.03681592039801,0.82089552238806,0.00895522388059702,0.128358208955224
"SRR1502655",0.00099502487562189,0.102487562189055,0.833830845771144,0.00099502487562189,0.0616915422885572
"SRR1502656",0.00895522388059702,0.0477611940298507,0.739303482587065,0.00099502487562189,0.202985074626866
"SRR1502657",0.0278606965174129,0.0955223880597015,0.735323383084577,0.00696517412935323,0.134328358208955
"SRR1502658",0.00398009950248756,0.0865671641791045,0.734328358208955,0.00099502487562189,0.174129353233831
"SRR1502659",0.0348258706467662,0.00696517412935323,0.260696517412935,0.0865671641791045,0.610945273631841
"SRR1502667",0.00497512437810945,0.221890547263682,0.454726368159204,0.129353233830846,0.189054726368159
"SRR1502671",0.00199004975124378,0.0437810945273632,0.600995024875622,0.283582089552239,0.0696517412935323
"SRR1502672",0.00099502487562189,0.138308457711443,0.568159203980099,0.106467661691542,0.186069651741294
"SRR1502673",0.00099502487562189,0.00597014925373134,0.724378109452736,0.137313432835821,0.13134328358209
"SRR1502674",0.00099502487562189,0.00796019900497512,0.610945273631841,0.0318407960199005,0.348258706467662
